date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret,note
2025-12-29,00992A,0,0,0,203238,0,0,0,0,0,0,0,
2025-12-30,00992A,4048,0,4048,231988,0,0,0,0,0,0,0,
2025-12-31,00992A,2875,626,6297,263113,0,0,0,4048,0,0,0,
2026-01-02,00992A,642,604,6334,268863,0,0,0,6297,1,0,0,
2026-01-05,00992A,506,1999,4791,268863,0,0,0,6334,50,0,0,
2026-01-06,00992A,420,433,4778,267363,0,0,0,4791,0,0,0,
2026-01-07,00992A,1134,390,5522,267363,0,0,0,4778,0,0,0,
2026-01-08,00992A,408,883,5047,267363,0,0,0,5522,0,0,0,
2026-01-09,00992A,293,132,5208,267363,0,0,0,5047,0,0,0,
2026-01-12,00992A,81,932,4355,259363,0,0,0,5208,2,0,0,
2026-01-13,00992A,381,279,4457,259363,0,0,0,4355,0,0,0,
2026-01-14,00992A,137,402,4192,256363,0,5,5,4457,0,0,0,
2026-01-15,00992A,612,285,4519,256113,0,0,5,4192,0,5,0,
2026-01-16,00992A,302,414,4407,254488,0,0,5,4519,0,5,0,
2026-01-19,00992A,286,178,4515,254988,0,0,5,4407,0,5,0,
2026-01-20,00992A,244,552,4207,254988,0,2,7,4515,0,5,0,
2026-01-21,00992A,444,696,3955,256113,2,0,5,4207,0,7,0,
2026-01-22,00992A,800,437,4318,255863,0,4,9,3955,0,5,0,
2026-01-23,00992A,582,805,4092,255863,0,0,9,4318,3,9,0,
2026-01-26,00992A,291,339,4044,257238,0,0,9,4092,0,9,0,
2026-01-27,00992A,696,57,4683,264988,0,10,19,4044,0,9,0,
2026-01-28,00992A,1713,166,5730,277738,0,10,29,4683,500,19,0,
2026-01-29,00992A,804,1326,5208,280238,0,6,35,5730,0,29,0,
2026-01-30,00992A,425,124,5509,280738,15,0,20,5208,0,35,0,
2026-02-02,00992A,558,713,5354,280738,3,1,18,5509,0,20,0,
