date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance
2025-07-18,00985A,0,0,0,29697,0,0,0
2025-07-21,00985A,79,0,79,31322,0,0,0
2025-07-22,00985A,278,12,345,39572,0,0,0
2025-07-23,00985A,392,192,545,55822,0,0,0
2025-07-24,00985A,99,19,625,56822,0,0,0
2025-07-25,00985A,96,10,711,57947,0,0,0
2025-07-28,00985A,38,1,748,59197,0,0,0
2025-07-29,00985A,126,5,869,67072,0,0,0
2025-07-30,00985A,23,8,884,68447,0,0,0
2025-07-31,00985A,196,98,982,68072,0,0,0
2025-08-01,00985A,115,34,1063,68447,0,0,0
2025-08-04,00985A,29,0,1082,69197,0,0,0
2025-08-05,00985A,60,67,1074,69447,0,0,0
2025-08-06,00985A,12,28,1058,71447,0,0,0
2025-08-07,00985A,441,91,1408,71447,0,0,0
2025-08-08,00985A,69,9,1468,71697,0,1,1
2025-08-11,00985A,240,109,1599,76572,0,0,1
2025-08-12,00985A,105,20,1684,79447,0,1,2
2025-08-13,00985A,180,45,1819,80947,0,2,4
2025-08-14,00985A,57,102,1774,81072,0,5,9
2025-08-15,00985A,63,98,1738,81197,0,2,11
2025-08-18,00985A,176,530,1384,81447,0,0,11
2025-08-19,00985A,158,12,1530,85697,0,0,11
2025-08-20,00985A,127,318,1319,86072,11,0,0
2025-08-21,00985A,94,36,1377,88322,0,0,0
2025-08-22,00985A,128,120,1385,88322,0,0,0
2025-08-25,00985A,140,97,1428,89197,0,0,0
2025-08-26,00985A,19,15,1432,89947,0,0,0
2025-08-27,00985A,168,125,1475,90072,0,0,0
2025-08-28,00985A,128,185,1418,90322,0,0,0
2025-08-29,00985A,138,95,1461,91072,0,2,2
2025-09-01,00985A,109,158,1412,92822,2,0,0
2025-09-02,00985A,38,180,1270,93697,0,1,1
2025-09-03,00985A,10,50,1230,94197,0,2,3
2025-09-04,00985A,150,10,1370,94697,0,1,4
2025-09-05,00985A,65,12,1423,94822,1,0,3
2025-09-08,00985A,505,72,1856,95197,1,0,2
2025-09-09,00985A,189,78,1967,96072,0,0,2
2025-09-10,00985A,102,111,1958,96447,0,0,2
2025-09-11,00985A,94,76,1976,97572,0,0,2
2025-09-12,00985A,77,137,1916,97947,0,0,2
2025-09-15,00985A,102,356,1662,98197,0,0,2
2025-09-16,00985A,461,40,2083,98197,0,0,2
2025-09-17,00985A,16,182,1917,98197,0,0,2
2025-09-18,00985A,73,10,1980,98197,0,0,2
2025-09-19,00985A,16,16,1980,98197,0,0,2
2025-09-22,00985A,18,24,1974,98197,0,0,2
2025-09-23,00985A,128,64,2038,98197,0,0,2
2025-09-24,00985A,60,48,2050,98197,0,0,2
2025-09-25,00985A,26,458,1618,98572,0,0,2
2025-09-26,00985A,73,125,1566,101447,0,3,5
2025-09-30,00985A,24,112,1478,101447,0,2,7
2025-10-01,00985A,174,33,1619,101447,0,3,10
2025-10-02,00985A,289,62,1846,101197,1,5,14
2025-10-03,00985A,252,80,2018,100322,0,3,17
2025-10-07,00985A,164,30,2152,100322,2,0,15
2025-10-08,00985A,43,34,2157,100322,0,0,15
2025-10-09,00985A,96,83,2170,99947,0,0,15
2025-10-13,00985A,94,47,2217,100072,2,0,13
2025-10-14,00985A,106,403,1920,99947,0,1,14
2025-10-15,00985A,61,24,1877,99947,1,2,15
2025-10-16,00985A,111,138,1850,99947,0,1,16
2025-10-17,00985A,163,15,1998,100072,0,0,16
2025-10-20,00985A,144,141,2001,100947,0,4,20
2025-10-21,00985A,143,38,2106,100947,0,0,20
2025-10-22,00985A,101,64,2143,102072,0,0,20
2025-10-23,00985A,55,22,2175,104822,0,0,20
2025-10-27,00985A,173,19,2329,104822,1,2,21
2025-10-28,00985A,141,163,2307,104947,0,0,21
2025-10-29,00985A,201,52,2456,105697,0,1,22
2025-10-30,00985A,119,457,2118,106947,0,0,22
2025-10-31,00985A,115,127,2106,107447,0,4,26
2025-11-03,00985A,424,129,2401,109322,0,0,26
2025-11-04,00985A,126,156,2371,109447,1,0,22
2025-11-05,00985A,97,522,1946,111572,2,1,21
2025-11-06,00985A,517,51,2412,111822,0,31,52
2025-11-07,00985A,45,18,2439,112447,0,0,52
2025-11-10,00985A,63,513,1989,112572,1,11,62
2025-11-11,00985A,43,26,2006,113947,0,1,63
2025-11-12,00985A,30,37,1999,114322,0,10,73
2025-11-13,00985A,94,28,2065,114322,2,21,92
2025-11-14,00985A,121,57,2129,114572,19,0,73
2025-11-17,00985A,2,98,1998,114572,1,1,73
2025-11-18,00985A,60,190,1848,114697,13,0,60
2025-11-19,00985A,221,32,2037,116822,0,0,60
2025-11-20,00985A,67,41,2063,117322,0,10,70
2025-11-21,00985A,143,21,2185,118572,0,0,70
2025-11-24,00985A,23,16,2191,118572,0,0,70
2025-11-25,00985A,41,57,2175,119072,0,0,70
2025-11-26,00985A,28,202,2001,119322,0,0,70
2025-11-27,00985A,147,113,2035,119322,0,15,85
2025-11-28,00985A,290,206,2113,119322,0,0,85
2025-12-01,00985A,54,101,2066,119322,20,0,65
2025-12-02,00985A,76,372,1770,119322,0,0,65
2025-12-03,00985A,11,44,1737,119947,0,0,65
2025-12-04,00985A,20,21,1736,120197,0,0,65
2025-12-05,00985A,4,97,1643,120197,0,1,66
2025-12-08,00985A,78,64,1657,120197,0,1,67
2025-12-09,00985A,17,51,1623,119572,0,0,67
2025-12-10,00985A,68,91,1600,119572,0,0,67
2025-12-11,00985A,196,87,1709,121072,0,0,67
2025-12-12,00985A,23,49,1683,123572,0,0,67
2025-12-15,00985A,78,7,1754,125072,0,0,67
2025-12-16,00985A,141,23,1872,126572,1,0,66
2025-12-17,00985A,30,25,1877,129322,0,5,71
2025-12-18,00985A,41,26,1892,129447,5,0,66
2025-12-19,00985A,3,4,1891,129447,0,0,66
2025-12-22,00985A,17,127,1781,129447,0,0,66
2025-12-23,00985A,20,146,1655,129447,0,0,66
2025-12-24,00985A,2,128,1519,129447,0,1,67
2025-12-26,00985A,97,69,1547,128322,0,0,67
2025-12-29,00985A,46,84,1509,128322,0,0,67
2025-12-30,00985A,12,23,1498,127572,0,0,67
2025-12-31,00985A,66,105,1449,127572,0,0,67
2026-01-02,00985A,100,23,1526,127572,0,0,67
2026-01-05,00985A,35,5,1556,127697,0,0,67
2026-01-06,00985A,101,28,1629,127697,0,0,67
2026-01-07,00985A,61,178,1512,127697,0,0,67
2026-01-08,00985A,34,73,1473,127697,0,0,67
2026-01-09,00985A,51,48,1476,127322,0,0,67
2026-01-12,00985A,206,24,1658,127322,0,0,67
2026-01-13,00985A,89,16,1651,126947,0,0,67
2026-01-14,00985A,342,66,1927,126947,0,1,68
2026-01-15,00985A,40,59,1908,127197,1,0,67
2026-01-16,00985A,105,208,1805,127697,0,0,67
2026-01-19,00985A,26,44,1787,127697,0,0,67
2026-01-20,00985A,70,33,1824,129072,0,0,67
2026-01-21,00985A,75,270,1629,129947,0,0,67
2026-01-22,00985A,94,94,1629,129947,0,0,67
2026-01-23,00985A,162,49,1722,129947,0,0,67
2026-01-26,00985A,19,45,1696,129947,0,0,67
2026-01-27,00985A,98,35,1759,129947,0,0,67
2026-01-28,00985A,43,371,1431,129947,0,0,67
2026-01-29,00985A,68,47,1452,130447,0,0,67
2026-01-30,00985A,119,121,1450,130447,0,0,67
2026-02-02,00985A,82,49,1483,130447,0,0,67
2026-02-03,00985A,28,59,1452,130447,0,0,67
2026-02-04,00985A,9,7,1454,130572,0,5,72
2026-02-05,00985A,34,0,1488,130572,0,0,72
2026-02-06,00985A,30,70,1448,132072,0,2,74
2026-02-09,00985A,39,38,1449,132072,0,0,74
2026-02-10,00985A,41,68,1412,132072,3,0,71
2026-02-11,00985A,87,140,1359,132072,0,0,71
2026-02-23,00985A,86,29,1387,132072,0,0,71
2026-02-24,00985A,107,64,1430,132072,0,0,71
2026-02-25,00985A,148,124,1454,132197,0,1,72
2026-02-26,00985A,61,133,1382,132197,0,0,72
2026-03-02,00985A,296,169,1509,132322,1,0,71
2026-03-03,00985A,31,126,1414,132322,1,0,70
2026-03-04,00985A,103,84,1431,132322,0,2,72
2026-03-05,00985A,49,61,1419,130947,1,3,74
2026-03-06,00985A,35,71,1383,130947,1,3,76
2026-03-09,00985A,48,120,1311,130947,8,1,69
2026-03-10,00985A,46,20,1337,130947,0,0,69
2026-03-11,00985A,21,29,1329,130947,0,0,69
2026-03-12,00985A,92,10,1411,130947,0,0,69
2026-03-13,00985A,22,38,1395,130947,0,3,72
2026-03-16,00985A,72,34,1433,130947,1,0,71
2026-03-17,00985A,64,46,1451,130947,0,0,71
2026-03-18,00985A,64,7,1508,130947,1,0,70
2026-03-19,00985A,37,132,1413,130572,0,0,70
2026-03-20,00985A,28,9,1432,130572,0,0,70
2026-03-23,00985A,25,16,1441,130822,3,0,67
2026-03-24,00985A,61,7,1494,130822,0,0,67
2026-03-25,00985A,42,84,1452,130447,0,0,67
2026-03-26,00985A,101,238,1314,130447,0,2,69
2026-03-27,00985A,18,15,1317,130447,0,3,72
2026-03-30,00985A,10,40,1287,130447,0,0,72
2026-03-31,00985A,23,97,1213,130447,4,0,68
2026-04-01,00985A,5,18,1198,130447,0,0,68
2026-04-02,00985A,4,18,1178,129947,0,0,68
2026-04-07,00985A,6,42,1142,129947,0,0,68
2026-04-08,00985A,117,23,1236,129572,0,0,68
