date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret,note
2016-08-04,00666R,0,0,0,5406,0,0,0,0,0,0,0,
2016-08-05,00666R,9,0,9,5406,0,0,0,0,0,0,0,
2016-08-08,00666R,0,0,9,5156,0,0,0,9,0,0,0,
2016-08-09,00666R,0,0,9,5156,0,0,0,9,0,0,0,
2016-08-10,00666R,8,0,17,5156,0,0,0,9,0,0,0,
2016-08-11,00666R,3,0,20,5156,0,0,0,17,0,0,0,
2016-08-12,00666R,4,0,24,5156,0,0,0,20,0,0,0,
2016-08-15,00666R,0,0,24,5156,0,0,0,24,0,0,0,
2016-08-16,00666R,0,0,24,5156,0,0,0,24,0,0,0,
2016-08-17,00666R,0,0,24,5156,0,0,0,24,0,0,0,
2016-08-18,00666R,0,1,23,5156,0,0,0,24,0,0,0,
2016-08-19,00666R,0,0,23,5156,0,0,0,23,0,0,0,
2016-08-22,00666R,1,0,24,5156,0,0,0,23,0,0,0,
2016-08-23,00666R,5,1,28,5156,0,0,0,24,0,0,0,
2016-08-24,00666R,0,2,26,5156,0,0,0,28,0,0,0,
2016-08-25,00666R,0,5,21,5156,0,0,0,26,0,0,0,
2016-08-26,00666R,0,0,21,5156,0,0,0,21,0,0,0,
2016-08-29,00666R,0,0,21,5031,0,0,0,21,0,0,0,
2016-08-30,00666R,0,0,21,5031,0,0,0,21,0,0,0,
2016-08-31,00666R,0,0,21,4906,0,0,0,21,0,0,0,
2016-09-01,00666R,20,0,41,4531,0,0,0,21,0,0,0,
2016-09-02,00666R,0,0,41,4531,0,0,0,41,0,0,0,
2016-09-05,00666R,18,0,59,4531,0,0,0,41,0,0,0,
2016-09-06,00666R,1,0,60,4406,0,0,0,59,0,0,0,
2016-09-07,00666R,5,0,65,4281,0,0,0,60,0,0,0,
2016-09-08,00666R,0,0,65,4281,0,0,0,65,0,0,0,
