date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret,note
2025-09-23,00981T,0,0,0,57065,0,0,0,0,0,0,0,
2025-09-24,00981T,53,0,53,56940,0,0,0,0,0,0,0,
2025-09-25,00981T,33,1,85,56190,0,0,0,53,0,0,0,
2025-09-26,00981T,0,0,85,56315,0,0,0,85,0,0,0,
2025-09-30,00981T,2,0,87,56315,0,0,0,85,0,0,0,
2025-10-01,00981T,0,0,87,55565,0,0,0,87,0,0,0,
2025-10-02,00981T,1,3,85,51690,0,0,0,87,0,0,0,
2025-10-03,00981T,0,1,84,46315,0,0,0,85,0,0,0,
2025-10-07,00981T,1,0,85,45565,0,0,0,84,0,0,0,
2025-10-08,00981T,0,0,85,43065,0,0,0,85,0,0,0,
2025-10-09,00981T,0,0,85,42440,0,0,0,85,0,0,0,
2025-10-13,00981T,0,0,85,42440,0,0,0,85,0,0,0,
2025-10-14,00981T,0,1,84,41690,0,0,0,85,0,0,0,
2025-10-15,00981T,1,0,85,40565,0,0,0,84,0,0,0,
2025-10-16,00981T,2,1,86,40565,0,0,0,85,0,0,0,
2025-10-17,00981T,0,0,86,39940,0,0,0,86,0,0,0,
2025-10-20,00981T,0,0,86,40065,0,0,0,86,0,0,0,
2025-10-21,00981T,1,2,85,40065,0,0,0,86,0,0,0,
2025-10-22,00981T,20,0,105,40065,0,0,0,85,0,0,0,
2025-10-23,00981T,0,0,105,40065,0,0,0,105,0,0,0,
2025-10-27,00981T,1,20,86,39815,0,0,0,105,0,0,0,
2025-10-28,00981T,2,0,88,39815,0,0,0,86,0,0,0,
2025-10-29,00981T,0,1,87,39565,0,0,0,88,0,0,0,
2025-10-30,00981T,2,0,89,39565,0,0,0,87,0,0,0,
2025-10-31,00981T,2,1,90,39565,0,0,0,89,0,0,0,
2025-11-03,00981T,2,2,90,39565,0,0,0,90,0,0,0,
2025-11-04,00981T,0,0,90,38065,0,0,0,90,0,0,0,
2025-11-05,00981T,0,0,90,37690,0,0,0,90,0,0,0,
2025-11-06,00981T,3,0,93,37690,0,0,0,90,0,0,0,
2025-11-07,00981T,0,0,93,37690,0,0,0,93,0,0,0,
2025-11-10,00981T,0,3,90,37690,0,0,0,93,0,0,0,
2025-11-11,00981T,0,0,90,37690,0,0,0,90,0,0,0,
2025-11-12,00981T,0,0,90,37440,0,0,0,90,0,0,0,
2025-11-13,00981T,0,1,89,37315,0,0,0,90,0,0,0,
2025-11-14,00981T,0,0,89,36815,0,0,0,89,0,0,0,
2025-11-17,00981T,0,0,89,36815,0,0,0,89,0,0,0,
2025-11-18,00981T,0,0,89,36565,0,0,0,89,0,0,0,
2025-11-19,00981T,0,0,89,36065,0,0,0,89,0,0,0,
2025-11-20,00981T,0,0,89,35440,0,0,0,89,0,0,0,
2025-11-21,00981T,0,0,89,35440,0,0,0,89,0,0,0,
2025-11-24,00981T,0,0,89,35065,0,0,0,89,0,0,0,
