date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret,note
2015-05-15,00638R,0,0,0,4737,0,0,0,0,0,0,0,
2015-05-18,00638R,363,0,363,5737,0,0,0,0,0,0,0,
2015-05-19,00638R,823,156,1030,6362,0,0,0,363,0,0,0,
2015-05-20,00638R,321,155,1196,6612,0,1,1,1030,0,0,0,
2015-05-21,00638R,556,102,1650,6612,0,1,2,1196,0,1,0,
2015-05-22,00638R,1385,113,2922,7112,1,3,3,1650,0,2,1,
2015-05-25,00638R,595,254,3263,7862,0,10,13,2922,0,3,0,
2015-05-26,00638R,783,226,3820,8737,4,0,9,3263,0,13,0,
2015-05-27,00638R,590,625,3785,9737,0,14,23,3820,0,9,0,
2015-05-28,00638R,1262,1627,3420,10237,3,16,36,3785,0,23,0,
2015-05-29,00638R,754,1699,2475,10237,7,17,46,3420,0,36,0,
2015-06-01,00638R,983,961,2497,11612,19,0,27,2475,0,46,0,
2015-06-02,00638R,538,640,2395,11612,3,7,31,2497,0,27,0,
2015-06-03,00638R,312,381,2326,12112,8,0,23,2395,0,31,0,
2015-06-04,00638R,1423,365,3384,12112,1,1,23,2326,0,23,0,
2015-06-05,00638R,1063,851,3596,12612,0,10,33,3384,0,23,0,
2015-06-08,00638R,2643,440,5799,15487,17,20,36,3596,0,33,0,
2015-06-09,00638R,999,359,6439,16612,22,17,31,5799,0,36,0,
2015-06-10,00638R,607,1692,5354,16862,7,8,32,6439,0,31,0,
2015-06-11,00638R,306,370,5290,17112,3,23,52,5354,0,32,0,
2015-06-12,00638R,149,479,4960,17112,29,0,23,5290,0,52,0,
2015-06-15,00638R,730,513,5177,17112,2,12,33,4960,0,23,0,
2015-06-16,00638R,1046,837,5386,17112,14,6,23,5177,0,33,2,
2015-06-17,00638R,3485,1457,7414,17612,4,8,27,5386,0,23,0,
2015-06-18,00638R,365,1561,6218,17862,3,29,53,7414,0,27,0,
2015-06-22,00638R,865,1165,5918,17862,12,32,71,6218,0,53,2,
2015-06-23,00638R,1008,3724,3202,17862,12,35,94,5918,0,71,0,
2015-06-24,00638R,513,340,3375,17862,55,16,55,3202,0,94,0,
2015-06-25,00638R,788,752,3411,17862,30,5,30,3375,0,55,0,
2015-06-26,00638R,852,2151,2112,17862,2,50,78,3411,0,30,0,
2015-06-29,00638R,606,1586,1132,17612,14,50,114,2112,0,78,0,
2015-06-30,00638R,831,615,1348,17612,43,0,71,1132,0,114,0,
2015-07-01,00638R,284,186,1446,17612,26,11,56,1348,0,71,0,
2015-07-02,00638R,147,394,1199,17612,0,11,67,1446,0,56,0,
2015-07-03,00638R,368,491,1076,17612,17,23,73,1199,0,67,0,
2015-07-06,00638R,160,177,1059,17612,27,17,63,1076,0,73,0,
2015-07-07,00638R,121,574,606,17612,6,7,64,1059,0,63,0,
2015-07-08,00638R,2276,221,2661,17612,2,3,60,606,0,64,5,
2015-07-09,00638R,708,374,2995,17612,25,15,49,2661,0,60,1,
2015-07-13,00638R,822,2571,1246,17612,19,0,30,2995,0,49,0,
2015-07-14,00638R,329,465,1110,17612,0,13,33,1246,0,30,10,
2015-07-15,00638R,768,426,1452,17612,4,13,42,1110,0,33,0,
2015-07-16,00638R,429,226,1655,17612,12,20,50,1452,0,42,0,
2015-07-17,00638R,558,381,1832,17612,24,4,30,1655,0,50,0,
2015-07-20,00638R,522,152,2202,17612,0,9,39,1832,0,30,0,
2015-07-21,00638R,1160,1190,2172,17612,0,13,52,2202,0,39,0,
2015-07-22,00638R,578,519,2231,17612,0,44,96,2172,0,52,0,
2015-07-23,00638R,791,186,2836,17612,65,0,31,2231,0,96,0,
2015-07-24,00638R,194,203,2827,17612,0,0,31,2836,0,31,0,
2015-07-27,00638R,378,873,2332,17612,0,60,91,2827,0,31,0,
2015-07-28,00638R,515,1000,1847,17612,0,32,123,2332,0,91,0,
