date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret,note
2017-11-15,00715L,0,0,0,3721,0,0,0,0,0,0,0,
2017-11-16,00715L,2,0,2,3721,0,0,0,0,0,0,0,
2017-11-17,00715L,72,0,74,3721,0,0,0,2,0,0,0,
2017-11-20,00715L,11,23,62,3721,0,0,0,74,0,0,0,
2017-11-21,00715L,150,0,212,3721,0,0,0,62,0,0,0,
2017-11-22,00715L,53,0,265,3721,0,0,0,212,0,0,0,
2017-11-23,00715L,0,200,65,3721,0,0,0,265,0,0,0,
2017-11-24,00715L,0,1,64,3721,0,0,0,65,0,0,0,
2017-11-27,00715L,0,0,64,3721,0,0,0,64,0,0,0,
2017-11-28,00715L,0,0,64,3721,0,0,0,64,0,0,0,
2017-11-29,00715L,2,1,65,3721,0,0,0,64,0,0,0,
2017-11-30,00715L,0,0,65,3721,0,0,0,65,0,0,0,
2017-12-01,00715L,1,0,66,3721,0,0,0,65,0,0,0,
2017-12-04,00715L,0,12,54,3596,0,0,0,66,0,0,0,
2017-12-05,00715L,9,0,63,3596,0,0,0,54,0,0,0,
2017-12-06,00715L,0,0,63,3471,0,0,0,63,0,0,0,
2017-12-07,00715L,11,0,74,3471,0,0,0,63,0,0,0,
2017-12-08,00715L,46,25,95,3471,0,0,0,74,0,0,0,
2017-12-11,00715L,4,11,88,3471,0,0,0,95,0,0,0,
2017-12-12,00715L,42,14,116,3471,0,0,0,88,0,0,0,
2017-12-13,00715L,21,27,110,3346,0,0,0,116,0,0,0,
2017-12-14,00715L,38,0,148,3221,0,0,0,110,0,0,0,
2017-12-15,00715L,60,10,198,3221,0,0,0,148,0,0,0,
2017-12-18,00715L,0,60,138,3221,0,0,0,198,0,0,0,
2017-12-19,00715L,0,0,138,3221,0,0,0,138,0,0,0,
2017-12-20,00715L,1,75,64,3221,0,0,0,138,0,0,0,
2017-12-21,00715L,1,9,56,3221,0,0,0,64,0,0,0,
2017-12-22,00715L,0,10,46,3221,0,0,0,56,0,0,0,
2017-12-25,00715L,0,0,46,3221,0,0,0,46,0,0,0,
2017-12-26,00715L,0,0,46,3221,0,0,0,46,0,0,0,
2017-12-27,00715L,2,1,47,3096,0,0,0,46,0,0,0,
2017-12-28,00715L,0,2,45,2971,0,0,0,47,0,0,0,
