date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret,note
2026-04-14,00986D,0,0,0,57669,0,0,0,,,,,
2026-04-15,00986D,0,0,0,57669,0,0,0,,,,,
2026-04-16,00986D,0,0,0,54919,0,0,0,,,,,
2026-04-17,00986D,0,0,0,54919,0,0,0,,,,,
2026-04-20,00986D,0,0,0,53669,0,0,0,,,,,
2026-04-21,00986D,0,0,0,53169,0,0,0,,,,,
2026-04-22,00986D,0,0,0,53169,0,0,0,,,,,
2026-04-23,00986D,0,0,0,53169,0,0,0,,,,,
2026-04-24,00986D,0,0,0,52044,0,0,0,,,,,
2026-04-27,00986D,0,0,0,52044,0,0,0,,,,,
2026-04-28,00986D,0,0,0,51419,0,0,0,,,,,
2026-04-29,00986D,0,0,0,51169,0,0,0,,,,,
2026-04-30,00986D,0,0,0,51169,0,0,0,,,,,
2026-05-04,00986D,0,0,0,51169,0,0,0,,,,,
2026-05-05,00986D,0,0,0,51169,0,0,0,,,,,
2026-05-06,00986D,0,0,0,51169,0,0,0,,,,,
2026-05-07,00986D,0,0,0,51169,0,0,0,,,,,
2026-05-08,00986D,0,0,0,51169,0,0,0,,,,,
2026-05-11,00986D,0,0,0,50669,0,0,0,,,,,
2026-05-12,00986D,0,0,0,50419,0,0,0,,,,,
2026-05-13,00986D,0,0,0,50419,0,0,0,,,,,
2026-05-14,00986D,0,0,0,50419,0,0,0,,,,,
2026-05-15,00986D,0,0,0,50169,0,0,0,,,,,
2026-05-18,00986D,0,0,0,49669,0,0,0,,,,,
2026-05-19,00986D,0,0,0,49669,0,0,0,,,,,
2026-05-20,00986D,0,0,0,49669,0,0,0,,,,,
2026-05-21,00986D,0,0,0,49419,0,0,0,,,,,
2026-05-22,00986D,0,0,0,49419,0,0,0,,,,,
2026-05-25,00986D,0,0,0,49419,0,0,0,,,,,
2026-05-26,00986D,0,0,0,48919,0,0,0,,,,,
