date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance
2015-01-05,4529,5,2,5562,9031,0,0,25
2015-01-06,4529,9,3,5568,9031,0,0,25
2015-01-07,4529,28,28,5568,9031,0,0,25
2015-01-08,4529,19,26,5561,9031,0,0,25
2015-01-09,4529,11,10,5562,9031,0,0,25
2015-01-12,4529,15,10,5567,9031,0,0,25
2015-01-13,4529,87,38,5616,9031,0,0,25
2015-01-14,4529,122,92,5646,9031,0,2,27
2015-01-15,4529,420,314,5751,9031,2,3,28
2015-01-16,4529,117,113,5735,9031,6,1,23
2015-01-19,4529,61,30,5766,9031,1,0,21
2015-01-20,4529,25,26,5765,9031,0,0,21
2015-01-21,4529,23,20,5768,9031,0,0,21
2015-01-22,4529,26,43,5751,9031,1,0,20
2015-01-23,4529,443,380,5814,9031,0,4,24
2015-01-26,4529,80,87,5807,9031,4,0,20
2015-01-27,4529,47,58,5796,9031,0,0,20
2015-01-28,4529,27,52,5771,9031,10,0,10
2015-01-29,4529,13,35,5749,9031,0,0,10
2015-01-30,4529,12,56,5705,9031,10,0,0
2015-02-02,4529,5,48,5662,9031,0,1,1
2015-02-03,4529,21,29,5654,9031,0,0,1
2015-02-04,4529,101,103,5652,9031,0,0,1
2015-02-05,4529,4,10,5646,9031,0,0,1
2015-02-06,4529,3,3,5646,9031,1,0,0
2015-02-09,4529,13,10,5649,9031,0,0,0
2015-02-10,4529,23,19,5653,9031,0,1,1
2015-02-11,4529,8,60,5601,9031,1,0,0
2015-02-12,4529,19,75,5545,9031,0,0,0
2015-02-13,4529,339,299,5585,9031,0,0,0
2015-02-24,4529,0,1,5584,9031,0,0,0
2015-02-25,4529,0,6,5578,9031,0,0,0
2015-02-26,4529,0,1,5577,9031,0,0,0
2015-03-02,4529,5,14,5568,9031,0,2,2
2015-03-03,4529,0,7,5561,9031,0,4,6
2015-03-04,4529,9,6,5564,9031,0,0,6
2015-03-05,4529,6,0,5565,9031,0,0,6
2015-03-06,4529,11,4,5572,9031,0,0,6
2015-03-09,4529,25,5,5592,9031,0,0,6
2015-03-10,4529,26,0,5618,9031,0,0,6
2015-03-11,4529,13,1,5630,9031,0,0,6
2015-03-12,4529,90,14,5706,9031,0,0,6
2015-03-13,4529,37,30,5713,9031,0,0,6
2015-03-16,4529,6,12,5707,9031,0,0,6
2015-03-17,4529,4,37,5674,9031,0,0,6
2015-03-18,4529,93,29,5738,9031,0,0,6
2015-03-19,4529,18,23,5733,9031,0,0,6
2015-03-20,4529,6,1,5738,9031,0,0,6
2015-03-23,4529,12,0,5750,9031,0,0,6
2015-03-24,4529,64,9,5805,9031,0,0,6
2015-03-25,4529,18,7,5816,9031,0,0,6
2015-03-26,4529,32,11,5837,9031,0,0,6
2015-03-27,4529,5,12,5830,9031,2,0,4
2015-03-30,4529,0,5,5825,9031,1,0,3
2015-03-31,4529,6,11,5820,9031,0,0,3
2015-04-01,4529,0,7,5792,9031,0,0,3
2015-04-02,4529,18,25,5785,9031,0,0,3
2015-04-07,4529,16,13,5738,9031,0,0,3
2015-04-08,4529,25,15,5748,9031,0,0,3
2015-04-09,4529,17,29,5736,9031,0,0,3
2015-04-10,4529,47,66,5717,9031,0,0,3
2015-04-13,4529,5,10,5712,9031,3,1,1
2015-04-14,4529,26,15,5723,9031,0,0,1
2015-04-15,4529,19,14,5727,9031,0,0,1
2015-04-16,4529,37,57,5707,9031,0,0,1
2015-04-17,4529,11,7,5708,9031,0,0,1
2015-04-20,4529,1,22,5687,9031,0,0,1
2015-04-21,4529,8,4,5691,9031,0,1,2
2015-04-22,4529,16,33,5674,9031,0,3,4
2015-04-23,4529,7,3,5678,9031,1,0,3
2015-04-24,4529,7,8,5677,9031,0,0,0
2015-04-27,4529,13,29,5661,9031,0,0,0
2015-04-28,4529,92,13,4940,9031,0,0,0
2015-04-29,4529,61,53,4948,9031,0,44,44
2015-04-30,4529,21,48,4921,9031,0,6,50
2015-05-04,4529,8,28,4901,9031,5,0,45
2015-05-05,4529,29,28,4902,9031,0,24,69
2015-05-06,4529,10,12,4900,11531,4,67,132
2015-05-07,4529,38,6,4932,11531,110,0,5
2015-05-08,4529,43,89,4886,11531,1,2,2
2015-05-11,4529,54,206,4734,11531,1,5,6
2015-05-12,4529,90,134,4531,11531,5,0,1
2015-05-13,4529,119,29,4606,11531,0,1,2
2015-05-14,4529,203,80,4719,11531,0,5,7
2015-05-15,4529,115,78,4756,11531,3,4,8
2015-05-18,4529,193,68,4871,11531,6,10,12
2015-05-19,4529,3,5,4766,11531,1,0,10
2015-05-20,4529,1,1,4766,11531,0,0,10
2015-05-21,4529,3,24,4745,11531,6,0,4
2015-05-22,4529,4,6,4743,11531,3,0,1
2015-05-25,4529,12,28,4727,11531,0,0,1
2015-05-26,4529,5,12,4720,11531,0,0,1
2015-05-27,4529,3,5,4718,11531,0,0,1
2015-05-28,4529,10,7,4721,11531,0,0,1
2015-05-29,4529,17,19,4719,11531,0,0,1
2015-06-01,4529,46,60,4705,11531,0,0,1
2015-06-02,4529,19,6,4718,11531,0,0,1
2015-06-03,4529,9,8,4716,11531,0,0,1
2015-06-04,4529,55,48,4720,11531,1,0,0
2015-06-05,4529,3,37,4686,11531,0,0,0
2015-06-08,4529,8,17,4677,11531,0,0,0
2015-06-09,4529,89,82,4684,11531,0,0,0
2015-06-10,4529,36,50,4669,11531,0,0,0
2015-06-11,4529,23,50,4642,11531,0,0,0
2015-06-12,4529,23,33,4610,11531,0,0,0
2015-06-15,4529,46,13,4643,11531,0,0,0
2015-06-16,4529,7,10,4585,11531,0,0,0
2015-06-17,4529,19,15,4589,11531,0,0,0
2015-06-18,4529,6,2,4591,11531,0,0,0
2015-06-22,4529,16,2,4367,11531,0,0,0
2015-06-23,4529,3,3,4367,11531,0,0,0
2015-06-24,4529,6,21,4352,11531,0,0,0
2015-06-25,4529,7,6,4326,11531,0,0,0
2015-06-26,4529,5,6,4323,11531,0,0,0
2015-06-29,4529,21,24,4320,11531,0,0,0
2015-06-30,4529,151,24,4425,11531,0,0,0
2015-07-01,4529,64,34,4455,11531,0,0,0
2015-07-02,4529,40,76,4419,11531,0,0,0
2015-07-03,4529,638,547,4510,11531,0,128,128
2015-07-06,4529,422,587,4345,11531,42,243,329
2015-07-07,4529,253,277,4321,11531,134,179,374
2015-07-08,4529,95,404,4010,11531,254,13,133
2015-07-09,4529,88,84,4004,11531,35,5,103
2015-07-13,4529,81,58,4027,11531,16,2,89
2015-07-14,4529,111,94,4044,11531,5,20,104
2015-07-15,4529,194,126,4112,11531,31,25,98
2015-07-16,4529,64,42,4134,11531,5,0,93
2015-07-17,4529,56,49,4141,11531,2,4,94
2015-07-20,4529,121,132,4130,11531,19,16,91
2015-07-21,4529,94,156,4068,11531,15,4,80
2015-07-22,4529,127,103,4092,11531,1,28,107
2015-07-23,4529,84,194,3982,11531,36,21,92
2015-07-24,4529,22,48,3956,11531,15,6,83
2015-07-27,4529,76,167,3865,11531,13,5,75
2015-07-28,4529,16,28,3853,11531,11,3,67
2015-07-29,4529,10,22,3841,11531,1,1,67
2015-07-30,4529,22,15,3756,11531,1,0,66
2015-07-31,4529,26,19,3763,11552,3,5,68
2015-08-03,4529,19,26,3752,11552,4,6,70
2015-08-04,4529,17,20,3749,11552,2,7,75
2015-08-05,4529,21,31,3725,11552,14,5,66
2015-08-06,4529,9,33,3701,11552,13,0,53
2015-08-07,4529,8,7,3702,11552,1,0,52
2015-08-10,4529,48,63,3687,11552,2,2,52
2015-08-11,4529,32,33,3686,11552,0,0,52
2015-08-12,4529,23,28,3681,11552,1,1,52
2015-08-13,4529,188,85,3781,11552,0,29,81
2015-08-14,4529,67,119,3728,11552,6,51,126
2015-08-17,4529,21,14,3715,11552,40,77,163
2015-08-18,4529,28,27,3716,11552,40,39,162
2015-08-19,4529,45,48,3709,11552,17,49,194
2015-08-20,4529,14,21,3702,11552,15,25,204
2015-08-21,4529,10,34,3678,11552,29,29,204
2015-08-24,4529,0,196,3443,11552,20,0,184
2015-08-25,4529,0,44,3376,11552,27,0,157
2015-08-26,4529,0,34,3338,11552,14,0,143
2015-08-27,4529,0,25,3313,11552,14,0,129
2015-08-28,4529,0,4,3309,11552,7,0,122
2015-08-31,4529,0,42,3267,11552,3,0,119
2015-09-01,4529,0,22,3245,11552,23,0,96
2015-09-02,4529,0,0,3245,11552,0,0,96
2015-09-03,4529,0,0,3245,11552,0,0,96
2015-09-04,4529,0,5,3240,11552,0,0,96
2015-09-07,4529,0,2,3238,11552,0,0,96
2015-09-08,4529,0,3,3235,11552,0,0,96
2015-09-09,4529,0,6,3229,11552,0,0,96
2015-09-10,4529,0,7,3207,11552,0,0,96
2015-09-11,4529,0,5,3202,11552,1,0,93
2015-09-14,4529,0,31,3171,11552,11,0,82
2015-09-15,4529,0,53,3118,11552,0,0,82
2015-09-16,4529,0,30,3088,11552,1,0,81
2015-09-17,4529,0,19,3069,11552,0,0,81
2015-09-18,4529,0,102,2967,11552,0,0,81
2015-09-21,4529,0,87,2880,11552,0,0,81
