date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance
2019-01-28,00772B,0,0,0,2947,0,0,0
2019-01-29,00772B,0,0,0,2947,0,0,0
2019-01-30,00772B,0,0,0,15572,0,0,0
2019-02-11,00772B,0,0,0,15572,0,0,0
2019-02-12,00772B,0,0,0,15572,0,0,0
2019-02-13,00772B,0,0,0,15572,0,0,0
2019-02-14,00772B,0,0,0,15572,0,0,0
2019-02-15,00772B,0,0,0,15572,0,0,0
2019-02-18,00772B,0,0,0,20697,0,0,0
2019-02-19,00772B,0,0,0,20697,0,0,0
2019-02-20,00772B,0,0,0,20697,0,0,0
2019-02-21,00772B,0,0,0,26947,0,0,0
2019-02-22,00772B,0,0,0,26947,0,0,0
2019-02-25,00772B,0,0,0,27072,0,0,0
2019-02-26,00772B,0,0,0,27072,0,0,0
2019-02-27,00772B,0,0,0,27072,0,0,0
2019-03-04,00772B,0,0,0,27072,0,0,0
2019-03-05,00772B,0,0,0,27072,0,0,0
2019-03-06,00772B,0,0,0,27072,0,0,0
2019-03-07,00772B,0,0,0,27072,0,0,0
2019-03-08,00772B,0,0,0,27072,0,0,0
2019-03-11,00772B,0,0,0,27072,0,0,0
2019-03-12,00772B,0,0,0,27072,0,0,0
2019-03-13,00772B,0,0,0,27072,0,0,0
2019-03-14,00772B,0,0,0,27072,0,0,0
2019-03-15,00772B,0,0,0,27072,0,0,0
2019-03-18,00772B,0,0,0,27072,0,0,0
2019-03-19,00772B,0,0,0,27072,0,0,0
2019-03-20,00772B,0,0,0,27072,0,0,0
2019-03-21,00772B,0,0,0,27072,0,0,0
2019-03-22,00772B,0,0,0,39572,0,0,0
2019-03-25,00772B,0,0,0,39572,0,0,0
2019-03-26,00772B,0,0,0,39572,0,0,0
2019-03-27,00772B,0,0,0,39572,0,0,0
2019-03-28,00772B,0,0,0,39572,0,0,0
2019-03-29,00772B,0,0,0,39572,0,0,0
2019-04-01,00772B,0,0,0,38322,0,0,0
2019-04-02,00772B,0,0,0,38322,0,0,0
2019-04-03,00772B,0,0,0,38447,0,0,0
2019-04-08,00772B,0,0,0,38447,0,0,0
2019-04-09,00772B,0,0,0,44197,0,0,0
2019-04-10,00772B,0,0,0,44322,0,0,0
2019-04-11,00772B,0,0,0,48072,0,0,0
2019-04-12,00772B,0,0,0,48072,0,0,0
2019-04-15,00772B,0,0,0,54322,0,0,0
2019-04-16,00772B,0,0,0,54322,0,0,0
2019-04-17,00772B,0,0,0,54322,0,0,0
2019-04-18,00772B,0,0,0,54322,0,0,0
2019-04-19,00772B,0,0,0,54322,0,0,0
2019-04-22,00772B,0,0,0,54322,0,0,0
2019-04-23,00772B,0,0,0,54447,0,0,0
2019-04-24,00772B,0,0,0,54447,0,0,0
2019-04-25,00772B,0,0,0,54447,0,0,0
2019-04-26,00772B,0,0,0,54822,0,0,0
2019-04-29,00772B,0,0,0,55197,0,0,0
2019-04-30,00772B,0,0,0,55197,0,0,0
2019-05-02,00772B,0,0,0,66197,0,0,0
2019-05-03,00772B,0,0,0,65947,0,0,0
2019-05-06,00772B,0,0,0,65947,0,0,0
2019-05-07,00772B,0,0,0,65947,0,0,0
2019-05-08,00772B,0,0,0,65947,0,0,0
2019-05-09,00772B,0,0,0,65947,0,0,0
2019-05-10,00772B,0,0,0,65947,0,0,0
2019-05-13,00772B,0,0,0,71822,0,0,0
2019-05-14,00772B,0,0,0,65822,0,0,0
2019-05-15,00772B,0,0,0,65822,0,0,0
2019-05-16,00772B,0,0,0,65822,0,0,0
2019-05-17,00772B,0,0,0,65822,0,0,0
2019-05-20,00772B,0,0,0,65822,0,0,0
2019-05-21,00772B,0,0,0,68822,0,0,0
2019-05-22,00772B,0,0,0,68822,0,0,0
2019-05-23,00772B,0,0,0,68822,0,0,0
2019-05-24,00772B,0,0,0,68822,0,0,0
2019-05-27,00772B,0,0,0,68822,0,0,0
2019-05-28,00772B,0,0,0,68822,0,0,0
2019-05-29,00772B,0,0,0,68822,0,0,0
2019-05-30,00772B,0,0,0,68822,0,0,0
2019-05-31,00772B,0,0,0,68822,0,0,0
2019-06-03,00772B,0,0,0,68822,0,0,0
2019-06-04,00772B,0,0,0,68947,0,0,0
2019-06-05,00772B,0,0,0,68947,0,0,0
2019-06-06,00772B,0,0,0,69072,0,0,0
2019-06-10,00772B,0,0,0,69072,0,0,0
2019-06-11,00772B,0,0,0,69072,0,0,0
2019-06-12,00772B,0,0,0,71947,0,0,0
2019-06-13,00772B,0,0,0,77697,0,0,0
2019-06-14,00772B,0,0,0,77822,0,0,0
2019-06-17,00772B,0,0,0,77822,0,0,0
2019-06-18,00772B,0,0,0,77947,0,0,0
2019-06-19,00772B,0,0,0,77947,0,0,0
2019-06-20,00772B,0,0,0,77947,0,0,0
2019-06-21,00772B,0,0,0,77947,0,0,0
2019-06-24,00772B,0,0,0,78197,0,0,0
2019-06-25,00772B,0,0,0,91072,0,0,0
2019-06-26,00772B,0,0,0,91072,0,0,0
2019-06-27,00772B,0,0,0,109447,0,0,0
2019-06-28,00772B,0,0,0,118822,0,0,0
2019-07-01,00772B,0,0,0,118822,0,0,0
2019-07-02,00772B,0,0,0,124322,0,0,0
2019-07-03,00772B,0,0,0,124322,0,0,0
2019-07-04,00772B,0,0,0,124322,0,0,0
2019-07-05,00772B,0,0,0,124322,0,0,0
2019-07-08,00772B,0,0,0,124322,0,0,0
2019-07-09,00772B,0,0,0,124697,0,0,0
2019-07-10,00772B,0,0,0,124697,0,0,0
2019-07-11,00772B,0,0,0,124697,0,0,0
2019-07-12,00772B,0,0,0,124697,0,0,0
2019-07-15,00772B,0,0,0,124697,0,0,0
2019-07-16,00772B,0,0,0,124697,0,0,0
2019-07-17,00772B,0,0,0,132947,0,0,0
2019-07-18,00772B,0,0,0,132947,0,0,0
2019-07-19,00772B,0,0,0,132947,0,0,0
2019-07-22,00772B,0,0,0,133197,0,0,0
2019-07-23,00772B,0,0,0,146197,0,0,0
2019-07-24,00772B,0,0,0,151822,0,0,0
2019-07-25,00772B,0,0,0,151822,0,0,0
2019-07-26,00772B,0,0,0,151822,0,0,0
2019-07-29,00772B,0,0,0,167947,0,0,0
2019-07-30,00772B,0,0,0,167947,0,0,0
2019-07-31,00772B,0,0,0,167947,0,0,0
2019-08-01,00772B,0,0,0,167947,0,0,0
2019-08-02,00772B,0,0,0,167947,0,0,0
2019-08-05,00772B,0,0,0,167947,0,0,0
2019-08-06,00772B,0,0,0,167947,0,0,0
2019-08-07,00772B,0,0,0,169447,0,0,0
2019-08-08,00772B,0,0,0,172822,0,0,0
2019-08-12,00772B,0,0,0,172822,0,0,0
2019-08-13,00772B,0,0,0,172822,0,0,0
2019-08-14,00772B,0,0,0,172822,0,0,0
2019-08-15,00772B,0,0,0,172572,0,0,0
2019-08-16,00772B,0,0,0,172572,0,0,0
2019-08-19,00772B,2,0,2,175197,0,0,0
2019-08-20,00772B,0,2,0,175197,0,0,0
2019-08-21,00772B,0,0,0,175197,0,0,0
2019-08-22,00772B,0,0,0,170197,0,0,0
2019-08-23,00772B,0,0,0,165322,0,0,0
2019-08-26,00772B,0,0,0,165322,0,0,0
2019-08-27,00772B,0,0,0,165322,0,0,0
2019-08-28,00772B,1,0,1,165322,0,0,0
2019-08-29,00772B,0,0,1,165322,0,0,0
2019-08-30,00772B,0,0,1,165322,0,0,0
2019-09-02,00772B,0,0,1,165322,0,0,0
2019-09-03,00772B,0,0,1,171947,0,0,0
2019-09-04,00772B,0,0,1,171947,0,0,0
2019-09-05,00772B,0,0,1,187947,0,0,0
2019-09-06,00772B,0,0,1,187447,0,0,0
2019-09-09,00772B,0,0,1,195197,0,0,0
2019-09-10,00772B,0,0,1,213947,0,0,0
2019-09-11,00772B,0,0,1,214572,0,0,0
2019-09-12,00772B,0,1,0,220197,0,0,0
2019-09-16,00772B,0,0,0,231447,0,0,0
2019-09-17,00772B,0,0,0,236822,0,0,0
2019-09-18,00772B,0,0,0,236947,0,0,0
2019-09-19,00772B,0,0,0,236947,0,0,0
2019-09-20,00772B,0,0,0,237697,0,0,0
2019-09-23,00772B,16,0,16,237697,0,0,0
2019-09-24,00772B,9,5,20,237697,0,0,0
2019-09-25,00772B,4,0,24,237697,0,0,0
2019-09-26,00772B,1,20,5,237697,0,0,0
2019-09-27,00772B,0,0,5,238447,0,0,0
2019-10-01,00772B,0,0,5,238447,0,0,0
2019-10-02,00772B,0,0,5,238447,0,0,0
2019-10-03,00772B,0,0,5,248947,0,0,0
2019-10-04,00772B,0,0,5,249447,0,0,0
2019-10-07,00772B,0,0,5,249447,0,0,0
2019-10-08,00772B,0,0,5,237072,0,0,0
2019-10-09,00772B,0,0,5,237072,0,0,0
2019-10-14,00772B,0,0,5,237072,0,0,0
2019-10-15,00772B,0,0,5,241322,0,0,0
2019-10-16,00772B,0,0,5,260572,0,0,0
2019-10-17,00772B,0,0,5,260572,0,0,0
2019-10-18,00772B,0,0,5,260572,0,0,0
