date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance
2026-01-06,00994A,0,0,0,18047,0,0,0
2026-01-07,00994A,335,0,335,22297,0,0,0
2026-01-08,00994A,328,0,663,22297,0,0,0
2026-01-09,00994A,97,2,758,22797,0,0,0
2026-01-12,00994A,0,320,438,22797,0,0,0
2026-01-13,00994A,68,100,406,22797,0,0,0
2026-01-14,00994A,0,1,405,21297,0,0,0
2026-01-15,00994A,11,20,396,21297,0,0,0
2026-01-16,00994A,0,251,145,21297,0,0,0
2026-01-19,00994A,6,4,147,21297,0,0,0
2026-01-20,00994A,0,0,147,20172,0,0,0
2026-01-21,00994A,42,0,189,20422,0,0,0
2026-01-22,00994A,4,72,119,20422,0,0,0
2026-01-23,00994A,36,7,148,20422,0,0,0
2026-01-26,00994A,47,20,175,20422,0,0,0
2026-01-27,00994A,40,0,215,20422,0,0,0
2026-01-28,00994A,86,39,212,20547,0,0,0
2026-01-29,00994A,257,14,455,20797,0,0,0
2026-01-30,00994A,34,173,316,20797,0,0,0
2026-02-02,00994A,36,11,341,20797,0,0,0
2026-02-03,00994A,828,35,1134,20422,0,0,0
2026-02-04,00994A,11,110,1035,20422,0,0,0
2026-02-05,00994A,43,711,367,20547,0,0,0
2026-02-06,00994A,312,0,679,20797,0,0,0
2026-02-09,00994A,10,3,686,20797,0,0,0
2026-02-10,00994A,6,333,359,20797,0,0,0
2026-02-11,00994A,66,1,424,20797,0,0,0
2026-02-23,00994A,213,0,637,20922,0,0,0
2026-02-24,00994A,156,171,622,21172,0,0,0
2026-02-25,00994A,325,42,905,21172,0,0,0
2026-02-26,00994A,44,81,868,21172,0,0,0
2026-03-02,00994A,71,120,819,21172,0,0,0
2026-03-03,00994A,63,215,667,21422,0,0,0
2026-03-04,00994A,160,181,646,21422,0,0,0
2026-03-05,00994A,40,26,660,21422,0,0,0
2026-03-06,00994A,4,63,601,21422,0,0,0
2026-03-09,00994A,48,110,539,21672,0,1,1
2026-03-10,00994A,8,52,495,21672,0,0,1
2026-03-11,00994A,15,94,416,21422,0,0,1
2026-03-12,00994A,31,64,383,21422,0,0,1
2026-03-13,00994A,84,7,460,21422,0,0,1
2026-03-16,00994A,24,13,471,21422,0,0,1
2026-03-17,00994A,22,20,473,21422,0,0,1
2026-03-18,00994A,443,6,910,22172,0,0,1
2026-03-19,00994A,773,157,1526,26172,0,0,1
2026-03-20,00994A,265,221,1570,31672,0,0,1
2026-03-23,00994A,357,155,1772,31672,0,0,1
2026-03-24,00994A,22,194,1600,31672,0,0,1
2026-03-25,00994A,20,30,1590,30422,0,0,1
2026-03-26,00994A,202,70,1722,30422,0,0,1
2026-03-27,00994A,40,20,1742,30422,0,0,1
2026-03-30,00994A,6,13,1735,30422,0,0,1
2026-03-31,00994A,80,991,824,31047,0,0,1
2026-04-01,00994A,99,65,858,30547,0,0,1
2026-04-02,00994A,54,72,840,30547,0,0,1
2026-04-07,00994A,137,68,909,30172,0,0,1
2026-04-08,00994A,828,148,1589,30172,0,0,1
2026-04-09,00994A,395,74,1912,30922,0,0,1
2026-04-10,00994A,277,157,2032,31547,0,0,1
2026-04-13,00994A,883,139,2776,32797,0,0,1
2026-04-14,00994A,1397,245,3928,33797,0,0,1
2026-04-15,00994A,1171,433,4666,35922,0,0,1
2026-04-16,00994A,2332,30,6968,40047,0,0,1
2026-04-17,00994A,2881,179,9670,50672,0,0,1
2026-04-20,00994A,1843,674,10839,53047,0,0,1
2026-04-21,00994A,264,526,10576,55797,0,0,1
2026-04-22,00994A,289,279,10581,56547,0,0,1
2026-04-23,00994A,548,3655,7474,57922,0,0,1
2026-04-24,00994A,1816,638,8652,57922,0,0,1
2026-04-27,00994A,558,266,8944,63172,0,0,1
2026-04-28,00994A,176,168,8952,63297,0,0,1
2026-04-29,00994A,62,250,8764,63297,0,0,1
2026-04-30,00994A,215,173,8806,63297,0,0,1
2026-05-04,00994A,1848,631,10014,66172,0,1,2
2026-05-05,00994A,1455,783,10686,70547,1,0,1
2026-05-06,00994A,1254,927,11013,77297,0,0,1
2026-05-07,00994A,1072,741,11334,77922,0,0,1
2026-05-08,00994A,850,1008,11176,81047,0,0,1
2026-05-11,00994A,259,1058,10377,81047,0,0,1
2026-05-12,00994A,260,482,10155,81047,0,0,1
2026-05-13,00994A,177,628,9704,81047,0,0,1
2026-05-14,00994A,246,165,9785,79172,0,0,1
2026-05-15,00994A,190,1302,8663,79172,0,8,9
2026-05-18,00994A,115,215,8556,79172,8,7,8
2026-05-19,00994A,173,224,8503,79172,5,0,3
2026-05-20,00994A,16,657,7852,78172,0,51,54
2026-05-21,00994A,46,278,7620,78172,2,0,52
2026-05-22,00994A,233,144,7709,77922,50,0,2
2026-05-25,00994A,166,336,7536,77172,1,0,1
2026-05-26,00994A,1149,993,7692,77297,0,0,1
2026-05-27,00994A,322,316,7698,77297,0,0,1
2026-05-28,00994A,532,668,7562,77797,0,7,8
2026-05-29,00994A,287,542,7307,77797,7,6,7
2026-06-01,00994A,41,335,7013,77797,6,0,1
2026-06-02,00994A,338,97,7234,77797,0,0,1
2026-06-03,00994A,318,64,7488,76547,0,0,1
2026-06-04,00994A,194,43,7639,76547,0,0,1
2026-06-05,00994A,249,119,7769,76672,0,0,1
2026-06-08,00994A,822,293,8298,77047,0,4,5
2026-06-09,00994A,114,52,8360,77047,4,1,2
2026-06-10,00994A,278,215,8423,77047,0,0,2
2026-06-11,00994A,124,351,8196,77797,1,0,1
2026-06-12,00994A,125,120,8151,77797,0,0,1
2026-06-15,00994A,182,291,8039,77797,0,0,0
2026-06-16,00994A,231,83,8187,77797,0,0,0
2026-06-17,00994A,407,54,8540,79422,0,0,0
2026-06-18,00994A,167,412,8295,79172,0,0,0
2026-06-22,00994A,48,487,7856,77922,0,0,0
2026-06-23,00994A,388,520,7724,77047,0,0,0
2026-06-24,00994A,62,431,7355,77047,0,0,0
2026-06-25,00994A,41,90,7306,76672,0,0,0
2026-06-26,00994A,50,221,7125,76797,0,1,1
2026-06-29,00994A,8,160,6973,76797,0,0,1
2026-06-30,00994A,96,53,7016,76422,1,0,0
2026-07-01,00994A,717,229,7504,76047,0,5,5
2026-07-02,00994A,25,177,7352,74047,5,0,0
2026-07-03,00994A,20,225,7147,74047,0,0,0
2026-07-06,00994A,79,626,6600,74172,0,3,3
2026-07-07,00994A,70,2059,4611,74172,3,0,0
2026-07-08,00994A,58,1963,2706,74172,0,0,0
2026-07-09,00994A,6,39,2673,74047,0,0,0
2026-07-13,00994A,18,55,2636,74047,0,2,2
2026-07-14,00994A,200,138,2698,74047,2,0,0
2026-07-15,00994A,69,54,2713,73547,0,1,1
2026-07-16,00994A,30,15,2728,73547,0,0,1
2026-07-17,00994A,551,475,2804,73547,0,0,1
2026-07-20,00994A,132,112,2824,76297,0,1,2
2026-07-21,00994A,53,126,2751,76297,0,0,2
2026-07-22,00994A,87,678,2160,76172,0,1,3
2026-07-23,00994A,12,38,2134,76172,0,0,3
2026-07-24,00994A,82,17,2199,76172,0,68,71
2026-07-27,00994A,17,140,2076,76172,68,0,3
2026-07-28,00994A,224,213,2087,76172,0,0,3
2026-07-29,00994A,209,274,2022,75672,0,0,3
2026-07-30,00994A,114,92,2035,75672,0,50,53
2026-07-31,00994A,236,346,1925,76672,1,0,52
2026-08-03,00994A,148,363,1710,76672,0,0,52
2026-08-04,00994A,39,55,1694,76672,0,0,52
2026-08-05,00994A,66,25,1734,76672,0,0,52
2026-08-06,00994A,17,95,1656,76672,0,0,52
2026-08-07,00994A,26,48,1634,76672,0,0,52
2026-08-10,00994A,58,43,1649,76672,0,0,52
2026-08-11,00994A,32,65,1616,76047,0,50,102
2026-08-12,00994A,74,141,1549,76047,100,0,2
2026-08-13,00994A,16,64,1501,75797,0,0,2
2026-08-14,00994A,56,85,1472,75422,0,0,2
2026-08-17,00994A,54,78,1448,75297,0,0,2
2026-08-18,00994A,13,6,1455,74922,1,2,3
2026-08-19,00994A,32,12,1475,74172,2,4,5
2026-08-20,00994A,47,0,1522,74172,4,0,1
2026-08-21,00994A,258,4,1776,74172,0,0,1
2026-08-24,00994A,4,1,1779,73547,0,0,1
2026-08-25,00994A,120,4,1895,73422,0,0,1
2026-08-26,00994A,27,5,1917,73172,0,0,1
2026-08-27,00994A,40,41,1916,73047,0,0,1
2026-08-28,00994A,14,26,1904,72547,0,1,2
2026-08-31,00994A,94,195,1803,71672,0,0,2
2026-09-01,00994A,236,32,2005,71297,0,1,3
2026-09-02,00994A,17,438,1584,70422,0,2,5
2026-09-03,00994A,39,63,1560,69422,2,8,11
2026-09-04,00994A,10,64,1506,69422,8,0,3
