date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret
2025-01-08,00972,0,0,0,7043,0,0,0,,,,
2025-01-09,00972,52,0,52,7043,0,0,0,,,,
2025-01-10,00972,1,0,53,7168,0,0,0,,,,
2025-01-13,00972,13,0,66,7168,0,0,0,,,,
2025-01-14,00972,14,5,75,7168,0,0,0,,,,
2025-01-15,00972,10,2,83,7168,0,0,0,,,,
2025-01-16,00972,1,1,83,7168,0,0,0,,,,
2025-01-17,00972,1,1,83,7168,0,0,0,,,,
2025-01-20,00972,10,1,92,7168,0,0,0,,,,
2025-01-21,00972,1,0,93,6668,0,0,0,,,,
2025-01-22,00972,30,1,122,6668,0,0,0,,,,
2025-02-03,00972,11,35,98,6168,0,0,0,,,,
2025-02-04,00972,5,0,103,6168,0,0,0,,,,
2025-02-05,00972,3,0,106,5918,0,0,0,,,,
2025-02-06,00972,0,0,106,5668,0,0,0,,,,
2025-02-07,00972,3,5,104,5668,0,0,0,,,,
2025-02-10,00972,0,6,98,5668,0,0,0,,,,
2025-02-11,00972,0,0,98,5668,0,0,0,,,,
2025-02-12,00972,40,0,138,5668,0,0,0,,,,
2025-02-13,00972,0,35,103,5668,0,0,0,,,,
2025-02-14,00972,0,0,103,5668,0,0,0,,,,
2025-02-17,00972,0,0,103,5668,0,0,0,,,,
2025-02-18,00972,0,5,98,5668,0,0,0,,,,
2025-02-19,00972,1,0,99,5668,0,0,0,,,,
2025-02-20,00972,0,0,99,5668,0,0,0,,,,
2025-02-21,00972,0,0,99,5668,0,0,0,,,,
2025-02-24,00972,0,0,99,5668,0,0,0,,,,
2025-02-25,00972,0,0,99,5668,0,0,0,,,,
2025-02-26,00972,0,1,98,5668,0,0,0,,,,
2025-02-27,00972,0,0,98,5668,0,0,0,,,,
2025-03-03,00972,0,0,98,5668,0,0,0,,,,
2025-03-04,00972,0,0,98,5668,0,0,0,,,,
2025-03-05,00972,0,0,98,5668,0,0,0,,,,
2025-03-06,00972,10,0,108,5668,0,0,0,,,,
2025-03-07,00972,7,10,105,5668,0,0,0,,,,
2025-03-10,00972,4,0,109,5793,0,0,0,,,,
2025-03-11,00972,1,0,110,5793,0,0,0,,,,
2025-03-12,00972,0,2,108,5793,0,0,0,,,,
2025-03-13,00972,0,0,108,5793,0,0,0,,,,
2025-03-14,00972,2,0,110,5793,0,0,0,,,,
2025-03-17,00972,1,0,111,5793,0,0,0,,,,
2025-03-18,00972,0,0,111,5793,0,0,0,,,,
2025-03-19,00972,61,0,172,5793,0,0,0,,,,
2025-03-20,00972,2,0,174,5793,0,0,0,,,,
2025-03-21,00972,2,0,176,5793,0,0,0,,,,
2025-03-24,00972,1,2,175,5793,0,0,0,,,,
2025-03-25,00972,0,0,175,5793,0,0,0,,,,
2025-03-26,00972,0,0,175,5793,0,0,0,,,,
2025-03-27,00972,2,0,177,5793,0,0,0,,,,
2025-03-28,00972,0,2,175,5793,0,0,0,,,,
2025-03-31,00972,10,1,184,5793,0,0,0,,,,
2025-04-01,00972,0,0,184,5793,0,0,0,,,,
2025-04-02,00972,0,0,184,5918,0,0,0,,,,
2025-04-07,00972,977,17,1144,5918,0,0,0,,,,
2025-04-08,00972,0,2,1142,5918,0,0,0,,,,
2025-04-09,00972,2,0,1144,5918,0,0,0,,,,
2025-04-10,00972,242,60,1326,5918,0,0,0,,,,
2025-04-11,00972,10,0,1336,6043,0,0,0,,,,
2025-04-14,00972,0,0,1336,6293,0,0,0,,,,
2025-04-15,00972,30,0,1366,6293,0,0,0,,,,
2025-04-16,00972,5,0,1371,6293,0,0,0,,,,
2025-04-17,00972,0,55,1316,6293,0,0,0,,,,
2025-04-18,00972,1,272,1045,6293,0,0,0,,,,
2025-04-21,00972,0,0,1045,6293,0,0,0,,,,
2025-04-22,00972,64,30,979,6293,0,0,0,,,,
2025-04-23,00972,1,6,974,6293,0,0,0,,,,
2025-04-24,00972,20,0,994,6293,0,0,0,,,,
2025-04-25,00972,0,0,994,6293,0,0,0,,,,
2025-04-28,00972,5,0,89,6293,0,0,0,,,,
2025-04-29,00972,0,0,89,6293,0,0,0,,,,
2025-04-30,00972,0,0,89,6293,0,0,0,,,,
2025-05-02,00972,7,0,96,6293,0,0,0,,,,
2025-05-05,00972,21,1,116,6293,0,0,0,,,,
2025-05-06,00972,0,0,116,6293,0,0,0,,,,
2025-05-07,00972,0,0,116,6543,0,0,0,,,,
2025-05-08,00972,0,0,116,6543,0,0,0,,,,
2025-05-09,00972,0,0,116,6668,0,0,0,,,,
2025-05-12,00972,0,0,116,6668,0,0,0,,,,
2025-05-13,00972,1,0,117,6793,0,0,0,,,,
2025-05-14,00972,3,2,118,7418,0,0,0,,,,
2025-05-15,00972,1,0,119,7418,0,0,0,,,,
2025-05-16,00972,0,0,119,7418,0,0,0,,,,
2025-05-19,00972,0,3,114,7418,0,0,0,,,,
2025-05-20,00972,1,1,114,7418,0,0,0,,,,
2025-05-21,00972,0,1,113,7418,0,0,0,,,,
2025-05-22,00972,2,0,115,7418,0,0,0,,,,
2025-05-23,00972,0,1,114,7418,0,0,0,,,,
2025-05-26,00972,0,0,114,7418,0,0,0,,,,
2025-05-27,00972,20,0,134,7418,0,0,0,,,,
2025-05-28,00972,0,2,132,7418,0,0,0,,,,
2025-05-29,00972,1,0,133,7418,0,0,0,,,,
2025-06-02,00972,1,0,134,7418,0,0,0,,,,
2025-06-03,00972,0,0,134,7418,0,0,0,,,,
2025-06-04,00972,0,0,134,7418,0,0,0,,,,
2025-06-05,00972,0,0,134,7418,0,0,0,,,,
2025-06-06,00972,0,0,134,7418,0,0,0,,,,
2025-06-09,00972,0,0,134,7418,0,0,0,,,,
2025-06-10,00972,0,1,133,7418,0,0,0,,,,
2025-06-11,00972,0,0,133,7418,0,0,0,,,,
2025-06-12,00972,1,0,134,7293,0,0,0,,,,
2025-06-13,00972,0,0,134,7043,0,0,0,,,,
2025-06-16,00972,0,0,134,7043,0,0,0,,,,
2025-06-17,00972,0,1,133,7043,0,0,0,,,,
2025-06-18,00972,0,0,133,7043,0,0,0,,,,
2025-06-19,00972,0,0,133,7043,0,0,0,,,,
2025-06-20,00972,0,33,100,6793,0,0,0,,,,
2025-06-23,00972,0,0,100,6793,0,0,0,,,,
2025-06-24,00972,10,0,110,6793,0,0,0,,,,
2025-06-25,00972,8,0,118,6793,0,0,0,,,,
2025-06-26,00972,0,0,118,6793,0,0,0,,,,
2025-06-27,00972,0,10,108,6668,0,0,0,,,,
2025-06-30,00972,0,0,108,6668,0,0,0,,,,
2025-07-01,00972,0,0,108,6668,0,0,0,,,,
2025-07-02,00972,0,0,108,6668,0,0,0,,,,
2025-07-03,00972,0,1,107,6543,0,0,0,,,,
2025-07-04,00972,0,0,107,6543,0,0,0,,,,
2025-07-07,00972,0,0,107,6543,0,0,0,,,,
2025-07-08,00972,0,0,107,6543,0,0,0,,,,
2025-07-09,00972,0,0,107,6543,0,0,0,,,,
2025-07-10,00972,1,0,108,6543,0,0,0,,,,
2025-07-11,00972,0,0,108,6543,0,0,0,,,,
2025-07-14,00972,0,0,108,6543,0,0,0,,,,
2025-07-15,00972,0,0,108,6543,0,0,0,,,,
2025-07-16,00972,0,0,108,6543,0,0,0,,,,
2025-07-17,00972,0,0,108,6543,0,0,0,,,,
2025-07-18,00972,0,0,108,6543,0,0,0,,,,
2025-07-21,00972,0,0,108,6543,0,0,0,,,,
2025-07-22,00972,0,0,108,6543,0,0,0,,,,
2025-07-23,00972,0,1,107,6543,0,0,0,,,,
2025-07-24,00972,0,0,107,6543,0,0,0,,,,
2025-07-25,00972,0,0,107,6543,0,0,0,,,,
2025-07-28,00972,0,0,107,6543,0,0,0,,,,
2025-07-29,00972,0,0,107,6543,0,0,0,,,,
2025-07-30,00972,0,0,107,6543,0,0,0,,,,
2025-07-31,00972,0,0,107,6543,0,0,0,,,,
2025-08-01,00972,0,0,107,6543,0,0,0,,,,
2025-08-04,00972,0,0,107,6543,0,0,0,,,,
2025-08-05,00972,0,0,107,6418,0,0,0,,,,
2025-08-06,00972,0,0,107,6418,0,0,0,,,,
2025-08-07,00972,0,1,106,6418,0,0,0,,,,
2025-08-08,00972,0,0,106,6418,0,0,0,,,,
2025-08-11,00972,2,0,108,6418,0,0,0,,,,
2025-08-12,00972,0,0,108,6418,0,0,0,,,,
2025-08-13,00972,0,0,108,6418,0,0,0,,,,
2025-08-14,00972,0,0,108,6418,0,0,0,,,,
2025-08-15,00972,0,2,106,6293,0,0,0,,,,
2025-08-18,00972,0,0,106,6293,0,0,0,,,,
2025-08-19,00972,0,0,106,6293,0,0,0,,,,
2025-08-20,00972,0,0,106,6293,0,0,0,,,,
2025-08-21,00972,8,92,22,6293,0,0,0,,,,
2025-08-22,00972,0,0,22,6293,0,0,0,,,,
2025-08-25,00972,0,0,22,6293,0,0,0,,,,
2025-08-26,00972,0,0,22,6293,0,0,0,,,,
2025-08-27,00972,0,0,22,6168,0,0,0,,,,
2025-08-28,00972,0,0,22,6168,0,0,0,,,,
2025-08-29,00972,0,3,19,6168,0,0,0,,,,
2025-09-01,00972,0,9,10,6168,0,0,0,,,,
2025-09-02,00972,3,8,5,6168,0,0,0,,,,
2025-09-03,00972,0,1,4,6168,0,0,0,,,,
2025-09-04,00972,0,0,4,6168,0,0,0,,,,
2025-09-05,00972,8,0,12,6168,0,0,0,,,,
2025-09-08,00972,0,0,12,6168,0,0,0,,,,
2025-09-09,00972,0,0,12,6168,0,0,0,,,,
2025-09-10,00972,0,2,10,6168,0,0,0,,,,
2025-09-11,00972,1,0,11,6168,0,0,0,,,,
2025-09-12,00972,0,0,11,6168,0,0,0,,,,
2025-09-15,00972,0,0,11,6168,0,0,0,,,,
2025-09-16,00972,0,0,11,6043,0,0,0,,,,
2025-09-17,00972,0,8,3,6043,0,0,0,,,,
2025-09-18,00972,0,0,3,6043,0,0,0,,,,
2025-09-19,00972,0,0,3,6043,0,0,0,,,,
