date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance
2015-01-05,4944,292,233,19904,49460,30,3,69
2015-01-06,4944,232,273,19863,49460,2,0,67
2015-01-07,4944,129,124,19868,49460,7,0,60
2015-01-08,4944,292,286,19874,49460,3,0,57
2015-01-09,4944,227,220,19881,49460,3,0,54
2015-01-12,4944,106,120,19867,49460,3,0,51
2015-01-13,4944,139,208,19798,49460,0,0,51
2015-01-14,4944,518,361,19954,49487,0,2,53
2015-01-15,4944,240,156,20038,49487,0,0,53
2015-01-16,4944,296,216,20098,49487,5,0,48
2015-01-19,4944,350,792,19656,49487,2,21,67
2015-01-20,4944,86,180,19562,49487,18,2,51
2015-01-21,4944,78,71,19569,49487,1,2,52
2015-01-22,4944,90,126,19533,49487,1,0,51
2015-01-23,4944,127,183,19477,49487,5,0,46
2015-01-26,4944,42,56,19463,49487,10,0,36
2015-01-27,4944,127,51,19539,49487,0,2,38
2015-01-28,4944,76,51,19564,49487,1,0,37
2015-01-29,4944,48,62,19548,49487,0,0,37
2015-01-30,4944,65,137,19474,49487,0,3,40
2015-02-02,4944,61,31,19494,49487,2,0,38
2015-02-03,4944,35,55,19464,49487,4,3,37
2015-02-04,4944,65,148,19381,49487,0,0,37
2015-02-05,4944,25,20,19379,49487,4,1,34
2015-02-06,4944,47,167,19258,49487,0,0,34
2015-02-09,4944,21,28,19246,49487,2,0,31
2015-02-10,4944,37,78,19205,49487,0,0,31
2015-02-11,4944,118,213,19110,49487,5,3,29
2015-02-12,4944,49,100,19051,49487,3,1,27
2015-02-13,4944,84,134,18940,49487,0,0,27
2015-02-24,4944,46,101,18885,49487,0,0,27
2015-02-25,4944,183,192,18876,49487,1,0,26
2015-02-26,4944,23,51,18843,49487,0,0,26
2015-03-02,4944,189,170,18862,49487,0,9,35
2015-03-03,4944,1040,748,19152,49487,1,91,125
2015-03-04,4944,365,245,19272,49487,26,0,99
2015-03-05,4944,269,174,19367,49487,17,2,84
2015-03-06,4944,1492,1260,19599,49487,29,130,185
2015-03-09,4944,1701,1941,19349,49487,12,428,601
2015-03-10,4944,2208,2564,18993,49487,54,268,814
2015-03-11,4944,1263,742,19507,49487,141,50,723
2015-03-12,4944,1173,996,19684,49487,72,7,657
2015-03-13,4944,2489,2682,19486,49487,38,364,983
2015-03-16,4944,1067,1059,19494,49487,146,62,899
2015-03-17,4944,888,817,19565,49487,179,17,737
2015-03-18,4944,715,349,19929,49487,11,34,760
2015-03-19,4944,1172,984,20097,49487,12,181,929
2015-03-20,4944,1793,1906,19984,49487,45,63,947
2015-03-23,4944,599,806,19776,49487,85,65,927
2015-03-24,4944,543,453,19865,49487,174,78,829
2015-03-25,4944,582,471,19976,49487,123,6,712
2015-03-26,4944,1011,1129,19858,49487,7,76,781
2015-03-27,4944,709,1050,19517,49487,211,13,583
2015-03-30,4944,688,843,19362,49487,322,23,284
2015-03-31,4944,360,326,19348,49487,38,16,248
2015-04-01,4944,447,994,18801,49482,118,20,150
2015-04-02,4944,990,1053,18735,49482,22,67,195
2015-04-07,4944,610,1070,18262,49482,24,13,183
