date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret,note
2025-09-15,00981D,0,0,0,28325,0,0,0,0,0,0,0,
2025-09-16,00981D,6,0,6,29075,0,0,0,0,0,0,0,
2025-09-17,00981D,32,0,38,29075,0,0,0,6,0,0,0,
2025-09-18,00981D,5,12,31,29700,0,0,0,38,0,0,0,
2025-09-19,00981D,5,20,16,29700,0,0,0,31,0,0,0,
2025-09-22,00981D,10,1,25,29700,0,0,0,16,0,0,0,
2025-09-23,00981D,60,0,85,32200,0,0,0,25,0,0,0,
2025-09-24,00981D,17,0,102,33200,0,0,0,85,0,0,0,
2025-09-25,00981D,41,1,142,36200,0,0,0,102,0,0,0,
2025-09-26,00981D,20,0,162,36950,0,0,0,142,0,0,0,
2025-09-30,00981D,12,0,174,36325,0,0,0,162,0,0,0,
2025-10-01,00981D,0,1,173,36450,0,0,0,174,0,0,0,
2025-10-02,00981D,0,0,173,36700,0,0,0,173,0,0,0,
2025-10-03,00981D,0,0,173,36700,0,0,0,173,0,0,0,
2025-10-07,00981D,0,10,163,36700,0,0,0,173,0,0,0,
2025-10-08,00981D,0,40,123,36700,0,0,0,163,0,0,0,
2025-10-09,00981D,12,50,85,36700,0,0,0,123,0,0,0,
2025-10-13,00981D,15,25,75,36700,0,0,0,85,0,0,0,
2025-10-14,00981D,2,0,77,36575,0,0,0,75,0,0,0,
2025-10-15,00981D,2,0,79,36575,0,0,0,77,0,0,0,
2025-10-16,00981D,0,10,69,35575,0,0,0,79,0,0,0,
2025-10-17,00981D,10,0,79,35325,0,0,0,69,0,0,0,
2025-10-20,00981D,0,20,59,34575,0,0,0,79,0,0,0,
2025-10-21,00981D,1,0,60,34575,0,0,0,59,0,0,0,
2025-10-22,00981D,1,0,61,34575,0,0,0,60,0,0,0,
2025-10-23,00981D,3,7,57,34575,0,0,0,61,0,0,0,
2025-10-27,00981D,0,1,56,32825,0,0,0,57,0,0,0,
2025-10-28,00981D,0,1,55,32825,0,0,0,56,0,0,0,
2025-10-29,00981D,1,0,56,32825,0,0,0,55,0,0,0,
2025-10-30,00981D,0,6,50,32825,0,0,0,56,0,0,0,
2025-10-31,00981D,0,15,35,32825,0,0,0,50,0,0,0,
2025-11-03,00981D,1,0,36,33200,0,0,0,35,0,0,0,
2025-11-04,00981D,2,1,37,33200,0,0,0,36,0,0,0,
2025-11-05,00981D,0,6,31,32950,0,0,0,37,0,0,0,
2025-11-06,00981D,1,0,32,32950,0,0,0,31,0,0,0,
2025-11-07,00981D,0,0,32,32200,0,0,0,32,0,0,0,
2025-11-10,00981D,0,0,32,32200,0,0,0,32,0,0,0,
2025-11-11,00981D,0,0,32,32200,0,0,0,32,0,0,0,
2025-11-12,00981D,0,0,32,31450,0,0,0,32,0,0,0,
2025-11-13,00981D,0,0,32,31450,0,0,0,32,0,0,0,
2025-11-14,00981D,0,0,32,31450,0,0,0,32,0,0,0,
2025-11-17,00981D,0,0,32,31450,0,0,0,32,0,0,0,
2025-11-18,00981D,0,0,32,31325,0,0,0,32,0,0,0,
2025-11-19,00981D,0,0,32,31200,0,0,0,32,0,0,0,
2025-11-20,00981D,0,1,31,31200,0,0,0,32,0,0,0,
2025-11-21,00981D,10,0,41,31200,0,0,0,31,0,0,0,
2025-11-24,00981D,40,10,71,30575,0,0,0,41,0,0,0,
2025-11-25,00981D,0,0,71,30575,0,0,0,71,0,0,0,
2025-11-26,00981D,10,0,81,30575,0,0,0,71,0,0,0,
2025-11-27,00981D,10,0,91,30575,0,0,0,81,0,0,0,
2025-11-28,00981D,300,0,391,30575,0,0,0,91,0,0,0,
2025-12-01,00981D,872,0,1263,31825,0,0,0,391,0,0,0,
2025-12-02,00981D,2400,0,3663,37325,0,0,0,1263,0,0,0,
2025-12-03,00981D,259,19,3903,41075,0,0,0,3663,0,0,0,
2025-12-04,00981D,670,0,4573,43950,0,0,0,3903,0,0,0,
2025-12-05,00981D,127,100,4600,47700,0,0,0,4573,0,0,0,
2025-12-08,00981D,496,40,5056,48325,0,0,0,4600,0,0,0,
2025-12-09,00981D,369,0,5425,48325,0,0,0,5056,0,0,0,X
2025-12-10,00981D,49,0,5424,48325,0,0,0,5425,50,0,0,X
2025-12-11,00981D,77,1,5500,50700,0,0,0,5424,0,0,0,X
2025-12-12,00981D,50,0,5550,52200,0,0,0,5500,0,0,0,X
2025-12-15,00981D,269,0,5799,52200,0,0,0,5550,20,0,0,
2025-12-16,00981D,35,181,5573,53450,0,0,0,5799,80,0,0,
2025-12-17,00981D,17,60,5510,58075,0,0,0,5573,20,0,0,
2025-12-18,00981D,40,13,5497,58575,0,0,0,5510,40,0,0,
2025-12-19,00981D,150,30,5612,59700,0,0,0,5497,5,0,0,
2025-12-22,00981D,10,0,5622,60575,0,0,0,5612,0,0,0,
2025-12-23,00981D,55,67,5610,62575,0,0,0,5622,0,0,0,
2025-12-24,00981D,185,1,5794,64200,0,0,0,5610,0,0,0,
2025-12-26,00981D,6,0,5800,64200,0,0,0,5794,0,0,0,
2025-12-29,00981D,59,50,5809,64950,0,0,0,5800,0,0,0,
2025-12-30,00981D,120,2,5927,67950,0,0,0,5809,0,0,0,
2025-12-31,00981D,296,101,6122,68325,0,0,0,5927,0,0,0,
2026-01-02,00981D,3,114,6011,71200,0,0,0,6122,0,0,0,
2026-01-05,00981D,776,427,6360,76825,0,0,0,6011,0,0,0,
2026-01-06,00981D,1,20,6341,81575,0,0,0,6360,0,0,0,
2026-01-07,00981D,514,0,6855,82450,0,0,0,6341,0,0,0,
2026-01-08,00981D,767,90,7532,83700,0,0,0,6855,0,0,0,
2026-01-09,00981D,129,187,7474,86575,0,0,0,7532,0,0,0,
2026-01-12,00981D,73,34,7513,92200,0,0,0,7474,0,0,0,X
2026-01-13,00981D,224,504,7233,98325,0,0,0,7513,0,0,0,X
2026-01-14,00981D,122,111,7244,100700,0,0,0,7233,0,0,0,X
2026-01-15,00981D,232,155,7321,106075,0,0,0,7244,0,0,0,X
2026-01-16,00981D,463,90,7694,106075,0,0,0,7321,0,0,0,
2026-01-19,00981D,193,773,7114,106075,0,0,0,7694,0,0,0,
2026-01-20,00981D,0,0,7114,111700,0,0,0,7114,0,0,0,
2026-01-21,00981D,227,0,7341,113200,0,0,0,7114,0,0,0,
2026-01-22,00981D,459,123,7677,114450,0,0,0,7341,0,0,0,
2026-01-23,00981D,131,0,7808,114825,0,0,0,7677,0,0,0,
2026-01-26,00981D,1110,325,8593,118200,0,0,0,7808,0,0,0,
2026-01-27,00981D,336,250,8679,121575,0,0,0,8593,0,0,0,
2026-01-28,00981D,1420,924,9175,121950,0,0,0,8679,0,0,0,
2026-01-29,00981D,533,310,9398,121950,0,0,0,9175,0,0,0,
2026-01-30,00981D,105,0,9503,124700,0,0,0,9398,0,0,0,
2026-02-02,00981D,42,619,8926,124825,0,0,0,9503,0,0,0,
2026-02-03,00981D,1221,157,9990,124825,0,0,0,8926,0,0,0,
2026-02-04,00981D,694,0,10684,125075,0,0,0,9990,0,0,0,
2026-02-05,00981D,245,450,10479,125075,0,0,0,10684,0,0,0,
2026-02-06,00981D,470,0,10949,125325,0,0,0,10479,0,0,0,
2026-02-09,00981D,205,0,11154,127200,0,0,0,10949,0,0,0,
2026-02-10,00981D,285,340,11099,130825,0,0,0,11154,0,0,0,X
2026-02-11,00981D,19,139,10979,134700,0,0,0,11099,0,0,0,X
2026-02-23,00981D,1084,20,11543,137950,0,0,0,10479,0,0,0,X
2026-02-24,00981D,2250,0,13793,142700,0,0,0,11543,0,0,0,X
2026-02-25,00981D,6325,0,20118,149075,0,0,0,13793,0,0,0,
2026-02-26,00981D,1029,1234,19913,152450,0,0,0,20118,0,0,0,
2026-03-02,00981D,875,270,20518,152950,0,0,0,19913,0,0,0,
2026-03-03,00981D,1060,322,19356,153575,0,0,0,20518,1900,0,0,
2026-03-04,00981D,0,210,18396,153575,0,0,0,19356,750,0,0,
2026-03-05,00981D,85,5,16576,154325,0,0,0,18396,1900,0,0,
2026-03-06,00981D,2202,0,18018,157325,0,0,0,16576,760,0,0,
2026-03-09,00981D,67,170,17715,157325,0,0,0,18018,200,0,0,
2026-03-10,00981D,5,1,17689,157825,0,0,0,17715,30,0,0,X
2026-03-11,00981D,5,100,16474,155450,0,0,0,17689,1120,0,0,X
2026-03-12,00981D,3,0,16477,155450,0,0,0,16474,0,0,0,X
2026-03-13,00981D,1,110,16368,155450,0,0,0,16477,0,0,0,X
2026-03-16,00981D,290,1,16657,155450,0,0,0,16368,0,0,0,
2026-03-17,00981D,205,40,16822,157950,0,0,0,16657,0,0,0,
2026-03-18,00981D,2027,0,18849,162575,0,0,0,16822,0,0,0,
2026-03-19,00981D,3006,2,21453,162575,0,0,0,18849,400,0,0,
2026-03-20,00981D,110,30,21033,162575,0,0,0,21453,500,0,0,
2026-03-23,00981D,42,2698,18377,162575,0,0,0,21033,0,0,0,
2026-03-24,00981D,0,7,16870,162575,0,0,0,18377,1500,0,0,
2026-03-25,00981D,152,0,17022,162575,0,0,0,16870,0,0,0,
2026-03-26,00981D,22,83,15461,162575,0,0,0,17022,1500,0,0,
2026-03-27,00981D,0,11,15450,162575,0,0,0,15461,0,0,0,
2026-03-30,00981D,67,10,14007,162575,0,0,0,15450,1500,0,0,
2026-03-31,00981D,7,3,14011,161325,0,0,0,14007,0,0,0,
2026-04-01,00981D,32,3,14040,161325,0,0,0,14011,0,0,0,
2026-04-02,00981D,0,331,13709,161575,0,0,0,14040,0,0,0,
2026-04-07,00981D,0,2288,11300,161575,0,0,0,13709,121,0,0,
2026-04-08,00981D,0,765,10535,161575,0,0,0,11300,0,0,0,
2026-04-09,00981D,2580,1750,11365,161575,0,0,0,10535,0,0,0,
2026-04-10,00981D,3,1600,9768,161575,0,0,0,11365,0,0,0,
2026-04-13,00981D,31,1100,6899,161575,0,0,0,9768,1800,0,0,X
2026-04-14,00981D,115,580,5684,161575,0,0,0,6899,750,0,0,X
2026-04-15,00981D,200,0,5884,174075,0,0,0,5684,0,0,0,X
2026-04-16,00981D,0,3,5881,174075,0,0,0,5884,0,0,0,X
2026-04-17,00981D,10,60,5831,162075,0,0,0,5881,0,0,0,
2026-04-20,00981D,1,500,5332,162075,0,0,0,5831,0,0,0,
2026-04-21,00981D,12,0,5344,162075,0,0,0,5332,0,0,0,
2026-04-22,00981D,20,0,5364,162075,0,0,0,5344,0,0,0,
2026-04-23,00981D,0,13,5351,162075,0,0,0,5364,0,0,0,
2026-04-24,00981D,5,0,5356,162075,0,0,0,5351,0,0,0,
