date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret
2020-07-10,4580,0,0,0,9783,0,0,0,,,,
2020-07-13,4580,340,0,340,9783,0,0,0,,,,
2020-07-14,4580,184,134,390,9783,0,0,0,,,,
2020-07-15,4580,98,100,388,9783,0,0,0,,,,
2020-07-16,4580,194,94,488,9783,0,0,0,,,,
2020-07-17,4580,159,242,405,9783,0,0,0,,,,
2020-07-20,4580,35,17,423,9783,0,0,0,,,,
2020-07-21,4580,14,13,424,9783,0,0,0,,,,
2020-07-22,4580,18,42,400,9783,0,0,0,,,,
2020-07-23,4580,22,9,413,9783,0,1,1,,,,
2020-07-24,4580,11,27,397,9783,1,0,0,,,,
2020-07-27,4580,8,37,368,9783,0,0,0,,,,
2020-07-28,4580,7,19,356,9783,0,2,2,,,,
2020-07-29,4580,1,24,333,9783,2,1,1,,,,
2020-07-30,4580,4,11,326,9783,0,1,2,,,,
2020-07-31,4580,9,29,306,9783,0,0,2,,,,
2020-08-03,4580,16,22,300,9783,1,0,1,,,,
2020-08-04,4580,14,23,291,9783,0,0,1,,,,
2020-08-05,4580,29,8,312,9783,0,0,1,,,,
2020-08-06,4580,11,2,321,9783,0,0,1,,,,
2020-08-07,4580,49,28,342,9783,0,0,1,,,,
2020-08-10,4580,1,14,329,9783,0,0,1,,,,
2020-08-11,4580,7,1,335,9783,0,0,1,,,,
2020-08-12,4580,7,19,323,9783,0,0,1,,,,
2020-08-13,4580,2,14,310,9783,0,0,1,,,,
2020-08-14,4580,36,18,328,9783,0,0,1,,,,
2020-08-17,4580,44,15,357,9783,0,0,1,,,,
2020-08-18,4580,15,12,360,9783,0,0,1,,,,
2020-08-19,4580,5,10,352,9783,0,0,1,,,,
2020-08-20,4580,7,22,337,9783,0,0,1,,,,
2020-08-21,4580,1,6,332,9783,0,0,1,,,,
2020-08-24,4580,1,31,302,9783,0,0,1,,,,
2020-08-25,4580,2,1,303,9783,0,0,1,,,,
2020-08-26,4580,10,0,313,9783,0,0,1,,,,
2020-08-27,4580,10,9,314,9783,0,0,1,,,,
2020-08-28,4580,7,14,307,9783,0,0,1,,,,
2020-08-31,4580,0,1,306,9783,0,0,1,,,,
2020-09-01,4580,1,1,306,9783,0,0,1,,,,
2020-09-02,4580,4,0,310,9783,0,0,1,,,,
2020-09-03,4580,6,4,312,9783,0,0,1,,,,
2020-09-04,4580,7,4,314,9783,0,0,1,,,,
2020-09-07,4580,57,11,360,9783,0,0,1,,,,
2020-09-08,4580,17,12,365,9783,0,0,1,,,,
2020-09-09,4580,7,5,367,9783,0,0,1,,,,
2020-09-10,4580,2,15,354,9783,0,0,1,,,,
2020-09-11,4580,5,8,344,9783,0,0,1,,,,
2020-09-14,4580,9,1,352,9783,0,0,1,,,,
2020-09-15,4580,3,8,347,9783,0,0,1,,,,
2020-09-16,4580,1,1,347,9783,0,0,1,,,,
2020-09-17,4580,0,8,339,9783,0,0,1,,,,
2020-09-18,4580,3,0,342,9783,0,0,1,,,,
2020-09-21,4580,0,0,342,9783,0,0,1,,,,
2020-09-22,4580,2,78,266,9783,0,0,1,,,,
2020-09-23,4580,3,1,268,9783,0,0,1,,,,
2020-09-24,4580,2,6,264,9783,0,0,1,,,,
2020-09-25,4580,2,23,243,9783,0,0,1,,,,
2020-09-28,4580,1,0,244,9783,0,0,1,,,,
2020-09-29,4580,0,1,243,9783,1,0,0,,,,
2020-09-30,4580,1,10,234,9783,0,0,0,,,,
2020-10-05,4580,0,0,234,9783,0,0,0,,,,
2020-10-06,4580,0,3,231,9783,0,0,0,,,,
2020-10-07,4580,2,2,231,9783,0,0,0,,,,
2020-10-08,4580,2,5,228,9783,0,0,0,,,,
2020-10-12,4580,0,0,228,9783,0,0,0,,,,
2020-10-13,4580,0,0,228,9783,0,0,0,,,,
2020-10-14,4580,1,2,227,9783,0,0,0,,,,
2020-10-15,4580,6,1,232,9783,0,0,0,,,,
2020-10-16,4580,1,0,233,9783,0,0,0,,,,
2020-10-19,4580,0,0,233,9783,0,0,0,,,,
2020-10-20,4580,5,1,237,9783,0,0,0,,,,
2020-10-21,4580,5,1,241,9783,0,0,0,,,,
2020-10-22,4580,0,0,231,9783,0,0,0,,,,
2020-10-23,4580,0,2,224,9783,0,0,0,,,,
2020-10-26,4580,0,0,224,9783,0,0,0,,,,
2020-10-27,4580,0,8,216,9783,0,0,0,,,,
2020-10-28,4580,0,1,215,9783,0,0,0,,,,
2020-10-29,4580,0,3,211,9783,0,0,0,,,,
2020-10-30,4580,1,0,212,9783,0,0,0,,,,
2020-11-02,4580,0,0,212,9783,0,0,0,,,,
2020-11-03,4580,1,2,211,9783,0,0,0,,,,
2020-11-04,4580,0,3,208,9783,0,0,0,,,,
2020-11-05,4580,0,0,208,9783,0,0,0,,,,
2020-11-06,4580,7,3,212,9783,0,0,0,,,,
2020-11-09,4580,2,0,214,9783,0,0,0,,,,
2020-11-10,4580,1,2,213,9783,0,0,0,,,,
2020-11-11,4580,12,2,223,9783,0,0,0,,,,
2020-11-12,4580,1,0,224,9783,0,0,0,,,,
2020-11-13,4580,1,1,224,9783,0,0,0,,,,
2020-11-16,4580,2,2,224,9783,0,0,0,,,,
2020-11-17,4580,6,2,228,9783,0,0,0,,,,
2020-11-18,4580,7,2,233,9783,0,0,0,,,,
2020-11-19,4580,2,1,234,9783,0,0,0,,,,
2020-11-20,4580,1,2,230,9783,0,0,0,,,,
2020-11-23,4580,3,2,231,9783,0,0,0,,,,
2020-11-24,4580,1,1,231,9783,0,0,0,,,,
2020-11-25,4580,11,11,231,9783,0,0,0,,,,
2020-11-26,4580,12,2,241,9783,0,0,0,,,,
2020-11-27,4580,13,2,252,9783,0,0,0,,,,
2020-11-30,4580,1,0,253,9783,0,0,0,,,,
2020-12-01,4580,0,3,250,9783,0,0,0,,,,
2020-12-02,4580,1,2,249,9783,0,0,0,,,,
