date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret,note
2018-10-30,00753L,0,0,0,2789,0,0,0,0,0,0,0,
2018-10-31,00753L,6,0,6,2789,0,0,0,0,0,0,0,
2018-11-01,00753L,11,6,11,2539,0,0,0,6,0,0,0,
2018-11-02,00753L,67,11,67,2539,0,0,0,11,0,0,0,
2018-11-05,00753L,47,15,99,2289,0,0,0,67,0,0,0,
2018-11-06,00753L,92,7,184,2289,0,0,0,99,0,0,0,
2018-11-07,00753L,102,33,253,2289,0,0,0,184,0,0,0,
2018-11-08,00753L,274,121,406,2289,0,0,0,253,0,0,0,
2018-11-09,00753L,224,23,607,2289,0,1,1,406,0,0,0,
2018-11-12,00753L,199,8,798,2289,1,1,1,607,0,1,0,
2018-11-13,00753L,109,12,895,2289,1,0,0,798,0,1,0,
2018-11-14,00753L,130,321,704,2289,0,1,1,895,0,0,0,
2018-11-15,00753L,43,116,631,2414,1,0,0,704,0,1,0,
2018-11-16,00753L,55,63,623,2414,0,1,1,631,0,0,0,
2018-11-19,00753L,25,66,582,2414,0,0,1,623,0,1,0,
2018-11-20,00753L,36,25,593,2289,1,0,0,582,0,1,0,
2018-11-21,00753L,25,18,600,2289,0,0,0,593,0,0,0,
2018-11-22,00753L,0,21,579,2289,0,0,0,600,0,0,0,
2018-11-23,00753L,31,15,595,2164,0,0,0,579,0,0,0,
2018-11-26,00753L,104,136,563,2164,0,0,0,595,0,0,0,
2018-11-27,00753L,30,53,540,2164,0,0,0,563,0,0,0,
2018-11-28,00753L,1,66,475,2164,0,0,0,540,0,0,0,
2018-11-29,00753L,12,27,460,2164,0,0,0,475,0,0,0,
2018-11-30,00753L,8,11,457,2164,0,0,0,460,0,0,0,
2018-12-03,00753L,196,37,616,2039,0,0,0,457,0,0,0,
2018-12-04,00753L,30,71,575,2039,0,3,3,616,0,0,0,
2018-12-05,00753L,281,19,837,2039,3,0,0,575,0,3,0,
2018-12-06,00753L,140,188,789,2039,0,0,0,837,0,0,0,
2018-12-07,00753L,37,120,706,2039,0,0,0,789,0,0,0,
2018-12-10,00753L,70,25,751,2039,0,0,0,706,0,0,0,
2018-12-11,00753L,34,89,696,2039,0,0,0,751,0,0,0,
2018-12-12,00753L,77,97,676,2039,0,5,5,696,0,0,0,
2018-12-13,00753L,70,45,701,2039,0,0,5,676,0,5,0,
2018-12-14,00753L,79,15,765,2039,5,0,0,701,0,5,0,
2018-12-17,00753L,56,34,787,2039,0,0,0,765,0,0,0,
2018-12-18,00753L,48,10,825,2039,0,0,0,787,0,0,0,
2018-12-19,00753L,29,27,827,2039,0,0,0,825,0,0,0,
2018-12-20,00753L,42,44,825,2039,0,0,0,827,0,0,0,
2018-12-21,00753L,30,6,849,2039,0,0,0,825,0,0,0,
2018-12-22,00753L,10,13,846,2039,0,0,0,849,0,0,0,
2018-12-24,00753L,16,0,862,2039,0,0,0,846,0,0,0,
2018-12-25,00753L,30,17,875,2039,0,0,0,862,0,0,0,
2018-12-26,00753L,31,5,901,2039,0,0,0,875,0,0,0,
2018-12-27,00753L,56,56,901,2039,0,0,0,901,0,0,0,
2018-12-28,00753L,18,18,901,2039,0,0,0,901,0,0,0,
2019-01-02,00753L,14,22,893,2039,0,0,0,901,0,0,0,
2019-01-03,00753L,14,11,896,2039,0,0,0,893,0,0,0,
2019-01-04,00753L,20,26,890,2039,0,0,0,896,0,0,0,
2019-01-07,00753L,17,32,875,2039,0,1,1,890,0,0,0,
2019-01-08,00753L,2,78,799,2039,0,1,2,875,0,1,0,
2019-01-09,00753L,37,159,677,2039,0,6,8,799,0,2,0,
2019-01-10,00753L,48,35,690,2039,1,4,11,677,0,8,0,
2019-01-11,00753L,5,26,669,2039,0,3,14,690,0,11,0,
2019-01-14,00753L,36,53,652,2039,8,0,6,669,0,14,0,
2019-01-15,00753L,47,42,657,2039,0,5,11,652,0,6,0,
2019-01-16,00753L,7,55,609,2039,0,1,12,657,0,11,0,
2019-01-17,00753L,47,78,578,2039,0,10,22,609,0,12,0,
2019-01-18,00753L,4,64,518,2039,0,0,22,578,0,22,0,
2019-01-21,00753L,40,15,543,2039,0,0,22,518,0,22,0,
2019-01-22,00753L,9,90,462,2039,3,2,21,543,0,22,0,
2019-01-23,00753L,10,13,457,2039,4,0,17,462,2,21,0,
2019-01-24,00753L,39,5,491,2039,1,0,16,457,0,17,0,
2019-01-25,00753L,16,58,448,2039,0,0,16,491,1,16,0,
2019-01-28,00753L,2,49,401,2039,0,0,16,448,0,16,0,
2019-01-29,00753L,14,18,397,2039,0,0,16,401,0,16,0,
2019-01-30,00753L,33,10,420,2039,0,0,16,397,0,16,0,
2019-02-11,00753L,15,53,382,2039,0,0,16,420,0,16,0,
2019-02-12,00753L,4,37,349,2039,0,0,16,382,0,16,0,
2019-02-13,00753L,19,8,360,2039,0,0,16,349,0,16,0,
2019-02-14,00753L,17,53,324,2039,0,0,16,360,0,16,0,
2019-02-15,00753L,21,2,343,2039,0,0,16,324,0,16,0,
2019-02-18,00753L,8,6,345,2039,0,0,16,343,0,16,0,
2019-02-19,00753L,26,70,301,2039,0,0,16,345,0,16,0,
2019-02-20,00753L,1,13,289,2039,0,0,16,301,0,16,0,
2019-02-21,00753L,24,19,294,1914,0,0,16,289,0,16,0,
2019-02-22,00753L,4,26,272,1914,0,0,16,294,0,16,0,
2019-02-25,00753L,64,26,310,1914,0,0,16,272,0,16,0,
2019-02-26,00753L,84,23,371,1914,0,2,18,310,0,16,0,
2019-02-27,00753L,25,110,286,1914,1,0,17,371,0,18,0,
2019-03-04,00753L,86,51,321,1914,0,0,17,286,0,17,0,
2019-03-05,00753L,1,42,280,1914,0,0,17,321,0,17,0,
2019-03-06,00753L,10,41,249,1914,0,1,18,280,0,17,0,
2019-03-07,00753L,28,36,241,1914,0,0,18,249,0,18,0,
2019-03-08,00753L,9,18,232,1914,1,0,17,241,0,18,0,
2019-03-11,00753L,3,5,230,1914,0,0,17,232,0,17,0,
2019-03-12,00753L,6,30,206,2039,0,0,17,230,0,17,0,
2019-03-13,00753L,17,11,212,2039,0,0,17,206,0,17,0,
2019-03-14,00753L,7,3,216,2039,0,0,17,212,0,17,0,
2019-03-15,00753L,5,12,209,2039,0,0,17,216,0,17,0,
2019-03-18,00753L,2,16,195,2039,0,0,17,209,0,17,0,
2019-03-19,00753L,3,9,189,2039,0,0,17,195,0,17,0,
2019-03-20,00753L,7,1,195,2039,0,0,17,189,0,17,0,
2019-03-21,00753L,4,5,194,2039,0,6,23,195,0,17,0,
2019-03-22,00753L,14,4,204,2039,6,0,17,194,0,23,0,
2019-03-25,00753L,15,10,209,2039,0,0,17,204,0,17,0,
2019-03-26,00753L,10,5,214,2039,0,0,17,209,0,17,0,
2019-03-27,00753L,0,7,207,2039,0,0,17,214,0,17,0,
2019-03-28,00753L,3,0,210,2039,0,0,17,207,0,17,0,
2019-03-29,00753L,54,3,261,2039,1,0,16,210,0,17,0,
2019-04-01,00753L,11,37,235,2164,0,0,16,261,0,16,0,
2019-04-02,00753L,7,2,240,2039,0,0,16,235,0,16,0,
2019-04-03,00753L,0,50,190,2039,0,0,16,240,0,16,0,
2019-04-08,00753L,16,19,187,2039,0,0,16,190,0,16,0,
2019-04-09,00753L,8,20,175,2039,0,0,16,187,0,16,0,
2019-04-10,00753L,5,13,167,2039,0,0,16,175,0,16,0,
2019-04-11,00753L,10,9,168,2039,0,0,16,167,0,16,0,
2019-04-12,00753L,2,0,170,2039,0,0,16,168,0,16,0,
2019-04-15,00753L,8,10,168,2039,0,0,16,170,0,16,0,
2019-04-16,00753L,6,5,169,2039,0,0,16,168,0,16,0,
2019-04-17,00753L,9,27,151,2039,0,0,16,169,0,16,0,
2019-04-18,00753L,0,5,146,2039,0,0,16,151,0,16,0,
2019-04-19,00753L,0,1,145,2039,0,0,16,146,0,16,0,
2019-04-22,00753L,4,13,136,2039,0,0,16,145,0,16,0,
2019-04-23,00753L,7,0,143,2039,0,0,16,136,0,16,0,
2019-04-24,00753L,2,24,121,2039,0,0,16,143,0,16,0,
2019-04-25,00753L,0,0,121,2039,0,0,16,121,0,16,0,
2019-04-26,00753L,5,2,124,2039,0,0,16,121,0,16,0,
2019-04-29,00753L,0,6,118,2039,0,0,16,124,0,16,0,
2019-04-30,00753L,4,0,122,2039,0,0,16,118,0,16,0,
2019-05-02,00753L,2,0,124,2039,0,0,16,122,0,16,0,
2019-05-03,00753L,0,1,123,2039,0,0,16,124,0,16,0,
2019-05-06,00753L,55,5,173,2039,0,0,16,123,0,16,0,
2019-05-07,00753L,2,52,123,2039,0,0,16,173,0,16,0,
2019-05-08,00753L,1,3,121,2039,0,0,16,123,0,16,0,
2019-05-09,00753L,4,5,120,2039,0,0,16,121,0,16,0,
2019-05-10,00753L,3,0,123,2039,0,0,16,120,0,16,0,
2019-05-13,00753L,30,0,153,2039,0,0,16,123,0,16,0,
2019-05-14,00753L,6,0,159,2039,0,0,16,153,0,16,0,
2019-05-15,00753L,4,5,158,2164,0,0,16,159,0,16,0,
2019-05-16,00753L,2,34,126,2164,0,0,16,158,0,16,0,
2019-05-17,00753L,5,3,128,2164,0,0,16,126,0,16,0,
2019-05-20,00753L,2,0,130,2164,0,0,16,128,0,16,0,
2019-05-21,00753L,3,0,133,2164,0,0,16,130,0,16,0,
2019-05-22,00753L,7,3,137,2164,0,0,16,133,0,16,0,
2019-05-23,00753L,3,6,134,2164,0,0,16,137,0,16,0,
