date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret,note
2023-06-29,8227,0,0,0,9335,0,0,0,0,0,0,0,
2023-06-30,8227,140,0,140,9335,0,0,0,0,0,0,0,
2023-07-03,8227,179,38,281,9335,0,0,0,140,0,0,0,
2023-07-04,8227,163,52,392,9335,0,0,0,281,0,0,0,
2023-07-05,8227,1279,92,1579,9335,0,4,4,392,0,0,0,
2023-07-06,8227,816,594,1801,9335,3,3,4,1579,0,4,0,
2023-07-07,8227,218,173,1846,9335,2,3,5,1801,0,4,0,
2023-07-10,8227,124,162,1807,9335,2,2,4,1846,1,5,1,
2023-07-11,8227,161,57,1911,9335,1,4,7,1807,0,4,0,
2023-07-12,8227,77,84,1904,9335,4,3,6,1911,0,7,0,
2023-07-13,8227,168,150,1922,9335,4,4,6,1904,0,6,0,
2023-07-14,8227,313,163,2072,9335,2,1,5,1922,0,6,0,
2023-07-17,8227,292,149,2215,9335,4,1,2,2072,0,5,0,
2023-07-18,8227,202,115,2301,9335,0,0,2,2215,1,2,0,
2023-07-19,8227,234,138,2397,9335,1,2,3,2301,0,2,0,
2023-07-20,8227,140,159,2378,9335,3,4,4,2397,0,3,0,
2023-07-21,8227,311,113,2576,9335,4,2,2,2378,0,4,0,
2023-07-24,8227,115,117,2574,9335,2,0,0,2576,0,2,0,X
2023-07-25,8227,47,58,2563,9335,0,0,0,2574,0,0,0,X
2023-07-26,8227,145,277,2430,9335,0,0,0,2563,1,0,0,X
2023-07-27,8227,96,46,2479,9335,0,0,0,2430,1,0,0,X
2023-07-28,8227,121,324,2276,9335,0,0,0,2479,0,0,0,
2023-07-31,8227,62,79,2258,9335,0,8,8,2276,1,0,0,
2023-08-01,8227,29,54,2232,9335,2,7,13,2258,1,8,0,
2023-08-02,8227,42,151,2123,9335,3,16,26,2232,0,13,0,
2023-08-04,8227,25,13,2133,9335,4,10,32,2123,2,26,0,
