date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret,note
2016-12-29,00677U,0,0,0,8177,0,0,0,0,0,0,0,
2016-12-30,00677U,78,0,78,8177,0,0,0,0,0,0,0,
2017-01-03,00677U,23,2,99,8177,0,0,0,78,0,0,0,
2017-01-04,00677U,40,6,133,8177,0,0,0,99,0,0,0,
2017-01-05,00677U,220,0,353,8177,0,0,0,133,0,0,0,
2017-01-06,00677U,276,50,579,8177,0,1,1,353,0,0,0,
2017-01-09,00677U,271,0,850,8177,0,11,12,579,0,1,0,
2017-01-10,00677U,296,20,1126,8177,0,1,13,850,0,12,0,
2017-01-11,00677U,131,22,1235,8177,0,0,13,1126,0,13,0,
2017-01-12,00677U,371,27,1579,8177,0,22,35,1235,0,13,0,
2017-01-13,00677U,226,164,1641,8177,10,4,29,1579,0,35,0,
2017-01-16,00677U,2057,58,3640,8177,2,27,54,1641,0,29,0,
2017-01-17,00677U,386,514,3512,8552,0,40,94,3640,0,54,0,
2017-01-18,00677U,901,1060,3353,8802,40,7,61,3512,0,94,0,
2017-01-19,00677U,153,64,3442,8802,1,1,61,3353,0,61,0,
2017-01-20,00677U,174,407,3197,8802,0,35,96,3442,12,61,0,
2017-01-23,00677U,890,115,3972,8927,42,26,80,3197,0,96,0,
2017-01-24,00677U,651,354,4267,8927,9,94,165,3972,2,80,0,
2017-02-02,00677U,933,57,5140,9052,17,18,165,4267,3,165,1,
2017-02-03,00677U,217,237,5120,9677,6,198,357,5140,0,165,0,
2017-02-06,00677U,875,692,5148,9677,0,229,586,5120,155,357,0,
2017-02-07,00677U,180,94,5226,9677,0,41,627,5148,8,586,0,
2017-02-08,00677U,403,65,5564,9677,125,129,631,5226,0,627,0,
2017-02-09,00677U,549,18,6095,9927,13,256,874,5564,0,631,0,
2017-02-10,00677U,441,314,6222,9927,164,57,767,6095,0,874,0,
2017-02-13,00677U,583,217,6588,10052,25,108,850,6222,0,767,0,
2017-02-14,00677U,463,86,6905,10427,35,19,834,6588,60,850,0,
2017-02-15,00677U,770,272,7403,10552,11,502,1325,6905,0,834,0,
2017-02-16,00677U,360,640,7123,10552,130,408,1603,7403,0,1325,0,
2017-02-17,00677U,198,237,7084,10927,13,78,1668,7123,0,1603,0,
2017-02-18,00677U,131,99,7060,10927,1,113,1724,7084,56,1668,56,
2017-02-20,00677U,274,274,7060,10927,0,234,1958,7060,0,1724,0,
2017-02-21,00677U,387,98,7349,10927,3,42,1997,7060,0,1958,0,
2017-02-22,00677U,324,321,7352,11177,71,153,2079,7349,0,1997,0,
2017-02-23,00677U,432,243,7541,11177,2,21,2098,7352,0,2079,0,
2017-02-24,00677U,431,364,7608,11177,35,62,2125,7541,0,2098,0,
2017-03-01,00677U,375,710,7273,11427,14,30,2141,7608,0,2125,0,
2017-03-02,00677U,326,102,7497,11677,5,9,2145,7273,0,2141,0,
2017-03-03,00677U,253,390,7360,11677,30,4,2119,7497,0,2145,0,
2017-03-06,00677U,308,178,7490,12177,23,240,2336,7360,0,2119,0,
2017-03-07,00677U,385,162,7713,12552,7,65,2394,7490,0,2336,0,
2017-03-08,00677U,302,68,7947,12927,130,15,2279,7713,0,2394,0,
2017-03-09,00677U,276,153,8070,13052,164,2,2117,7947,0,2279,0,
2017-03-10,00677U,262,242,8090,13427,0,4,2121,8070,0,2117,0,
2017-03-13,00677U,152,307,7935,13427,4,11,2128,8090,0,2121,0,
2017-03-14,00677U,771,201,8505,13552,10,8,2126,7935,0,2128,0,
2017-03-15,00677U,236,209,8532,15052,6,67,2187,8505,0,2126,0,
2017-03-16,00677U,947,299,9180,15927,72,17,2132,8532,0,2187,0,
2017-03-17,00677U,663,181,9622,16302,19,35,2143,9180,40,2132,5,
2017-03-20,00677U,357,105,9874,16302,33,5,2115,9622,0,2143,0,
2017-03-21,00677U,311,515,9670,16302,32,14,2097,9874,0,2115,0,
2017-03-22,00677U,710,891,9489,16427,35,112,2174,9670,0,2097,0,
2017-03-23,00677U,568,176,9881,16552,10,65,2229,9489,0,2174,0,
2017-03-24,00677U,517,214,10184,16552,25,43,2247,9881,0,2229,0,
2017-03-27,00677U,409,301,10292,16677,12,16,2251,10184,0,2247,0,
2017-03-28,00677U,886,204,10974,16802,35,157,2373,10292,0,2251,0,
2017-03-29,00677U,718,632,11060,17302,221,90,2242,10974,0,2373,0,
2017-03-30,00677U,459,197,11322,17302,74,35,2203,11060,0,2242,0,
2017-03-31,00677U,290,196,11336,17427,4,52,2251,11322,80,2203,0,
2017-04-05,00677U,136,379,11091,17427,5,80,2326,11336,2,2251,0,
2017-04-06,00677U,744,584,11249,17427,4,67,2389,11091,2,2326,0,
2017-04-07,00677U,657,511,11395,17677,39,239,2589,11249,0,2389,0,
2017-04-10,00677U,187,288,11294,17802,0,29,2618,11395,0,2589,0,
2017-04-11,00677U,872,1698,10468,17802,5,124,2737,11294,0,2618,0,
2017-04-12,00677U,545,1857,9156,17552,10,108,2835,10468,0,2737,0,
2017-04-13,00677U,158,1381,7933,17427,16,75,2894,9156,0,2835,0,
2017-04-14,00677U,821,478,8276,17427,29,76,2941,7933,0,2894,0,
2017-04-17,00677U,58,497,7837,16052,7,105,3039,8276,0,2941,0,
2017-04-18,00677U,701,168,8370,16052,182,99,2956,7837,0,3039,0,
2017-04-19,00677U,505,114,8761,16052,110,7,2853,8370,0,2956,0,
2017-04-20,00677U,822,469,9114,15927,0,26,2879,8761,0,2853,0,
2017-04-21,00677U,1000,375,9739,16052,37,9,2851,9114,0,2879,0,
2017-04-24,00677U,1361,239,10861,16677,157,20,2714,9739,0,2851,0,
2017-04-25,00677U,2231,940,12152,19177,445,29,2298,10861,0,2714,0,
2017-04-26,00677U,1326,290,13188,20052,750,38,1586,12152,0,2298,0,
2017-04-27,00677U,645,163,13670,21052,546,27,1067,13188,0,1586,0,
2017-04-28,00677U,368,79,13955,21302,57,14,1024,13670,4,1067,0,
2017-05-02,00677U,1073,167,14861,22302,17,19,1026,13955,0,1024,0,
2017-05-03,00677U,248,381,14723,22677,3,20,1043,14861,5,1026,0,
2017-05-04,00677U,182,238,14667,22802,5,38,1076,14723,0,1043,0,
2017-05-05,00677U,1119,291,15335,23552,95,29,1010,14667,160,1076,0,
2017-05-08,00677U,612,379,15568,24427,34,22,998,15335,0,1010,0,
2017-05-09,00677U,723,504,15773,25552,10,64,1052,15568,14,998,0,
2017-05-10,00677U,143,146,15770,25927,1,44,1095,15773,0,1052,0,
2017-05-11,00677U,243,63,15946,25927,11,5,1089,15770,4,1095,0,
2017-05-12,00677U,663,224,16385,26802,25,2,1066,15946,0,1089,0,
2017-05-15,00677U,713,632,16466,27427,51,20,1035,16385,0,1066,0,
2017-05-16,00677U,1026,683,16769,27552,19,36,1052,16466,40,1035,0,
2017-05-17,00677U,1490,476,17781,27802,8,297,1341,16769,2,1052,0,
2017-05-18,00677U,1065,5076,13766,27052,10,1987,3318,17781,4,1341,0,
2017-05-19,00677U,1168,1475,13452,25802,72,275,3521,13766,7,3318,0,
2017-05-22,00677U,2740,912,15273,25802,286,83,3318,13452,7,3521,0,
