date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret
2015-09-09,00640L,0,0,0,6854,0,0,0,,,,
2015-09-10,00640L,1052,0,1052,9479,0,0,0,,,,
2015-09-11,00640L,530,359,1223,10729,0,3,3,,,,
2015-09-14,00640L,510,239,1494,11979,0,4,7,,,,
2015-09-15,00640L,377,290,1581,11979,1,61,67,,,,
2015-09-16,00640L,555,343,1793,11979,0,46,113,,,,
2015-09-17,00640L,218,1274,737,11979,57,68,124,,,,
2015-09-18,00640L,1088,20,1755,11979,70,6,60,,,,
2015-09-21,00640L,180,77,1858,12604,7,96,149,,,,
2015-09-22,00640L,248,144,1962,12604,0,47,196,,,,
2015-09-23,00640L,863,192,2633,12604,1,130,325,,,,
2015-09-24,00640L,152,715,2070,12604,25,203,503,,,,
2015-09-25,00640L,331,527,1874,12604,97,73,479,,,,
2015-09-30,00640L,548,24,2398,13229,65,79,493,,,,
2015-10-01,00640L,154,808,1744,13229,19,435,909,,,,
2015-10-02,00640L,272,123,1893,13229,158,29,780,,,,
2015-10-05,00640L,168,823,1238,13229,33,70,817,,,,
2015-10-06,00640L,331,426,1143,13229,60,13,770,,,,
2015-10-07,00640L,401,321,1223,13229,203,6,573,,,,
2015-10-08,00640L,317,408,1132,13229,117,4,460,,,,
2015-10-12,00640L,379,405,1106,13229,111,11,360,,,,
2015-10-13,00640L,255,529,832,13229,2,20,378,,,,
2015-10-14,00640L,1440,21,2251,13229,22,25,381,,,,
2015-10-15,00640L,166,1175,1242,13229,11,54,424,,,,
2015-10-16,00640L,131,335,1038,13229,30,36,430,,,,
2015-10-19,00640L,744,43,1739,13229,37,17,410,,,,
2015-10-20,00640L,201,20,1920,13229,23,2,389,,,,
2015-10-21,00640L,508,975,1453,13229,22,41,408,,,,
2015-10-22,00640L,339,139,1653,13229,29,5,384,,,,
2015-10-23,00640L,184,651,1186,13229,14,47,417,,,,
2015-10-26,00640L,204,116,1274,13229,38,2,381,,,,
2015-10-27,00640L,373,77,1570,13229,24,0,357,,,,
2015-10-28,00640L,485,23,2032,13229,2,2,357,,,,
2015-10-29,00640L,337,121,2246,13229,8,20,369,,,,
2015-10-30,00640L,311,505,2052,13229,9,67,427,,,,
2015-11-02,00640L,867,353,2566,13229,54,10,383,,,,
2015-11-03,00640L,79,987,1658,13229,3,14,394,,,,
2015-11-04,00640L,667,86,2239,13229,6,1,389,,,,
2015-11-05,00640L,362,155,2446,13229,10,63,442,,,,
2015-11-06,00640L,155,717,1884,13229,0,156,598,,,,
2015-11-09,00640L,925,459,2350,13229,82,101,617,,,,
2015-11-10,00640L,155,589,1916,13229,39,173,751,,,,
2015-11-11,00640L,326,194,2048,13229,3,74,822,,,,
2015-11-12,00640L,265,208,2105,13229,153,100,769,,,,
2015-11-13,00640L,169,294,1980,13229,177,147,739,,,,
2015-11-16,00640L,156,271,1865,13229,340,101,500,,,,
2015-11-17,00640L,156,395,1626,13229,12,91,579,,,,
