date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret,note
2025-12-24,00982T,0,0,0,12524,0,0,0,0,0,0,0,
2025-12-26,00982T,364,0,364,12524,0,0,0,0,0,0,0,
2025-12-29,00982T,150,16,498,12524,0,0,0,364,0,0,0,
2025-12-30,00982T,1,450,49,12524,0,0,0,498,0,0,0,
2025-12-31,00982T,3,18,34,12524,0,0,0,49,0,0,0,
2026-01-02,00982T,0,0,34,12524,0,0,0,34,0,0,0,
2026-01-05,00982T,84,2,116,12524,0,0,0,34,0,0,0,
2026-01-06,00982T,131,55,192,12524,0,0,0,116,0,0,0,
2026-01-07,00982T,41,20,213,12524,0,0,0,192,0,0,0,
2026-01-08,00982T,10,2,221,12524,0,0,0,213,0,0,0,
2026-01-09,00982T,0,171,50,12524,0,0,0,221,0,0,0,
2026-01-12,00982T,13,40,23,12524,0,0,0,50,0,0,0,
2026-01-13,00982T,7,0,30,12524,0,0,0,23,0,0,0,
2026-01-14,00982T,7,1,36,12524,0,0,0,30,0,0,0,
2026-01-15,00982T,20,0,56,12524,0,0,0,36,0,0,0,
2026-01-16,00982T,0,16,40,12524,0,0,0,56,0,0,0,
2026-01-19,00982T,0,10,30,12524,0,0,0,40,0,0,0,
2026-01-20,00982T,0,20,10,12524,0,0,0,30,0,0,0,
2026-01-21,00982T,0,0,10,12149,0,0,0,10,0,0,0,
2026-01-22,00982T,3,1,12,11899,0,0,0,10,0,0,0,
2026-01-23,00982T,29,6,35,11899,0,0,0,12,0,0,0,
2026-01-26,00982T,3,20,18,11149,0,0,0,35,0,0,0,
2026-01-27,00982T,0,10,8,10774,0,0,0,18,0,0,0,
2026-01-28,00982T,0,0,8,10024,0,0,0,8,0,0,0,
2026-01-29,00982T,15,2,21,9774,0,0,0,8,0,0,0,
2026-01-30,00982T,0,0,21,9649,0,0,0,21,0,0,0,
2026-02-02,00982T,0,2,19,9274,0,0,0,21,0,0,0,
2026-02-03,00982T,1,0,20,9274,0,0,0,19,0,0,0,
2026-02-04,00982T,0,5,15,7899,0,0,0,20,0,0,0,
2026-02-05,00982T,0,10,5,7899,0,0,0,15,0,0,0,
2026-02-06,00982T,0,0,5,7649,0,0,0,5,0,0,0,
2026-02-09,00982T,0,1,4,7649,0,0,0,5,0,0,0,
2026-02-10,00982T,0,0,4,7649,0,0,0,4,0,0,0,
2026-02-11,00982T,0,0,4,7649,0,0,0,4,0,0,0,
2026-02-23,00982T,0,1,3,7649,0,0,0,4,0,0,0,
2026-02-24,00982T,0,0,3,7649,0,0,0,3,0,0,0,
2026-02-25,00982T,1,0,4,7399,0,0,0,3,0,0,0,
2026-02-26,00982T,1,0,5,7399,0,0,0,4,0,0,0,
2026-03-02,00982T,0,0,5,7274,0,0,0,5,0,0,0,
2026-03-03,00982T,1,0,6,7149,0,0,0,5,0,0,0,
2026-03-04,00982T,2,0,8,7149,0,0,0,6,0,0,0,
2026-03-05,00982T,0,0,8,6649,0,0,0,8,0,0,0,
2026-03-06,00982T,0,1,7,6649,0,0,0,8,0,0,0,
2026-03-09,00982T,0,0,7,6524,0,0,0,7,0,0,0,
2026-03-10,00982T,2,0,9,6524,0,0,0,7,0,0,0,
2026-03-11,00982T,0,1,8,6524,0,0,0,9,0,0,0,
2026-03-12,00982T,3,0,11,6524,0,0,0,8,0,0,0,
2026-03-13,00982T,0,0,11,6524,0,0,0,11,0,0,0,
2026-03-16,00982T,0,1,10,6524,0,0,0,11,0,0,0,
2026-03-17,00982T,0,0,10,6524,0,0,0,10,0,0,0,
2026-03-18,00982T,1,3,8,6524,0,0,0,10,0,0,0,
2026-03-19,00982T,0,3,5,6524,0,0,0,8,0,0,0,
2026-03-20,00982T,0,0,5,6524,0,0,0,5,0,0,0,
2026-03-23,00982T,0,0,5,6524,0,0,0,5,0,0,0,
2026-03-24,00982T,0,0,5,6524,0,0,0,5,0,0,0,
2026-03-25,00982T,0,0,5,6524,0,0,0,5,0,0,0,
2026-03-26,00982T,0,0,5,6524,0,0,0,5,0,0,0,
2026-03-27,00982T,0,0,5,6149,0,0,0,5,0,0,0,
2026-03-30,00982T,0,0,5,6149,0,0,0,5,0,0,0,
2026-03-31,00982T,0,0,5,6149,0,0,0,5,0,0,0,
2026-04-01,00982T,0,0,5,6149,0,0,0,5,0,0,0,
2026-04-02,00982T,0,0,5,6149,0,0,0,5,0,0,0,
2026-04-07,00982T,2,0,7,6649,0,0,0,5,0,0,0,
2026-04-08,00982T,0,2,5,6649,0,0,0,7,0,0,0,
2026-04-09,00982T,0,0,5,6649,0,0,0,5,0,0,0,
2026-04-10,00982T,0,0,5,6149,0,0,0,5,0,0,0,
2026-04-13,00982T,0,1,4,6149,0,0,0,5,0,0,0,
2026-04-14,00982T,0,0,4,6149,0,0,0,4,0,0,0,
2026-04-15,00982T,0,0,4,6149,0,0,0,4,0,0,0,
2026-04-16,00982T,5,0,9,6149,0,0,0,4,0,0,0,
2026-04-17,00982T,3,0,12,5899,0,0,0,9,0,0,0,
2026-04-20,00982T,0,11,1,5899,0,0,0,12,0,0,0,
2026-04-21,00982T,0,0,1,5899,0,0,0,1,0,0,0,
2026-04-22,00982T,0,0,1,5524,0,0,0,1,0,0,0,
2026-04-23,00982T,0,0,1,5524,0,0,0,1,0,0,0,
2026-04-24,00982T,0,1,0,5524,0,0,0,1,0,0,0,
2026-04-27,00982T,3,0,3,5524,0,0,0,0,0,0,0,
2026-04-28,00982T,0,3,0,5524,0,0,0,3,0,0,0,
2026-04-29,00982T,0,0,0,5524,0,0,0,0,0,0,0,
2026-04-30,00982T,0,0,0,5524,0,0,0,0,0,0,0,
2026-05-04,00982T,0,0,0,5524,0,0,0,0,0,0,0,
2026-05-05,00982T,0,0,0,5524,0,0,0,0,0,0,0,
2026-05-06,00982T,0,0,0,5524,0,0,0,0,0,0,0,
2026-05-07,00982T,0,0,0,5524,0,0,0,0,0,0,0,
2026-05-08,00982T,0,0,0,5149,0,0,0,0,0,0,0,
2026-05-11,00982T,0,0,0,5149,0,0,0,0,0,0,0,
2026-05-12,00982T,0,0,0,4774,0,0,0,0,0,0,0,
2026-05-13,00982T,0,0,0,4774,0,0,0,0,0,0,0,
2026-05-14,00982T,0,0,0,4774,0,0,0,0,0,0,0,
2026-05-15,00982T,0,0,0,4774,0,0,0,0,0,0,0,
2026-05-18,00982T,0,0,0,4774,0,0,0,0,0,0,0,
2026-05-19,00982T,0,0,0,4774,0,0,0,0,0,0,0,
2026-05-20,00982T,3,0,3,4774,0,0,0,0,0,0,0,
2026-05-21,00982T,3,3,3,4774,0,0,0,3,0,0,0,
2026-05-22,00982T,0,3,0,4649,0,0,0,3,0,0,0,
2026-05-25,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-05-26,00982T,0,0,0,4899,0,0,0,0,0,0,0,
2026-05-27,00982T,0,0,0,4899,0,0,0,0,0,0,0,
2026-05-28,00982T,0,0,0,4899,0,0,0,0,0,0,0,
2026-05-29,00982T,0,0,0,4899,0,0,0,0,0,0,0,
2026-06-01,00982T,0,0,0,4899,0,0,0,0,0,0,0,
2026-06-02,00982T,0,0,0,4774,0,0,0,0,0,0,0,
2026-06-03,00982T,0,0,0,4774,0,0,0,0,0,0,0,
2026-06-04,00982T,0,0,0,4774,0,0,0,0,0,0,0,
2026-06-05,00982T,0,0,0,4774,0,0,0,0,0,0,0,
2026-06-08,00982T,0,0,0,4774,0,0,0,0,0,0,0,
2026-06-09,00982T,0,0,0,4774,0,0,0,0,0,0,0,
2026-06-10,00982T,0,0,0,4774,0,0,0,0,0,0,0,
2026-06-11,00982T,0,0,0,4774,0,0,0,0,0,0,0,
2026-06-12,00982T,0,0,0,4774,0,0,0,0,0,0,0,
2026-06-15,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-06-16,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-06-17,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-06-18,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-06-22,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-06-23,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-06-24,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-06-25,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-06-26,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-06-29,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-06-30,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-07-01,00982T,5,0,5,4649,0,0,0,0,0,0,0,
2026-07-02,00982T,0,0,5,4649,0,0,0,5,0,0,0,
2026-07-03,00982T,0,5,0,4649,0,0,0,5,0,0,0,
2026-07-06,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-07-07,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-07-08,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-07-09,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-07-13,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-07-14,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-07-15,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-07-16,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-07-17,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-07-20,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-07-21,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-07-22,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-07-23,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-07-24,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-07-27,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-07-28,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-07-29,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-07-30,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-07-31,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-08-03,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-08-04,00982T,0,0,0,4649,0,0,0,0,0,0,0,
2026-08-05,00982T,0,0,0,4399,0,0,0,0,0,0,0,
2026-08-06,00982T,0,0,0,4399,0,0,0,0,0,0,0,
2026-08-07,00982T,0,0,0,4399,0,0,0,0,0,0,0,
2026-08-10,00982T,0,0,0,4399,0,0,0,0,0,0,0,
2026-08-11,00982T,0,0,0,4399,0,0,0,0,0,0,0,
2026-08-12,00982T,0,0,0,4399,0,0,0,0,0,0,0,
2026-08-13,00982T,0,0,0,4399,0,0,0,0,0,0,0,
2026-08-14,00982T,0,0,0,4399,0,0,0,0,0,0,0,
2026-08-17,00982T,1,0,1,4399,0,0,0,0,0,0,0,
2026-08-18,00982T,1,0,2,4399,0,0,0,1,0,0,0,
2026-08-19,00982T,0,0,2,4399,0,0,0,2,0,0,0,
2026-08-20,00982T,0,0,2,4399,0,0,0,2,0,0,0,
2026-08-21,00982T,0,0,2,4399,0,0,0,2,0,0,0,
2026-08-24,00982T,0,0,2,4399,0,0,0,2,0,0,0,
2026-08-25,00982T,0,0,2,4399,0,0,0,2,0,0,0,
2026-08-26,00982T,1,0,3,4274,0,0,0,2,0,0,0,
2026-08-27,00982T,0,0,3,4274,0,0,0,3,0,0,0,
2026-08-28,00982T,0,0,3,4274,0,0,0,3,0,0,0,
2026-08-31,00982T,0,0,3,4274,0,0,0,3,0,0,0,
2026-09-01,00982T,1,0,4,4149,0,0,0,3,0,0,0,
2026-09-02,00982T,20,2,22,4149,0,0,0,4,0,0,0,
2026-09-03,00982T,1,0,23,4149,0,0,0,22,0,0,0,
2026-09-04,00982T,3,1,25,4149,0,0,0,23,0,0,0,
2026-09-07,00982T,6,2,29,4149,0,0,0,25,0,0,0,
2026-09-08,00982T,11,4,36,4149,0,0,0,29,0,0,0,
2026-09-09,00982T,1,3,34,4149,0,0,0,36,0,0,0,X
2026-09-10,00982T,1,10,25,4149,0,0,0,34,0,0,0,X
