date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret
2017-01-16,00681R,0,0,0,3148,0,0,0,,,,
2017-01-17,00681R,0,0,0,3148,0,0,0,,,,
2017-01-18,00681R,2,0,2,3148,0,0,0,,,,
2017-01-19,00681R,2,0,4,3148,0,0,0,,,,
2017-01-20,00681R,12,0,16,3273,0,0,0,,,,
2017-01-23,00681R,2,0,18,3273,0,0,0,,,,
2017-01-24,00681R,0,10,8,3273,0,0,0,,,,
2017-02-02,00681R,5,1,12,3273,0,0,0,,,,
2017-02-03,00681R,5,0,17,3523,0,0,0,,,,
2017-02-06,00681R,0,0,17,3523,0,0,0,,,,
2017-02-07,00681R,0,10,7,3523,0,0,0,,,,
2017-02-08,00681R,0,0,7,3648,0,0,0,,,,
2017-02-09,00681R,1,0,8,3648,0,0,0,,,,
2017-02-10,00681R,0,0,8,3648,0,0,0,,,,
2017-02-13,00681R,20,0,28,3648,0,0,0,,,,
2017-02-14,00681R,0,0,28,3648,0,0,0,,,,
2017-02-15,00681R,10,0,38,3648,0,0,0,,,,
2017-02-16,00681R,10,0,48,3648,0,0,0,,,,
2017-02-17,00681R,0,20,28,3648,0,0,0,,,,
2017-02-18,00681R,0,0,28,3648,0,0,0,,,,
2017-02-20,00681R,22,0,50,3648,0,0,0,,,,
2017-02-21,00681R,6,11,45,3648,0,0,0,,,,
2017-02-22,00681R,0,2,43,3648,0,0,0,,,,
2017-02-23,00681R,0,0,43,3648,0,0,0,,,,
2017-02-24,00681R,1,15,29,3648,0,0,0,,,,
2017-03-01,00681R,0,0,29,3648,0,0,0,,,,
2017-03-02,00681R,6,1,34,3648,0,0,0,,,,
2017-03-03,00681R,4,20,18,3648,0,0,0,,,,
2017-03-06,00681R,0,0,18,3648,0,0,0,,,,
2017-03-07,00681R,0,0,18,3648,0,0,0,,,,
2017-03-08,00681R,0,0,18,3648,0,0,0,,,,
2017-03-09,00681R,5,0,23,3648,0,0,0,,,,
2017-03-10,00681R,10,1,32,3648,0,0,0,,,,
2017-03-13,00681R,2,0,34,3648,0,0,0,,,,
2017-03-14,00681R,0,0,34,3648,0,0,0,,,,
2017-03-15,00681R,2,10,26,3648,0,0,0,,,,
2017-03-16,00681R,0,13,13,3648,0,0,0,,,,
2017-03-17,00681R,0,0,13,3648,0,0,0,,,,
2017-03-20,00681R,0,0,13,3648,0,0,0,,,,
2017-03-21,00681R,0,0,13,3648,0,0,0,,,,
2017-03-22,00681R,0,0,13,3648,0,0,0,,,,
2017-03-23,00681R,0,0,13,3648,0,0,0,,,,
2017-03-24,00681R,0,0,13,3648,0,0,0,,,,
2017-03-27,00681R,0,0,13,3648,0,0,0,,,,
2017-03-28,00681R,30,5,38,3648,0,0,0,,,,
2017-03-29,00681R,0,0,38,3648,0,0,0,,,,
2017-03-30,00681R,0,0,38,3648,0,0,0,,,,
2017-03-31,00681R,0,30,8,3648,0,0,0,,,,
2017-04-05,00681R,1,0,9,3648,0,0,0,,,,
2017-04-06,00681R,15,0,24,3648,0,0,0,,,,
2017-04-07,00681R,0,0,24,3648,0,0,0,,,,
2017-04-10,00681R,0,0,24,3648,0,0,0,,,,
2017-04-11,00681R,0,0,24,3648,0,0,0,,,,
2017-04-12,00681R,16,0,40,3648,0,0,0,,,,
2017-04-13,00681R,1,1,40,3648,0,0,0,,,,
2017-04-14,00681R,0,0,40,3648,0,0,0,,,,
2017-04-17,00681R,20,0,60,3648,0,0,0,,,,
2017-04-18,00681R,0,1,59,3648,0,0,0,,,,
2017-04-19,00681R,3,0,62,3648,0,0,0,,,,
2017-04-20,00681R,0,0,62,3648,0,0,0,,,,
2017-04-21,00681R,0,20,42,3648,0,0,0,,,,
2017-04-24,00681R,16,36,22,3648,0,0,0,,,,
2017-04-25,00681R,2,0,24,3648,0,0,0,,,,
2017-04-26,00681R,0,6,18,3648,0,0,0,,,,
2017-04-27,00681R,0,0,18,3648,0,0,0,,,,
2017-04-28,00681R,0,0,18,3523,0,0,0,,,,
2017-05-02,00681R,0,0,18,3523,0,0,0,,,,
2017-05-03,00681R,0,0,18,3523,0,0,0,,,,
2017-05-04,00681R,0,5,13,3398,0,0,0,,,,
2017-05-05,00681R,0,0,13,3398,0,0,0,,,,
2017-05-08,00681R,0,0,13,3398,0,0,0,,,,
2017-05-09,00681R,0,0,13,3398,0,0,0,,,,
2017-05-10,00681R,0,0,13,3398,0,0,0,,,,
2017-05-11,00681R,0,0,13,3398,0,0,0,,,,
