date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret,note
2018-12-18,00763U,0,0,0,2516,0,0,0,0,0,0,0,
2018-12-19,00763U,3,0,3,2516,0,0,0,0,0,0,0,
2018-12-20,00763U,0,0,3,2266,0,0,0,3,0,0,0,
2018-12-21,00763U,0,2,1,2266,0,0,0,3,0,0,0,
2018-12-22,00763U,1,0,2,2266,0,0,0,1,0,0,0,
2018-12-24,00763U,0,0,2,2141,0,0,0,2,0,0,0,
2018-12-25,00763U,0,0,2,2141,0,0,0,2,0,0,0,
2018-12-26,00763U,1,0,3,1891,0,0,0,2,0,0,0,
2018-12-27,00763U,0,2,1,1891,0,0,0,3,0,0,0,
2018-12-28,00763U,0,0,1,1891,0,0,0,1,0,0,0,
2019-01-02,00763U,2,0,3,1891,0,0,0,1,0,0,0,
2019-01-03,00763U,4,0,7,1891,0,0,0,3,0,0,0,
2019-01-04,00763U,251,2,256,1891,0,0,0,7,0,0,0,
2019-01-07,00763U,2,2,256,1891,0,0,0,256,0,0,0,
2019-01-08,00763U,0,0,256,1891,0,0,0,256,0,0,0,
2019-01-09,00763U,1,10,247,1891,0,0,0,256,0,0,0,
2019-01-10,00763U,60,0,307,1891,0,0,0,247,0,0,0,
2019-01-11,00763U,0,0,307,1891,0,0,0,307,0,0,0,
2019-01-14,00763U,0,0,307,1891,0,0,0,307,0,0,0,
2019-01-15,00763U,0,0,307,1891,0,0,0,307,0,0,0,
2019-01-16,00763U,0,0,307,1891,0,0,0,307,0,0,0,
2019-01-17,00763U,0,0,307,1891,0,0,0,307,0,0,0,
2019-01-18,00763U,0,2,305,1891,0,0,0,307,0,0,0,
2019-01-21,00763U,1,0,306,1891,0,0,0,305,0,0,0,
2019-01-22,00763U,2,0,308,1891,0,0,0,306,0,0,0,
2019-01-23,00763U,3,0,311,1891,0,0,0,308,0,0,0,
2019-01-24,00763U,0,0,311,1891,0,0,0,311,0,0,0,
2019-01-25,00763U,0,0,311,1891,0,0,0,311,0,0,0,
2019-01-28,00763U,0,3,308,1891,0,0,0,311,0,0,0,
2019-01-29,00763U,6,0,314,1891,0,0,0,308,0,0,0,
2019-01-30,00763U,0,8,306,1891,0,0,0,314,0,0,0,
2019-02-11,00763U,4,0,310,1891,0,0,0,306,0,0,0,
2019-02-12,00763U,0,2,308,1891,0,0,0,310,0,0,0,
2019-02-13,00763U,0,0,308,1891,0,0,0,308,0,0,0,
2019-02-14,00763U,1,0,309,1891,0,0,0,308,0,0,0,
2019-02-15,00763U,0,0,309,1891,0,0,0,309,0,0,0,
2019-02-18,00763U,0,0,309,1891,0,0,0,309,0,0,0,
2019-02-19,00763U,1,5,305,1891,0,0,0,309,0,0,0,
