date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret
2017-03-30,2936,0,0,0,19138,0,0,0,,,,
2017-03-31,2936,23,0,23,19138,0,0,0,,,,
2017-04-05,2936,30,4,49,19138,0,0,0,,,,
2017-04-06,2936,14,24,39,19138,0,0,0,,,,
2017-04-07,2936,19,1,57,19138,0,0,0,,,,
2017-04-10,2936,4,3,58,19138,0,0,0,,,,
2017-04-11,2936,13,12,59,19138,0,0,0,,,,
2017-04-12,2936,36,3,92,19138,0,0,0,,,,
2017-04-13,2936,9,7,94,19138,0,0,0,,,,
2017-04-14,2936,16,4,106,19138,0,0,0,,,,
2017-04-17,2936,28,14,120,19138,0,0,0,,,,
2017-04-18,2936,48,26,142,19138,0,0,0,,,,
2017-04-19,2936,94,43,193,19138,0,0,0,,,,
2017-04-20,2936,55,22,226,19138,0,0,0,,,,
2017-04-21,2936,25,39,212,19138,0,0,0,,,,
2017-04-24,2936,15,16,211,19138,0,0,0,,,,
2017-04-25,2936,9,5,215,19138,0,0,0,,,,
2017-04-26,2936,22,2,235,19138,0,0,0,,,,
2017-04-27,2936,15,58,192,19138,0,0,0,,,,
2017-04-28,2936,32,37,187,19138,0,0,0,,,,
2017-05-02,2936,4,33,158,19138,0,0,0,,,,
2017-05-03,2936,1,0,159,19138,0,0,0,,,,
2017-05-04,2936,8,5,162,19138,0,0,0,,,,
2017-05-05,2936,1,7,156,19138,0,0,0,,,,
2017-05-08,2936,0,2,154,19138,0,0,0,,,,
2017-05-09,2936,10,8,156,19138,0,0,0,,,,
2017-05-10,2936,73,5,224,19138,0,0,0,,,,
2017-05-11,2936,57,18,263,19138,0,0,0,,,,
2017-05-12,2936,9,8,264,19138,0,0,0,,,,
2017-05-15,2936,18,2,280,19138,0,0,0,,,,
2017-05-16,2936,2,7,275,19138,0,0,0,,,,
2017-05-17,2936,3,10,268,19138,0,0,0,,,,
2017-05-18,2936,2,30,240,19138,0,0,0,,,,
2017-05-19,2936,6,3,243,19138,0,0,0,,,,
2017-05-22,2936,17,1,259,19138,0,0,0,,,,
2017-05-23,2936,18,5,272,19138,0,0,0,,,,
2017-05-24,2936,9,5,276,19138,0,0,0,,,,
2017-05-25,2936,41,8,309,19138,0,0,0,,,,
2017-05-26,2936,14,26,297,19138,0,0,0,,,,
2017-05-31,2936,9,11,293,19138,0,0,0,,,,
2017-06-01,2936,32,24,301,19138,0,0,0,,,,
2017-06-02,2936,80,26,355,19138,0,0,0,,,,
2017-06-03,2936,8,13,350,19138,0,0,0,,,,
2017-06-05,2936,13,26,337,19138,0,0,0,,,,
2017-06-06,2936,5,25,317,19138,0,0,0,,,,
2017-06-07,2936,12,21,308,19138,0,0,0,,,,
2017-06-08,2936,5,7,306,19138,0,0,0,,,,
2017-06-09,2936,15,17,304,19138,0,0,0,,,,
2017-06-12,2936,8,9,303,19138,0,0,0,,,,
2017-06-13,2936,8,10,301,19138,0,0,0,,,,
2017-06-14,2936,35,29,307,19138,0,0,0,,,,
2017-06-15,2936,10,2,315,19138,0,0,0,,,,
2017-06-16,2936,17,32,300,19138,0,0,0,,,,
2017-06-19,2936,53,11,342,19138,0,0,0,,,,
2017-06-20,2936,56,30,368,19138,0,0,0,,,,
2017-06-21,2936,51,18,401,19138,0,0,0,,,,
2017-06-22,2936,5,10,396,19138,0,0,0,,,,
2017-06-23,2936,4,18,382,19138,0,0,0,,,,
2017-06-26,2936,14,59,337,19138,0,0,0,,,,
2017-06-27,2936,91,47,381,19138,0,0,0,,,,
2017-06-28,2936,8,18,371,19138,0,0,0,,,,
2017-06-29,2936,15,4,382,19138,0,0,0,,,,
2017-06-30,2936,8,11,379,19138,0,0,0,,,,
2017-07-03,2936,23,16,386,19138,0,0,0,,,,
2017-07-04,2936,34,32,388,19138,0,0,0,,,,
2017-07-05,2936,28,3,413,19138,0,0,0,,,,
2017-07-06,2936,9,5,417,19138,0,0,0,,,,
2017-07-07,2936,30,8,439,19138,0,1,1,,,,
2017-07-10,2936,5,79,365,19138,0,0,1,,,,
2017-07-11,2936,39,22,382,19138,0,0,1,,,,
2017-07-12,2936,3,10,375,19138,1,0,0,,,,
2017-07-13,2936,16,21,370,19138,0,0,0,,,,
2017-07-14,2936,13,21,362,19138,0,0,0,,,,
2017-07-17,2936,7,1,368,19138,0,0,0,,,,
2017-07-18,2936,13,2,379,19138,0,0,0,,,,
2017-07-19,2936,3,1,381,19138,0,0,0,,,,
2017-07-20,2936,7,8,380,19138,0,0,0,,,,
2017-07-21,2936,1,25,356,19138,0,0,0,,,,
2017-07-24,2936,129,53,432,19138,0,0,0,,,,
2017-07-25,2936,21,36,417,19138,0,0,0,,,,
2017-07-26,2936,34,5,446,19138,0,0,0,,,,
2017-07-27,2936,19,20,445,19138,0,0,0,,,,
2017-07-28,2936,11,24,421,19138,0,0,0,,,,
2017-07-31,2936,7,10,418,19138,0,0,0,,,,
2017-08-01,2936,5,6,417,19138,0,0,0,,,,
2017-08-02,2936,1,5,413,19138,0,0,0,,,,
2017-08-03,2936,5,21,397,19138,0,0,0,,,,
2017-08-04,2936,5,6,396,19138,0,0,0,,,,
2017-08-07,2936,4,23,377,19138,0,0,0,,,,
2017-08-08,2936,1,4,374,19138,0,0,0,,,,
2017-08-09,2936,4,5,373,19138,0,0,0,,,,
2017-08-10,2936,23,65,331,19138,0,5,5,,,,
2017-08-11,2936,6,5,332,19138,2,0,3,,,,
2017-08-14,2936,9,0,341,19138,0,0,3,,,,
2017-08-15,2936,1,4,338,19138,0,0,3,,,,
2017-08-16,2936,0,1,337,19138,0,0,3,,,,
2017-08-17,2936,1,2,336,19138,0,0,3,,,,
2017-08-18,2936,3,0,339,19138,0,0,3,,,,
2017-08-21,2936,12,4,347,19138,0,0,3,,,,
2017-08-22,2936,2,1,347,19138,0,0,3,,,,
2017-08-23,2936,3,11,339,19138,0,0,3,,,,
2017-08-24,2936,2,9,332,19138,0,0,3,,,,
2017-08-25,2936,0,1,331,19138,0,0,3,,,,
2017-08-28,2936,2,1,332,19138,0,0,3,,,,
2017-08-29,2936,5,2,335,19138,0,0,3,,,,
2017-08-30,2936,1,1,335,19138,0,0,3,,,,
2017-08-31,2936,10,1,344,19138,0,0,3,,,,
2017-09-01,2936,0,7,337,19138,0,0,3,,,,
2017-09-04,2936,1,1,337,19138,0,0,3,,,,
2017-09-05,2936,4,1,340,19138,0,0,3,,,,
2017-09-06,2936,2,2,340,19138,0,0,3,,,,
2017-09-07,2936,10,1,349,19138,0,0,3,,,,
2017-09-08,2936,4,0,353,19138,3,0,0,,,,
2017-09-11,2936,17,6,364,19138,0,0,0,,,,
2017-09-12,2936,6,10,360,19138,0,0,0,,,,
2017-09-13,2936,0,2,358,19138,0,0,0,,,,
2017-09-14,2936,1,3,356,19138,0,0,0,,,,
2017-09-15,2936,0,1,355,19138,0,0,0,,,,
2017-09-18,2936,1,1,355,19138,0,0,0,,,,
2017-09-19,2936,0,1,354,19138,0,0,0,,,,
2017-09-20,2936,1,4,351,19138,0,0,0,,,,
2017-09-21,2936,0,4,347,19138,0,0,0,,,,
2017-09-22,2936,3,2,348,19138,0,0,0,,,,
2017-09-25,2936,0,10,338,19138,0,0,0,,,,
2017-09-26,2936,1,3,336,19138,0,0,0,,,,
2017-09-27,2936,3,0,339,19138,0,0,0,,,,
2017-09-28,2936,5,0,344,19138,0,0,0,,,,
2017-09-29,2936,0,2,342,19138,0,0,0,,,,
2017-09-30,2936,0,0,342,19138,0,0,0,,,,
2017-10-02,2936,2,0,344,19138,0,0,0,,,,
2017-10-03,2936,0,0,344,19138,0,0,0,,,,
2017-10-05,2936,4,10,338,19138,0,0,0,,,,
2017-10-06,2936,0,0,336,19138,0,0,0,,,,
2017-10-11,2936,3,9,329,19138,0,0,0,,,,
2017-10-12,2936,8,2,335,19138,0,0,0,,,,
2017-10-13,2936,4,4,335,19138,0,0,0,,,,
2017-10-16,2936,3,2,336,19138,0,0,0,,,,
2017-10-17,2936,0,0,336,19138,0,0,0,,,,
2017-10-18,2936,6,1,341,19138,0,0,0,,,,
2017-10-19,2936,1,0,342,19138,0,0,0,,,,
2017-10-20,2936,1,1,342,19138,0,0,0,,,,
2017-10-23,2936,1,0,343,19138,0,0,0,,,,
2017-10-24,2936,2,3,342,19138,0,0,0,,,,
2017-10-25,2936,2,1,343,19138,0,0,0,,,,
2017-10-26,2936,0,0,338,19138,0,0,0,,,,
2017-10-27,2936,0,3,334,19138,0,0,0,,,,
2017-10-30,2936,1,0,335,19138,0,0,0,,,,
2017-10-31,2936,1,1,334,19138,0,0,0,,,,
2017-11-01,2936,3,12,325,19138,0,0,0,,,,
2017-11-02,2936,0,4,321,19138,0,0,0,,,,
2017-11-03,2936,2,4,319,19138,0,0,0,,,,
2017-11-06,2936,6,0,325,19138,0,0,0,,,,
2017-11-07,2936,0,1,324,19138,0,0,0,,,,
2017-11-08,2936,5,1,328,19138,0,0,0,,,,
2017-11-09,2936,6,0,334,19138,0,0,0,,,,
2017-11-10,2936,7,0,341,19138,0,0,0,,,,
2017-11-13,2936,12,16,337,19138,0,0,0,,,,
2017-11-14,2936,10,5,342,19138,0,0,0,,,,
2017-11-15,2936,0,2,340,19138,0,0,0,,,,
2017-11-16,2936,0,1,339,19138,0,0,0,,,,
2017-11-17,2936,0,0,339,19138,0,0,0,,,,
2017-11-20,2936,4,0,343,19138,0,0,0,,,,
2017-11-21,2936,0,0,343,19138,0,0,0,,,,
2017-11-22,2936,3,0,346,19138,0,0,0,,,,
2017-11-23,2936,2,0,348,19138,0,0,0,,,,
