date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret
2021-03-22,2754,0,0,0,11446,0,0,0,,,,
2021-03-23,2754,50,0,50,11446,0,0,0,,,,
2021-03-24,2754,17,0,67,11446,0,0,0,,,,
2021-03-25,2754,60,1,126,11446,0,0,0,,,,
2021-03-26,2754,32,1,157,11446,0,0,0,,,,
2021-03-29,2754,20,0,177,11446,0,0,0,,,,
2021-03-30,2754,13,1,189,11446,0,0,0,,,,
2021-03-31,2754,15,0,204,11446,0,0,0,,,,
2021-04-01,2754,7,0,211,11446,0,0,0,,,,
2021-04-06,2754,25,0,236,11446,0,0,0,,,,
2021-04-07,2754,3,4,235,11446,0,0,0,,,,
2021-04-08,2754,23,3,255,11446,0,0,0,,,,
2021-04-09,2754,27,2,280,11446,0,0,0,,,,
2021-04-12,2754,58,5,333,11446,0,0,0,,,,
2021-04-13,2754,2,1,334,11446,0,0,0,,,,
2021-04-14,2754,14,8,340,11449,0,0,0,,,,
2021-04-15,2754,1,0,341,11449,0,0,0,,,,
2021-04-16,2754,3,1,343,11449,0,0,0,,,,
2021-04-19,2754,6,14,335,11449,0,0,0,,,,
2021-04-20,2754,7,1,341,11449,0,0,0,,,,
2021-04-21,2754,6,6,341,11449,0,0,0,,,,
2021-04-22,2754,6,7,340,11449,0,0,0,,,,
2021-04-23,2754,0,0,340,11449,0,0,0,,,,
2021-04-26,2754,2,1,341,11449,0,0,0,,,,
2021-04-27,2754,3,1,343,11449,0,0,0,,,,
2021-04-28,2754,1,1,343,11449,0,0,0,,,,
2021-04-29,2754,1,0,344,11449,0,0,0,,,,
2021-05-03,2754,7,9,342,11449,0,0,0,,,,
2021-05-04,2754,7,5,344,11449,0,0,0,,,,
2021-05-05,2754,0,2,342,11449,0,0,0,,,,
2021-05-06,2754,0,0,342,11449,0,0,0,,,,
2021-05-07,2754,1,7,336,11449,0,0,0,,,,
2021-05-10,2754,0,1,335,11449,0,0,0,,,,
2021-05-11,2754,6,0,341,11449,0,0,0,,,,
2021-05-12,2754,55,4,392,11449,0,2,2,,,,
2021-05-13,2754,8,21,379,11449,1,7,8,,,,
2021-05-14,2754,1,11,369,11459,0,2,10,,,,
2021-05-17,2754,24,3,390,11459,4,24,30,,,,
2021-05-18,2754,0,9,381,11459,4,1,27,,,,
2021-05-19,2754,11,2,390,11459,1,0,26,,,,
2021-05-20,2754,7,1,396,11459,1,2,27,,,,
2021-05-21,2754,7,9,394,11459,1,1,27,,,,
2021-05-24,2754,6,1,399,11459,2,1,26,,,,
2021-05-25,2754,5,4,400,11459,0,2,28,,,,
2021-05-26,2754,2,0,402,11459,3,6,31,,,,
2021-05-27,2754,5,3,404,11459,1,2,32,,,,
2021-05-28,2754,10,11,403,11459,7,2,27,,,,
2021-05-31,2754,18,8,413,11459,0,0,27,,,,
2021-06-01,2754,21,14,420,11459,1,0,26,,,,
2021-06-02,2754,27,8,439,11459,14,7,19,,,,
2021-06-03,2754,5,6,438,11459,0,0,19,,,,
2021-06-04,2754,14,48,404,11459,1,0,18,,,,
2021-06-07,2754,4,3,405,11459,3,0,15,,,,
2021-06-08,2754,0,0,405,11459,0,3,18,,,,
2021-06-09,2754,2,2,405,11459,0,0,18,,,,
2021-06-10,2754,9,4,410,11459,2,1,17,,,,
2021-06-11,2754,2,0,412,11459,2,0,15,,,,
