date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret
2015-01-05,1732,293,273,3494,10610,29,5,130,,,,
2015-01-06,1732,156,116,3534,10610,32,0,98,,,,
2015-01-07,1732,148,59,3623,10610,1,0,97,,,,
2015-01-08,1732,110,149,3534,10610,11,0,86,,,,
2015-01-09,1732,137,63,3606,10610,0,1,87,,,,
2015-01-12,1732,352,193,3765,10610,0,13,100,,,,
2015-01-13,1732,647,1079,3333,10610,0,236,336,,,,
2015-01-14,1732,1506,1391,3448,10610,26,730,1040,,,,
2015-01-15,1732,928,1155,3221,10610,54,482,1468,,,,
2015-01-16,1732,807,793,3235,10610,565,87,990,,,,
2015-01-19,1732,661,347,3549,10610,225,116,880,,,,
2015-01-20,1732,540,409,3680,10610,33,71,918,,,,
2015-01-21,1732,576,778,3478,10610,266,87,739,,,,
2015-01-22,1732,381,427,3432,10610,97,67,709,,,,
2015-01-23,1732,394,214,3612,10610,95,72,686,,,,
2015-01-26,1732,160,146,3626,10610,38,62,710,,,,
2015-01-27,1732,245,159,3677,10610,35,13,688,,,,
2015-01-28,1732,167,126,3718,10610,37,20,671,,,,
2015-01-29,1732,59,82,3695,10610,16,8,663,,,,
2015-01-30,1732,47,109,3632,10610,81,0,582,,,,
2015-02-02,1732,102,105,3629,10610,42,6,546,,,,
2015-02-03,1732,70,71,3624,10610,54,10,502,,,,
2015-02-04,1732,68,126,3566,10610,48,19,473,,,,
2015-02-05,1732,135,262,3439,10610,70,31,434,,,,
2015-02-06,1732,114,190,3363,10610,53,17,398,,,,
2015-02-09,1732,71,44,3380,10610,75,6,329,,,,
2015-02-10,1732,40,67,3353,10610,40,0,289,,,,
2015-02-11,1732,160,65,3444,10610,10,0,279,,,,
2015-02-12,1732,53,32,3465,10610,23,0,256,,,,
2015-02-13,1732,15,61,3419,10610,19,0,237,,,,
2015-02-24,1732,39,150,3285,10610,12,3,228,,,,
2015-02-25,1732,476,254,3506,10610,16,37,249,,,,
2015-02-26,1732,801,908,3399,10610,49,247,447,,,,
2015-03-02,1732,273,334,3338,10610,124,41,364,,,,
2015-03-03,1732,46,77,3307,10610,78,3,289,,,,
2015-03-04,1732,170,317,3160,10610,33,2,258,,,,
2015-03-05,1732,133,34,3259,10610,1,14,271,,,,
2015-03-06,1732,249,153,3345,10610,17,26,280,,,,
2015-03-09,1732,123,88,3380,10610,33,2,249,,,,
2015-03-10,1732,58,52,3386,10610,6,0,243,,,,
2015-03-11,1732,145,191,3340,10610,11,0,232,,,,
2015-03-12,1732,52,87,3305,10610,5,0,227,,,,
2015-03-13,1732,103,44,3364,10610,3,0,224,,,,
2015-03-16,1732,79,40,3403,10610,7,0,217,,,,
2015-03-17,1732,383,81,3690,10610,4,5,218,,,,
2015-03-18,1732,345,647,3388,10610,19,1,200,,,,
2015-03-19,1732,129,341,3176,10610,1,0,199,,,,
2015-03-20,1732,76,63,3189,10610,16,1,184,,,,
2015-03-23,1732,42,53,3178,10610,10,0,174,,,,
2015-03-24,1732,58,119,3117,10610,3,0,171,,,,
2015-03-25,1732,18,43,3092,10610,0,0,171,,,,
2015-03-26,1732,58,103,3047,10610,27,0,144,,,,
2015-03-27,1732,86,194,2939,10610,28,0,116,,,,
2015-03-30,1732,58,70,2919,10610,8,0,108,,,,
2015-03-31,1732,20,28,2911,10610,0,0,108,,,,
