date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance
2025-08-01,00980D,0,0,0,15364,0,0,0
2025-08-04,00980D,7,0,7,15364,0,0,0
2025-08-05,00980D,5,0,12,15864,0,0,0
2025-08-06,00980D,10,0,22,16114,0,0,0
2025-08-07,00980D,2,0,24,16489,0,0,0
2025-08-08,00980D,11,0,35,16989,0,0,0
2025-08-11,00980D,25,0,60,16989,0,0,0
2025-08-12,00980D,0,0,60,16989,0,0,0
2025-08-13,00980D,0,2,58,17614,0,0,0
2025-08-14,00980D,3,5,56,17614,0,0,0
2025-08-15,00980D,4,25,35,17489,0,0,0
2025-08-18,00980D,7,7,35,17489,0,0,0
2025-08-19,00980D,0,0,35,17489,0,0,0
2025-08-20,00980D,0,0,35,17489,0,0,0
2025-08-21,00980D,3,0,38,17739,0,0,0
2025-08-22,00980D,0,0,38,17739,0,0,0
2025-08-25,00980D,0,1,37,18489,0,0,0
2025-08-26,00980D,0,1,36,18864,0,0,0
2025-08-27,00980D,20,1,55,19114,0,0,0
2025-08-28,00980D,0,20,35,19114,0,0,0
2025-08-29,00980D,5,0,40,19114,0,0,0
2025-09-01,00980D,2,0,42,19114,0,0,0
2025-09-02,00980D,0,0,42,19114,0,0,0
2025-09-03,00980D,0,0,42,19239,0,0,0
2025-09-04,00980D,1,0,43,19864,0,0,0
2025-09-05,00980D,2,15,30,20364,0,0,0
2025-09-08,00980D,53,0,83,20364,0,0,0
2025-09-09,00980D,0,0,83,20614,0,0,0
2025-09-10,00980D,3,1,85,20614,0,0,0
2025-09-11,00980D,0,0,85,19989,0,0,0
2025-09-12,00980D,4,0,89,19989,0,0,0
2025-09-15,00980D,0,0,89,19989,0,0,0
2025-09-16,00980D,2,50,41,19989,0,0,0
2025-09-17,00980D,0,0,41,19989,0,0,0
2025-09-18,00980D,0,1,40,19989,0,0,0
2025-09-19,00980D,0,1,39,19989,0,0,0
2025-09-22,00980D,0,0,38,19989,0,0,0
2025-09-23,00980D,3,0,41,19989,0,0,0
2025-09-24,00980D,3,5,39,19989,0,0,0
2025-09-25,00980D,1,5,35,19989,0,0,0
2025-09-26,00980D,0,0,35,19989,0,0,0
2025-09-30,00980D,5,1,39,19989,0,0,0
2025-10-01,00980D,0,0,39,19989,0,0,0
2025-10-02,00980D,38,1,76,19989,0,0,0
2025-10-03,00980D,48,0,124,20114,0,0,0
2025-10-07,00980D,3,0,127,20239,0,0,0
2025-10-08,00980D,2,0,129,20239,0,0,0
2025-10-09,00980D,9,2,136,20239,0,0,0
2025-10-13,00980D,10,0,146,20239,0,0,0
2025-10-14,00980D,0,11,135,20239,0,0,0
2025-10-15,00980D,22,0,157,20489,0,0,0
2025-10-16,00980D,3,4,156,20739,0,0,0
2025-10-17,00980D,2,0,158,20739,0,0,0
2025-10-20,00980D,61,0,219,21114,0,0,0
2025-10-21,00980D,0,2,217,21114,0,0,0
2025-10-22,00980D,0,27,190,21364,0,0,0
2025-10-23,00980D,0,0,190,21364,0,0,0
2025-10-27,00980D,100,0,290,21364,0,0,0
2025-10-28,00980D,0,0,290,21364,0,0,0
2025-10-29,00980D,20,3,307,21364,0,0,0
2025-10-30,00980D,0,0,307,21864,0,0,0
2025-10-31,00980D,7,0,314,22364,0,0,0
2025-11-03,00980D,2,0,316,22364,0,0,0
2025-11-04,00980D,4,0,320,22364,0,0,0
2025-11-05,00980D,10,0,330,22364,0,0,0
2025-11-06,00980D,10,0,340,22364,0,0,0
2025-11-07,00980D,0,0,340,22364,0,0,0
2025-11-10,00980D,0,0,340,22739,0,0,0
2025-11-11,00980D,0,70,270,22739,0,0,0
2025-11-12,00980D,0,5,265,22739,0,0,0
2025-11-13,00980D,2,0,267,22739,0,0,0
2025-11-14,00980D,10,80,197,22739,0,0,0
2025-11-17,00980D,8,0,205,22364,0,0,0
2025-11-18,00980D,0,0,205,22239,0,0,0
2025-11-19,00980D,0,0,205,22489,0,0,0
2025-11-20,00980D,0,5,200,22364,0,0,0
2025-11-21,00980D,0,0,200,22239,0,0,0
2025-11-24,00980D,0,0,200,22239,0,0,0
2025-11-25,00980D,0,0,200,22114,0,0,0
2025-11-26,00980D,0,0,200,22114,0,0,0
2025-11-27,00980D,0,3,197,22114,0,0,0
2025-11-28,00980D,0,0,197,22114,0,0,0
2025-12-01,00980D,0,0,197,22239,0,0,0
2025-12-02,00980D,0,0,197,22489,0,0,0
2025-12-03,00980D,0,0,197,22489,0,0,0
2025-12-04,00980D,0,0,197,22739,0,0,0
2025-12-05,00980D,4,0,201,22739,0,0,0
2025-12-08,00980D,14,0,215,22739,0,0,0
2025-12-09,00980D,2,0,217,22739,0,0,0
2025-12-10,00980D,0,0,217,22989,0,0,0
2025-12-11,00980D,1,0,218,22989,0,0,0
2025-12-12,00980D,1,0,219,23239,0,0,0
2025-12-15,00980D,0,10,209,23239,0,0,0
