vid,型態,H,年,n,dX̄
S04,對稱三角_向上,120,2023,49,-0.07139467919140621
S04,對稱三角_向上,120,2024,24,-0.00010205650142983368
S04,對稱三角_向上,120,2025,45,-0.07065979656029887
S04,對稱三角_向上,120,2026,5,0.4485206760125119
S05,對稱三角_向下,20,2017,22,-0.006977367731391676
S05,對稱三角_向下,20,2018,24,-0.005386778483181421
S05,對稱三角_向下,20,2019,28,0.01776682494488818
S05,對稱三角_向下,20,2020,28,0.015102399208456225
S05,對稱三角_向下,20,2021,39,-7.510600522395339e-05
S05,對稱三角_向下,20,2022,28,0.03993104844885983
S05,對稱三角_向下,20,2023,31,0.024249354573288598
S05,對稱三角_向下,20,2024,30,0.026681036665072915
S05,對稱三角_向下,20,2025,55,-0.003106145115779303
S05,對稱三角_向下,20,2026,13,0.001074060071971784
S05,對稱三角_向下,60,2017,22,0.01218316002638408
S05,對稱三角_向下,60,2018,24,0.008952091317033959
S05,對稱三角_向下,60,2019,28,0.005344311877118551
S05,對稱三角_向下,60,2020,27,0.024544469302797814
S05,對稱三角_向下,60,2021,38,0.01010751396146539
S05,對稱三角_向下,60,2022,28,0.03240939838289718
S05,對稱三角_向下,60,2023,31,0.0489706830834453
S05,對稱三角_向下,60,2024,30,0.016811365236055916
S05,對稱三角_向下,60,2025,55,0.01945323933962703
S05,對稱三角_向下,60,2026,8,-0.27959817767087847
S05,對稱三角_向下,120,2017,22,0.02907085770586286
S05,對稱三角_向下,120,2018,24,-0.003670606792379521
S05,對稱三角_向下,120,2019,26,-0.04100074125904623
S05,對稱三角_向下,120,2020,27,0.03163804379688505
S05,對稱三角_向下,120,2021,37,-0.09167027004305058
S05,對稱三角_向下,120,2022,27,-0.003469342430872069
S05,對稱三角_向下,120,2023,30,-0.005910715626156952
S05,對稱三角_向下,120,2024,29,-0.0003368528719123857
S05,對稱三角_向下,120,2025,55,0.08846653629210018
S05,對稱三角_向下,120,2026,4,-0.0007092160064505193
S06,上升三角_向上,20,2017,182,0.0070517828611664415
S06,上升三角_向上,20,2018,126,0.030384187544809798
S06,上升三角_向上,20,2019,243,0.013878592948037768
S06,上升三角_向上,20,2020,159,0.009524223720202746
S06,上升三角_向上,20,2021,205,0.0066083843688177725
S06,上升三角_向上,20,2022,124,0.024376251709766546
S06,上升三角_向上,20,2023,273,0.015989191509262413
S06,上升三角_向上,20,2024,170,0.0030290470680598906
S06,上升三角_向上,20,2025,154,0.008170918237672726
S06,上升三角_向上,20,2026,51,-0.009394498258699377
S06,上升三角_向上,60,2017,182,-0.0086030344953694
S06,上升三角_向上,60,2018,125,0.02472069998973279
S06,上升三角_向上,60,2019,242,0.01149891483715968
S06,上升三角_向上,60,2020,159,0.02582166422045217
S06,上升三角_向上,60,2021,204,0.011380611226443267
S06,上升三角_向上,60,2022,124,0.03255674742829769
S06,上升三角_向上,60,2023,273,0.022449992410859446
S06,上升三角_向上,60,2024,170,0.004222630042575145
S06,上升三角_向上,60,2025,154,0.015551471394991708
S06,上升三角_向上,60,2026,32,0.034034386310522025
S06,上升三角_向上,120,2017,181,-0.013427789271546064
S06,上升三角_向上,120,2018,123,0.026785360672531726
S06,上升三角_向上,120,2019,240,0.035134988672635266
S06,上升三角_向上,120,2020,159,0.02251617467192642
S06,上升三角_向上,120,2021,203,0.0447796708178502
S06,上升三角_向上,120,2022,124,0.04198903441293965
S06,上升三角_向上,120,2023,272,0.06362797083841694
S06,上升三角_向上,120,2024,169,0.05680577629625462
S06,上升三角_向上,120,2025,153,-0.03901405445326615
S06,上升三角_向上,120,2026,15,0.08835672221144031
S07,上升三角_向下,20,2017,241,-0.002696127089270242
S07,上升三角_向下,20,2018,221,-0.0017937893256151371
S07,上升三角_向下,20,2019,294,-0.00231789369733689
S07,上升三角_向下,20,2020,211,-0.0011694335984471027
S07,上升三角_向下,20,2021,246,0.0006538573277955624
S07,上升三角_向下,20,2022,269,-0.0033282374343131483
S07,上升三角_向下,20,2023,304,0.004671668995034353
S07,上升三角_向下,20,2024,226,-0.0026521801328992464
S07,上升三角_向下,20,2025,250,0.007764159307494522
S07,上升三角_向下,20,2026,70,-0.007594332411835262
S07,上升三角_向下,60,2017,240,0.004810872600939026
S07,上升三角_向下,60,2018,220,-0.01722991726299048
S07,上升三角_向下,60,2019,292,-0.0037959559073986234
S07,上升三角_向下,60,2020,211,0.0037526187227635436
S07,上升三角_向下,60,2021,246,0.005550012737613006
S07,上升三角_向下,60,2022,267,0.006805735094582275
S07,上升三角_向下,60,2023,304,-0.00825729116764688
S07,上升三角_向下,60,2024,223,-0.010768702957048884
S07,上升三角_向下,60,2025,249,-0.009556793474594469
S07,上升三角_向下,60,2026,49,0.03765628394835063
S07,上升三角_向下,120,2017,239,-0.001121308690737262
S07,上升三角_向下,120,2018,218,-0.03806660222640781
S07,上升三角_向下,120,2019,290,-0.015276303335492599
S07,上升三角_向下,120,2020,211,0.03020869169101804
S07,上升三角_向下,120,2021,242,-0.001677832527175683
S07,上升三角_向下,120,2022,267,0.00895028550527274
S07,上升三角_向下,120,2023,301,-0.026913530266929164
S07,上升三角_向下,120,2024,223,-0.03952141989226629
S07,上升三角_向下,120,2025,248,-0.018888500602883256
S07,上升三角_向下,120,2026,21,0.10278316734581522
S08,下降三角_向上,20,2017,233,0.003480632716553305
S08,下降三角_向上,20,2018,267,0.001617890329673288
S08,下降三角_向上,20,2019,321,0.0072214620301481805
S08,下降三角_向上,20,2020,167,-0.008490829591971082
S08,下降三角_向上,20,2021,309,0.007743356063628776
S08,下降三角_向上,20,2022,277,0.00985398422561715
S08,下降三角_向上,20,2023,354,0.0008512459562722576
S08,下降三角_向上,20,2024,301,-0.002108585669406123
S08,下降三角_向上,20,2025,310,-0.006842913264013886
S08,下降三角_向上,20,2026,161,0.0198368197955856
S08,下降三角_向上,60,2017,232,0.012168347834225735
S08,下降三角_向上,60,2018,262,-0.004651578757533645
S08,下降三角_向上,60,2019,314,0.0066434421993689236
S08,下降三角_向上,60,2020,166,-0.025759780011132
S08,下降三角_向上,60,2021,308,0.014517472651923238
S08,下降三角_向上,60,2022,277,0.024059603492331497
S08,下降三角_向上,60,2023,353,-0.0007377932188955015
S08,下降三角_向上,60,2024,299,0.014813537643153034
S08,下降三角_向上,60,2025,306,0.0075544969314082664
S08,下降三角_向上,60,2026,127,0.013999762938935343
S08,下降三角_向上,120,2017,230,-0.00864716877212575
S08,下降三角_向上,120,2018,255,0.004174011189354518
S08,下降三角_向上,120,2019,314,0.026778137513747417
S08,下降三角_向上,120,2020,163,-0.07398153540029921
S08,下降三角_向上,120,2021,306,0.033570507637679305
S08,下降三角_向上,120,2022,275,0.006722125146446345
S08,下降三角_向上,120,2023,352,-0.023651663672142494
S08,下降三角_向上,120,2024,297,0.04084223099628964
S08,下降三角_向上,120,2025,303,-0.0297418204155562
S08,下降三角_向上,120,2026,71,-0.02638839621867019
S09,下降三角_向下,20,2017,187,0.016699036299954742
S09,下降三角_向下,20,2018,236,-0.00248797824975394
S09,下降三角_向下,20,2019,182,0.01624749817292691
S09,下降三角_向下,20,2020,153,0.004806455659771882
S09,下降三角_向下,20,2021,177,0.013646901969196329
S09,下降三角_向下,20,2022,267,0.005716831339029123
S09,下降三角_向下,20,2023,207,0.005739356272885623
S09,下降三角_向下,20,2024,264,0.020048409299053348
S09,下降三角_向下,20,2025,262,0.010546979460313823
S09,下降三角_向下,20,2026,119,-0.01077940221399461
S09,下降三角_向下,60,2017,186,0.0162924281056838
S09,下降三角_向下,60,2018,236,0.005471793546623053
S09,下降三角_向下,60,2019,182,0.023769156700705223
S09,下降三角_向下,60,2020,152,0.017869010820479557
S09,下降三角_向下,60,2021,176,0.032553615864117334
S09,下降三角_向下,60,2022,267,0.009159115261650044
S09,下降三角_向下,60,2023,204,0.014902174059825852
S09,下降三角_向下,60,2024,261,0.02051849148104526
S09,下降三角_向下,60,2025,261,0.016434014019109593
S09,下降三角_向下,60,2026,96,0.056514896864730414
S09,下降三角_向下,120,2017,185,0.025685712070655474
S09,下降三角_向下,120,2018,233,0.005547575907347445
S09,下降三角_向下,120,2019,179,0.04476375302524819
S09,下降三角_向下,120,2020,152,0.022674868269575498
S09,下降三角_向下,120,2021,176,0.037862285847725115
S09,下降三角_向下,120,2022,267,0.012010142753391873
S09,下降三角_向下,120,2023,203,0.04704581559045834
S09,下降三角_向下,120,2024,261,0.014757129071249759
S09,下降三角_向下,120,2025,258,0.05934821141496683
S09,下降三角_向下,120,2026,39,0.17390783284282035
S10,上升楔形_向上,20,2017,226,0.012983529013654474
S10,上升楔形_向上,20,2018,130,0.025187882599804822
S10,上升楔形_向上,20,2019,288,0.012489862682750432
S10,上升楔形_向上,20,2020,219,0.004284718235328289
S10,上升楔形_向上,20,2021,175,0.02215817362776367
S10,上升楔形_向上,20,2022,106,0.02127112815465358
S10,上升楔形_向上,20,2023,379,0.006448933283393289
S10,上升楔形_向上,20,2024,205,0.011984010652363434
S10,上升楔形_向上,20,2025,112,-0.00592033164539029
S10,上升楔形_向上,20,2026,62,0.03456435108954562
S10,上升楔形_向上,60,2017,225,0.022946855697094818
S10,上升楔形_向上,60,2018,128,0.02968553707558871
S10,上升楔形_向上,60,2019,288,0.01905535373871569
S10,上升楔形_向上,60,2020,218,0.030978242383658726
S10,上升楔形_向上,60,2021,175,0.008087436165132756
S10,上升楔形_向上,60,2022,106,0.029452410235796457
S10,上升楔形_向上,60,2023,379,0.03286469041788041
S10,上升楔形_向上,60,2024,205,-0.003231937431114925
S10,上升楔形_向上,60,2025,111,-0.004008967552099404
S10,上升楔形_向上,60,2026,46,0.14544881589083553
S10,上升楔形_向上,120,2017,223,0.005920857454455615
S10,上升楔形_向上,120,2018,126,0.023802662211206152
S10,上升楔形_向上,120,2019,288,0.04030152208865841
S10,上升楔形_向上,120,2020,218,0.07641889040737378
S10,上升楔形_向上,120,2021,174,0.023519937567411858
S10,上升楔形_向上,120,2022,106,0.04348012933934621
S10,上升楔形_向上,120,2023,378,0.05868022902009706
S10,上升楔形_向上,120,2024,205,-0.006945549418182999
S10,上升楔形_向上,120,2025,111,0.006391015646208657
S10,上升楔形_向上,120,2026,22,0.2392950404766644
S11,上升楔形_向下,20,2017,389,-0.0051460698580903215
S11,上升楔形_向下,20,2018,259,-0.007152380736977733
S11,上升楔形_向下,20,2019,524,-0.0020026623007878205
S11,上升楔形_向下,20,2020,444,-0.00516870156012488
S11,上升楔形_向下,20,2021,310,0.001202711621666206
S11,上升楔形_向下,20,2022,277,-0.001651183911530794
S11,上升楔形_向下,20,2023,583,0.000761260672409878
S11,上升楔形_向下,20,2024,343,-0.01514874042891211
S11,上升楔形_向下,20,2025,271,0.006299100991838889
S11,上升楔形_向下,20,2026,98,-0.00311883331904241
S11,上升楔形_向下,60,2017,387,-0.004752484409829813
S11,上升楔形_向下,60,2018,257,-0.016850091778021808
S11,上升楔形_向下,60,2019,522,-0.00845726206147003
S11,上升楔形_向下,60,2020,443,-0.004938382562082564
S11,上升楔形_向下,60,2021,308,-0.0037843755727793955
S11,上升楔形_向下,60,2022,277,-0.005681223745470907
S11,上升楔形_向下,60,2023,583,-0.0036331048874768627
S11,上升楔形_向下,60,2024,343,-0.01700015476707882
S11,上升楔形_向下,60,2025,270,0.009881280436718218
S11,上升楔形_向下,60,2026,72,0.019697334966309293
S11,上升楔形_向下,120,2017,384,0.0031868088611352306
S11,上升楔形_向下,120,2018,255,-0.020735904228404007
S11,上升楔形_向下,120,2019,521,-0.02960661277194875
S11,上升楔形_向下,120,2020,440,0.005691066003655004
S11,上升楔形_向下,120,2021,306,-0.0030786108520828356
S11,上升楔形_向下,120,2022,273,-0.009052843597782535
S11,上升楔形_向下,120,2023,580,-0.015632387526654714
S11,上升楔形_向下,120,2024,342,0.007460617469988004
S11,上升楔形_向下,120,2025,267,0.03717779532893127
S11,上升楔形_向下,120,2026,45,0.011106507672021766
S12,下降楔形_向上,20,2017,429,-0.0026823145918826335
S12,下降楔形_向上,20,2018,768,0.008214516316806404
S12,下降楔形_向上,20,2019,538,-0.009726440067460498
S12,下降楔形_向上,20,2020,276,-0.009910597480516503
S12,下降楔形_向上,20,2021,482,-0.004138352757904373
S12,下降楔形_向上,20,2022,816,-0.004049406886220166
S12,下降楔形_向上,20,2023,611,-0.009149150193439783
S12,下降楔形_向上,20,2024,615,-0.003783821711157913
S12,下降楔形_向上,20,2025,839,-0.0025432054560683
S12,下降楔形_向上,20,2026,562,-0.012683267768695385
S12,下降楔形_向上,60,2017,423,-0.0061991648906004615
S12,下降楔形_向上,60,2018,766,0.004842708338296376
S12,下降楔形_向上,60,2019,529,-0.017033524904793745
S12,下降楔形_向上,60,2020,274,-0.03486301701795211
S12,下降楔形_向上,60,2021,479,-0.0011518966465930897
S12,下降楔形_向上,60,2022,815,-0.002528545718585469
S12,下降楔形_向上,60,2023,609,-0.021164974422598286
S12,下降楔形_向上,60,2024,614,-0.01628560874954654
S12,下降楔形_向上,60,2025,835,-0.013366033962945442
S12,下降楔形_向上,60,2026,415,-0.0696741480897384
S12,下降楔形_向上,120,2017,418,-0.01062056018000368
S12,下降楔形_向上,120,2018,756,0.001678368838312975
S12,下降楔形_向上,120,2019,524,-0.02772496693996687
S12,下降楔形_向上,120,2020,270,-0.051652795612167596
S12,下降楔形_向上,120,2021,476,-0.009284238590447148
S12,下降楔形_向上,120,2022,805,-0.019326758325287918
S12,下降楔形_向上,120,2023,606,-0.057352097771909735
S12,下降楔形_向上,120,2024,613,0.007300914699091181
S12,下降楔形_向上,120,2025,830,-0.05971619020667767
S12,下降楔形_向上,120,2026,199,-0.08473853786742032
S13,下降楔形_向下,20,2017,213,0.01620358260091264
S13,下降楔形_向下,20,2018,408,0.009641257262172506
S13,下降楔形_向下,20,2019,174,0.018569854748739994
S13,下降楔形_向下,20,2020,218,0.015143446384647543
S13,下降楔形_向下,20,2021,202,0.012329582961682116
S13,下降楔形_向下,20,2022,482,-0.0021183446862112053
S13,下降楔形_向下,20,2023,218,0.016272440205594724
S13,下降楔形_向下,20,2024,373,0.004300898768457797
S13,下降楔形_向下,20,2025,429,0.006254994230031639
S13,下降楔形_向下,20,2026,295,0.019636836208289116
S13,下降楔形_向下,60,2017,210,0.016803631538657784
S13,下降楔形_向下,60,2018,405,0.013501801085132705
S13,下降楔形_向下,60,2019,168,0.030269064489054226
S13,下降楔形_向下,60,2020,217,0.0522152055163641
S13,下降楔形_向下,60,2021,200,0.043132928627568665
S13,下降楔形_向下,60,2022,476,0.0013128212313485556
S13,下降楔形_向下,60,2023,215,0.03424435117333306
S13,下降楔形_向下,60,2024,371,0.006582411585288698
S13,下降楔形_向下,60,2025,428,0.017349239243767845
S13,下降楔形_向下,60,2026,254,0.055820190698874804
S13,下降楔形_向下,120,2017,210,0.017958830791612264
S13,下降楔形_向下,120,2018,401,0.02049962867742546
S13,下降楔形_向下,120,2019,166,0.05972611506773262
S13,下降楔形_向下,120,2020,216,0.0549552988230453
S13,下降楔形_向下,120,2021,195,0.04460823937216569
S13,下降楔形_向下,120,2022,467,0.0036596132088736674
S13,下降楔形_向下,120,2023,213,0.08247618009805491
S13,下降楔形_向下,120,2024,369,0.016044524781190457
S13,下降楔形_向下,120,2025,427,0.03380570246877299
S13,下降楔形_向下,120,2026,71,0.09734397945443225
S14,擴散頂_向上,20,2017,12,-0.01518281229929491
S14,擴散頂_向上,20,2018,4,-0.01568705115074865
S14,擴散頂_向上,20,2019,9,0.007930145434854497
S14,擴散頂_向上,20,2020,16,0.0009234208350404876
S14,擴散頂_向上,20,2021,9,-0.034806258759506714
S14,擴散頂_向上,20,2022,10,-0.04008107540700827
S14,擴散頂_向上,20,2023,7,-0.003974478581960504
S14,擴散頂_向上,20,2024,25,0.05088096363194227
S14,擴散頂_向上,20,2025,4,0.020083538201542128
S14,擴散頂_向上,20,2026,16,0.05542189922672875
S14,擴散頂_向上,60,2017,12,0.002499021479290183
S14,擴散頂_向上,60,2018,4,-0.011367561017386112
S14,擴散頂_向上,60,2019,9,0.02375525128575713
S14,擴散頂_向上,60,2020,16,-0.07111065021710655
S14,擴散頂_向上,60,2021,9,-0.10510255168198852
S14,擴散頂_向上,60,2022,10,-0.015389819607145005
S14,擴散頂_向上,60,2023,7,0.017266486357638562
S14,擴散頂_向上,60,2024,25,0.030448020937581713
S14,擴散頂_向上,60,2025,4,0.09573856287490873
S14,擴散頂_向上,60,2026,13,0.03638337619535757
S14,擴散頂_向上,120,2017,12,-0.023077884874112612
S14,擴散頂_向上,120,2018,4,0.0011196079591524188
S14,擴散頂_向上,120,2019,9,0.05580363552265112
S14,擴散頂_向上,120,2020,16,-0.08602958823182848
S14,擴散頂_向上,120,2021,9,-0.07610240112421102
S14,擴散頂_向上,120,2022,10,0.012459561296181792
S14,擴散頂_向上,120,2023,7,0.17441571982620244
S14,擴散頂_向上,120,2024,25,0.0341442648194423
S14,擴散頂_向上,120,2025,4,0.2792591589143957
S14,擴散頂_向上,120,2026,9,-0.22738174590677535
S15,擴散頂_向下,20,2017,6,0.01367352597815114
S15,擴散頂_向下,20,2018,11,-0.004093789842599929
S15,擴散頂_向下,20,2019,1,0.1240696362482508
S15,擴散頂_向下,20,2020,13,0.004423518840331092
S15,擴散頂_向下,20,2021,4,-0.011307330791420708
S15,擴散頂_向下,20,2022,4,0.0042725229902857015
S15,擴散頂_向下,20,2023,7,0.004859269019373704
S15,擴散頂_向下,20,2024,7,0.05880935477511059
S15,擴散頂_向下,20,2025,10,-0.006373920704830852
S15,擴散頂_向下,20,2026,3,0.03576049564627056
S15,擴散頂_向下,120,2017,6,0.18220140731120857
S15,擴散頂_向下,120,2018,11,0.009048301411393166
S15,擴散頂_向下,120,2019,1,0.3219742583018235
S15,擴散頂_向下,120,2020,13,0.09377787716641511
S15,擴散頂_向下,120,2021,4,-0.26279368846970597
S15,擴散頂_向下,120,2022,3,0.21291744147143613
S15,擴散頂_向下,120,2023,7,-0.11090645741490102
S15,擴散頂_向下,120,2024,7,0.09550472536389291
S15,擴散頂_向下,120,2025,10,0.11085178374607571
S16,擴散底_向上,20,2017,13,-0.04297057525411115
S16,擴散底_向上,20,2018,20,0.0027166907306362476
S16,擴散底_向上,20,2019,9,0.04804087303236685
S16,擴散底_向上,20,2020,14,-0.014435551985163376
S16,擴散底_向上,20,2021,12,-0.05228041167268588
S16,擴散底_向上,20,2022,11,-0.02349856235478165
S16,擴散底_向上,20,2023,11,0.0071411799342962655
S16,擴散底_向上,20,2024,12,-0.010900430909763352
S16,擴散底_向上,20,2025,15,-0.02612679004921559
S16,擴散底_向上,20,2026,15,0.005037990437988741
S16,擴散底_向上,60,2017,13,-0.0661560186561906
S16,擴散底_向上,60,2018,20,-0.023931335999907252
S16,擴散底_向上,60,2019,9,0.07242594219894423
S16,擴散底_向上,60,2020,14,-0.009892622431722875
S16,擴散底_向上,60,2021,11,-0.06486623340642213
S16,擴散底_向上,60,2022,11,-0.09009178764276017
S16,擴散底_向上,60,2023,11,-0.020899307408581706
S16,擴散底_向上,60,2024,12,-0.05382077090670758
S16,擴散底_向上,60,2025,15,-0.06927981991231283
S16,擴散底_向上,60,2026,11,-0.09281334674763642
S16,擴散底_向上,120,2017,12,-0.15557856991975352
S16,擴散底_向上,120,2018,20,-0.053189305631796566
S16,擴散底_向上,120,2019,9,-0.014309443123382016
S16,擴散底_向上,120,2020,14,-0.18373627607373044
S16,擴散底_向上,120,2021,11,-0.014458125325916431
S16,擴散底_向上,120,2022,11,-0.06670276541111425
S16,擴散底_向上,120,2023,11,-0.06783879326025646
S16,擴散底_向上,120,2024,12,-0.08080735398879635
S16,擴散底_向上,120,2025,14,-0.16230378366131443
S16,擴散底_向上,120,2026,2,-0.1750895285001079
S17,擴散底_向下,20,2017,8,-0.012583363414217067
S17,擴散底_向下,20,2018,14,0.01873331364562974
S17,擴散底_向下,20,2019,3,0.00579467045018339
S17,擴散底_向下,20,2020,8,0.04043274024719512
S17,擴散底_向下,20,2021,3,-0.021092623906327945
S17,擴散底_向下,20,2022,16,0.019095552095642853
S17,擴散底_向下,20,2023,2,-0.022652959937883483
S17,擴散底_向下,20,2024,10,0.030457139729854376
S17,擴散底_向下,20,2025,21,-0.019998512276442358
S17,擴散底_向下,20,2026,3,-0.03993732086400573
S17,擴散底_向下,120,2017,8,0.005316547696045282
S17,擴散底_向下,120,2018,13,0.06027243519967502
S17,擴散底_向下,120,2019,3,-0.05701852498614753
S17,擴散底_向下,120,2020,8,-0.07658614306581306
S17,擴散底_向下,120,2021,2,0.13039735107941777
S17,擴散底_向下,120,2022,15,0.09289567694860236
S17,擴散底_向下,120,2023,2,0.017800734154132816
S17,擴散底_向下,120,2024,10,0.093523452616463
S17,擴散底_向下,120,2025,21,-0.051584887387881216
S17,擴散底_向下,120,2026,1,0.013249720581205271
S18,鑽石頂_向上,20,2017,39,-0.00994891874794836
S18,鑽石頂_向上,20,2018,41,-0.041655326650575475
S18,鑽石頂_向上,20,2019,34,0.017905401202388097
S18,鑽石頂_向上,20,2020,51,0.03737898462386967
S18,鑽石頂_向上,20,2021,59,-0.02380419665184733
S18,鑽石頂_向上,20,2022,44,-0.004509214387216385
S18,鑽石頂_向上,20,2023,55,-0.00084335924139635
S18,鑽石頂_向上,20,2024,62,-0.011969964248154772
S18,鑽石頂_向上,20,2025,30,-0.0017921100709794027
S18,鑽石頂_向上,20,2026,33,-0.03270720271819323
S18,鑽石頂_向上,60,2017,39,-0.02723119322374329
S18,鑽石頂_向上,60,2018,40,-0.06942450644370741
S18,鑽石頂_向上,60,2019,34,-0.012700594813253733
S18,鑽石頂_向上,60,2020,51,0.10256396177954788
S18,鑽石頂_向上,60,2021,59,-0.019375850385794393
S18,鑽石頂_向上,60,2022,44,0.006735813730080592
S18,鑽石頂_向上,60,2023,54,0.011327396501861922
S18,鑽石頂_向上,60,2024,62,-0.05467168180359424
S18,鑽石頂_向上,60,2025,30,0.03723470721090523
S18,鑽石頂_向上,60,2026,21,-0.028774162481505893
S18,鑽石頂_向上,120,2017,38,0.023693505728153402
S18,鑽石頂_向上,120,2018,40,-0.0459901924506713
S18,鑽石頂_向上,120,2019,34,0.010552195686625968
S18,鑽石頂_向上,120,2020,50,0.2502938866353366
S18,鑽石頂_向上,120,2021,59,-0.0046442176016063515
S18,鑽石頂_向上,120,2022,44,-0.018645778351190488
S18,鑽石頂_向上,120,2023,54,0.05768403330161701
S18,鑽石頂_向上,120,2024,61,-0.04911907811993333
S18,鑽石頂_向上,120,2025,29,0.08193951489435937
S18,鑽石頂_向上,120,2026,7,-0.1173616174115281
S19,鑽石頂_向下,20,2017,46,-0.011808904128847929
S19,鑽石頂_向下,20,2018,50,0.01097052057439381
S19,鑽石頂_向下,20,2019,29,-0.008637917184740152
S19,鑽石頂_向下,20,2020,41,0.003932152315340406
S19,鑽石頂_向下,20,2021,73,-0.012056440697018587
S19,鑽石頂_向下,20,2022,35,0.01597223854430428
S19,鑽石頂_向下,20,2023,47,0.015189270190186534
S19,鑽石頂_向下,20,2024,70,-0.002548146887755016
S19,鑽石頂_向下,20,2025,44,-0.006992241026630128
S19,鑽石頂_向下,20,2026,45,-0.0064228342063245986
S19,鑽石頂_向下,60,2017,46,-0.04780858916138715
S19,鑽石頂_向下,60,2018,49,-0.01536667741042598
S19,鑽石頂_向下,60,2019,29,-0.029280866424052393
S19,鑽石頂_向下,60,2020,41,0.004311347877151846
S19,鑽石頂_向下,60,2021,72,0.010923454744171921
S19,鑽石頂_向下,60,2022,35,0.029327046401958493
S19,鑽石頂_向下,60,2023,47,0.01260320446896813
S19,鑽石頂_向下,60,2024,70,-0.09173379428149483
S19,鑽石頂_向下,60,2025,44,0.015379779835954434
S19,鑽石頂_向下,60,2026,25,-0.1501338445169778
S19,鑽石頂_向下,120,2017,45,-0.051713127304026746
S19,鑽石頂_向下,120,2018,48,0.0028525812881277737
S19,鑽石頂_向下,120,2019,29,0.028944732339596872
S19,鑽石頂_向下,120,2020,39,0.0059783759604956745
S19,鑽石頂_向下,120,2021,71,0.03035511027364207
S19,鑽石頂_向下,120,2022,35,0.07470757750743728
S19,鑽石頂_向下,120,2023,47,0.08008102622805377
S19,鑽石頂_向下,120,2024,69,-0.05503084877334745
S19,鑽石頂_向下,120,2025,43,0.09413577884875377
S19,鑽石頂_向下,120,2026,6,-0.09628313561013631
S20,鑽石底_向上,20,2017,23,-0.013676028646697294
S20,鑽石底_向上,20,2018,39,0.022798999795548988
S20,鑽石底_向上,20,2019,33,-0.007277803302392362
S20,鑽石底_向上,20,2020,33,0.025222560394857763
S20,鑽石底_向上,20,2021,41,0.002231856945681005
S20,鑽石底_向上,20,2022,50,0.00425150281908027
S20,鑽石底_向上,20,2023,43,-0.021410712668680137
S20,鑽石底_向上,20,2024,37,0.0003014106656906937
S20,鑽石底_向上,20,2025,65,-0.0020721607011599617
S20,鑽石底_向上,20,2026,28,0.03310278906171084
S20,鑽石底_向上,60,2017,23,-0.07747761492474599
S20,鑽石底_向上,60,2018,39,-0.013625951393192528
S20,鑽石底_向上,60,2019,31,-0.03863143359390092
S20,鑽石底_向上,60,2020,33,0.016738004419748407
S20,鑽石底_向上,60,2021,41,0.01935986650871208
S20,鑽石底_向上,60,2022,50,-0.008752108072609812
S20,鑽石底_向上,60,2023,43,-0.031150047815620873
S20,鑽石底_向上,60,2024,37,0.022681088576247274
S20,鑽石底_向上,60,2025,63,0.011665221408183074
S20,鑽石底_向上,60,2026,16,0.08350140609432125
S20,鑽石底_向上,120,2017,23,-0.10313074485933044
S20,鑽石底_向上,120,2018,39,-0.058527782370212514
S20,鑽石底_向上,120,2019,31,-0.00824870567551703
S20,鑽石底_向上,120,2020,33,0.023840639104259778
S20,鑽石底_向上,120,2021,41,0.027861051570537938
S20,鑽石底_向上,120,2022,50,0.022901769637798507
S20,鑽石底_向上,120,2023,43,-0.017163063842522867
S20,鑽石底_向上,120,2024,37,-0.013015402055293621
S20,鑽石底_向上,120,2025,63,0.06094143640221556
S20,鑽石底_向上,120,2026,6,0.10076848738945511
S21,鑽石底_向下,20,2017,30,0.010353033045357686
S21,鑽石底_向下,20,2018,34,0.022406009935103943
S21,鑽石底_向下,20,2019,31,0.0028258987926619347
S21,鑽石底_向下,20,2020,28,0.02743420830695246
S21,鑽石底_向下,20,2021,56,0.003066141733747813
S21,鑽石底_向下,20,2022,51,-0.009253146373818385
S21,鑽石底_向下,20,2023,28,-0.016106369028376
S21,鑽石底_向下,20,2024,56,-0.001020991857927565
S21,鑽石底_向下,20,2025,63,-0.006339579086121095
S21,鑽石底_向下,20,2026,44,-0.028767604172481778
S21,鑽石底_向下,60,2017,30,0.009293780657830564
S21,鑽石底_向下,60,2018,34,-0.013418750177555599
S21,鑽石底_向下,60,2019,31,0.007103110198438619
S21,鑽石底_向下,60,2020,27,0.002837249655314358
S21,鑽石底_向下,60,2021,56,-0.000735363729711873
S21,鑽石底_向下,60,2022,50,-0.03389987854694674
S21,鑽石底_向下,60,2023,28,-0.03819748501129178
S21,鑽石底_向下,60,2024,56,0.011748365702468665
S21,鑽石底_向下,60,2025,63,-0.0170117114831206
S21,鑽石底_向下,60,2026,33,-0.14182286015999954
S21,鑽石底_向下,120,2017,29,0.03903460145088888
S21,鑽石底_向下,120,2018,33,-0.046555213101304796
S21,鑽石底_向下,120,2019,30,-0.06359802578256417
S21,鑽石底_向下,120,2020,25,0.07453927241991593
S21,鑽石底_向下,120,2021,56,-0.008872900039513224
S21,鑽石底_向下,120,2022,50,-0.021585476411695642
S21,鑽石底_向下,120,2023,28,-0.00817334673985343
S21,鑽石底_向下,120,2024,56,0.059101890921182586
S21,鑽石底_向下,120,2025,63,0.00097919724117916
S21,鑽石底_向下,120,2026,9,-0.3165049183754356
S22,圓形底,20,2017,13,-0.048173161028725264
