vid,型態,族,H,d,名稱方向,原始,合併後,合併掉,剔除_硬斷點,剔除_T+1停牌,剔除_T+1開盤漲停,剔除_T+1開盤跌停,保留,身分,n_eff上限,n,dX̄,中位,勝率,最差,p10,p90,se,lo,hi,群數,分群單位,bonf_lo,bonf_hi,bonf不含0,se_非重疊,lo_非重疊,hi_非重疊,非重疊區段數,n_eff,出口,結果,配對剔除數,對照數_中位,對照數_最小,X̄（未乘d）,R̄,對照R̄,只配r10_對照數_中位,配對剔除明細,未配對_dXu_n,未配對_dXu_平均,未配對_dXu_lo,未配對_dXu_hi,未配對_dXu_標籤,只配r10_dX_n,只配r10_dX_平均,只配r10_dX_lo,只配r10_dX_hi,只配r10_dX_標籤,上市_n,上市_平均,上市_lo,上市_hi,上市_標籤,上櫃_n,上櫃_平均,上櫃_lo,上櫃_hi,上櫃_標籤,假訊號_新預設_x2,假訊號_新預設_x3,假訊號_新預設_平均dX,假訊號_新預設_帳,假訊號_不排除_x2,假訊號_不排除_x3,假訊號_不排除_平均dX,假訊號_不排除_帳,120日區段數,註,句子
K45,白色光頭光腳,K,120,續,,167668,70860,96808,2857,1008,585,93,66317,H120 描述,,66308.0,0.0015101269660713695,0.008316237256906722,0.5173734692646438,-12.55466613419043,-0.29304027953061695,0.29001256804242326,,,,,,,,,,,,,,,H120描述,9.0,16.0,1.0,-0.002578044105055364,0.07963403001580492,0.08221207412086028,154.0,"{""配對格無對照股"": 9}",66308.0,0.008998687680365613,,,,66316.0,0.00043191561839418726,,,,33728.0,0.0019215807423881178,,,,32580.0,0.0010841750640575168,,,,,,,,,,,,19.0,依構造不可判定（只描述；⛔ 不印 CI）,白色光頭光腳（H120）：依構造不可判定（只描述：d×X̄ +0.15%、中位 +0.83%）
K46,空頭母子線,K,20,1,-1.0,38545,31498,7047,101,156,24,20,31197,判定格,113.0,31173.0,-0.0013781411900141516,-0.01444421391741647,0.41446123247682287,-0.7862939283260727,-0.11603616416698545,0.11539868631587488,0.0008368906815235521,-0.0030184469258003137,0.00026216454577201054,113.0,曆月,-0.004420396318799379,0.0016641139387710763,False,0.0008326342491099298,-0.003010104318269614,0.0002538219382413108,115.0,113.0,出口③,結果①,24.0,16.0,1.0,-0.0013781411900141516,0.01174812122263062,0.013126262412644774,164.0,"{""配對格無對照股"": 24}",31173.0,0.002387537980959703,0.0005932660786223207,0.0041818098832970855,結果②,31197.0,-5.83959085839632e-05,-0.001639694730543399,0.0015229029133754725,結果①,17988.0,-0.001570471497619953,-0.0034862711979490217,0.00034532820270911577,結果①,13185.0,-0.001115749261822028,-0.0037392451654212847,0.0015077466417772291,結果①,0.0,4.0,-0.00042928957786686733,"{""抽出"": 935910, ""剔除"": 13015, ""配對格無對照股"": 956, ""可抽日不足"": 0, ""錨點不可算"": 0}",0.0,0.0,-0.00025186846563442585,"{""抽出"": 935910, ""剔除"": 12046, ""配對格無對照股"": 890, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,空頭母子線之後 20 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ -0.14%，95% CI -0.30% ～ +0.03%）
K46,空頭母子線,K,60,1,-1.0,37772,30837,6935,320,136,21,12,30348,判定格,38.0,30326.0,-0.0023592846813733958,-0.03127723256334685,0.40054738508210774,-1.4014275773832239,-0.20962380046944085,0.20956887119615564,0.0013272416937958418,-0.004960678401213246,0.00024210903846645431,38.0,60日區段,-0.007184058023020836,0.0024654886602740447,False,0.0013198193345680784,-0.004946130577126829,0.00022756121438003785,38.0,38.0,出口②,結果①,22.0,16.0,1.0,-0.0023592846813733958,0.04109649234291049,0.04345577702428389,162.0,"{""配對格無對照股"": 22}",30326.0,0.006518486302856091,0.003601478567917719,0.009435494037794465,結果②,30348.0,0.00037101076756400364,-0.0019208920384392108,0.0026629135735672183,結果①,17524.0,-0.0030493241138211708,-0.007377583261201678,0.0012789350335593364,結果①,12802.0,-0.001414725158313339,-0.006411756857002068,0.0035823065403753893,結果①,0.0,10.0,-0.001787647861222545,"{""抽出"": 910440, ""剔除"": 18793, ""配對格無對照股"": 960, ""可抽日不足"": 0, ""錨點不可算"": 0}",0.0,6.0,-0.0013553641366919654,"{""抽出"": 910440, ""剔除"": 16608, ""配對格無對照股"": 893, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,樣本中等（n_eff＝38，介於 30 與 100 之間）：空頭母子線之後 60 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ -0.24%，95% CI -0.50% ～ +0.02%）
K46,空頭母子線,K,120,1,-1.0,36880,30083,6797,594,123,21,9,29336,H120 描述,,29313.0,-0.005055696785938353,-0.05107311336457596,0.3942960461228806,-1.9087892508000985,-0.3156088838446884,0.3077119592612025,,,,,,,,,,,,,,,H120描述,23.0,16.0,1.0,-0.005055696785938353,0.08428604158121837,0.08934173836715671,161.0,"{""配對格無對照股"": 23}",29313.0,0.01005241986137876,,,,29336.0,-0.0005715801082663552,,,,17004.0,-0.006547212369409003,,,,12309.0,-0.002995275063512897,,,,,,,,,,,,19.0,依構造不可判定（只描述；⛔ 不印 CI）,空頭母子線（H120）：依構造不可判定（只描述：d×X̄ -0.51%、中位 -5.11%）
K47,黑色紡錘線,K,20,反,,108899,65752,43147,110,57,40,69,65476,判定格,113.0,65470.0,0.0014124139097527611,0.0023965239406071454,0.5134107224683061,-1.518551075978938,-0.1088274526545174,0.11633634112318549,0.0004381503639920226,0.0005536391963283969,0.0022711886231771253,113.0,曆月,-0.00018034512253469826,0.0030051729420402205,False,0.00038884711235741086,0.0006502735695322359,0.0021745542499732864,115.0,113.0,出口③,結果②,6.0,16.0,1.0,-0.0006193437924940625,0.010562326595909022,0.011181670388403085,164.0,"{""配對格無對照股"": 6}",65470.0,-0.0015643304734020754,-0.0027968942069670974,-0.00033176673983705365,結果③,65476.0,0.000850509046849168,4.909021767665828e-05,0.0016519278760216778,結果②,39077.0,0.0011909882675061989,-7.676832542123646e-06,0.0023896533675545214,結果①,26393.0,0.0017402527239106407,0.0001334544600550369,0.0033470509877662445,結果②,0.0,0.0,7.50733619145065e-05,"{""抽出"": 1964280, ""剔除"": 20964, ""配對格無對照股"": 151, ""可抽日不足"": 0, ""錨點不可算"": 0}",2.0,0.0,0.00013319277898923113,"{""抽出"": 1964280, ""剔除"": 18345, ""配對格無對照股"": 122, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,黑色紡錘線之後 20 天，比同樣事前走勢、沒出現型態的股票，照文獻實測方向多走 0.14%（95% CI +0.06% ～ +0.23%）；單格過關、但全族與運氣分不開（Bonferroni 下界含 0，⛔ 不單獨引用）
K47,黑色紡錘線,K,60,反,,106401,64288,42113,387,56,38,56,63751,判定格,38.0,63745.0,0.002230177551412471,0.0034639568581914773,0.5097497842968076,-4.3725456729089895,-0.2043391811154486,0.21201281283292414,0.0009455109435266106,0.0003769761021003143,0.004083379000724628,38.0,60日區段,-0.0012069326719081836,0.005667287774733126,False,0.0009267291900796665,0.00041378833885632495,0.004046566763968617,38.0,38.0,出口②,結果②,6.0,16.0,1.0,0.0012837915567037,0.039857558862912354,0.03857376730620865,162.0,"{""配對格無對照股"": 6}",63745.0,-0.005064733740143736,-0.007621999819023711,-0.0025074676612637623,結果③,63751.0,0.001359158887575454,-0.0006095508581076315,0.0033278686332585397,結果①,38043.0,0.00217448758034404,-0.0006471452618286768,0.0049961204225167566,結果①,25702.0,0.0023126074622893023,-0.000642205035477269,0.005267419960055874,結果①,1.0,1.0,0.00022304680855032285,"{""抽出"": 1912530, ""剔除"": 33665, ""配對格無對照股"": 142, ""可抽日不足"": 0, ""錨點不可算"": 0}",1.0,0.0,1.7902471396429147e-05,"{""抽出"": 1912530, ""剔除"": 26516, ""配對格無對照股"": 152, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,樣本中等（n_eff＝38，介於 30 與 100 之間）：黑色紡錘線之後 60 天，比同樣事前走勢、沒出現型態的股票，照文獻實測方向多走 0.22%（95% CI +0.04% ～ +0.41%）；單格過關、但全族與運氣分不開（Bonferroni 下界含 0，⛔ 不單獨引用）
K47,黑色紡錘線,K,120,反,,102725,62143,40582,764,53,35,49,61242,H120 描述,,61234.0,0.0005086825076862997,0.004705737369246163,0.5084756834438384,-11.642736323362172,-0.30981751621871806,0.3195830200900701,,,,,,,,,,,,,,,H120描述,8.0,16.0,1.0,0.003281236783169456,0.0842269197951736,0.08094568301200415,160.0,"{""配對格無對照股"": 8}",61234.0,-0.011222189595172056,,,,61242.0,-0.0005966345001030806,,,,36552.0,0.0005075483148124834,,,,24682.0,0.000510362153497975,,,,,,,,,,,,19.0,依構造不可判定（只描述；⛔ 不印 CI）,黑色紡錘線（H120）：依構造不可判定（只描述：d×X̄ +0.05%、中位 +0.47%）
K48,開盤白色光頭光腳,K,20,續,,132139,77979,54160,269,409,102,57,77142,判定格,113.0,77119.0,0.0012544944191941016,0.0013174334296547352,0.5078385352507164,-1.501095510448254,-0.10900977151040184,0.10886436667410249,0.0004962164747771121,0.0002819101286309619,0.0022270787097572412,113.0,曆月,-0.0005493458537435183,0.0030583346921317215,False,0.0005378057441969367,0.0002003951605681056,0.0023085936778200976,115.0,113.0,出口③,結果②,23.0,15.0,1.0,0.0016337323948431993,0.011987932091962274,0.010354199697119074,160.0,"{""配對格無對照股"": 23}",77119.0,0.003572968625650529,0.002483931244931189,0.004662006006369869,結果②,77142.0,0.0011141978660372497,0.00023030559675389325,0.001998090135320606,結果②,43459.0,0.0012253889209173981,4.3161653141350793e-05,0.0024076161886934454,結果②,33660.0,0.001292073024351774,-0.0001949385188753513,0.002779084567578899,結果①,0.0,3.0,-0.00015263621167442562,"{""抽出"": 2314260, ""剔除"": 36377, ""配對格無對照股"": 190, ""可抽日不足"": 0, ""錨點不可算"": 0}",2.0,0.0,0.0002109333440373152,"{""抽出"": 2314260, ""剔除"": 31326, ""配對格無對照股"": 176, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,開盤白色光頭光腳之後 20 天，比同樣事前走勢、沒出現型態的股票，照文獻實測方向多走 0.13%（95% CI +0.03% ～ +0.22%）；單格過關、但全族與運氣分不開（Bonferroni 下界含 0，⛔ 不單獨引用）
K48,開盤白色光頭光腳,K,60,續,,129711,76533,53178,822,376,92,55,75188,判定格,38.0,75165.0,0.003773262195669877,0.004256732811875288,0.5134304530033925,-4.330860447342067,-0.19834121455897016,0.20129723152216172,0.0010731001339087175,0.0016699859332087908,0.005876538458130963,38.0,60日區段,-0.00012765874676510646,0.00767418313810486,False,0.0010698356153359964,0.001676384389611324,0.005870140001728429,38.0,38.0,出口②,結果②,23.0,14.0,1.0,0.000382678434471304,0.03889809152253947,0.03851541308806816,158.0,"{""配對格無對照股"": 23}",75165.0,0.008492130120499266,0.006256758379462723,0.010727501861535808,結果②,75188.0,0.002666676802516648,0.0011811690179516084,0.004152184587081688,結果②,42389.0,0.0036554248921243137,0.0010197504053672942,0.006291099378881333,結果②,32776.0,0.003925660458422895,0.0012213301295672173,0.006629990787278573,結果②,1.0,0.0,-2.115822016258577e-05,"{""抽出"": 2255610, ""剔除"": 56174, ""配對格無對照股"": 214, ""可抽日不足"": 30, ""錨點不可算"": 0}",0.0,0.0,-6.944630329509757e-05,"{""抽出"": 2255640, ""剔除"": 42959, ""配對格無對照股"": 205, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,樣本中等（n_eff＝38，介於 30 與 100 之間）：開盤白色光頭光腳之後 60 天，比同樣事前走勢、沒出現型態的股票，照文獻實測方向多走 0.38%（95% CI +0.17% ～ +0.59%）；單格過關、但全族與運氣分不開（Bonferroni 下界含 0，⛔ 不單獨引用）
K48,開盤白色光頭光腳,K,120,續,,126818,74701,52117,1541,344,87,49,72680,H120 描述,,72655.0,0.004920139945732307,0.008064288097191008,0.5160002752735531,-10.094089280606202,-0.30369030715214207,0.309314217791481,,,,,,,,,,,,,,,H120描述,25.0,14.0,1.0,-0.0007126586024762648,0.0823936547589286,0.08310631336140485,157.0,"{""配對格無對照股"": 25}",72655.0,0.013581595501981394,,,,72680.0,0.003824467726388519,,,,41090.0,0.005487090326209167,,,,31565.0,0.004182107595540823,,,,,,,,,,,,19.0,依構造不可判定（只描述；⛔ 不印 CI）,開盤白色光頭光腳（H120）：依構造不可判定（只描述：d×X̄ +0.49%、中位 +0.81%）
K49,墓碑十字,K,20,-1,-1.0,33482,26249,7233,112,204,17,38,25878,判定格,113.0,25858.0,-0.00040330464255210554,0.011938848108715035,0.5806713589604765,-2.354369291727522,-0.10584968878320479,0.1059173830113011,0.0007458467593539634,-0.0018651642908858739,0.0010585550057816626,113.0,曆月,-0.003114597979934761,0.0023079886948305503,False,0.0009088956980071734,-0.0021847402106461656,0.0013781309255419543,115.0,113.0,出口③,結果①,20.0,16.0,1.0,0.00040330464255210554,0.01221527209867962,0.011811967456127516,164.0,"{""配對格無對照股"": 20}",25858.0,-0.003550611619697918,-0.005211770909190034,-0.0018894523302058015,結果③,25877.0,-0.001321795718254651,-0.0027833976944219695,0.00013980625791266748,結果①,13396.0,0.0020812864551609566,0.00032857894235773064,0.0038339939679641827,結果②,12462.0,-0.003074110479894761,-0.005460874739008859,-0.000687346220780663,結果③,13.0,0.0,0.0015257291046759287,"{""抽出"": 776340, ""剔除"": 13575, ""配對格無對照股"": 798, ""可抽日不足"": 0, ""錨點不可算"": 0}",7.0,0.0,0.0009585839448780807,"{""抽出"": 776340, ""剔除"": 12373, ""配對格無對照股"": 722, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,墓碑十字之後 20 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ -0.04%，95% CI -0.19% ～ +0.11%）
K49,墓碑十字,K,60,-1,-1.0,33050,25875,7175,341,181,16,34,25303,判定格,38.0,25283.0,-0.0015027121620811883,0.026324025534002857,0.5916228295692758,-8.919847095513987,-0.19806106709654417,0.19273429237009568,0.001389982994012415,-0.004227078830345522,0.001221654506183145,38.0,60日區段,-0.00655556193782518,0.003550137613662803,False,0.0014775397271478937,-0.00439869002729106,0.0013932657031286834,38.0,38.0,出口②,結果①,20.0,16.0,1.0,0.0015027121620811883,0.039644843225232575,0.03814213106315139,163.0,"{""配對格無對照股"": 20}",25283.0,-0.007476161290233004,-0.010654153318557904,-0.004298169261908104,結果③,25302.0,-0.0020187051322287483,-0.005129044122105724,0.0010916338576482274,結果①,13131.0,0.002214793169901627,-0.001756865190489486,0.00618645153029274,結果①,12152.0,-0.005519710393999092,-0.011413929850616615,0.0003745090626184307,結果①,27.0,0.0,0.005106296749248041,"{""抽出"": 759090, ""剔除"": 18550, ""配對格無對照股"": 752, ""可抽日不足"": 0, ""錨點不可算"": 0}",16.0,0.0,0.0038656581334647333,"{""抽出"": 759090, ""剔除"": 16722, ""配對格無對照股"": 714, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,樣本中等（n_eff＝38，介於 30 與 100 之間）：墓碑十字之後 60 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ -0.15%，95% CI -0.42% ～ +0.12%）
K49,墓碑十字,K,120,-1,-1.0,32369,25303,7066,613,166,13,31,24480,H120 描述,,24460.0,0.0002751963000819904,0.04651653394624822,0.6029026982829109,-9.15277024422198,-0.30042199679173215,0.2976152100198332,,,,,,,,,,,,,,,H120描述,20.0,16.0,1.0,-0.0002751963000819904,0.08135642261941926,0.08163161891950126,161.0,"{""配對格無對照股"": 20}",24460.0,-0.00968794829332606,,,,24479.0,-0.0005419833229669015,,,,12759.0,0.005068835793384182,,,,11701.0,-0.004951882265428877,,,,,,,,,,,,19.0,依構造不可判定（只描述；⛔ 不印 CI）,墓碑十字（H120）：依構造不可判定（只描述：d×X̄ +0.03%、中位 +4.65%）
K50,南方十字,K,20,1,1.0,220777,94743,126034,270,537,117,175,93644,判定格,113.0,93562.0,0.0003741013817116113,-0.009045639103528569,0.43863961864859663,-0.7898790306796032,-0.09787522361052765,0.09858403607870811,0.00040917960314950313,-0.00042789064046141475,0.0011760934038846373,113.0,曆月,-0.0011133434826638413,0.0018615462460870639,False,0.00035945776013264464,-0.0003304358281483721,0.0010786385915715947,115.0,113.0,出口③,結果①,82.0,14.0,1.0,0.0003741013817116113,0.00839911315717609,0.008025011775464478,148.0,"{""配對格無對照股"": 82}",93562.0,-0.001949016831185444,-0.0029281615353197185,-0.0009698721270511694,結果③,93642.0,0.0005498232976942197,-0.0001449669694409488,0.0012446135648293882,結果①,52335.0,0.00011127032259877983,-0.0010164906270141321,0.0012390312722116918,結果①,41227.0,0.0007077483479878394,-0.0006311758891760921,0.002046672585151771,結果①,0.0,1.0,-0.00011593311092939602,"{""抽出"": 2809320, ""剔除"": 50495, ""配對格無對照股"": 3315, ""可抽日不足"": 0, ""錨點不可算"": 0}",1.0,0.0,0.00017250967621513404,"{""抽出"": 2809320, ""剔除"": 38609, ""配對格無對照股"": 2984, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,南方十字之後 20 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ +0.04%，95% CI -0.04% ～ +0.12%）
K50,南方十字,K,60,1,1.0,216856,92860,123996,946,472,110,160,91172,判定格,38.0,91089.0,0.0017654798440585003,-0.022964730741208906,0.4198531106939367,-1.1933204278962473,-0.18238490759625675,0.18943540070653012,0.0008903559319646892,2.0382217407709452e-05,0.003510577470709291,38.0,60日區段,-0.0014711315321522865,0.005002091220269287,False,0.0008598271324990723,8.021866436031867e-05,0.0034507410237566817,38.0,38.0,出口②,結果②,83.0,14.0,1.0,0.0017654798440585003,0.03337238256615525,0.03160690272209675,147.0,"{""配對格無對照股"": 83}",91089.0,-0.004471222967474067,-0.006592819886909528,-0.002349626048038606,結果③,91170.0,0.0016948627836385266,0.0007125213018967761,0.002677204265380277,結果②,51088.0,0.0013783106542698796,-0.0014775482139259973,0.004234169522465757,結果①,40001.0,0.0022599599712533457,-0.0006209306523159365,0.0051408505948226275,結果①,3.0,0.0,0.0006446590561689384,"{""抽出"": 2735160, ""剔除"": 83606, ""配對格無對照股"": 3259, ""可抽日不足"": 0, ""錨點不可算"": 0}",0.0,0.0,-0.00017803245873131311,"{""抽出"": 2735160, ""剔除"": 53452, ""配對格無對照股"": 2895, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,⚠ 隨機挑日子也有 3／30 次同樣過關。樣本中等（n_eff＝38，介於 30 與 100 之間）：南方十字之後 60 天，比同樣事前走勢、沒出現型態的股票，照文獻實測方向多走 0.18%（95% CI +0.00% ～ +0.35%）；單格過關、但全族與運氣分不開（Bonferroni 下界含 0，⛔ 不單獨引用）；照名稱方向讀：名稱方向（看漲）多走 +0.18%
K50,南方十字,K,120,1,1.0,210175,90099,120076,1839,417,93,152,87598,H120 描述,,87515.0,0.0031235588910584486,-0.04389530503015257,0.40322230474775755,-2.5421762333527034,-0.281664985873512,0.2965989866342682,,,,,,,,,,,,,,,H120描述,83.0,14.0,1.0,0.0031235588910584486,0.07272339301138625,0.0695998341203278,145.0,"{""配對格無對照股"": 83}",87515.0,-0.006407166870193578,,,,87596.0,0.003192115769106321,,,,49177.0,0.0011749391694350253,,,,38338.0,0.005623096479098386,,,,,,,,,,,,19.0,依構造不可判定（只描述；⛔ 不印 CI）,南方十字（H120）：依構造不可判定（只描述：d×X̄ +0.31%、中位 -4.39%）
K51,最後吞噬頂,K,20,1,-1.0,75057,51593,23464,154,232,144,38,51025,判定格,113.0,50969.0,-0.0009633461099225972,-0.013042464380465746,0.4181757538896192,-0.6868272095276851,-0.1115079899442946,0.1099611006283443,0.0005589446069004043,-0.0020588775394473893,0.00013218531960219513,113.0,曆月,-0.002995214948459477,0.001068522728614283,False,0.0005882975632008137,-0.0021164093337961917,0.00018971711395099756,115.0,113.0,出口③,結果①,56.0,15.0,1.0,-0.0009633461099225972,0.011589466303896666,0.012552812413819264,159.0,"{""配對格無對照股"": 56}",50969.0,0.0024435675285866022,0.0012625269248262385,0.003624608132346966,結果②,51024.0,0.0005086818552381267,-0.0005434965950877297,0.0015608603055639833,結果①,29476.0,-0.0026853483322373055,-0.0040224225613450055,-0.0013482741031296053,結果③,21493.0,0.0013982477813419235,-0.0008078856961591103,0.0036043812588429573,結果①,0.0,14.0,-0.0010640794308049326,"{""抽出"": 1530720, ""剔除"": 20808, ""配對格無對照股"": 1584, ""可抽日不足"": 30, ""錨點不可算"": 0}",0.0,3.0,-0.00035170671215173995,"{""抽出"": 1530750, ""剔除"": 18087, ""配對格無對照股"": 1495, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,最後吞噬頂之後 20 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ -0.10%，95% CI -0.21% ～ +0.01%）
K51,最後吞噬頂,K,60,1,-1.0,73674,50627,23047,472,207,134,22,49792,判定格,38.0,49738.0,-0.0024425142168016563,-0.030604958346103977,0.39983513611323335,-2.023281572085695,-0.2042566622800956,0.20292077658292912,0.0010258511941538186,-0.00445318255734314,-0.0004318458762601718,38.0,60日區段,-0.0061716763710549846,0.0012866479374516715,False,0.0011102580965010643,-0.004618620085943742,-0.00026640834765957007,38.0,38.0,出口②,結果③,54.0,15.0,1.0,-0.0024425142168016563,0.040069727288935,0.04251224150573666,158.0,"{""配對格無對照股"": 54}",49738.0,0.00597912740644139,0.003618280894448297,0.008339973918434484,結果②,49792.0,0.0004973784604305684,-0.0013134472782670606,0.0023082041991281973,結果①,28793.0,-0.005439956980980587,-0.008864741494701886,-0.002015172467259287,結果③,20945.0,0.0016780572565334567,-0.003289667661135541,0.006645782174202455,結果①,0.0,21.0,-0.00291617642482872,"{""抽出"": 1493760, ""剔除"": 31292, ""配對格無對照股"": 1599, ""可抽日不足"": 0, ""錨點不可算"": 0}",0.0,13.0,-0.0020206208746089025,"{""抽出"": 1493760, ""剔除"": 25052, ""配對格無對照股"": 1448, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,樣本中等（n_eff＝38，介於 30 與 100 之間）：最後吞噬頂之後 60 天，跟文獻實測方向相反：比對照組多跌 0.24%（95% CI -0.45% ～ -0.04%）；單格過關、但全族與運氣分不開（Bonferroni 下界含 0，⛔ 不單獨引用）；照名稱方向讀：名稱方向（看跌）多走 +0.24%
K51,最後吞噬頂,K,120,1,-1.0,72077,49466,22611,902,193,115,20,48236,H120 描述,,48183.0,-0.003717658439097208,-0.05101388852518306,0.39098852292302266,-2.0402312388690325,-0.3058396090513124,0.306848406520056,,,,,,,,,,,,,,,H120描述,53.0,15.0,1.0,-0.003717658439097208,0.08442712588209607,0.08814478432119328,156.0,"{""配對格無對照股"": 53}",48183.0,0.010178056169062191,,,,48236.0,0.0006113487097928796,,,,27959.0,-0.0058516902148515945,,,,20224.0,-0.0007674312625585971,,,,,,,,,,,,19.0,依構造不可判定（只描述；⛔ 不印 CI）,最後吞噬頂（H120）：依構造不可判定（只描述：d×X̄ -0.37%、中位 -5.10%）
K52,空頭母子十字,K,20,1,-1.0,8469,7849,620,26,46,7,8,7762,判定格,113.0,7754.0,0.0017346908919206165,-0.009759438570517608,0.43087438741294815,-0.42682920615233066,-0.10000340725507724,0.10155942514405827,0.001486560818169867,-0.0011789683116923228,0.004648350095533556,113.0,曆月,-0.0036692374504230644,0.007138619234264298,False,0.0017133191323894285,-0.001623414607562663,0.0050927963914038955,115.0,113.0,出口③,結果①,8.0,17.0,1.0,0.0017346908919206165,0.0133219959150332,0.011587305023112586,166.0,"{""配對格無對照股"": 8}",7754.0,0.005122630499521263,0.001961535836430642,0.008283725162611884,結果②,7762.0,0.0030379113965320497,0.00018331972517743236,0.005892503067886667,結果②,4587.0,-0.0007181968066318178,-0.004055449461849595,0.0026190558485859592,結果①,3167.0,0.00528738930469612,0.0004942587590875871,0.010080519850304653,結果②,0.0,6.0,-0.0012608620359390694,"{""抽出"": 232860, ""剔除"": 3215, ""配對格無對照股"": 222, ""可抽日不足"": 0, ""錨點不可算"": 0}",0.0,0.0,-0.00035775797854217486,"{""抽出"": 232860, ""剔除"": 3050, ""配對格無對照股"": 210, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,空頭母子十字之後 20 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ +0.17%，95% CI -0.12% ～ +0.46%）
K52,空頭母子十字,K,60,1,-1.0,8338,7727,611,86,41,6,8,7586,判定格,38.0,7578.0,0.003741271046799275,-0.021246690458167107,0.42108735814199,-0.8175004420482532,-0.18569541815236287,0.1878461884504896,0.0033206591341662334,-0.0027672208561665425,0.010249762949765092,38.0,60日區段,-0.008329949848471782,0.015812491942070333,False,0.0034683892217903293,-0.0030567718279097705,0.01053931392150832,38.0,38.0,出口②,結果①,8.0,17.0,1.0,0.003741271046799275,0.04340623021626967,0.03966495916947039,165.0,"{""配對格無對照股"": 8}",7578.0,0.011682927995042622,0.005207874136048973,0.018157981854036272,結果②,7586.0,0.0065388018801101075,0.0004581012267689281,0.012619502533451288,結果②,4494.0,-4.276008954235619e-05,-0.007559811605838564,0.007474291426753851,結果①,3084.0,0.009255355329133673,-0.0035156360203766838,0.022026346678644032,結果①,0.0,11.0,-0.004983430614169254,"{""抽出"": 227580, ""剔除"": 4308, ""配對格無對照股"": 181, ""可抽日不足"": 0, ""錨點不可算"": 0}",0.0,9.0,-0.004036997921077899,"{""抽出"": 227580, ""剔除"": 4151, ""配對格無對照股"": 182, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,樣本中等（n_eff＝38，介於 30 與 100 之間）：空頭母子十字之後 60 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ +0.37%，95% CI -0.28% ～ +1.02%）
K52,空頭母子十字,K,120,1,-1.0,8192,7589,603,156,39,6,6,7382,H120 描述,,7375.0,-0.00037548269046119983,-0.04169389510178909,0.40691525423728814,-1.1515461703601002,-0.28642824938849415,0.28409174978697027,,,,,,,,,,,,,,,H120描述,7.0,17.0,1.0,-0.00037548269046119983,0.08585432332407467,0.08622980601453586,163.0,"{""配對格無對照股"": 7}",7375.0,0.012891600917872769,,,,7382.0,0.00423543770123355,,,,4384.0,-0.00405526652371366,,,,2991.0,0.005018088799000111,,,,,,,,,,,,19.0,依構造不可判定（只描述；⛔ 不印 CI）,空頭母子十字（H120）：依構造不可判定（只描述：d×X̄ -0.04%、中位 -4.17%）
K53,平頭頂部,K,20,1,-1.0,278441,96616,181825,475,847,75,62,95157,判定格,113.0,95005.0,-0.0006542757400960915,-0.010809360538936885,0.4277038050628914,-0.8381548293422849,-0.10072577677020376,0.09876361010608162,0.0004096223947481061,-0.0014571356338023795,0.0001485841536101965,113.0,曆月,-0.0021433302352651153,0.0008347787550729322,False,0.0004327255157268449,-0.0015024177509207074,0.00019386627072852456,115.0,113.0,出口③,結果①,152.0,13.0,1.0,-0.0006542757400960915,0.01163866584629705,0.012292941586393142,141.0,"{""配對格無對照股"": 152}",95005.0,0.0018161689035406572,0.0007131357841981391,0.0029192020228831755,結果②,95154.0,1.807774137733575e-05,-0.0010564513676203226,0.0010926068503749943,結果①,54829.0,-0.0016080961000201808,-0.0027754028104391877,-0.00044078938960117383,結果③,40176.0,0.0006474222018164408,-0.0007664472758789586,0.0020612916795118403,結果①,0.0,30.0,-0.001985853097648851,"{""抽出"": 2854050, ""剔除"": 50900, ""配對格無對照股"": 4401, ""可抽日不足"": 660, ""錨點不可算"": 0}",0.0,7.0,-0.0007331346341537575,"{""抽出"": 2854710, ""剔除"": 37350, ""配對格無對照股"": 4028, ""可抽日不足"": 0, ""錨點不可算"": 0}",,,平頭頂部之後 20 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ -0.07%，95% CI -0.15% ～ +0.01%）
