vid,H,版本,r,n,平均,lo,hi,n_eff,出口,結果
K16,60,不排除,1,5731,-0.0060793784401555456,-0.012949471151368217,0.0007907142710571252,38,出口②,結果①
K16,60,不排除,2,5721,-0.00834397824478199,-0.014391094498828479,-0.002296861990735502,38,出口②,結果③
K16,60,不排除,3,5728,-0.003578404292012787,-0.010545271560772175,0.0033884629767466016,38,出口②,結果①
K16,60,不排除,4,5740,-0.0053297894446146556,-0.01259564589887341,0.0019360670096440994,38,出口②,結果①
K16,60,不排除,5,5725,-0.0070861310570660445,-0.014205157094800275,3.289498066818674e-05,38,出口②,結果①
K16,60,不排除,6,5745,-0.005294375524451644,-0.011454473490326404,0.0008657224414231161,38,出口②,結果①
K16,60,不排除,7,5710,-0.0026148967044481858,-0.007814483790129223,0.0025846903812328523,38,出口②,結果①
K16,60,不排除,8,5722,-0.00391473736732665,-0.009045799763704863,0.0012163250290515648,38,出口②,結果①
K16,60,不排除,9,5728,-0.006336963644523613,-0.013003807342946858,0.00032988005389963243,38,出口②,結果①
K16,60,不排除,10,5745,-0.003863506623683087,-0.009232553916097078,0.0015055406687309028,38,出口②,結果①
K16,60,不排除,11,5720,-0.005184830678763766,-0.01321747151581169,0.0028478101582841567,38,出口②,結果①
K16,60,不排除,12,5732,-0.009720651664378658,-0.016493776226661528,-0.0029475271020957886,38,出口②,結果③
K16,60,不排除,13,5724,-0.0036309658586959953,-0.009659534062351146,0.0023976023449591563,38,出口②,結果①
K16,60,不排除,14,5739,-0.005564740420157425,-0.011512357563070664,0.0003828767227558143,38,出口②,結果①
K16,60,不排除,15,5730,-0.007236667970757727,-0.014592986360411401,0.00011965041889594637,38,出口②,結果①
K16,60,不排除,16,5729,-0.0015591155318348002,-0.00798394764773826,0.004865716584068661,38,出口②,結果①
K16,60,不排除,17,5728,-0.005840781029391852,-0.014179978742300106,0.002498416683516402,38,出口②,結果①
K16,60,不排除,18,5726,-0.008772619307200061,-0.01620010785705147,-0.0013451307573486525,38,出口②,結果③
K16,60,不排除,19,5738,-0.01462700388471255,-0.02326995379075191,-0.0059840539786731855,38,出口②,結果③
K16,60,不排除,20,5725,-0.005512689654969007,-0.012368013645959103,0.001342634336021089,38,出口②,結果①
K16,60,不排除,21,5718,-0.003949917985093482,-0.00970200468430607,0.0018021687141191057,38,出口②,結果①
K16,60,不排除,22,5731,-0.0007597779404190147,-0.008243760795454249,0.006724204914616219,38,出口②,結果①
K16,60,不排除,23,5720,0.003880632256340737,-0.0021770704068953574,0.009938334919576831,38,出口②,結果①
K16,60,不排除,24,5736,-0.007831971456346277,-0.015365190043979914,-0.0002987528687126385,38,出口②,結果③
K16,60,不排除,25,5735,-0.011341336881381664,-0.01918521409529981,-0.003497459667463518,38,出口②,結果③
K16,60,不排除,26,5725,-0.011997220459693661,-0.01859757041733922,-0.0053968705020481025,38,出口②,結果③
K16,60,不排除,27,5741,-0.002588489536592557,-0.00894401068489115,0.0037670316117060345,38,出口②,結果①
K16,60,不排除,28,5744,-0.004973362962123309,-0.011088494989603487,0.0011417690653568674,38,出口②,結果①
K16,60,不排除,29,5725,-0.004334049549453627,-0.01099104468813024,0.0023229455892229862,38,出口②,結果①
K17,20,新預設,0,343,-0.0029980486181284153,-0.013504152280497658,0.0075080550442408285,104,出口③,結果①
K17,20,新預設,1,339,0.0028257388682336446,-0.009051254666418405,0.014702732402885693,100,出口③,結果①
K17,20,新預設,2,335,-0.00022525823482514456,-0.01145891332329903,0.01100839685364874,107,出口③,結果①
K17,20,新預設,3,339,0.0054429469768015794,-0.004049599774564381,0.01493549372816754,98,出口②,結果①
K17,20,新預設,4,338,0.008616442217400551,-0.0017176920476416682,0.01895057648244277,103,出口③,結果①
K17,20,新預設,5,342,-0.004883079320958086,-0.014815485565948076,0.0050493269240319055,105,出口③,結果①
K17,20,新預設,6,341,0.001874520367595112,-0.007372875039158984,0.011121915774349208,104,出口③,結果①
K17,20,新預設,7,340,0.008622397629939008,-0.006943078161491168,0.02418787342136918,103,出口③,結果①
K17,20,新預設,8,339,0.003836103437274032,-0.008993704152350719,0.016665911026898784,107,出口③,結果①
K17,20,新預設,9,338,-0.002047160978366833,-0.016375411748692503,0.012281089791958837,107,出口③,結果①
K17,20,新預設,10,345,-0.0011676857570387666,-0.00845926381396328,0.006123892299885747,106,出口③,結果①
K17,20,新預設,11,338,0.0026092361411503466,-0.008517798890405492,0.013736271172706187,102,出口③,結果①
K17,20,新預設,12,343,0.006684702757610014,-0.005457588618862759,0.018826994134082786,105,出口③,結果①
K17,20,新預設,13,339,-0.003859896506323335,-0.015142634675584035,0.007422841662937364,106,出口③,結果①
K17,20,新預設,14,340,-0.002165396576410195,-0.011697280401983683,0.007366487249163292,106,出口③,結果①
K17,20,新預設,15,343,0.0076041881134935605,-0.00861907077567,0.02382744700265712,105,出口③,結果①
K17,20,新預設,16,342,-0.0036543042079441286,-0.016352973452103906,0.00904436503621565,106,出口③,結果①
K17,20,新預設,17,343,-0.0024893475856459235,-0.013064447836293082,0.008085752665001235,106,出口③,結果①
K17,20,新預設,18,342,0.006762493754513401,-0.0040914205154309585,0.017616408024457762,100,出口③,結果①
K17,20,新預設,19,339,0.003661001335933368,-0.009758374314322409,0.017080376986189146,106,出口③,結果①
K17,20,新預設,20,344,0.010595754685416842,-0.003364397563128044,0.02455590693396173,107,出口③,結果①
K17,20,新預設,21,340,-0.0010544909916507426,-0.010641429322812142,0.008532447339510658,107,出口③,結果①
K17,20,新預設,22,343,-0.0019387305413588267,-0.01289764344373169,0.009020182361014036,107,出口③,結果①
K17,20,新預設,23,342,0.00325387109411186,-0.007142782089135228,0.013650524277358949,105,出口③,結果①
K17,20,新預設,24,340,0.006597705692179787,-0.006825724153519131,0.020021135537878706,106,出口③,結果①
K17,20,新預設,25,341,-4.58967761800075e-05,-0.010865419563421332,0.010773626011061316,107,出口③,結果①
K17,20,新預設,26,341,0.007359979592825065,-0.004421140608955948,0.019141099794606077,105,出口③,結果①
K17,20,新預設,27,343,-0.007841394227299042,-0.01747592013989254,0.0017931316852944565,106,出口③,結果①
K17,20,新預設,28,341,0.0015444162778212793,-0.010752644773375246,0.013841477329017806,105,出口③,結果①
K17,20,新預設,29,339,0.005798611946389462,-0.006224070993450806,0.01782129488622973,104,出口③,結果①
K17,20,不排除,0,337,0.005529904421073972,-0.006719371555735611,0.017779180397883555,102,出口③,結果①
K17,20,不排除,1,342,0.0059379374273909385,-0.004952706733497589,0.016828581588279466,105,出口③,結果①
K17,20,不排除,2,343,0.0031264279856471826,-0.009259596353727126,0.015512452325021492,106,出口③,結果①
K17,20,不排除,3,339,0.0069678327937564705,-0.004563770625255051,0.018499436212767992,100,出口③,結果①
K17,20,不排除,4,343,0.005763357873525147,-0.004564184721434875,0.01609090046848517,104,出口③,結果①
K17,20,不排除,5,341,0.0033147631325316763,-0.007379321395117976,0.01400884766018133,101,出口③,結果①
K17,20,不排除,6,342,0.007033596246537288,-0.0033738566708917854,0.01744104916396636,108,出口③,結果①
K17,20,不排除,7,340,-0.006512833764945313,-0.015570322991276272,0.0025446554613856465,105,出口③,結果①
K17,20,不排除,8,341,0.01578480710172399,0.0034598013538711444,0.028109812849576837,108,出口③,結果②
K17,20,不排除,9,338,0.007264202525682611,-0.0033610265492847215,0.017889431600649944,101,出口③,結果①
K17,20,不排除,10,338,0.005584084265205314,-0.006886546225737526,0.018054714756148154,102,出口③,結果①
K17,20,不排除,11,339,-0.0016957717104853175,-0.01133142716315585,0.007939883742185216,102,出口③,結果①
K17,20,不排除,12,340,-0.013279631660130324,-0.022526538172482635,-0.004032725147778013,104,出口③,結果③
K17,20,不排除,13,340,-0.002345757456029781,-0.015202840908224415,0.010511325996164854,106,出口③,結果①
K17,20,不排除,14,340,0.000807956747119106,-0.011268589134070242,0.012884502628308455,103,出口③,結果①
K17,20,不排除,15,331,-0.00036726666180550454,-0.010458161966046509,0.0097236286424355,99,出口②,結果①
K17,20,不排除,16,340,-0.0011378730507489694,-0.011431313998820625,0.009155567897322688,107,出口③,結果①
K17,20,不排除,17,341,0.0015346833901185059,-0.007546586456152967,0.010615953236389978,105,出口③,結果①
K17,20,不排除,18,338,-0.012943180331692462,-0.020941442736873372,-0.004944917926511552,107,出口③,結果③
K17,20,不排除,19,343,-0.00848539358284894,-0.020928080812470464,0.003957293646772584,97,出口②,結果①
K17,20,不排除,20,338,-0.0018897656532009413,-0.013008334265636303,0.00922880295923442,105,出口③,結果①
K17,20,不排除,21,339,0.0013080763570563092,-0.009450678157489347,0.012066830871601967,105,出口③,結果①
K17,20,不排除,22,342,-0.008160129640587216,-0.01752563973235534,0.0012053804511809093,103,出口③,結果①
K17,20,不排除,23,338,-0.011521559097500788,-0.020590866210600432,-0.0024522519844011412,108,出口③,結果③
K17,20,不排除,24,339,0.002255483171246495,-0.013735775806354478,0.01824674214884747,104,出口③,結果①
K17,20,不排除,25,340,-0.008171882656755483,-0.0196431789268547,0.0032994136133437345,104,出口③,結果①
K17,20,不排除,26,342,-0.0005170439496608068,-0.01002588901247584,0.008991801113154226,108,出口③,結果①
K17,20,不排除,27,341,-0.007790052514876386,-0.018322842769301715,0.002742737739548944,103,出口③,結果①
K17,20,不排除,28,339,-0.001651424094978024,-0.012411085211053052,0.009108237021097004,104,出口③,結果①
K17,20,不排除,29,337,0.006515478460842419,-0.003951213166573792,0.01698217008825863,107,出口③,結果①
K17,60,新預設,0,329,0.02098229097972224,-0.0071236783045865865,0.04908826026403107,38,出口②,結果①
K17,60,新預設,1,329,0.02629239682306535,0.001986167238850256,0.050598626407280446,38,出口②,結果②
K17,60,新預設,2,328,-0.0009247049673976996,-0.017274335885105,0.015424925950309603,38,出口②,結果①
K17,60,新預設,3,325,0.016837203871255653,-0.0008168463558501683,0.03449125409836147,38,出口②,結果①
K17,60,新預設,4,329,-0.006828409660836195,-0.024960424597702004,0.011303605276029614,38,出口②,結果①
K17,60,新預設,5,330,0.004714854331344969,-0.020755795639231533,0.030185504301921472,38,出口②,結果①
K17,60,新預設,6,331,-0.005328937375897108,-0.036074393818429806,0.025416519066635588,38,出口②,結果①
K17,60,新預設,7,328,-0.00906420507304616,-0.02718962744731527,0.009061217301222948,38,出口②,結果①
K17,60,新預設,8,330,0.019373186025120503,0.003155467769985796,0.035590904280255214,38,出口②,結果②
K17,60,新預設,9,327,0.0019380106818028143,-0.013005458292120098,0.01688147965572573,38,出口②,結果①
K17,60,新預設,10,333,0.0010918239571121988,-0.015453873959739248,0.017637521873963644,38,出口②,結果①
K17,60,新預設,11,323,0.03306631540683691,0.002872721244208263,0.06325990956946556,38,出口②,結果②
K17,60,新預設,12,330,0.002223965072458692,-0.020480929108476497,0.024928859253393883,38,出口②,結果①
K17,60,新預設,13,329,-4.348884920189759e-05,-0.02233820761165619,0.022251229913252395,38,出口②,結果①
K17,60,新預設,14,327,0.018672550895336714,-0.007562599660517626,0.04490770145119105,38,出口②,結果①
K17,60,新預設,15,329,0.008553538593144751,-0.017789505317103247,0.034896582503392753,38,出口②,結果①
K17,60,新預設,16,325,-0.0027304547868183446,-0.027788423735621876,0.02232751416198519,38,出口②,結果①
K17,60,新預設,17,332,0.028491844603845913,0.001221191554453497,0.05576249765323833,38,出口②,結果②
K17,60,新預設,18,324,0.00021647078670839268,-0.02708165816924605,0.027514599742662835,38,出口②,結果①
K17,60,新預設,19,327,0.02308239901496567,-0.002296256633024428,0.04846105466295577,38,出口②,結果①
K17,60,新預設,20,328,-0.0071703131705224766,-0.028704707540914347,0.014364081199869396,38,出口②,結果①
K17,60,新預設,21,328,0.028998724901261753,0.004296564377996699,0.053700885424526806,38,出口②,結果②
K17,60,新預設,22,333,0.02845494890880252,0.0013199709633668344,0.055589926854238206,38,出口②,結果②
K17,60,新預設,23,332,0.014037153099923544,-0.016110304177404132,0.04418461037725122,38,出口②,結果①
K17,60,新預設,24,332,-0.011593065855463061,-0.02862742835149133,0.005441296640565207,38,出口②,結果①
K17,60,新預設,25,333,-0.01665075305862785,-0.03788982069011029,0.00458831457285459,38,出口②,結果①
K17,60,新預設,26,326,-0.0032122810920789677,-0.027029498586387084,0.02060493640222915,38,出口②,結果①
K17,60,新預設,27,326,-0.0059196294857398685,-0.025448626655644003,0.013609367684164268,38,出口②,結果①
K17,60,新預設,28,329,0.0045921230085883705,-0.032790211124253295,0.041974457141430034,38,出口②,結果①
K17,60,新預設,29,328,0.016350360952422933,-0.005349261583486333,0.038049983488332204,38,出口②,結果①
K17,60,不排除,0,328,0.004889078623303528,-0.0212289846893388,0.031007141935945857,38,出口②,結果①
K17,60,不排除,1,330,0.004973938728488367,-0.020155008119426138,0.030102885576402873,38,出口②,結果①
K17,60,不排除,2,327,0.003269463838548251,-0.01920365933053645,0.025742587007632954,38,出口②,結果①
K17,60,不排除,3,331,0.026298940219388712,-0.0024714979388313282,0.05506937837760875,38,出口②,結果①
K17,60,不排除,4,329,0.02348063903796297,-0.0006626206988233213,0.04762389877474926,38,出口②,結果①
K17,60,不排除,5,332,-0.0015705205464042384,-0.015689759743993795,0.012548718651185316,38,出口②,結果①
K17,60,不排除,6,329,0.01675026087227471,-0.009187988033136973,0.042688509777686394,38,出口②,結果①
K17,60,不排除,7,324,0.01423249101909457,-0.007865303811376168,0.03633028584956531,38,出口②,結果①
K17,60,不排除,8,330,-1.5389637316455834e-06,-0.016405724132480124,0.016402646205016833,38,出口②,結果①
K17,60,不排除,9,328,0.02203286324512797,-0.009569808637222486,0.05363553512747843,38,出口②,結果①
K17,60,不排除,10,331,-0.019048944274516498,-0.035996737446538425,-0.002101151102494571,38,出口②,結果③
K17,60,不排除,11,325,-0.009353560111801862,-0.030875742759917862,0.012168622536314138,38,出口②,結果①
K17,60,不排除,12,331,0.0076686469258834475,-0.015456859863348316,0.03079415371511521,38,出口②,結果①
K17,60,不排除,13,327,0.024030836657578155,-0.009628414858603138,0.05769008817375945,38,出口②,結果①
K17,60,不排除,14,329,-0.011728186205608603,-0.03605583265969927,0.012599460248482063,38,出口②,結果①
K17,60,不排除,15,332,0.017298481024285297,-0.013322610104175524,0.047919572152746115,38,出口②,結果①
K17,60,不排除,16,330,0.00015543492643966246,-0.020483680645393524,0.020794550498272852,37,出口②,結果①
K17,60,不排除,17,327,0.005566525748974414,-0.020179465656509576,0.0313125171544584,38,出口②,結果①
K17,60,不排除,18,331,-0.00028401006499598934,-0.015771613777171484,0.015203593647179506,38,出口②,結果①
K17,60,不排除,19,327,-0.007926784775470548,-0.027768474050126637,0.01191490449918554,38,出口②,結果①
K17,60,不排除,20,330,-0.002217219422990587,-0.029845809508953942,0.02541137066297277,38,出口②,結果①
K17,60,不排除,21,329,0.007258162485576471,-0.010615503406877676,0.025131828378030616,38,出口②,結果①
K17,60,不排除,22,331,0.005329769123391185,-0.0185084162542022,0.02916795450098457,38,出口②,結果①
K17,60,不排除,23,330,0.00914675001799986,-0.019180606931142322,0.03747410696714204,38,出口②,結果①
K17,60,不排除,24,330,0.00047234941780380826,-0.015672856419939343,0.01661755525554696,38,出口②,結果①
K17,60,不排除,25,329,-0.0021474801689630183,-0.024524195026507368,0.020229234688581333,38,出口②,結果①
K17,60,不排除,26,330,-0.0034454159540634956,-0.024133666265660537,0.017242834357533546,38,出口②,結果①
K17,60,不排除,27,330,0.000117883116721653,-0.0303248924712066,0.030560658704649905,38,出口②,結果①
K17,60,不排除,28,332,-0.010244078850366095,-0.025831560705291398,0.005343403004559209,38,出口②,結果①
K17,60,不排除,29,328,0.008201760144318756,-0.013195672406147897,0.029599192694785406,38,出口②,結果①
K18,20,新預設,0,278,0.0013929577269469107,-0.01264476300779651,0.015430678461690332,99,出口②,結果①
K18,20,新預設,1,280,-0.00841226892656052,-0.02302185085988602,0.00619731300676498,105,出口③,結果①
K18,20,新預設,2,279,-0.012655551900355437,-0.029656955202680548,0.004345851401969674,102,出口③,結果①
K18,20,新預設,3,281,0.002554786777774203,-0.011125242700818848,0.016234816256367253,101,出口③,結果①
K18,20,新預設,4,281,0.008392538846328406,-0.006348671211152084,0.0231337489038089,103,出口③,結果①
K18,20,新預設,5,279,-0.0015010376125600034,-0.015164707875529874,0.012162632650409868,103,出口③,結果①
K18,20,新預設,6,280,0.009319562969518908,-0.004998818498880519,0.023637944437918335,101,出口③,結果①
K18,20,新預設,7,280,-0.005130645317645234,-0.017672780121891628,0.007411489486601161,103,出口③,結果①
K18,20,新預設,8,279,0.0013416239800459976,-0.014102710957318142,0.016785958917410138,98,出口②,結果①
K18,20,新預設,9,280,-0.004831433505603037,-0.023963166699212047,0.01430029968800597,97,出口②,結果①
K18,20,新預設,10,280,-0.015075351246323322,-0.03484501422255118,0.004694311729904534,104,出口③,結果①
K18,20,新預設,11,282,0.0040827440028283635,-0.012018526747347545,0.02018401475300427,101,出口③,結果①
K18,20,新預設,12,279,-0.0012090976297183707,-0.017174076777655974,0.014755881518219233,101,出口③,結果①
K18,20,新預設,13,277,-0.007613511561790009,-0.022701201350129437,0.007474178226549417,100,出口③,結果①
K18,20,新預設,14,279,-0.012155029782571061,-0.027534265527911193,0.00322420596276907,99,出口②,結果①
K18,20,新預設,15,279,-0.004133274009360221,-0.018541406023363464,0.010274858004643023,103,出口③,結果①
K18,20,新預設,16,275,-0.0014649108368486605,-0.01622884258782843,0.013299020914131106,105,出口③,結果①
K18,20,新預設,17,277,0.007792098598110273,-0.0058153138806735965,0.021399511076894143,100,出口③,結果①
K18,20,新預設,18,279,-0.006727470871308602,-0.02471671759764121,0.011261775855024008,100,出口③,結果①
K18,20,新預設,19,281,-0.00522900013365739,-0.02130673600569965,0.01084873573838487,100,出口③,結果①
K18,20,新預設,20,279,-0.004236093783240219,-0.01987274074709013,0.011400553180609691,102,出口③,結果①
K18,20,新預設,21,282,-0.005819755348567901,-0.020501953562316988,0.008862442865181185,103,出口③,結果①
K18,20,新預設,22,279,-0.009670779878601219,-0.02615464607273256,0.006813086315530124,104,出口③,結果①
K18,20,新預設,23,283,-0.0013108082251602202,-0.015117283776776494,0.012495667326456053,99,出口②,結果①
K18,20,新預設,24,280,-0.008434352800258407,-0.025698037706659998,0.008829332106143183,106,出口③,結果①
K18,20,新預設,25,276,0.006122240186934236,-0.006283924614159547,0.01852840498802802,107,出口③,結果①
K18,20,新預設,26,279,-0.004309029421843202,-0.019082607023636386,0.010464548179949984,101,出口③,結果①
K18,20,新預設,27,280,0.001336375347631732,-0.01330882857054453,0.015981579265807993,99,出口②,結果①
K18,20,新預設,28,275,-0.0036490572515072194,-0.019381962018303577,0.01208384751528914,104,出口③,結果①
K18,20,新預設,29,281,-0.007411641125652044,-0.022969059098099612,0.008145776846795523,98,出口②,結果①
K18,20,不排除,0,279,-0.013470092897652214,-0.03268112925665733,0.0057409434613529,102,出口③,結果①
K18,20,不排除,1,282,0.014592944199544811,0.003479308820361772,0.02570657957872785,97,出口②,結果②
K18,20,不排除,2,282,-0.014251217525679417,-0.0286948942006603,0.00019245914930146775,99,出口②,結果①
K18,20,不排除,3,274,-0.0032197430845320786,-0.018372964610433806,0.011933478441369648,100,出口③,結果①
K18,20,不排除,4,276,-0.0026194992508834255,-0.014976971373260489,0.009737972871493637,103,出口③,結果①
K18,20,不排除,5,283,-0.010161781308111637,-0.025716111724578418,0.0053925491083551425,104,出口③,結果①
K18,20,不排除,6,282,0.004561345406175091,-0.012257587529367994,0.021380278341718177,100,出口③,結果①
K18,20,不排除,7,282,0.007381206296142509,-0.0052402197171637546,0.02000263230944877,103,出口③,結果①
K18,20,不排除,8,279,-0.006197665598500568,-0.018338789773350236,0.005943458576349099,103,出口③,結果①
K18,20,不排除,9,278,-0.012090743135774483,-0.028583338035295846,0.00440185176374688,100,出口③,結果①
K18,20,不排除,10,279,-0.0019936946121935995,-0.01797472807028424,0.013987338845897042,99,出口②,結果①
K18,20,不排除,11,280,-0.009854653701737623,-0.024733565973619906,0.005024258570144663,101,出口③,結果①
K18,20,不排除,12,280,0.0046368383618694935,-0.011630097974761864,0.02090377469850085,104,出口③,結果①
K18,20,不排除,13,278,-0.006094158981949087,-0.021365785548023715,0.00917746758412554,103,出口③,結果①
K18,20,不排除,14,276,-0.008821484462818378,-0.02148965108091904,0.0038466821552822824,95,出口②,結果①
K18,20,不排除,15,280,-0.0035206132204830642,-0.01850759819925205,0.011466371758285921,101,出口③,結果①
K18,20,不排除,16,278,-0.004278214020074677,-0.020324061872906442,0.011767633832757089,97,出口②,結果①
K18,20,不排除,17,281,0.0032526561790320032,-0.01463553618704417,0.021140848545108178,101,出口③,結果①
K18,20,不排除,18,281,0.0024981057534661194,-0.010046607444918051,0.01504281895185029,102,出口③,結果①
K18,20,不排除,19,282,-0.005977602685723235,-0.021758659818205545,0.009803454446759076,101,出口③,結果①
K18,20,不排除,20,279,0.006832446268350058,-0.005738551131882428,0.019403443668582543,96,出口②,結果①
K18,20,不排除,21,279,-0.002377840459580768,-0.015836850241617764,0.011081169322456227,98,出口②,結果①
K18,20,不排除,22,280,0.004472174022772308,-0.008376754284347723,0.01732110232989234,99,出口②,結果①
K18,20,不排除,23,280,0.007354310901387038,-0.004862188071944005,0.01957080987471808,105,出口③,結果①
K18,20,不排除,24,279,-0.004244503420343908,-0.020032943975822042,0.011543937135134224,95,出口②,結果①
K18,20,不排除,25,278,-0.005481768401377666,-0.02010637956133646,0.00914284275858113,96,出口②,結果①
K18,20,不排除,26,277,-0.00046955243996784496,-0.01406654648882167,0.01312744160888598,107,出口③,結果①
K18,20,不排除,27,280,0.0005536183393989601,-0.014980999906692128,0.016088236585490048,104,出口③,結果①
K18,20,不排除,28,279,-0.016182416131324553,-0.030328315020332952,-0.002036517242316155,98,出口②,結果③
K18,20,不排除,29,278,-0.002173717288105855,-0.015871691340600107,0.011524256764388398,99,出口②,結果①
K18,60,新預設,0,269,1.0792935792028202e-05,-0.028184301653944945,0.028205887525529005,38,出口②,結果①
K18,60,新預設,1,267,-0.01627258001262094,-0.051061940141437376,0.018516780116195494,38,出口②,結果①
K18,60,新預設,2,265,-0.026790871815240883,-0.049001852939509025,-0.004579890690972744,38,出口②,結果③
K18,60,新預設,3,266,-0.005214648955277501,-0.03373112562863123,0.023301827718076228,38,出口②,結果①
K18,60,新預設,4,265,-0.003710904325523582,-0.027219654403765434,0.01979784575271827,37,出口②,結果①
K18,60,新預設,5,262,-0.02154340434660361,-0.06219999572788813,0.019113187034680915,38,出口②,結果①
K18,60,新預設,6,267,-0.010946739885016798,-0.042141661501955544,0.02024818173192195,38,出口②,結果①
K18,60,新預設,7,267,-0.01800658332619474,-0.04561065206896367,0.009597485416574188,38,出口②,結果①
K18,60,新預設,8,265,-0.016802615712651344,-0.05509091092873278,0.021485679503430086,38,出口②,結果①
K18,60,新預設,9,264,-0.01325335906656625,-0.050140720178607684,0.02363400204547518,38,出口②,結果①
K18,60,新預設,10,264,-0.0053771094151779655,-0.028933457101531838,0.018179238271175905,38,出口②,結果①
K18,60,新預設,11,263,0.0024394501618938413,-0.019229679380032966,0.02410857970382065,38,出口②,結果①
K18,60,新預設,12,266,-0.0019612127352433115,-0.024171774834172207,0.020249349363685585,38,出口②,結果①
K18,60,新預設,13,265,0.0008559089975821025,-0.026148928772533997,0.027860746767698202,38,出口②,結果①
K18,60,新預設,14,265,-0.012238920404909304,-0.03462977397875862,0.010151933168940013,38,出口②,結果①
K18,60,新預設,15,267,-0.0020959288153097784,-0.025399087830779654,0.021207230200160097,38,出口②,結果①
K18,60,新預設,16,264,-0.017455497542089658,-0.04905683521614487,0.014145840131965556,38,出口②,結果①
K18,60,新預設,17,265,-0.011948678578515679,-0.03892734500062402,0.015029987843592657,38,出口②,結果①
K18,60,新預設,18,265,0.0016421783358955924,-0.03106102346505585,0.034345380136847035,38,出口②,結果①
K18,60,新預設,19,266,-6.511615099834747e-05,-0.03422564769044472,0.03409541538844802,38,出口②,結果①
K18,60,新預設,20,259,-0.048916304530124105,-0.0972473545911756,-0.0005852544690726075,38,出口②,結果③
K18,60,新預設,21,264,0.019808773918169514,6.698304492575372e-05,0.03955056479141328,38,出口②,結果②
K18,60,新預設,22,268,-0.016859129426470443,-0.043270318564031976,0.009552059711091087,38,出口②,結果①
K18,60,新預設,23,261,-0.0007975784214169921,-0.02720053527535521,0.025605378432521225,37,出口②,結果①
K18,60,新預設,24,261,-0.0013887914321570423,-0.02899200531989615,0.026214422455582063,38,出口②,結果①
K18,60,新預設,25,262,-0.0153274185249376,-0.04599437987459714,0.015339542824721941,38,出口②,結果①
K18,60,新預設,26,264,-0.012837443145096945,-0.03997095788638087,0.014296071596186979,38,出口②,結果①
K18,60,新預設,27,264,-0.0008426572402380658,-0.020234469472213558,0.018549154991737427,38,出口②,結果①
K18,60,新預設,28,264,-0.0011712361445102687,-0.027747921462754857,0.025405449173734322,38,出口②,結果①
K18,60,新預設,29,269,0.009665434342334595,-0.015157776929422537,0.03448864561409173,38,出口②,結果①
K18,60,不排除,0,262,-0.010618030395115802,-0.03886486813184212,0.017628807341610514,38,出口②,結果①
K18,60,不排除,1,267,-0.011602446038958547,-0.045113545596525216,0.021908653518608122,38,出口②,結果①
K18,60,不排除,2,266,-0.0012095308866568377,-0.027968788899108005,0.025549727125794328,38,出口②,結果①
K18,60,不排除,3,264,0.011873579971537379,-0.016352987401903156,0.04010014734497792,38,出口②,結果①
K18,60,不排除,4,269,0.004271312316750125,-0.023455047058438473,0.03199767169193872,38,出口②,結果①
K18,60,不排除,5,268,0.022687160773509994,-0.0036949845579624524,0.04906930610498244,38,出口②,結果①
K18,60,不排除,6,262,-0.0020377785898394165,-0.03228693543005418,0.028211378250375348,37,出口②,結果①
K18,60,不排除,7,266,-0.020023051491266392,-0.049985183236505096,0.009939080253972315,38,出口②,結果①
K18,60,不排除,8,267,-0.037943180294358135,-0.07250763807673426,-0.003378722511982013,38,出口②,結果③
K18,60,不排除,9,266,-0.00850508865219716,-0.02666165334706256,0.009651476042668238,38,出口②,結果①
K18,60,不排除,10,267,-0.014183665012900503,-0.037183905972366975,0.00881657594656597,38,出口②,結果①
K18,60,不排除,11,263,0.010364124350391237,-0.011846758120595676,0.03257500682137815,38,出口②,結果①
K18,60,不排除,12,266,0.006342302438656329,-0.01409342582058576,0.02677803069789842,38,出口②,結果①
K18,60,不排除,13,265,-0.0005895410138520601,-0.03277275618611079,0.03159367415840667,38,出口②,結果①
K18,60,不排除,14,267,0.009109342343062082,-0.01801704875872332,0.036235733444847484,38,出口②,結果①
K18,60,不排除,15,263,-0.015352687703762417,-0.040123958062004396,0.009418582654479563,37,出口②,結果①
K18,60,不排除,16,267,0.0074881668826114545,-0.01832474322896791,0.03330107699419082,38,出口②,結果①
K18,60,不排除,17,264,0.0027077423396975626,-0.03400568320085925,0.03942116788025437,38,出口②,結果①
K18,60,不排除,18,264,-0.021456133188684598,-0.05624870462210182,0.013336438244732622,38,出口②,結果①
K18,60,不排除,19,267,-0.010049580480789484,-0.042169091210643134,0.022069930249064163,38,出口②,結果①
K18,60,不排除,20,265,-0.04264632107624232,-0.07936671793656364,-0.005925924215921009,38,出口②,結果③
K18,60,不排除,21,264,-0.03346067519518225,-0.061625164693850897,-0.005296185696513599,38,出口②,結果③
K18,60,不排除,22,265,-0.02135805379375539,-0.05642048339074827,0.013704375803237488,38,出口②,結果①
K18,60,不排除,23,263,-0.01618451146304475,-0.054807642550192104,0.0224386196241026,38,出口②,結果①
K18,60,不排除,24,267,-0.0027447323576715345,-0.03495206972216784,0.02946260500682477,38,出口②,結果①
K18,60,不排除,25,263,-0.009368948336093573,-0.03255055431530565,0.013812657643118507,38,出口②,結果①
K18,60,不排除,26,264,-0.011802162882460289,-0.03136472931256721,0.007760403547646634,38,出口②,結果①
K18,60,不排除,27,266,-0.011506655057767693,-0.040641327864667655,0.017628017749132273,38,出口②,結果①
