窗鍵,窗,起,迄,交易日數,滿一年,臂,格,名稱,版本,種子數,期末金額_中位,窗內報酬_中位,最大回落_中位,0050扣ETF來回0.385%期末,此格受資料尾影響起,期末金額_p10,期末金額_p25,期末金額_p75,期末金額_p90,贏0050種子比例,交易筆數_中位
Y2020,2020 曆年,2020-01-02,2020-12-31,245,True,④,#8,#8 P14｜w=0.50（＝各半混 0050）,主版（資料尾補訊號、照收盤計值）,200,1172578.2444987122,0.17257824449871217,-0.32131599959128265,,2026-04-02,1126916.4690259704,1148416.916836197,1199143.1016942943,1230707.8780991565,0.0,16.0
Y2020,2020 曆年,2020-01-02,2020-12-31,245,True,④,#9,#9 P1｜AND｜N10｜d=inf｜relvol,主版（資料尾補訊號、照收盤計值）,200,1585992.7101526873,0.5859927101526872,-0.3525859780024453,,2026-07-03,1585992.7101526873,1585992.7101526873,1585992.7101526873,1585992.7101526873,1.0,43.0
Y2020,2020 曆年,2020-01-02,2020-12-31,245,True,④,#10,#10 P3乙｜N≤8｜N8｜d=2.0｜relvol,主版（資料尾補訊號、照收盤計值）,200,1672157.4819961535,0.6721574819961535,-0.3968482630357433,,2026-07-03,1672157.4819961535,1672157.4819961535,1672157.4819961535,1672157.4819961535,1.0,35.0
Y2020,2020 曆年,2020-01-02,2020-12-31,245,True,④,#11,#11 P1｜AND｜N8｜d=inf｜relvol,主版（資料尾補訊號、照收盤計值）,200,1682030.8349331669,0.682030834933167,-0.39091452531908305,,2026-07-03,1682030.8349331669,1682030.8349331669,1682030.8349331669,1682030.8349331669,1.0,35.0
Y2020,2020 曆年,2020-01-02,2020-12-31,245,True,④,#12,#12 PREREG10｜AND｜regime=False｜N10｜H120,主版（資料尾補訊號、照收盤計值）,200,1227010.5987843238,0.22701059878432372,-0.3525859780024452,,2026-04-09,1166464.7784329292,1190241.6192910965,1258183.4988707083,1279062.0275849416,0.03,23.0
Y2020,2020 曆年,2020-01-02,2020-12-31,245,True,④,#13,#13 P1｜AND｜N20｜d=inf｜relvol,主版（資料尾補訊號、照收盤計值）,200,2037635.5961134355,1.0376355961134354,-0.29397120296293133,,2026-07-03,2037635.5961134355,2037635.5961134355,2037635.5961134355,2037635.5961134355,1.0,83.0
Y2020,2020 曆年,2020-01-02,2020-12-31,245,True,④,#14,#14 P1｜AND｜N20｜d=inf｜null,主版（資料尾補訊號、照收盤計值）,200,1951969.1253825664,0.9519691253825664,-0.29397120296293133,,2026-07-03,1850876.1750859958,1901053.377305681,2012176.363049633,2073446.7069767928,1.0,83.0
Y2020,2020 曆年,2020-01-02,2020-12-31,245,True,④,#15,#15 PREREG10｜AND｜regime=False｜N20｜H60,主版（資料尾補訊號、照收盤計值）,200,1943142.8985552504,0.9431428985552505,-0.29397120296293144,,2026-07-03,1860155.1373367575,1889847.9916809301,2015173.2663747752,2065599.6976700053,1.0,83.0
Y2020,2020 曆年,2020-01-02,2020-12-31,245,True,④,#16,#16 PREREG10｜AND｜regime=True｜N20｜H60（t−1 閘）,主版（資料尾補訊號、照收盤計值）,200,1412751.478261184,0.41275147826118386,-0.28340788172857867,,2026-07-03,1363812.7311434029,1388225.4381705236,1455199.3607019407,1497087.0807308052,1.0,78.0
Y2020,2020 曆年,2020-01-02,2020-12-31,245,True,④,#17,#17 PREREG10｜AND｜regime=True｜N20｜H120（t−1 閘）,主版（資料尾補訊號、照收盤計值）,200,1388037.2150585102,0.3880372150585102,-0.28340788172857867,,2026-04-09,1295842.7359934237,1334830.3210349865,1438200.8392956234,1478758.3917967633,0.88,43.0
Y2020,2020 曆年,2020-01-02,2020-12-31,245,True,④,#18,#18 P9 2-A k2,主版（資料尾補訊號、照收盤計值）,200,1047274.3064616562,0.04727430646165631,-0.3487356964039821,,2026-04-02,969651.3597553087,1004424.1012740853,1097660.082610644,1135780.3963125553,0.0,16.0
Y2020,2020 曆年,2020-01-02,2020-12-31,245,True,④,#19,#19 P9 2-B ⓐ（+15% 加碼）,主版（資料尾補訊號、照收盤計值）,200,1033834.7738830007,0.03383477388300071,-0.36743891415365104,,2026-04-02,948508.3480293645,988059.5414479673,1087352.2328640132,1126971.289086135,0.0,16.0
Y2020,2020 曆年,2020-01-02,2020-12-31,245,True,④,#20,#20 P9 2-B ⓑ（三分位加碼）,主版（資料尾補訊號、照收盤計值）,200,1033834.7738830007,0.03383477388300071,-0.36743891415365104,,2026-04-02,948508.3480293645,988059.5414479673,1087352.2328640132,1126971.289086135,0.0,16.0
Y2020,2020 曆年,2020-01-02,2020-12-31,245,True,④,#21,#21 P9 2-B ⓒ（滿 40 根仍為正加碼）,主版（資料尾補訊號、照收盤計值）,200,1033834.7738830007,0.03383477388300071,-0.36743891415365104,,2026-04-02,948508.3480293645,988059.5414479673,1087352.2328640132,1126971.289086135,0.0,16.0
Y2020,2020 曆年,2020-01-02,2020-12-31,245,True,④,#22,#22 P9 2-C ⓒ（0050 MA60 下新部位 1.5 slot）,主版（資料尾補訊號、照收盤計值）,200,1033834.7738830007,0.03383477388300071,-0.36743891415365104,,2026-04-02,948508.3480293645,988059.5414479673,1087352.2328640132,1126971.289086135,0.0,16.0
Y2020,2020 曆年,2020-01-02,2020-12-31,245,True,④,#23,#23 P9 2-C ⓔ（0050 MA10 下新部位 0.5 slot）,主版（資料尾補訊號、照收盤計值）,200,1033834.7738830007,0.03383477388300071,-0.36743891415365104,,2026-04-02,948508.3480293645,988059.5414479673,1087352.2328640132,1126971.289086135,0.0,16.0
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,①,0050,0050 買進持有（還原含息、不扣成本＝錨點算法）,—,0,1198642.4308973842,0.1986424308973842,-0.10442477876106192,1194027.6575384291,,,,,,,
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,②,#1,#1 PREREG10｜AND｜regime=True｜N10｜H120（t−1 閘）,主版（資料尾補訊號、照收盤計值）,200,1767896.855814854,0.7678968558148539,-0.259168971063205,,2026-04-09,1513857.7384102207,1624320.616258063,1921828.3962037961,1983304.787678484,1.0,30.0
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,③,門檻B,門檻B（W1）＝ P12 策略側 H120 N8,主版（資料尾補訊號、照收盤計值）,200,1263832.9454602243,0.2638329454602243,-0.27509361170386915,,2026-04-02,1074937.4966471598,1153688.9105652147,1360453.7747026628,1512907.9254363268,0.655,16.0
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,④,#2,#2 P3乙｜N≤8｜N8｜d=1.0｜relvol,主版（資料尾補訊號、照收盤計值）,200,1731612.110602264,0.7316121106022642,-0.2773348523339965,,2026-07-03,1731612.110602264,1731612.110602264,1731612.110602264,1731612.110602264,1.0,34.0
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,④,#3,#3 P1｜AND｜N8｜d=1.0｜relvol,主版（資料尾補訊號、照收盤計值）,200,1685079.1174901496,0.6850791174901496,-0.2726798356451797,,2026-07-03,1685079.1174901496,1685079.1174901496,1685079.1174901496,1685079.1174901496,1.0,34.0
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,④,#4,#4 PREREG10｜AND｜regime=True｜N10｜LD（t−1 閘）,主版（資料尾補訊號、照收盤計值）,200,1206081.251895633,0.2060812518956332,-0.24534115865249626,,2026-09-24,1077759.2467718828,1138738.9403187446,1259043.0483945878,1330207.0217664514,0.53,43.0
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,④,#5,#5 P17｜R_eq（判定格）,主版（資料尾補訊號、照收盤計值）,200,1241029.2064042925,0.2410292064042926,-0.18508376055254402,,2026-04-02,1157082.1346061097,1192959.058349782,1285727.1256472517,1354903.5558488152,0.725,16.0
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,④,#6,#6 P1｜AND｜N8｜d=2.0｜relvol,主版（資料尾補訊號、照收盤計值）,200,1648172.434849234,0.6481724348492341,-0.2472111855453749,,2026-07-03,1648172.434849234,1648172.434849234,1648172.434849234,1648172.434849234,1.0,34.0
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,④,#7,#7 PREREG10｜AND｜regime=True｜N10｜H60（t−1 閘）,主版（資料尾補訊號、照收盤計值）,200,1258354.0082140202,0.2583540082140202,-0.28107856280370613,,2026-07-03,1155357.2929952107,1213254.7055528266,1357920.1121390562,1436809.5582203341,0.795,41.0
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,④,#8,#8 P14｜w=0.50（＝各半混 0050）,主版（資料尾補訊號、照收盤計值）,200,1231237.6881788042,0.2312376881788043,-0.18844626314057594,,2026-04-02,1136789.963772272,1176165.6707312993,1279548.1028000235,1355775.1781668556,0.655,16.0
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,④,#9,#9 P1｜AND｜N10｜d=inf｜relvol,主版（資料尾補訊號、照收盤計值）,200,1535026.3659485849,0.5350263659485848,-0.2580600842734285,,2026-07-03,1535026.3659485849,1535026.3659485849,1535026.3659485849,1535026.3659485849,1.0,42.0
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,④,#10,#10 P3乙｜N≤8｜N8｜d=2.0｜relvol,主版（資料尾補訊號、照收盤計值）,200,1615763.4106185425,0.6157634106185426,-0.2554443602149238,,2026-07-03,1615763.4106185425,1615763.4106185425,1615763.4106185425,1615763.4106185425,1.0,34.0
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,④,#11,#11 P1｜AND｜N8｜d=inf｜relvol,主版（資料尾補訊號、照收盤計值）,200,1283403.8464866094,0.2834038464866093,-0.2731408000981307,,2026-07-03,1283403.8464866094,1283403.8464866094,1283403.8464866094,1283403.8464866094,1.0,34.0
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,④,#12,#12 PREREG10｜AND｜regime=False｜N10｜H120,主版（資料尾補訊號、照收盤計值）,200,1767896.855814854,0.7678968558148539,-0.259168971063205,,2026-04-09,1513857.7384102207,1624320.616258063,1921828.3962037961,1983304.787678484,1.0,30.0
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,④,#13,#13 P1｜AND｜N20｜d=inf｜relvol,主版（資料尾補訊號、照收盤計值）,200,1547476.1511847973,0.5474761511847972,-0.2493596940118062,,2026-07-03,1547476.1511847973,1547476.1511847973,1547476.1511847973,1547476.1511847973,1.0,82.0
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,④,#14,#14 P1｜AND｜N20｜d=inf｜null,主版（資料尾補訊號、照收盤計值）,200,1422239.4317203828,0.4222394317203827,-0.2540144645790506,,2026-07-03,1374972.3369085,1398365.4228208624,1477980.0154796892,1516106.6360748913,1.0,82.0
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,④,#15,#15 PREREG10｜AND｜regime=False｜N20｜H60,主版（資料尾補訊號、照收盤計值）,200,1419424.8270917418,0.4194248270917418,-0.25429933117855325,,2026-07-03,1367142.6750513725,1389277.5315808943,1468922.9696862272,1499613.1496415306,1.0,82.0
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,④,#16,#16 PREREG10｜AND｜regime=True｜N20｜H60（t−1 閘）,主版（資料尾補訊號、照收盤計值）,200,1392149.0960923624,0.3921490960923625,-0.25429933117855325,,2026-07-03,1340324.546784285,1356667.516547637,1431908.31391594,1469472.995419665,1.0,81.0
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,④,#17,#17 PREREG10｜AND｜regime=True｜N20｜H120（t−1 閘）,主版（資料尾補訊號、照收盤計值）,200,1469059.2768418877,0.46905927684188786,-0.2724241739145388,,2026-04-09,1376159.2161812328,1402739.4064617744,1541328.17462389,1561442.8481642625,1.0,52.0
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,④,#18,#18 P9 2-A k2,主版（資料尾補訊號、照收盤計值）,200,1322588.2036031734,0.3225882036031733,-0.27025423750527355,,2026-04-02,1100279.7815546386,1221807.5675339901,1450705.9492117048,1581174.9262531053,0.77,16.0
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,④,#19,#19 P9 2-B ⓐ（+15% 加碼）,主版（資料尾補訊號、照收盤計值）,200,1269267.3470212272,0.26926734702122723,-0.2713010888071284,,2026-04-02,1033938.9858598697,1152810.926828572,1377287.893774976,1517809.7558191542,0.625,16.0
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,④,#20,#20 P9 2-B ⓑ（三分位加碼）,主版（資料尾補訊號、照收盤計值）,200,1269267.3470212272,0.26926734702122723,-0.2713010888071284,,2026-04-02,1033938.9858598697,1152810.926828572,1377287.893774976,1517809.7558191542,0.625,16.0
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,④,#21,#21 P9 2-B ⓒ（滿 40 根仍為正加碼）,主版（資料尾補訊號、照收盤計值）,200,1269267.3470212272,0.26926734702122723,-0.2713010888071284,,2026-04-02,1033938.9858598697,1152810.926828572,1377287.893774976,1517809.7558191542,0.625,16.0
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,④,#22,#22 P9 2-C ⓒ（0050 MA60 下新部位 1.5 slot）,主版（資料尾補訊號、照收盤計值）,200,1269267.3470212272,0.26926734702122723,-0.2713010888071284,,2026-04-02,1033938.9858598697,1152810.926828572,1377287.893774976,1517809.7558191542,0.625,16.0
Y2021,2021 曆年,2021-01-04,2021-12-30,244,True,④,#23,#23 P9 2-C ⓔ（0050 MA10 下新部位 0.5 slot）,主版（資料尾補訊號、照收盤計值）,200,1269267.3470212272,0.26926734702122723,-0.2713010888071284,,2026-04-02,1033938.9858598697,1152810.926828572,1377287.893774976,1517809.7558191542,0.625,16.0
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,①,0050,0050 買進持有（還原含息、不扣成本＝錨點算法）,—,0,781419.7611500875,-0.2185802388499125,-0.3395700527611012,778411.2950696596,,,,,,,
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,②,#1,#1 PREREG10｜AND｜regime=True｜N10｜H120（t−1 閘）,主版（資料尾補訊號、照收盤計值）,200,876496.488655574,-0.12350351134442594,-0.1643768074049935,,2026-04-09,876496.488655574,876496.488655574,876496.488655574,876496.488655574,1.0,10.0
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,③,門檻B,門檻B（W1）＝ P12 策略側 H120 N8,主版（資料尾補訊號、照收盤計值）,200,693762.6600800408,-0.3062373399199591,-0.38688271643339167,,2026-04-02,587419.435698761,630596.204219423,756438.1876130535,838193.8932802618,0.2,16.0
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,④,#2,#2 P3乙｜N≤8｜N8｜d=1.0｜relvol,主版（資料尾補訊號、照收盤計值）,200,757049.0909778371,-0.24295090902216288,-0.28115848495293844,,2026-07-03,757049.0909778371,757049.0909778371,757049.0909778371,757049.0909778371,0.0,32.0
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,④,#3,#3 P1｜AND｜N8｜d=1.0｜relvol,主版（資料尾補訊號、照收盤計值）,200,789357.4197991189,-0.2106425802008811,-0.23855709799216582,,2026-07-03,789357.4197991189,789357.4197991189,789357.4197991189,789357.4197991189,1.0,32.0
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,④,#4,#4 PREREG10｜AND｜regime=True｜N10｜LD（t−1 閘）,主版（資料尾補訊號、照收盤計值）,200,844216.5892250829,-0.15578341077491709,-0.1754286965159233,,2026-09-24,844216.5892250829,844216.5892250829,844216.5892250829,844216.5892250829,1.0,12.0
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,④,#5,#5 P17｜R_eq（判定格）,主版（資料尾補訊號、照收盤計值）,200,735468.6441800682,-0.2645313558199318,-0.3555220427191038,,2026-04-02,680794.6472938041,703343.6586088752,768045.6756598396,807304.6045230068,0.195,16.0
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,④,#6,#6 P1｜AND｜N8｜d=2.0｜relvol,主版（資料尾補訊號、照收盤計值）,200,841057.084322076,-0.15894291567792396,-0.24961209453103528,,2026-07-03,841057.084322076,841057.084322076,841057.084322076,841057.084322076,1.0,32.0
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,④,#7,#7 PREREG10｜AND｜regime=True｜N10｜H60（t−1 閘）,主版（資料尾補訊號、照收盤計值）,200,992301.7645840866,-0.0076982354159134125,-0.09854098944316395,,2026-07-03,992301.7645840865,992301.7645840865,992301.7645840866,992301.7645840866,1.0,10.0
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,④,#8,#8 P14｜w=0.50（＝各半混 0050）,主版（資料尾補訊號、照收盤計值）,200,737591.2106150641,-0.26240878938493584,-0.35443898816916436,,2026-04-02,684419.5984244242,706007.9826847552,768928.9743815705,809806.8272151747,0.2,16.0
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,④,#9,#9 P1｜AND｜N10｜d=inf｜relvol,主版（資料尾補訊號、照收盤計值）,200,805449.0777552902,-0.19455092224470982,-0.244876499247234,,2026-07-03,805449.0777552902,805449.0777552902,805449.0777552902,805449.0777552902,1.0,40.0
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,④,#10,#10 P3乙｜N≤8｜N8｜d=2.0｜relvol,主版（資料尾補訊號、照收盤計值）,200,824750.2921879541,-0.17524970781204596,-0.25491095332418673,,2026-07-03,824750.2921879541,824750.2921879541,824750.2921879541,824750.2921879541,1.0,32.0
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,④,#11,#11 P1｜AND｜N8｜d=inf｜relvol,主版（資料尾補訊號、照收盤計值）,200,841057.084322076,-0.15894291567792396,-0.24961209453103528,,2026-07-03,841057.084322076,841057.084322076,841057.084322076,841057.084322076,1.0,32.0
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,④,#12,#12 PREREG10｜AND｜regime=False｜N10｜H120,主版（資料尾補訊號、照收盤計值）,200,875118.9889564969,-0.12488101104350302,-0.2647282552061029,,2026-04-09,875118.9889564969,875118.9889564969,875118.9889564969,875118.9889564969,1.0,20.0
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,④,#13,#13 P1｜AND｜N20｜d=inf｜relvol,主版（資料尾補訊號、照收盤計值）,200,832267.8048486388,-0.16773219515136117,-0.24918836205066033,,2026-07-03,832267.8048486388,832267.8048486388,832267.8048486388,832267.8048486388,1.0,80.0
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,④,#14,#14 P1｜AND｜N20｜d=inf｜null,主版（資料尾補訊號、照收盤計值）,200,836345.9562903234,-0.16365404370967657,-0.24918836205066033,,2026-07-03,821942.999662462,826990.2263371957,845091.3626547583,850108.7410384621,1.0,80.0
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,④,#15,#15 PREREG10｜AND｜regime=False｜N20｜H60,主版（資料尾補訊號、照收盤計值）,200,836285.7472356053,-0.16371425276439477,-0.24918836205066033,,2026-07-03,820021.6943475277,827193.4360356277,844986.8123352554,850540.2022066385,1.0,80.0
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,④,#16,#16 PREREG10｜AND｜regime=True｜N20｜H60（t−1 閘）,主版（資料尾補訊號、照收盤計值）,200,934080.1274866448,-0.06591987251335518,-0.08560368989024893,,2026-07-03,934080.1274866448,934080.1274866448,934080.1274866448,934080.1274866448,1.0,20.0
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,④,#17,#17 PREREG10｜AND｜regime=True｜N20｜H120（t−1 閘）,主版（資料尾補訊號、照收盤計值）,200,855703.1183320647,-0.14429688166793536,-0.1844155829921586,,2026-04-09,855703.1183320646,855703.1183320646,855703.1183320647,855703.1183320647,1.0,20.0
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,④,#18,#18 P9 2-A k2,主版（資料尾補訊號、照收盤計值）,200,673033.5351205647,-0.32696646487943526,-0.3883535010385303,,2026-04-02,597967.5759759764,639025.6855946676,732537.670192004,784999.6712178235,0.115,16.0
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,④,#19,#19 P9 2-B ⓐ（+15% 加碼）,主版（資料尾補訊號、照收盤計值）,200,678734.0496338068,-0.3212659503661932,-0.38787354788541695,,2026-04-02,597163.5260628916,640153.8565517467,735862.0764306693,784519.8031677791,0.11,16.0
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,④,#20,#20 P9 2-B ⓑ（三分位加碼）,主版（資料尾補訊號、照收盤計值）,200,678734.0496338068,-0.3212659503661932,-0.38787354788541695,,2026-04-02,597163.5260628916,640153.8565517467,735862.0764306693,784519.8031677791,0.11,16.0
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,④,#21,#21 P9 2-B ⓒ（滿 40 根仍為正加碼）,主版（資料尾補訊號、照收盤計值）,200,678734.0496338068,-0.3212659503661932,-0.38787354788541695,,2026-04-02,597163.5260628916,640153.8565517467,735862.0764306693,784519.8031677791,0.11,16.0
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,④,#22,#22 P9 2-C ⓒ（0050 MA60 下新部位 1.5 slot）,主版（資料尾補訊號、照收盤計值）,200,679432.0149984953,-0.32056798500150474,-0.3860384268935012,,2026-04-02,592568.9656895536,641874.5186593197,735803.2608339012,787372.2910072646,0.11,14.0
Y2022,2022 曆年,2022-01-03,2022-12-30,246,True,④,#23,#23 P9 2-C ⓔ（0050 MA10 下新部位 0.5 slot）,主版（資料尾補訊號、照收盤計值）,200,678734.0496338068,-0.3212659503661932,-0.38787354788541695,,2026-04-02,597163.5260628916,640153.8565517467,735862.0764306693,784519.8031677791,0.11,16.0
Y2023,2023 曆年,2023-01-03,2023-12-29,239,True,①,0050,0050 買進持有（還原含息、不扣成本＝錨點算法）,—,0,1268819.4574256837,0.2688194574256837,-0.07055352914012772,1263934.502514595,,,,,,,
Y2023,2023 曆年,2023-01-03,2023-12-29,239,True,②,#1,#1 PREREG10｜AND｜regime=True｜N10｜H120（t−1 閘）,主版（資料尾補訊號、照收盤計值）,200,1830491.7276726975,0.8304917276726975,-0.11431266472233396,,2026-04-09,1808827.9273810233,1829254.444575862,1837466.0806623,1837466.0806623003,1.0,20.0
Y2023,2023 曆年,2023-01-03,2023-12-29,239,True,③,門檻B,門檻B（W1）＝ P12 策略側 H120 N8,主版（資料尾補訊號、照收盤計值）,200,1447231.7194154845,0.44723171941548434,-0.21374061800635957,,2026-04-02,1199071.7207086997,1301955.673901579,1605472.9325997343,1790179.0178134749,0.775,16.0
Y2023,2023 曆年,2023-01-03,2023-12-29,239,True,④,#2,#2 P3乙｜N≤8｜N8｜d=1.0｜relvol,主版（資料尾補訊號、照收盤計值）,200,1439918.42427661,0.4399184242766099,-0.1938508447838773,,2026-07-03,1439918.42427661,1439918.42427661,1439918.42427661,1439918.42427661,1.0,32.0
Y2023,2023 曆年,2023-01-03,2023-12-29,239,True,④,#3,#3 P1｜AND｜N8｜d=1.0｜relvol,主版（資料尾補訊號、照收盤計值）,200,1357759.6085225665,0.3577596085225665,-0.17644594583654996,,2026-07-03,1357759.6085225665,1357759.6085225665,1357759.6085225665,1357759.6085225665,1.0,32.0
Y2023,2023 曆年,2023-01-03,2023-12-29,239,True,④,#4,#4 PREREG10｜AND｜regime=True｜N10｜LD（t−1 閘）,主版（資料尾補訊號、照收盤計值）,200,1729344.3337936592,0.7293443337936591,-0.09124276025569503,,2026-09-24,1695628.8137183993,1722273.0857341706,1788805.4250612007,1859423.6880295894,1.0,29.0
Y2023,2023 曆年,2023-01-03,2023-12-29,239,True,④,#5,#5 P17｜R_eq（判定格）,主版（資料尾補訊號、照收盤計值）,200,1377347.1907224897,0.3773471907224897,-0.11944955181497469,,2026-04-02,1248816.238290027,1298975.3271945056,1457274.4509063815,1541958.4456530616,0.84,16.0
Y2023,2023 曆年,2023-01-03,2023-12-29,239,True,④,#6,#6 P1｜AND｜N8｜d=2.0｜relvol,主版（資料尾補訊號、照收盤計值）,200,1356425.4072398655,0.3564254072398656,-0.17633488086556245,,2026-07-03,1356425.4072398655,1356425.4072398655,1356425.4072398655,1356425.4072398655,1.0,32.0
Y2023,2023 曆年,2023-01-03,2023-12-29,239,True,④,#7,#7 PREREG10｜AND｜regime=True｜N10｜H60（t−1 閘）,主版（資料尾補訊號、照收盤計值）,200,1442712.530431344,0.44271253043134395,-0.17993445875933067,,2026-07-03,1418512.926960288,1422700.179794312,1454881.9860242994,1476837.6137211947,1.0,38.0
Y2023,2023 曆年,2023-01-03,2023-12-29,239,True,④,#8,#8 P14｜w=0.50（＝各半混 0050）,主版（資料尾補訊號、照收盤計值）,200,1358025.5884205839,0.35802558842058396,-0.1427474314313214,,2026-04-02,1233945.5890671918,1285387.5656636315,1437146.1950127091,1529499.2376195793,0.775,16.0
Y2023,2023 曆年,2023-01-03,2023-12-29,239,True,④,#9,#9 P1｜AND｜N10｜d=inf｜relvol,主版（資料尾補訊號、照收盤計值）,200,1501449.0135071455,0.5014490135071454,-0.18452262275383338,,2026-07-03,1501449.0135071455,1501449.0135071455,1501449.0135071455,1501449.0135071455,1.0,39.0
Y2023,2023 曆年,2023-01-03,2023-12-29,239,True,④,#10,#10 P3乙｜N≤8｜N8｜d=2.0｜relvol,主版（資料尾補訊號、照收盤計值）,200,1434459.5119663766,0.43445951196637655,-0.19374910584594948,,2026-07-03,1434459.5119663766,1434459.5119663766,1434459.5119663766,1434459.5119663766,1.0,32.0
Y2023,2023 曆年,2023-01-03,2023-12-29,239,True,④,#11,#11 P1｜AND｜N8｜d=inf｜relvol,主版（資料尾補訊號、照收盤計值）,200,1387450.4497274964,0.3874504497274964,-0.16690208291881328,,2026-07-03,1387450.4497274964,1387450.4497274964,1387450.4497274964,1387450.4497274964,1.0,32.0
Y2023,2023 曆年,2023-01-03,2023-12-29,239,True,④,#12,#12 PREREG10｜AND｜regime=False｜N10｜H120,主版（資料尾補訊號、照收盤計值）,200,1865692.2443345943,0.8656922443345945,-0.10911522072321857,,2026-04-09,1753579.6234892283,1832138.6700078838,1912940.8832401924,1986363.1955983741,1.0,20.0
Y2023,2023 曆年,2023-01-03,2023-12-29,239,True,④,#13,#13 P1｜AND｜N20｜d=inf｜relvol,主版（資料尾補訊號、照收盤計值）,200,1447856.6204198461,0.4478566204198462,-0.13200656503761352,,2026-07-03,1447856.6204198461,1447856.6204198461,1447856.6204198461,1447856.6204198461,1.0,67.0
Y2023,2023 曆年,2023-01-03,2023-12-29,239,True,④,#14,#14 P1｜AND｜N20｜d=inf｜null,主版（資料尾補訊號、照收盤計值）,200,1476008.6852131994,0.4760086852131995,-0.11930823154241901,,2026-07-03,1437413.169539587,1449787.0875537184,1503365.5613977388,1518126.0874284965,1.0,67.0
Y2023,2023 曆年,2023-01-03,2023-12-29,239,True,④,#15,#15 PREREG10｜AND｜regime=False｜N20｜H60,主版（資料尾補訊號、照收盤計值）,200,1480055.7832807242,0.4800557832807242,-0.11759888086366771,,2026-07-03,1437184.9176802905,1449228.2379580704,1502162.27476406,1518527.9219750555,1.0,67.0
Y2023,2023 曆年,2023-01-03,2023-12-29,239,True,④,#16,#16 PREREG10｜AND｜regime=True｜N20｜H60（t−1 閘）,主版（資料尾補訊號、照收盤計值）,200,1535038.1467487728,0.5350381467487729,-0.11055466608168248,,2026-07-03,1522662.4239586724,1524840.9196089732,1542747.720666884,1548575.2838160591,1.0,66.0
Y2023,2023 曆年,2023-01-03,2023-12-29,239,True,④,#17,#17 PREREG10｜AND｜regime=True｜N20｜H120（t−1 閘）,主版（資料尾補訊號、照收盤計值）,200,1573777.001234412,0.5737770012344119,-0.09546699329161941,,2026-04-09,1532550.561392374,1532550.5613923743,1573777.0012344124,1573777.0012344124,1.0,40.0
Y2023,2023 曆年,2023-01-03,2023-12-29,239,True,④,#18,#18 P9 2-A k2,主版（資料尾補訊號、照收盤計值）,200,1438566.670183736,0.43856667018373596,-0.17042746604380954,,2026-04-02,1179100.1870544204,1300429.7803333139,1576254.8245508324,1690289.160844269,0.8,16.0
