date,type,value
2024-06-30,OrdinaryShare,253000000.0
2024-12-31,OrdinaryShare,253000000.0
2025-06-30,OrdinaryShare,253000000.0
2025-12-31,OrdinaryShare,253000000.0
2026-06-30,OrdinaryShare,253000000.0
