date,type,value
2024-03-31,OrdinaryShare,789352000.0
2024-06-30,OrdinaryShare,797155000.0
2024-09-30,OrdinaryShare,798880000.0
2024-12-31,OrdinaryShare,806485000.0
2025-03-31,OrdinaryShare,808557000.0
2025-06-30,OrdinaryShare,809434000.0
2025-09-30,OrdinaryShare,810149000.0
2025-12-31,OrdinaryShare,812836000.0
2026-03-31,OrdinaryShare,815340000.0
2026-06-30,OrdinaryShare,862047000.0
