date,per,pbr,dividend_yield
2025-06-17,0.0,1.51,1.97
2025-06-18,0.0,1.52,1.96
2025-06-19,0.0,1.49,2.0
2025-06-20,0.0,1.47,2.03
2025-06-23,0.0,1.46,2.05
2025-06-24,0.0,1.51,1.98
2025-06-25,0.0,1.5,0.0
2025-06-26,0.0,1.51,0.0
2025-06-27,0.0,1.5,0.0
2025-06-30,0.0,1.48,0.0
2025-07-01,0.0,1.49,0.0
2025-07-02,0.0,1.49,0.0
2025-07-03,0.0,1.5,0.0
2025-07-04,0.0,1.47,0.0
2025-07-07,0.0,1.45,0.0
2025-07-08,0.0,1.44,0.0
2025-07-09,0.0,1.45,0.0
2025-07-10,0.0,1.44,0.0
2025-07-11,0.0,1.47,0.0
2025-07-14,0.0,1.44,0.0
2025-07-15,0.0,1.45,0.0
2025-07-16,0.0,1.46,0.0
2025-07-17,0.0,1.5,0.0
2025-07-18,0.0,1.5,0.0
2025-07-21,0.0,1.51,0.0
2025-07-22,0.0,1.47,0.0
2025-07-23,0.0,1.48,0.0
2025-07-24,0.0,1.53,0.0
2025-07-25,0.0,1.5,0.0
2025-07-28,0.0,1.52,0.0
2025-07-29,0.0,1.51,0.0
2025-07-30,0.0,1.54,0.0
2025-07-31,0.0,1.54,0.0
2025-08-01,0.0,1.58,0.0
2025-08-04,0.0,1.64,0.0
2025-08-05,0.0,1.73,0.0
2025-08-06,0.0,1.7,0.0
2025-08-07,0.0,1.68,0.0
2025-08-08,0.0,1.74,0.0
2025-08-11,0.0,1.79,0.0
2025-08-12,0.0,1.89,0.0
2025-08-13,0.0,1.97,0.0
2025-08-14,0.0,2.03,0.0
2025-08-15,0.0,2.11,0.0
2025-08-18,0.0,2.19,0.0
2025-08-19,0.0,2.17,0.0
2025-08-20,0.0,2.13,0.0
2025-08-21,0.0,2.17,0.0
2025-08-22,0.0,2.17,0.0
2025-08-25,0.0,2.32,0.0
2025-08-26,0.0,2.41,0.0
2025-08-27,0.0,2.45,0.0
2025-08-28,0.0,2.48,0.0
2025-08-29,0.0,2.46,0.0
2025-09-01,0.0,2.35,0.0
2025-09-02,0.0,2.33,0.0
2025-09-03,0.0,2.4,0.0
2025-09-04,0.0,2.33,0.0
2025-09-05,0.0,2.39,0.0
2025-09-08,0.0,2.43,0.0
2025-09-09,0.0,2.39,0.0
2025-09-10,0.0,2.37,0.0
2025-09-11,0.0,2.42,0.0
2025-09-12,0.0,2.41,0.0
2025-09-15,0.0,2.41,0.0
2025-09-16,0.0,2.48,0.0
2025-09-17,0.0,2.43,0.0
2025-09-18,0.0,2.48,0.0
2025-09-19,0.0,2.52,0.0
2025-09-22,0.0,2.67,0.0
2025-09-23,0.0,2.4,0.0
2025-09-24,0.0,2.22,0.0
2025-09-25,0.0,2.32,0.0
2025-09-26,0.0,2.26,0.0
2025-09-30,0.0,2.38,0.0
2025-10-01,0.0,2.48,0.0
2025-10-02,0.0,2.47,0.0
2025-10-03,0.0,2.51,0.0
2025-10-07,0.0,2.71,0.0
2025-10-08,0.0,2.8,0.0
2025-10-09,0.0,2.72,0.0
2025-10-13,0.0,2.79,0.0
2025-10-14,0.0,2.72,0.0
2025-10-15,0.0,2.71,0.0
2025-10-16,0.0,2.62,0.0
2025-10-17,0.0,2.5,0.0
2025-10-20,0.0,2.54,0.0
2025-10-21,0.0,2.77,0.0
2025-10-22,0.0,2.76,0.0
2025-10-23,0.0,2.76,0.0
2025-10-27,0.0,2.73,0.0
2025-10-28,0.0,2.71,0.0
2025-10-29,0.0,2.75,0.0
2025-10-30,0.0,2.71,0.0
2025-10-31,0.0,2.9,0.0
2025-11-03,0.0,2.95,0.0
2025-11-04,0.0,2.85,0.0
2025-11-05,0.0,2.81,0.0
2025-11-06,0.0,3.02,0.0
2025-11-07,0.0,2.96,0.0
2025-11-10,0.0,2.86,0.0
2025-11-11,0.0,2.96,0.0
2025-11-12,0.0,3.05,0.0
2025-11-13,180.37,2.92,0.0
2025-11-14,198.15,3.21,0.0
2025-11-17,198.89,3.22,0.0
2025-11-18,209.63,3.4,0.0
2025-11-19,209.26,3.39,0.0
2025-11-20,215.56,3.49,0.0
2025-11-21,205.19,3.33,0.0
2025-11-24,219.26,3.55,0.0
2025-11-25,218.15,3.54,0.0
2025-11-26,211.11,3.42,0.0
2025-11-27,220.0,3.57,0.0
2025-11-28,210.37,3.41,0.0
2025-12-01,210.0,3.4,0.0
2025-12-02,210.37,3.41,0.0
2025-12-03,210.0,3.4,0.0
2025-12-04,211.11,3.42,0.0
2025-12-05,208.52,3.38,0.0
2025-12-08,210.74,3.42,0.0
2025-12-09,210.74,3.42,0.0
2025-12-10,214.81,3.48,0.0
2025-12-11,220.0,3.57,0.0
2025-12-12,241.85,3.92,0.0
2025-12-15,230.37,3.73,0.0
2025-12-16,218.52,3.54,0.0
2025-12-17,228.52,3.7,0.0
2025-12-18,220.74,3.58,0.0
2025-12-19,232.59,3.77,0.0
2025-12-22,232.59,3.77,0.0
2025-12-23,240.74,3.9,0.0
2025-12-24,245.19,3.97,0.0
2025-12-26,251.11,4.07,0.0
2025-12-29,249.26,4.04,0.0
2025-12-30,251.48,4.08,0.0
2025-12-31,247.41,4.01,0.0
2026-01-02,245.93,3.99,0.0
2026-01-05,241.85,3.92,0.0
2026-01-06,237.04,3.84,0.0
2026-01-07,228.52,3.7,0.0
2026-01-08,222.22,3.6,0.0
2026-01-09,218.52,3.54,0.0
2026-01-12,220.37,3.57,0.0
2026-01-13,215.93,3.5,0.0
2026-01-14,212.96,3.45,0.0
2026-01-15,220.37,3.57,0.0
2026-01-16,223.7,3.63,0.0
2026-01-19,223.33,3.62,0.0
2026-01-20,223.7,3.63,0.0
2026-01-21,224.81,3.64,0.0
2026-01-22,235.93,3.82,0.0
2026-01-23,247.41,4.01,0.0
2026-01-26,271.85,4.41,0.0
2026-01-27,291.85,4.73,0.0
2026-01-28,269.63,4.37,0.0
2026-01-29,254.07,4.12,0.0
2026-01-30,242.59,3.93,0.0
2026-02-02,222.22,3.6,0.0
2026-02-03,223.33,3.62,0.0
2026-02-04,222.22,3.6,0.0
2026-02-05,215.93,3.5,0.0
2026-02-06,222.96,3.61,0.0
2026-02-09,219.63,3.56,0.0
2026-02-10,217.04,3.52,0.0
2026-02-11,215.93,3.5,0.0
2026-02-23,225.93,3.66,0.0
2026-02-24,229.26,3.72,0.0
2026-02-25,241.48,3.91,0.0
2026-02-26,234.81,3.81,0.0
2026-03-02,227.78,3.69,0.0
2026-03-03,217.41,3.52,0.0
2026-03-04,196.67,3.19,0.0
2026-03-05,205.93,3.34,0.0
2026-03-06,209.63,3.4,0.0
2026-03-09,192.59,3.12,0.0
2026-03-10,192.22,3.12,0.0
2026-03-11,197.78,3.21,0.0
2026-03-12,192.96,3.13,0.0
2026-03-13,55.98,2.86,0.97
2026-03-16,56.96,2.91,0.95
2026-03-17,57.07,2.92,0.95
2026-03-18,62.72,3.21,0.87
2026-03-19,65.43,3.35,0.83
2026-03-20,64.57,3.3,0.84
2026-03-23,59.02,3.02,0.92
2026-03-24,58.48,2.99,0.93
2026-03-25,58.15,2.98,0.93
2026-03-26,56.3,2.88,0.97
2026-03-27,55.43,2.84,0.98
2026-03-30,54.13,2.77,1.0
2026-03-31,53.26,2.73,1.02
2026-04-01,54.67,2.8,0.99
2026-04-02,54.57,2.79,1.0
2026-04-07,53.86,2.76,1.01
2026-04-08,59.24,3.03,0.92
2026-04-09,60.11,3.08,0.9
2026-04-10,59.78,3.06,0.91
2026-04-13,65.76,3.36,0.83
2026-04-14,68.26,3.49,0.8
2026-04-15,66.63,3.41,0.82
2026-04-16,66.09,3.38,0.82
2026-04-17,67.5,3.45,0.81
2026-04-20,71.63,3.67,0.76
2026-04-21,74.13,3.79,0.73
2026-04-22,70.65,3.62,0.77
2026-04-23,66.09,3.38,0.82
2026-04-24,66.2,3.39,0.82
