date,type,value
2024-03-31,OrdinaryShare,43844117000.0
2024-06-30,OrdinaryShare,43925502000.0
2024-09-30,OrdinaryShare,44066781000.0
2024-12-31,OrdinaryShare,44120643000.0
2025-03-31,OrdinaryShare,44149305000.0
2025-06-30,OrdinaryShare,44189956000.0
2025-09-30,OrdinaryShare,44221752000.0
2025-12-31,OrdinaryShare,44361420000.0
2026-03-31,OrdinaryShare,44470298000.0
2026-06-30,OrdinaryShare,44608331000.0
