date,foreign,trust,dealer,total
2026-01-02,39000,0,0,39000
2026-01-05,-11000,0,0,-11000
2026-01-06,1000,0,0,1000
2026-01-07,0,0,0,0
2026-01-08,0,0,0,0
2026-01-09,0,0,0,0
2026-01-12,-8000,0,0,-8000
2026-01-13,-9000,0,0,-9000
2026-01-14,8000,0,5929,13929
2026-01-15,-131000,0,-5929,-136929
2026-01-16,45000,0,0,45000
2026-01-19,-7000,0,0,-7000
2026-01-20,43000,0,0,43000
2026-01-21,-28000,0,0,-28000
2026-01-22,9000,0,0,9000
2026-01-23,30000,0,0,30000
2026-01-26,-31000,0,0,-31000
2026-01-27,-13000,0,0,-13000
2026-01-28,30000,0,0,30000
2026-01-29,19000,0,0,19000
2026-01-30,-40000,0,0,-40000
2026-02-02,53999,0,0,53999
2026-02-03,52000,0,1142,53142
2026-02-04,96000,0,-557,95443
2026-02-05,-229000,0,-580,-229580
2026-02-06,4000,0,-5,3995
2026-02-09,-89000,0,0,-89000
2026-02-10,-40000,0,0,-40000
2026-02-11,-1000,0,0,-1000
2026-02-23,-38000,0,37039,-961
2026-02-24,-190000,0,-5039,-195039
2026-02-25,-157000,0,-1000,-158000
2026-02-26,246000,0,21702,267702
2026-03-02,100000,0,-15434,84566
2026-03-03,-401000,0,-2413,-403413
2026-03-04,40000,0,14000,54000
2026-03-05,-5000,0,2000,-3000
2026-03-06,19000,0,60000,79000
2026-03-09,28000,0,10000,38000
2026-03-10,68002,0,55000,123002
2026-03-11,31000,0,0,31000
2026-03-12,52000,0,11000,63000
2026-03-13,25000,0,-2000,23000
2026-03-16,-12999,0,103000,90001
2026-03-17,-11000,0,-251000,-262000
2026-03-18,-122000,0,1145,-120855
2026-03-19,-101000,0,-11000,-112000
2026-03-20,-71000,0,1000,-70000
2026-03-23,97000,0,2000,99000
2026-03-24,251000,0,2739,253739
2026-03-25,-452999,0,-6725,-459724
2026-03-26,-13999,0,-1014,-15013
2026-03-27,534000,0,16134,550134
2026-03-30,-411000,0,-16132,-427132
2026-03-31,283000,0,998,283998
2026-04-01,-328000,0,0,-328000
2026-04-02,121000,0,1000,122000
2026-04-07,27000,0,0,27000
2026-04-08,226500,0,0,226500
2026-04-09,17000,0,0,17000
2026-04-10,173000,0,0,173000
2026-04-13,-382000,0,1846,-380154
2026-04-14,356000,0,-1846,354154
2026-04-15,640600,0,3204,643804
2026-04-16,394900,0,15981,410881
2026-04-17,351300,0,-18837,332463
2026-04-20,774000,0,36763,810763
2026-04-21,-1142000,0,-28550,-1170550
2026-04-22,-75001,0,-6000,-81001
2026-04-23,51701,0,4000,55701
2026-04-24,137000,0,29000,166000
2026-04-27,97000,0,-32000,65000
2026-04-28,-31000,0,4439,-26561
2026-04-29,25000,0,4000,29000
2026-04-30,21000,0,7000,28000
2026-05-04,-5000,0,4320,-680
2026-05-05,14000,0,7000,21000
2026-05-06,-52000,0,-52122,-104122
2026-05-07,134000,0,1030,135030
2026-05-08,-642000,0,-5582,-647582
2026-05-11,-295000,0,-1,-295001
2026-05-12,735000,0,61967,796967
2026-05-13,-744000,0,-62000,-806000
2026-05-14,-258000,0,0,-258000
2026-05-15,195000,0,0,195000
2026-05-18,104000,0,0,104000
2026-05-19,-566969,0,0,-566969
2026-05-20,674982,0,11450,686432
2026-05-21,1000800,0,4014,1004814
2026-05-22,484000,0,19172,503172
2026-05-25,-1596930,0,-19792,-1616722
2026-05-26,526043,0,6039,532082
2026-05-27,14100,0,13926,28026
2026-05-28,1320922,0,-9231,1311691
2026-05-29,-1920232,0,-196,-1920428
2026-06-01,-454579,0,-652,-455231
2026-06-02,277162,0,-96,277066
2026-06-03,-879849,0,694,-879155
2026-06-04,-170220,0,-7475,-177695
2026-06-05,244197,0,-25,244172
2026-06-08,310908,0,-17698,293210
2026-06-09,-327643,0,-94,-327737
2026-06-10,197238,0,-406,196832
2026-06-11,1804202,0,5741,1809943
2026-06-12,-2030086,0,2288,-2027798
2026-06-15,508048,0,44,508092
2026-06-16,-606570,0,300,-606270
2026-06-17,581052,0,3155,584207
2026-06-18,-312174,0,-24,-312198
2026-06-22,109640,0,-3527,106113
2026-06-23,-550867,0,-5674,-556541
2026-06-24,-187413,0,-1965,-189378
2026-06-25,328509,0,271,328780
2026-06-26,-185780,0,-590,-186370
2026-06-29,131908,0,163,132071
2026-06-30,-346995,0,90,-346905
2026-07-01,717000,0,568,717568
2026-07-02,-509679,0,-1007,-510686
2026-07-03,36100,0,867,36967
2026-07-06,-599000,0,-902,-599902
2026-07-07,-80733,0,392,-80341
2026-07-08,68524,0,298,68822
2026-07-09,21048,0,743,21791
2026-07-13,28734,0,3648,32382
2026-07-14,175121,0,-378,174743
2026-07-15,-69950,0,344,-69606
2026-07-16,-121410,0,203,-121207
2026-07-17,363000,0,4025,367025
2026-07-20,565500,0,171,565671
2026-07-21,-635,0,-1075,-1710
2026-07-22,-23000,0,294,-22706
2026-07-23,8600,0,6273,14873
2026-07-24,1000,0,-809,191
2026-07-27,25000,0,-994,24006
2026-07-28,113000,0,11912,124912
2026-07-29,439888,0,-19000,420888
2026-07-30,-45810,0,1468,-44342
2026-07-31,125000,0,1,125001
2026-08-03,45746,0,562,46308
2026-08-04,-167800,0,19813,-147987
2026-08-05,213481,0,-402,213079
2026-08-06,-19192,0,-3379,-22571
2026-08-07,-16000,0,-557,-16557
2026-08-10,66000,0,532,66532
2026-08-11,41000,0,-741,40259
2026-08-12,166269,0,1136,167405
2026-08-13,-398000,0,-2006,-400006
2026-08-14,-159191,0,3039,-156152
2026-08-17,25001,0,11505,36506
2026-08-18,-44500,0,-1219,-45719
2026-08-19,178041,0,8106,186147
2026-08-20,-26000,0,464,-25536
2026-08-21,52846,0,39805,92651
2026-08-24,-76137,0,22,-76115
2026-08-25,136000,0,16,136016
2026-08-26,-15890,0,11138,-4752
2026-08-27,120060,0,-8077,111983
2026-08-28,73000,0,-496,72504
2026-08-31,376,0,-910,-534
2026-09-01,163001,0,1384,164385
2026-09-02,50000,0,629,50629
