date,type,value
2024-03-31,OrdinaryShare,34921043000.0
2024-06-30,OrdinaryShare,34921043000.0
2024-09-30,OrdinaryShare,34921043000.0
2024-12-31,OrdinaryShare,34921043000.0
2025-03-31,OrdinaryShare,34921043000.0
2025-06-30,OrdinaryShare,34921043000.0
2025-09-30,OrdinaryShare,34921043000.0
2025-12-31,OrdinaryShare,34921043000.0
2026-03-31,OrdinaryShare,34921043000.0
2026-06-30,OrdinaryShare,34921043000.0
