date,per,pbr,dividend_yield
2025-10-27,14.48,2.22,4.19
2025-10-28,14.26,2.19,4.25
2025-10-29,14.29,2.2,4.24
2025-10-30,14.11,2.17,4.3
2025-10-31,14.12,2.17,4.29
2025-11-03,14.14,2.17,4.29
2025-11-04,13.8,2.12,4.39
2025-11-05,14.01,2.15,4.33
2025-11-06,14.38,2.21,4.22
2025-11-07,14.39,2.21,4.21
2025-11-10,14.19,2.18,4.27
2025-11-11,13.96,2.14,4.34
2025-11-12,13.82,1.94,4.34
2025-11-13,14.84,2.08,4.04
2025-11-14,14.59,2.05,4.11
2025-11-17,14.92,2.09,4.02
2025-11-18,14.96,2.1,4.01
2025-11-19,14.97,2.1,4.0
2025-11-20,15.32,2.15,3.91
2025-11-21,14.97,2.1,4.0
2025-11-24,15.29,2.15,3.92
2025-11-25,15.09,2.12,3.97
2025-11-26,15.16,2.13,3.96
2025-11-27,14.82,2.08,4.04
2025-11-28,14.89,2.09,4.03
2025-12-01,14.82,2.08,4.04
2025-12-02,15.12,2.12,3.96
2025-12-03,14.99,2.1,4.0
2025-12-04,14.86,2.08,4.04
2025-12-05,14.62,2.05,4.1
2025-12-08,14.77,2.07,4.06
2025-12-09,14.82,2.08,4.04
2025-12-10,14.07,1.97,4.26
2025-12-11,13.72,1.93,4.37
2025-12-12,13.77,1.93,4.35
2025-12-15,14.06,1.97,4.27
2025-12-16,13.99,1.96,4.29
2025-12-17,13.91,1.95,4.31
2025-12-18,13.91,1.95,4.31
2025-12-19,13.96,1.96,4.3
2025-12-22,14.12,1.98,4.25
2025-12-23,14.11,1.98,4.25
2025-12-24,14.17,1.99,4.23
2025-12-26,14.34,2.01,4.18
2025-12-29,14.64,2.05,4.1
2025-12-30,14.86,2.08,4.04
2025-12-31,14.97,2.1,4.0
2026-01-02,14.57,2.05,4.11
2026-01-05,14.61,2.05,4.1
2026-01-06,14.56,2.04,4.12
2026-01-07,14.61,2.05,4.1
2026-01-08,14.27,2.0,4.2
2026-01-09,15.19,2.13,3.95
2026-01-12,15.42,2.16,3.89
2026-01-13,15.19,2.13,3.95
2026-01-14,15.29,2.15,3.92
2026-01-15,14.99,2.1,4.0
2026-01-16,15.02,2.11,3.99
2026-01-19,14.99,2.1,4.0
2026-01-20,15.22,2.14,3.94
2026-01-21,15.32,2.15,3.91
2026-01-22,15.42,2.16,3.89
2026-01-23,15.77,2.21,3.8
2026-01-26,15.52,2.18,3.86
2026-01-27,15.51,2.18,3.87
2026-01-28,15.47,2.17,3.88
2026-01-29,15.21,2.13,3.94
2026-01-30,15.12,2.12,3.96
2026-02-02,14.81,2.08,4.05
2026-02-03,15.26,2.14,3.93
2026-02-04,15.54,2.18,3.86
2026-02-05,15.34,2.15,3.91
2026-02-06,15.14,2.12,3.96
2026-02-09,14.47,2.03,4.14
2026-02-10,14.32,2.01,4.19
2026-02-11,14.31,2.01,4.19
2026-02-23,14.52,2.04,4.13
2026-02-24,14.61,2.05,4.1
2026-02-25,14.61,2.05,4.1
2026-02-26,14.72,2.07,4.07
2026-03-02,14.51,2.04,4.13
2026-03-03,14.04,1.97,4.27
2026-03-04,13.49,1.89,4.44
2026-03-05,13.84,1.94,4.33
2026-03-06,13.86,1.94,4.33
2026-03-09,13.19,1.85,4.55
2026-03-10,13.67,1.92,4.38
2026-03-11,14.07,1.97,4.26
2026-03-12,12.8,1.79,4.28
2026-03-13,13.08,1.83,3.96
2026-03-16,13.35,1.86,3.88
2026-03-17,13.58,1.9,3.81
2026-03-18,13.64,1.91,3.79
2026-03-19,13.66,1.91,3.79
2026-03-20,13.55,1.89,3.82
2026-03-23,13.46,1.88,3.85
2026-03-24,13.84,1.93,3.74
2026-03-25,14.25,1.99,3.63
2026-03-26,13.76,1.92,3.76
2026-03-27,13.49,1.88,3.84
2026-03-30,13.41,1.87,3.86
2026-03-31,13.32,1.86,3.89
2026-04-01,13.75,1.92,3.77
2026-04-02,13.52,1.89,3.83
2026-04-07,13.5,1.89,3.83
2026-04-08,13.58,1.9,3.81
2026-04-09,13.7,1.91,3.78
2026-04-10,13.87,1.94,3.73
2026-04-13,14.65,2.05,3.53
2026-04-14,15.77,2.2,3.28
2026-04-15,15.5,2.16,3.34
2026-04-16,15.56,2.17,3.33
2026-04-17,15.32,2.14,3.38
2026-04-20,16.57,2.31,3.13
2026-04-21,16.11,2.25,3.21
2026-04-22,16.2,2.26,3.2
2026-04-23,15.53,2.17,3.33
2026-04-24,15.65,2.19,3.31
2026-04-27,15.32,2.14,3.38
2026-04-28,15.23,2.13,3.4
2026-04-29,15.68,2.19,3.3
2026-04-30,15.5,2.16,3.34
2026-05-04,16.44,2.3,3.15
2026-05-05,15.83,2.21,3.27
2026-05-06,15.68,2.19,3.3
2026-05-07,15.62,2.18,3.31
2026-05-08,15.41,2.15,3.36
2026-05-11,15.53,2.17,3.33
2026-05-12,15.93,2.22,3.25
2026-05-13,15.64,2.23,3.29
2026-05-14,16.97,2.42,3.04
2026-05-15,17.82,2.54,2.89
2026-05-18,17.48,2.49,2.95
2026-05-19,16.88,2.4,3.05
2026-05-20,16.67,2.37,3.09
2026-05-21,17.48,2.49,2.95
2026-05-22,17.45,2.49,2.95
2026-05-25,17.91,2.55,2.88
2026-05-26,17.82,2.54,2.89
2026-05-27,17.73,2.53,2.91
2026-05-28,17.33,2.47,2.97
2026-05-29,18.27,2.6,2.82
2026-06-01,18.27,2.6,2.82
2026-06-02,18.03,2.57,2.86
2026-06-03,18.36,2.62,2.81
2026-06-04,19.97,2.84,2.58
2026-06-05,20.67,2.94,2.49
2026-06-08,19.82,2.82,2.6
2026-06-09,21.79,3.1,2.36
2026-06-10,20.52,2.92,2.51
2026-06-11,21.0,2.99,2.45
2026-06-12,20.06,2.86,2.57
2026-06-15,22.06,3.14,2.34
2026-06-16,22.55,3.21,2.28
2026-06-17,21.88,3.12,2.35
2026-06-18,22.82,3.25,2.26
2026-06-22,23.45,3.34,2.2
2026-06-23,22.45,3.2,2.29
2026-06-24,22.21,3.16,2.32
2026-06-25,23.0,3.28,2.24
2026-06-26,21.21,3.02,2.43
2026-06-29,19.91,2.84,2.59
2026-06-30,19.97,2.84,2.58
2026-07-01,19.42,2.77,2.65
2026-07-02,19.52,2.78,2.64
2026-07-03,19.27,2.75,2.67
2026-07-06,19.79,2.82,2.6
2026-07-07,18.45,2.63,2.79
2026-07-08,18.55,2.64,2.78
2026-07-09,18.67,2.66,2.76
2026-07-13,18.45,2.63,2.79
2026-07-14,17.79,2.53,2.9
2026-07-15,16.79,2.39,3.07
2026-07-16,16.88,2.4,3.05
2026-07-17,15.73,2.24,3.28
2026-07-20,15.15,2.16,3.4
2026-07-21,16.09,2.29,3.2
2026-07-22,16.03,2.28,3.21
2026-07-23,16.12,2.3,3.2
2026-07-24,15.36,2.19,3.35
2026-07-27,15.67,2.23,3.29
2026-07-28,14.62,2.08,3.52
2026-07-29,14.14,2.01,3.64
2026-07-30,13.56,1.93,3.8
2026-07-31,14.58,2.08,3.53
2026-08-03,14.79,2.11,3.48
2026-08-04,15.21,2.17,3.39
2026-08-05,16.15,2.3,3.19
2026-08-06,16.58,2.36,3.11
2026-08-07,16.55,2.36,3.11
2026-08-10,16.55,2.36,3.11
2026-08-11,16.3,2.32,3.16
2026-08-12,15.64,2.41,2.94
2026-08-13,17.02,2.62,2.7
2026-08-14,16.64,2.56,2.76
2026-08-17,18.29,2.82,2.51
2026-08-18,18.53,2.85,2.48
2026-08-19,17.78,2.74,2.59
2026-08-20,17.59,2.71,2.62
2026-08-21,17.64,2.72,2.61
2026-08-24,17.78,2.74,2.59
2026-08-25,18.67,2.87,2.46
2026-08-26,20.54,3.16,2.24
2026-08-27,22.56,3.47,2.04
2026-08-28,24.81,3.82,1.85
2026-08-31,27.19,4.19,1.69
2026-09-01,27.19,4.19,1.69
2026-09-02,28.41,4.37,1.62
2026-09-03,26.81,4.13,1.72
