N,d,rule,H,n_in,n_blk,diff_pp,hw95_pp,band_lo,band_hi,reading
10,inf,null,60,431,1875,0.016587808100965162,3.648717261114882,-3.9268956232204593,3.370538899009305,量不準（hw>0.585）
10,inf,null,120,411,1755,2.0810764536337096,5.731689391464238,-4.974125734984767,6.489253047943708,量不準（hw>0.585）
10,inf,relvol,60,432,1816,-1.434107084076043,3.3179027487601664,-3.3712887060361756,3.2645167914841573,量不準（hw>0.585）
10,inf,relvol,120,414,1654,-1.523109239824244,5.907564793222365,-5.9120858979021715,5.903043688542559,量不準（hw>0.585）
20,inf,null,60,860,4047,0.7588035104673118,2.418418225444081,-2.5125738285962296,2.3242626222919327,量不準（hw>0.585）
20,inf,null,120,827,3789,2.6100794216378524,3.653867509545841,-3.3733621548851493,3.9343728642065328,量不準（hw>0.585）
20,inf,relvol,60,861,3766,0.5577760951488362,2.390495302050594,-2.546021738215162,2.234968865886026,量不準（hw>0.585）
20,inf,relvol,120,826,3486,1.6076419052598405,4.163779697309391,-3.8257001539368916,4.501859240681889,量不準（hw>0.585）
2,inf,null,60,86,666,0.4325306406250735,7.278079130944259,-6.955171909413035,7.600986352475483,量不準（hw>0.585）
2,inf,null,120,81,649,2.8924965762635826,12.245980425337436,-9.778466215243812,14.713494635431058,量不準（hw>0.585）
2,inf,relvol,60,86,634,-3.839911930172188,8.666707736599703,-6.033617462240412,11.299798010958993,量不準（hw>0.585）
2,inf,relvol,120,83,584,-3.508956168876548,12.5917829316259,-9.994571194033536,15.188994669218262,量不準（hw>0.585）
30,inf,null,60,1291,6123,-0.33191776664035777,2.2208250442518453,-2.1845426053240735,2.257107483179617,量不準（hw>0.585）
30,inf,null,120,1236,5708,0.0031067675263535266,3.387858179436924,-3.291836172256293,3.483880186617555,量不準（hw>0.585）
30,inf,relvol,60,1290,5605,0.4853730161734543,1.9281847990970795,-1.912567581790651,1.943802016403508,量不準（hw>0.585）
30,inf,relvol,120,1240,5284,-0.3479190143979391,3.010775363564915,-2.710246937735654,3.311303789394175,量不準（hw>0.585）
3,inf,null,60,130,814,0.7366056663747178,5.728802493948727,-5.550356192614307,5.907248795283149,量不準（hw>0.585）
3,inf,null,120,123,760,-1.3068913026664353,8.989643647347055,-7.48923898803697,10.49004830665714,量不準（hw>0.585）
3,inf,relvol,60,130,931,-1.5773095511368629,7.509069283790486,-6.279452988052668,8.738685579528305,量不準（hw>0.585）
3,inf,relvol,120,126,857,-2.592205020262553,11.071010158335017,-9.339039150486913,12.802981166183123,量不準（hw>0.585）
40,inf,null,60,1721,8286,-0.6462098649872267,1.7048460629503046,-1.5371098205755365,1.8725823053250727,量不準（hw>0.585）
40,inf,null,120,1660,7781,-0.2757993637727246,2.6663624709180502,-2.474032566801467,2.8586923750346336,量不準（hw>0.585）
40,inf,relvol,60,1720,7930,-0.48553766105520824,1.4119947364681056,-1.3774484589207674,1.446541014015444,量不準（hw>0.585）
40,inf,relvol,120,1650,7456,-1.4604765733342504,2.729616475991569,-2.5698146950781293,2.889418256905008,量不準（hw>0.585）
5,inf,null,60,215,1243,-0.5598982848896678,5.569563005484968,-4.919583610508171,6.219542400461765,量不準（hw>0.585）
5,inf,null,120,206,1192,0.5853546121007386,8.157003465401207,-6.851464085608346,9.462542845194067,量不準（hw>0.585）
5,inf,relvol,60,217,1206,1.6529607917836557,5.7326144847701315,-5.202459261724544,6.2627697078157185,量不準（hw>0.585）
5,inf,relvol,120,207,1106,6.166156619065835,8.482525237002157,-7.498740008029852,9.46631046597446,量不準（hw>0.585）
8,1,null,60,345,2440,-1.3667658892567727,4.67999657374887,-4.202055925944935,5.157937221552805,量不準（hw>0.585）
8,1,null,120,326,2225,-2.87029442670866,6.051023613261952,-6.182949693209171,5.919097533314734,量不準（hw>0.585）
8,1,relvol,60,345,2452,-0.07674940375433092,3.813975284627584,-3.689052381161576,3.9388981880935923,量不準（hw>0.585）
8,1,relvol,120,331,2283,-1.466095780784442,5.7486982168126035,-5.411831622468629,6.085564811156578,量不準（hw>0.585）
8,2,null,60,346,2129,-0.9029606427383735,3.652278154861017,-3.7021767908690504,3.6023795188529832,量不準（hw>0.585）
8,2,null,120,333,1963,-1.740461875032466,5.589545403414403,-5.134737478485815,6.044353328342992,量不準（hw>0.585）
8,2,relvol,60,346,1797,-1.8756809106758123,4.446381623897981,-4.198744802421979,4.694018445373983,量不準（hw>0.585）
8,2,relvol,120,332,1653,-1.1028874689845216,5.999033121756893,-5.784258140565578,6.213808102948208,量不準（hw>0.585）
8,3,null,60,346,1832,1.094534404437307,3.624403932152795,-3.3213299972375547,3.927477867068035,量不準（hw>0.585）
8,3,null,120,326,1742,5.423890582401334,5.492477792857356,-5.6439807259962,5.340974859718512,量不準（hw>0.585）
8,3,relvol,60,346,1756,-0.1017333594173997,4.29472692731817,-4.295332151304276,4.2941217033320624,量不準（hw>0.585）
8,3,relvol,120,332,1599,2.3228982181137505,6.796864061366527,-5.718245141296143,7.87548298143691,量不準（hw>0.585）
8,inf,null,60,347,1552,0.522418088295265,3.6404829599525295,-3.4697415551472486,3.81122436475781,量不準（hw>0.585）
8,inf,null,120,330,1495,1.9147277241626084,5.714116718462718,-5.503484950872691,5.924748486052746,量不準（hw>0.585）
8,inf,relvol,60,346,1587,-1.3086089609775668,4.324296846388665,-3.9859617453840963,4.662631947393234,量不準（hw>0.585）
8,inf,relvol,120,332,1435,-0.7613354233827335,6.007540324141002,-5.734568062801125,6.280512585480879,量不準（hw>0.585）
