cell,seed,cagr,mdd,tr,expo,vol,trades,eq_sha
W1full,102000,0.3793106961219528,-0.3360356588212063,2.1659450806225666,0.8279563266762519,0.2651494072266667,138,8ed97e14ecfae156
W1full,102001,0.3603854909167026,-0.36934036469258963,2.0130124920337624,0.815172555369066,0.27909546686342307,138,fbef0b4365a0b06e
W1full,102002,0.5995156386439837,-0.4177226392298954,4.383046629010424,0.8237118064465581,0.29161865063259046,138,67338e135d21df23
W1full,102003,0.20705033930216277,-0.4915388141022824,0.9628046804104278,0.8251178003577909,0.24250276177696262,138,2f80193cbce65acd
W1full,102004,0.25968200243485917,-0.45819592895745903,1.2871909031523572,0.8124624662207991,0.26287272005515666,138,27fa9d8356fdf069
W1full,102005,0.40925491196170927,-0.33102157053100334,2.4192426612046996,0.8231757903319992,0.264706598525762,138,0209f566f25bace5
W1full,102006,0.49980990932505986,-0.4081302281948387,3.274214630317158,0.8346384664467096,0.3115463114878094,138,5dd807c28cbb98ca
W1full,102007,0.3271949330847497,-0.39640175086605955,1.757768943897449,0.8171454171583623,0.26357241967094364,138,262cb27d17527a67
W1full,102008,0.26025424095651917,-0.38723437507245956,1.2909165515127725,0.822343392171011,0.2605705135976427,138,7ab9c10a3e2adef3
W1full,102009,0.45085469093608266,-0.3612341810097154,2.7949612682855265,0.8139606361347355,0.2707173753462504,137,f8ffc109dd7a57fd
W1full,102010,0.31731755711536347,-0.3837878990643286,1.6849215340300345,0.82487887549155,0.25367025953359457,138,178611f9bdeeefd3
W1full,102011,0.20668315241275526,-0.40333042587847345,0.9606657501468352,0.8418725283317976,0.2924941287809838,138,811647bd2c3c78e4
W1full,102012,0.30168374297592804,-0.4283565823179009,1.572469616072477,0.8057177461132656,0.27006729273191193,138,a720f3e0507a0f7b
W1full,102013,0.2526583387176753,-0.44422294172142535,1.241817288675005,0.8126501917368287,0.2676726536924028,138,304966ec436edb83
W1full,102014,0.30313753842078617,-0.39189328918452393,1.5827806692060098,0.8183771716822876,0.25989901069607385,138,f0f154ffd4b82c4b
W1full,102015,0.24946909341508539,-0.38838651181264827,1.2214302044935907,0.8144490083240797,0.2684576835115293,138,c90f36717050ff77
W1full,102016,0.3944436266113842,-0.30696449791306246,2.292197609839639,0.8167101716326969,0.27277885092529597,138,c294008d38c540e6
W1full,102017,0.3261577287348809,-0.4360400851106169,1.7500532066332317,0.8314003623074535,0.2880762294746738,138,efe78cc6cff87ae3
W1full,102018,0.3472398985322851,-0.29372868281549724,1.909969136538435,0.8099868240965298,0.2643499854389283,138,358c26bcf0a01f73
W1full,102019,0.5195603671195417,-0.39761702487332773,3.4793791527696953,0.8201715973897906,0.2978323845305162,138,af4dcd2dc0e2500a
W1full,102020,0.5757617417885617,-0.3994464768070206,4.102014064733339,0.8257159646953504,0.29463561495248025,138,39aca4f11b0f4fd6
W1full,102021,0.4050248112701893,-0.4253112375112482,2.38260439916045,0.8062969959154275,0.2766871027292009,138,537b03b6c3d72a28
