cell,role,n,A,D,ratio,A_p10,A_p90,vol_med,ratio_over_vol,A_minus_0050,ratio_minus_0050,label,seeds_Q_frac,explore_A,explore_ratio,explore_label
F09+F17,線索,200,0.25204402559578365,-0.2783103785821104,0.9056220859597683,0.13532469742895317,0.36743461912217995,0.1807501380902578,1.3944333778042546,-0.23720495957899979,-0.8744367695223945,F,0.005,0.13955180347349655,0.5024508248442913,Q
F11+F13,線索,200,0.17863695708751248,-0.2803846998216348,0.6371137840301251,0.09678308943258025,0.2678350525929882,0.17152850963343647,1.0414417840466699,-0.31061202808727095,-1.1429450714520377,F,0.0,0.12081048581180825,0.45512332233675534,Q
F09+F13,線索,200,0.1978286154828729,-0.35904281228623525,0.5509889314401883,0.10259871245220635,0.32036051814905275,0.2098641162914331,0.9426509828300195,-0.29142036969191054,-1.2290699240419745,F,0.0,0.13239945425324,0.4530965139418689,Q
F06+F11,線索,200,0.20322104224584847,-0.29999648568020226,0.6774114096205884,0.13001676227635003,0.3094505298794808,0.1836861828438929,1.1063490955035928,-0.28602794292893496,-1.1026474458615745,F,0.0,0.10984286546991426,0.39213386647277654,Q
F04+F18,線索,200,0.30239161812842974,-0.3280534979206718,0.9217753203215425,0.15637349039529577,0.4838731675313112,0.23136235235510233,1.3070044242302197,-0.1868573670463537,-0.8582835351606203,F,0.04,0.14403212317943415,0.3909882080377829,Q
S0,參照（不計 N）,1000,0.1612785633770386,-0.38743659321195767,0.41627085877457837,0.03500582135117663,0.3104033090830123,0.23741313570900224,0.6793160913165229,-0.3279704217977448,-1.3637879967075843,（F，參照）,0.0,,,
W1ref,參照（不計 N）,200,0.3585851445764653,-0.38436021221191274,0.9329403335295364,0.20604518416480128,0.5311940436124996,0.27453535730442236,1.3061528689685065,-0.13066384059831815,-0.8471185219526264,（F，參照）,0.02,,,
W1full,參照（不計 N）,200,0.32484630367322775,-0.3845564389423971,0.8447298517913691,0.1923154852583386,0.5198805797880757,0.26860016183570523,1.2094047205821365,-0.16440268150155568,-0.9353290036907937,（F，參照）,0.035,,,
