cell,sig_rows,selected,dropped_entry_open,avg_eligible,avg_valid,avg_k
F04+F18,2335,2335,0,601.1794871794872,594.2564102564103,59.87179487179487
F06+F11,2362,2363,1,601.1794871794872,601.1794871794872,60.58974358974359
F09+F13,2335,2336,1,601.1794871794872,595.1025641025641,59.8974358974359
F09+F17,2335,2336,1,601.1794871794872,595.1025641025641,59.8974358974359
F11+F13,2362,2363,1,601.1794871794872,601.1794871794872,60.58974358974359
