cell,seed,cagr,mdd,tr,expo,vol,trades,eq_sha
F09+F17,102000,0.2766642662364416,-0.2364850109800695,1.399629902057474,0.8132118451025057,0.1822760413158684,48,e9276c9b5e106d7f
F09+F17,102001,0.21364929972832236,-0.3273458963278685,1.0015323062909447,0.8132118451025057,0.17744854442677843,48,8f654cce4b6a76e2
F09+F17,102002,0.262264945384737,-0.16763168897568353,1.3040422589877583,0.8022633400785393,0.18209091442042366,48,4c61c29b4350ded8
F09+F17,102003,0.28070517423257235,-0.3343926748989781,1.4269605603786535,0.8132118451025057,0.19761370401631445,48,e328c871e8888e87
F09+F17,102004,0.24415807184104033,-0.2528777901027626,1.1877769012793418,0.8132118451025057,0.17037698217816769,48,3d2fbc3c70814c65
F09+F17,102005,0.25176111274959356,-0.3201689487389826,1.236068240270586,0.8132118451025057,0.1895124961857125,48,c137285ade1bb09f
F09+F17,102006,0.12180811341613218,-0.33780627903136484,0.5097042544953605,0.8132118451025057,0.17298648037632453,48,aaf048dbcebbc459
F09+F17,102007,0.29069776787852875,-0.30997781265999524,1.495508375581533,0.8132118451025057,0.18925371066933938,48,3b4a31fc5afe69d6
F09+F17,102008,0.15587334218220272,-0.35094906788823566,0.6805436059027123,0.8132118451025057,0.17597379307401162,48,0aed44f4c2038863
F09+F17,102009,0.3159206084384858,-0.21725710520054617,1.6747319847558164,0.8132118451025057,0.18286337060239077,48,8017c6904c5464b2
F09+F17,102010,0.26158412178703827,-0.2488149340324138,1.2995918458768316,0.8132118451025057,0.17200344327385828,48,cdbf0a0e7c0f9d99
F09+F17,102011,0.3064618243177899,-0.2055030025672315,1.6064701116004496,0.8132118451025057,0.19224070289641462,48,6d67a65f85b54661
F09+F17,102012,0.3414938633146467,-0.2234253576081966,1.8657361655558948,0.8081692617688396,0.18702752059076513,48,1a4d290201780db9
F09+F17,102013,0.33007410942792137,-0.21996480203085828,1.77926885401533,0.8115891833575543,0.1678065825838713,48,0a46df9af52681da
F09+F17,102014,0.23582991372418438,-0.2268032699371159,1.1357477876932638,0.8132118451025057,0.17883974293218882,48,1cdf4a4e87c858e9
F09+F17,102015,0.18923983835528757,-0.3507783609312821,0.8609775249964626,0.8132118451025057,0.18570817563530778,48,6950b3543695188b
F09+F17,102016,0.27073446239983046,-0.22985758231569417,1.3599263824056669,0.8132118451025057,0.1654809322719704,48,32078423f1f8dbc4
F09+F17,102017,0.40167098768330667,-0.3421276654203875,2.3537576899406867,0.8132118451025057,0.20964697252044445,48,4a5216267f994f02
F09+F17,102018,0.07262183194407834,-0.35132532414311063,0.2856145776850294,0.8132118451025057,0.16255743265410877,48,813b3b30503acd3f
F09+F17,102019,0.2515252264217793,-0.28534063676937216,1.2345585457723165,0.8132118451025057,0.18403942462511924,48,f6de1a1c04f9a419
F09+F17,102020,0.3306756143510754,-0.18019127817223624,1.783775734540702,0.8132118451025057,0.18078626697806138,48,033d79fdea73da38
F09+F17,102021,0.21963335462862332,-0.20446335673369292,1.0371247699888273,0.8132118451025057,0.17501857715983443,48,5443208ae171d56d
F09+F17,102022,0.22603206972128587,-0.28407499802570296,1.075686024686961,0.8132118451025057,0.17021311316426402,48,e519116fcd5471a4
F09+F17,102023,0.39935429101281894,-0.30840842584385664,2.3339353128492712,0.8132118451025057,0.2102029083437829,48,8e23d692a65e3206
F09+F17,102024,0.18518201294489356,-0.3263573721567793,0.8383217787228241,0.8132118451025057,0.18248173647619426,48,404b5cd638fc4633
F09+F17,102025,0.2749510952142036,-0.1817597377551956,1.38811013408889,0.8132118451025057,0.1951813456470679,48,b44ad03d6fb73fd3
F09+F17,102026,0.20699835252817622,-0.4067017417473754,0.96250174583892,0.8132118451025057,0.18157488982754677,48,c15bdda3f4052cff
F09+F17,102027,0.13933535001323172,-0.31223746913999734,0.5959553501027082,0.8132118451025057,0.17568169597897326,48,f62d6d3bbca0b3e8
F09+F17,102028,0.28464115900644815,-0.294065435868384,1.4537966357934202,0.8084762215705014,0.18444817499051255,48,c59c9a7ae3185a18
F09+F17,102029,0.24190604000972815,-0.3536505110704243,1.1736184847421347,0.8132118451025057,0.16928836377345494,48,9bca4c460df753de
F09+F17,102030,0.3370779871484557,-0.25490305609732355,1.8320737471241801,0.8132118451025057,0.19013432276795975,48,b9ca4ab77c2fda23
F09+F17,102031,0.2128288818484836,-0.28948410031290855,0.9966877539166039,0.8132118451025057,0.18065692124381233,48,3ae6f8433fde18c9
F09+F17,102032,0.10923061991203387,-0.30037578897518097,0.44991855609154574,0.8132118451025057,0.1523633916847313,48,4f80e774dcdf84e6
F09+F17,102033,0.20646832083224465,-0.2970924370957482,0.9594150967067454,0.8132118451025057,0.18945019482561604,48,7038c35791a3af22
F09+F17,102034,0.2632685282337728,-0.27587134651037787,1.310613805719746,0.8132118451025057,0.19398265976519233,48,7068ba44265cab2e
F09+F17,102035,0.18869432206866232,-0.2640241393954548,0.8579201376475991,0.8022693725207466,0.17823952035254012,48,fdb81ea86afde353
F09+F17,102036,0.3810560477899205,-0.223171140515394,2.1803251992664507,0.8132118451025057,0.18250650903580498,48,044ec79ee1888d9f
