seed,peak,trough,recover,days,dd_base,kind,worst2_frac,worst5_frac,ma_segments,days_below_ma,first_break,lag_days,bench_drop_at_signal,port_drop_at_signal,mdd_win_base,mdd_win_b,saved_pp
99090,2017-08-21,2018-10-30,2019-10-01,518,-0.33621063625268355,混合型,0.46112408567515806,0.7959434691903676,21,199,2017-09-22,24,-0.016274864376130238,-0.031710649739821406,-0.33621063625268355,-0.3000244141315225,3.618622212116107
99090,2020-01-02,2020-03-19,2020-06-01,96,-0.3666494449721718,混合型,0.4619360532255928,0.9455650232655963,4,57,2020-01-30,13,-0.06160896130346227,-0.08322180258812373,-0.3666494449721718,-0.3666494644350004,-1.9462828626526374e-06
99090,2021-12-29,2022-10-13,2023-02-17,273,-0.22401102953988106,混合型,0.4733108764308325,1.1212352148360476,4,163,2022-02-24,33,-0.02813101497597892,-0.15364016296304628,-0.22401102953988103,-0.1881913972039045,3.581963233597654
99090,2023-06-20,2025-04-09,2026-01-19,629,-0.42446111833840905,混合型,0.44294321659682895,0.8610008142811538,14,136,2023-08-10,34,-0.027703050123831008,-0.10156922749073083,-0.42446111833840905,-0.36343533575991727,6.102578257849178
