,0
n_day_seed,454000.0
p50,0.15979517996311188
p90,0.22189511805772782
p99,0.33633135348558435
max,0.5467559695243835
share_over20,0.16932599118942732
n_sids_over20,125.0
top1_share,0.06968545932304811
top3_share,0.1752998412987486
