族,格,年化,回落,錨年化,錨回落,錨出處,格捨入,錨捨入,註,新判準標籤,捨入內不定,比值,錨比值,年化差pp,回落差pp（負＝比0050深）,年化波動
P7 停損四族,N8｜fix 20%,0.2369736360624208,-0.4064997628864005,0.2454,-0.34,resultsp7/P7_REPORT.md 56 行,0.0,"(5e-05, 0.0005)",,不合格,False,0.5829613143677157,0.7217647058823529,-0.8426363937579201,-6.6499762886400475,未存
P7 停損四族,N8｜trail 15%,0.1914530935284406,-0.3850556578213787,0.2454,-0.34,resultsp7/P7_REPORT.md 56 行,0.0,"(5e-05, 0.0005)",,不合格,False,0.4972088830266005,0.7217647058823529,-5.394690647155942,-4.505565782137866,未存
P7 停損四族,N8｜trail 20%,0.1658215675728855,-0.4059892978003169,0.2454,-0.34,resultsp7/P7_REPORT.md 56 行,0.0,"(5e-05, 0.0005)",,不合格,False,0.4084382728099491,0.7217647058823529,-7.957843242711451,-6.598929780031687,未存
P7 敏感度,N5｜none,0.2893799077647728,-0.4309519315771217,0.2454,-0.34,resultsp7/P7_REPORT.md 56 行,0.0,"(5e-05, 0.0005)",,另列,False,0.6714899889315993,0.7217647058823529,4.397990776477279,-9.095193157712167,未存
P7 敏感度,N5｜fix 15%,0.2402915074558046,-0.4287022638532712,0.2454,-0.34,resultsp7/P7_REPORT.md 56 行,0.0,"(5e-05, 0.0005)",,不合格,False,0.5605090705516951,0.7217647058823529,-0.5108492544195403,-8.870226385327118,未存
P7 敏感度,N20｜none,0.2164757689140416,-0.3877079277446752,0.2454,-0.34,resultsp7/P7_REPORT.md 56 行,0.0,"(5e-05, 0.0005)",,不合格,False,0.5583475431449046,0.7217647058823529,-2.8924231085958403,-4.77079277446752,未存
P7 敏感度,N20｜fix 15%,0.2163569625755735,-0.3520723490975597,0.2454,-0.34,resultsp7/P7_REPORT.md 56 行,0.0,"(5e-05, 0.0005)",,不合格,False,0.6145241542829049,0.7217647058823529,-2.9043037424426514,-1.2072349097559665,未存
BASELINE 門檻B,N3｜none,0.2602803294729016,-0.4906834876747336,0.2454,-0.34,resultsp7/BASELINE_REPORT.md 50 行,0.0,"(5e-05, 0.0005)",,另列,False,0.5304444433341873,0.7217647058823529,1.4880329472901577,-15.068348767473354,未存
BASELINE 門檻B,N5｜none,0.2893799077647728,-0.4309519315771217,0.2454,-0.34,resultsp7/BASELINE_REPORT.md 50 行,0.0,"(5e-05, 0.0005)",,另列,False,0.6714899889315993,0.7217647058823529,4.397990776477279,-9.095193157712167,未存
BASELINE 門檻B,N10｜none,0.2687196308815535,-0.414517700489053,0.2454,-0.34,resultsp7/BASELINE_REPORT.md 50 行,0.0,"(5e-05, 0.0005)",,另列,False,0.6482705818461185,0.7217647058823529,2.331963088155348,-7.451770048905298,未存
BASELINE 門檻B,N15｜none,0.2334482442687013,-0.3938718790367156,0.2454,-0.34,resultsp7/BASELINE_REPORT.md 50 行,0.0,"(5e-05, 0.0005)",,不合格,False,0.5927009687506529,0.7217647058823529,-1.1951755731298697,-5.387187903671559,未存
BASELINE 門檻B,N20｜none,0.2164757689140416,-0.3877079277446752,0.2454,-0.34,resultsp7/BASELINE_REPORT.md 50 行,0.0,"(5e-05, 0.0005)",,不合格,False,0.5583475431449046,0.7217647058823529,-2.8924231085958403,-4.77079277446752,未存
BASELINE 門檻B,N30｜none,0.2050424598591861,-0.3808831773845927,0.2454,-0.34,resultsp7/BASELINE_REPORT.md 50 行,0.0,"(5e-05, 0.0005)",,不合格,False,0.5383342505887223,0.7217647058823529,-4.035754014081391,-4.088317738459269,未存
P9ⓑ,base,0.2768772767858816,-0.4250499165027687,0.2454,-0.34,resultsp9/P9B_REPORT.md 66 行,0.0,"(5e-05, 0.0005)",,另列,False,0.6513994381271172,0.7217647058823529,3.147727678588158,-8.504991650276866,未存
P9ⓑ,b,0.2366572319849662,-0.3851052222893562,0.2454,-0.34,resultsp9/P9B_REPORT.md 66 行,0.0,"(5e-05, 0.0005)",,不合格,False,0.6145261561972516,0.7217647058823529,-0.8742768015033819,-4.510522228935615,未存
P11,B｜var｜0.25,0.2067640682689662,-0.5560310037016336,0.2454,-0.34,resultsp11/P11_REPORT.md 66 行,0.0,"(5e-05, 0.0005)",,不合格,False,0.3718570851130378,0.7217647058823529,-3.8635931731033804,-21.603100370163357,未存
