hold,month,sum,count
5,2021-06,338.70164003734357,35279
5,2021-07,48.22000421568768,36727
5,2021-08,-296.1376027053286,36322
5,2021-09,-303.59883134599005,33295
5,2021-10,395.2133777478352,33409
5,2021-11,211.16318904792053,36774
5,2021-12,231.3291188503273,36809
5,2022-01,-173.99899811133744,30336
5,2022-02,-42.82235545997571,25486
5,2022-03,-51.438749329992774,39048
5,2022-04,-349.47501452800805,32152
5,2022-05,169.51417568457953,35463
5,2022-06,-850.5080178902881,35386
5,2022-07,327.4950018184401,34997
5,2022-08,421.08235520522845,38507
5,2022-09,-459.592315987312,35128
5,2022-10,-309.25851664471867,33259
5,2022-11,610.6775022628847,36785
5,2022-12,-153.69874872367586,36977
5,2023-01,314.52309078961366,21972
5,2023-02,398.7265766546891,30582
5,2023-03,160.36499972405994,39276
5,2023-04,47.11245990925196,29127
5,2023-05,278.77874646501476,37876
5,2023-06,192.43630113715997,34418
5,2023-07,-155.26801837732265,35790
5,2023-08,-58.14462565191512,37724
5,2023-09,-39.73822340600698,34354
5,2023-10,-87.25097449448998,34395
5,2023-11,501.31712548773766,38186
5,2023-12,-18.686671523001433,36680
5,2024-01,41.0467988024543,38476
5,2024-02,359.5953521945016,22824
5,2024-03,23.5833429373866,36948
5,2024-04,120.00382826069415,35294
5,2024-05,257.2944284383157,38899
5,2024-06,304.2105723890441,33404
5,2024-07,-675.9958559687855,36683
5,2024-08,322.9336463396218,38678
5,2024-09,117.01760219404072,35167
5,2024-10,-126.48646063221469,33404
5,2024-11,-141.70708417748028,37103
5,2024-12,-311.89645046594273,39007
5,2025-01,-75.05353900155528,26691
5,2025-02,291.8461227233533,33883
5,2025-03,-1388.4690920415387,37525
5,2025-04,552.4755762544185,35838
5,2025-05,30.576582515913458,35896
5,2025-06,-22.522063504878744,37399
5,2025-07,199.21567421458508,40761
5,2025-08,248.617334129888,37771
5,2025-09,-75.84030026474709,37859
5,2025-10,-162.00523229381972,36131
5,2025-11,-28.021399104292136,36206
5,2025-12,157.8712049916223,39917
5,2026-01,57.93328563098095,38595
5,2026-02,78.00583107671504,22171
5,2026-03,-29.725077593099023,40611
5,2026-04,490.82383986107584,37057
5,2026-05,470.5898210626149,37263
5,2026-06,113.77715842831348,38919
5,2026-07,-720.7866359105101,40463
5,2026-08,305.22687064516117,38741
5,2026-09,-96.46438289573747,7268
10,2016-01,726.0165150671305,22034
10,2016-02,873.5526605627404,18816
10,2016-03,-182.571179904708,33856
10,2016-04,-858.6117280876235,28186
10,2016-05,450.79766899228366,31231
10,2016-06,492.9174933880015,31328
10,2016-07,561.1528860354687,29548
10,2016-08,112.66481135637694,34130
10,2016-09,-39.62678923208906,28025
10,2016-10,-572.961241980475,29382
10,2016-11,434.0022478762815,32690
10,2016-12,241.56962635653474,33127
10,2017-01,678.9617780307252,24342
10,2017-02,423.76484443233386,27759
10,2017-03,-7.922773292961658,35603
10,2017-04,-138.47727200222087,27797
10,2017-05,365.85066160512963,30924
10,2017-06,38.41371733289476,35613
10,2017-07,190.31684818461346,32041
10,2017-08,619.9434713404698,35250
10,2017-09,86.45378452660262,33678
10,2017-10,76.1761340503651,29118
10,2017-11,-256.98231694566135,34075
10,2017-12,490.6992490211939,32762
10,2018-01,-586.0524678881749,34686
10,2018-02,560.5050898862859,20563
10,2018-03,285.23869298781847,36506
10,2018-04,-460.2668483465321,28601
10,2018-05,770.1138911018642,35084
10,2018-06,-550.543185928857,31753
10,2018-07,135.46516383883494,34117
10,2018-08,-591.0737641131996,35831
10,2018-09,-779.5806600470017,29463
10,2018-10,-844.4901968436054,34161
10,2018-11,858.609309994943,34165
10,2018-12,-161.00113342518569,32765
10,2019-01,849.2993842933188,33089
10,2019-02,339.86821866043454,20785
10,2019-03,445.61536563687474,32168
10,2019-04,-353.4170437965282,32280
10,2019-05,-266.22569306959804,35477
10,2019-06,560.5446634638296,30495
10,2019-07,-69.10845994658798,36563
10,2019-08,537.8813079989103,33616
10,2019-09,-23.018167667052467,30432
10,2019-10,203.63913479881998,33648
10,2019-11,48.638763966583454,33926
10,2019-12,294.2161774027084,35820
10,2020-01,-623.1777985052123,24554
10,2020-02,-544.4999429415104,31143
10,2020-03,-946.6261255607925,36275
10,2020-04,1811.4645828930288,33044
10,2020-05,925.6729980784335,33105
10,2020-06,1213.3521984814379,33069
10,2020-07,42.07103199150915,37651
10,2020-08,592.5228965219454,34625
10,2020-09,45.55841356010802,36176
10,2020-10,118.70177912407516,31170
10,2020-11,1013.4603862643581,34746
10,2020-12,461.057765222145,38236
10,2021-01,-269.8436327928083,33338
10,2021-02,850.269324401761,21728
10,2021-03,1580.9081479655447,36960
10,2021-04,-608.6834269411162,32027
10,2021-05,291.20696985088387,35431
10,2021-06,885.8733134187713,35244
10,2021-07,-95.10627845090688,36682
10,2021-08,-364.403892900038,36289
10,2021-09,-476.7938943140884,33233
10,2021-10,961.7454591686901,33349
10,2021-11,525.457041337728,36700
10,2021-12,292.40742850700894,36745
10,2022-01,-179.41032439316695,30316
10,2022-02,-276.92348125444795,25460
10,2022-03,129.52019956798003,39010
10,2022-04,-866.2884709323395,32104
10,2022-05,578.877591009407,35438
10,2022-06,-1558.2715997591786,35353
10,2022-07,866.0624068767269,34956
10,2022-08,754.1538971742182,38411
10,2022-09,-1346.0844475271986,35020
10,2022-10,60.670967774355944,33169
10,2022-11,1079.7628313015684,36706
10,2022-12,-205.4879224890509,36921
10,2023-01,724.0569244386395,21940
10,2023-02,814.861599312963,30552
10,2023-03,567.2134072470091,39245
10,2023-04,-137.3811907832495,29116
10,2023-05,859.9361312045505,37862
10,2023-06,357.57358779252354,34390
10,2023-07,-359.6470461421494,35779
10,2023-08,150.53675251185783,37665
10,2023-09,-55.96907359148677,34283
10,2023-10,-25.946004828451905,34357
10,2023-11,1088.7494250175203,38145
10,2023-12,-57.42110628117053,36657
10,2024-01,508.31548533096253,38449
10,2024-02,420.6526580921256,22819
10,2024-03,288.78322345450783,36930
10,2024-04,286.75284585143294,35288
10,2024-05,711.1482602734931,38889
10,2024-06,812.3408980007819,33399
10,2024-07,-1296.923461753692,36673
10,2024-08,506.3941641215834,38627
10,2024-09,382.704800771101,35112
10,2024-10,-244.7529947252389,33374
10,2024-11,-218.95734879510084,37080
10,2024-12,-717.8991433100227,38976
10,2025-01,366.1474649251668,26674
10,2025-02,301.73444696023284,33873
10,2025-03,-2780.7474850297476,37505
10,2025-04,1372.4295782485203,35812
10,2025-05,2.104124374446598,35861
10,2025-06,-108.01094002246477,37364
10,2025-07,641.5445696043436,40732
10,2025-08,589.9330049687671,37740
10,2025-09,-147.60570233595058,37770
10,2025-10,-217.89837092777245,36095
10,2025-11,88.15088191644129,36162
10,2025-12,536.3555479656875,39889
10,2026-01,145.37192517312093,38575
10,2026-02,5.916999908844783,22157
10,2026-03,466.81267635277163,40567
10,2026-04,942.2416566788168,37037
10,2026-05,877.9232227839525,37246
10,2026-06,316.3948778045057,38896
10,2026-07,-920.9663268632975,40414
10,2026-08,369.7911538645312,36636
20,2016-01,1809.8798953585983,22008
20,2016-02,1240.5641550815394,18790
20,2016-03,-632.820629074004,33812
20,2016-04,-1370.9223060417312,28152
20,2016-05,882.1682910277693,31199
20,2016-06,1421.8562378519996,31279
20,2016-07,735.1046899794918,29482
20,2016-08,383.2913309285481,33895
20,2016-09,-297.1413685293544,27790
20,2016-10,-911.1289533572908,29244
20,2016-11,897.4866234311937,32620
20,2016-12,796.1603810021448,33054
20,2017-01,1513.1352924950488,24336
20,2017-02,780.9047807917997,27732
20,2017-03,-289.3209340083583,35487
20,2017-04,-20.893118757800348,27748
20,2017-05,670.3657900865771,30912
20,2017-06,369.6419209511705,35546
20,2017-07,238.92755493214375,31942
20,2017-08,1310.7409590832342,35001
20,2017-09,353.8025180057978,33418
20,2017-10,89.42565758521708,28986
20,2017-11,-294.0137602416695,33972
20,2017-12,1109.3077341027847,32704
20,2018-01,-866.369652161119,34630
20,2018-02,901.9657681903228,20534
20,2018-03,58.965939410352235,36440
20,2018-04,-357.6808549664636,28576
20,2018-05,1353.1581242266348,34988
20,2018-06,-763.168535192778,31630
20,2018-07,-206.04874787111834,34007
20,2018-08,-830.2387740455661,35527
20,2018-09,-2519.347131694115,29286
20,2018-10,-357.88598161296767,33997
20,2018-11,1179.8223771417242,34019
20,2018-12,255.27139581655382,32686
20,2019-01,1787.1451645088046,33021
20,2019-02,635.4530778520163,20757
20,2019-03,758.5524104696372,32090
20,2019-04,-1129.4220847811143,32193
20,2019-05,187.76564855818347,35427
20,2019-06,1173.1454781673788,30460
20,2019-07,-198.55299454768425,36479
20,2019-08,1008.6702107791349,33449
20,2019-09,119.08056852851338,30257
20,2019-10,225.6067313356924,33477
20,2019-11,394.26884238313454,33804
20,2019-12,-83.15919245427752,35701
20,2020-01,-727.9067426987713,24471
20,2020-02,-4148.729824854968,31116
20,2020-03,1741.1165399821964,36235
20,2020-04,3160.4826301746452,33003
20,2020-05,2110.6125851980923,33028
20,2020-06,2065.338244709642,33036
20,2020-07,475.1051656008533,37564
20,2020-08,1218.0918288560129,34468
20,2020-09,73.88107009368092,35956
20,2020-10,817.3611045426135,31084
20,2020-11,1712.4453560358675,34658
20,2020-12,450.9797080710311,38104
20,2021-01,842.2033958323302,33304
20,2021-02,1714.6474863362896,21695
20,2021-03,3321.9449614511914,36902
20,2021-04,-2455.5446494567936,32001
20,2021-05,1582.3278533126263,35367
20,2021-06,1807.2739959523913,35169
20,2021-07,-1004.2308635333051,36608
20,2021-08,7.111758069784999,36233
20,2021-09,-429.29017154830825,33077
20,2021-10,1948.3593705462788,33243
20,2021-11,1051.4703924890161,36554
20,2021-12,-70.09667627155163,36667
20,2022-01,30.167624311581847,30272
20,2022-02,-338.47599373093306,25410
20,2022-03,-140.9925510524072,38895
20,2022-04,-1221.5074837569662,32055
20,2022-05,301.79181573617683,35387
20,2022-06,-1682.673340873083,35290
20,2022-07,1976.7375299529635,34835
20,2022-08,162.27856419779332,38217
20,2022-09,-2617.212978826598,34786
20,2022-10,1365.7908934805344,33052
20,2022-11,1483.2291235723044,36534
20,2022-12,477.4125499709862,36848
20,2023-01,1381.696780078694,21882
20,2023-02,1208.984237312657,30511
20,2023-03,1118.9904129510096,39180
20,2023-04,243.97373850522908,29104
20,2023-05,1830.1587135733844,37832
20,2023-06,641.2528247073145,34355
20,2023-07,-936.2631842196344,35707
20,2023-08,591.4759898912647,37551
20,2023-09,-331.6951627211804,34161
20,2023-10,873.0139704077066,34303
20,2023-11,1750.557784468901,38063
20,2023-12,-132.836003760485,36615
20,2024-01,1713.0621688900178,38408
20,2024-02,376.35422244108884,22811
20,2024-03,625.7878655442892,36896
20,2024-04,1165.593914288396,35281
20,2024-05,1587.1740302699068,38876
20,2024-06,1205.0683347076501,33379
20,2024-07,-1622.4856806747007,36630
20,2024-08,716.02959237583,38509
20,2024-09,392.8999846049361,35032
20,2024-10,-709.2329701532914,33315
20,2024-11,-510.06010146420135,37030
20,2024-12,-925.2145621773872,38916
20,2025-01,1375.5664618691915,26658
20,2025-02,-157.65881910411025,33863
20,2025-03,-5191.6581037209635,37451
20,2025-04,2712.331889760119,35749
20,2025-05,-304.9986440549766,35810
20,2025-06,178.05220127521517,37298
20,2025-07,1622.9731978310936,40684
20,2025-08,921.7153670045858,37636
20,2025-09,-123.78476042391566,37649
20,2025-10,-838.7369625063908,35986
20,2025-11,811.7930078046085,36096
20,2025-12,1644.581196598608,39854
20,2026-01,-67.06876806902541,38525
20,2026-02,252.92876757681745,22127
20,2026-03,1512.6849625248276,40483
20,2026-04,1826.3808198635177,37019
20,2026-05,1812.5264444193933,37197
20,2026-06,-614.7375705306929,38822
20,2026-07,-501.5671873225324,40282
20,2026-08,378.0211295615739,18033
60,2016-01,1721.9699649950628,21912
60,2016-02,-300.970889013114,18706
60,2016-03,-1224.008700958161,33632
60,2016-04,719.7448978440176,28009
60,2016-05,3339.998133952401,31024
60,2016-06,2802.1131993489603,30912
60,2016-07,981.5719609065374,28699
60,2016-08,-795.7301718667296,32969
60,2016-09,-254.04897421896464,27359
60,2016-10,521.3276759011046,29012
60,2016-11,3689.73174387587,32482
60,2016-12,3689.560356296404,32943
60,2017-01,1743.8025412509107,24167
60,2017-02,555.2662603501079,27492
60,2017-03,494.49638128880787,35281
60,2017-04,944.7731473672741,27626
60,2017-05,1341.6700478972932,30715
60,2017-06,2240.9481603719164,35010
60,2017-07,1853.0325741083936,31053
60,2017-08,1993.462018551336,34076
60,2017-09,399.1628706200454,32890
60,2017-10,879.5600229774346,28706
60,2017-11,210.5970663106874,33770
60,2017-12,1493.1098151529827,32525
60,2018-01,-35.00292455051816,34448
60,2018-02,701.4717729358748,20446
60,2018-03,1169.361107820203,36230
60,2018-04,173.63449174637753,28322
60,2018-05,463.9021609265558,34596
60,2018-06,-1465.3005238378596,31097
60,2018-07,-2938.5890243235312,33061
60,2018-08,-4508.604217457543,34659
60,2018-09,-1862.894338216228,28764
60,2018-10,1134.045673026315,33512
60,2018-11,3186.8290000481293,33723
60,2018-12,3220.3783046557965,32486
60,2019-01,3369.3788779809483,32830
60,2019-02,72.4175886577274,20608
60,2019-03,-287.1327133004625,31866
60,2019-04,114.21658212914056,32030
60,2019-05,1491.484230777942,35210
60,2019-06,1893.2708418147902,30184
60,2019-07,1052.2214535641292,35789
60,2019-08,1514.674371262969,32740
60,2019-09,718.6002031138166,29808
60,2019-10,853.187277831471,33045
60,2019-11,-500.2725420627853,33464
60,2019-12,-6439.51358377403,35430
60,2020-01,-2968.2311728068516,24389
60,2020-02,-652.1757942168734,31015
60,2020-03,8540.12609974189,36008
60,2020-04,8360.279495604851,32785
60,2020-05,4868.537325942571,32852
60,2020-06,4264.265989441001,32719
60,2020-07,2177.8003084098277,36838
60,2020-08,1962.2470466016373,33835
60,2020-09,3105.7819690253277,35587
60,2020-10,3358.067530349022,30754
60,2020-11,2876.729467305926,34289
60,2020-12,4615.218479338813,37885
60,2021-01,6383.1984450058335,33141
60,2021-02,1307.3497458618945,21603
60,2021-03,2256.795500390311,36726
60,2021-04,729.7250934438468,31740
60,2021-05,2848.4666156948274,35090
60,2021-06,815.9736785426198,34955
60,2021-07,-1439.8732398410134,36251
60,2021-08,1636.8586110773895,35718
60,2021-09,2643.2774777836635,32600
60,2021-10,3512.93797247318,32787
60,2021-11,956.1909562261108,36254
60,2021-12,-391.9920862897309,36472
60,2022-01,-472.26913226733683,30027
60,2022-02,-1382.2307429448174,25180
60,2022-03,-1269.9555664646189,38654
60,2022-04,-2484.1740101538003,31905
60,2022-05,404.89671002856045,35131
60,2022-06,1185.275561412217,34778
60,2022-07,-376.71950417889065,34090
60,2022-08,-2020.7336235319324,37430
60,2022-09,195.5348671836176,34203
60,2022-10,3014.85147487451,32685
60,2022-11,4187.361960995454,36259
60,2022-12,3937.939199995501,36605
60,2023-01,2971.9483533789216,21744
60,2023-02,2687.8789679243764,30391
60,2023-03,3939.0236814284417,39077
60,2023-04,2573.219397385972,29010
60,2023-05,2071.270741915321,37669
60,2023-06,351.8998405015473,34090
60,2023-07,-560.1601169000974,35243
60,2023-08,1219.8513916185789,37125
60,2023-09,2383.667181413286,33874
60,2023-10,2676.908672369619,34089
60,2023-11,3406.3015500420897,37879
60,2023-12,2418.601749798646,36504
60,2024-01,3548.889030484844,38325
60,2024-02,1815.0791054856984,22773
60,2024-03,3681.231608717415,36835
60,2024-04,4484.539555833515,35211
60,2024-05,1439.4946654679156,38794
60,2024-06,302.64578964277007,33153
60,2024-07,-431.14158561327145,36240
60,2024-08,446.3569725523169,38158
60,2024-09,-708.4280073351338,34789
60,2024-10,-1864.2009777501526,33134
60,2024-11,202.6925145149785,36873
60,2024-12,-1160.1302178590972,38819
60,2025-01,-3007.5865455988805,26558
60,2025-02,-3043.8025635917083,33701
60,2025-03,-3325.4506006943907,37252
60,2025-04,2790.3550405744627,35545
60,2025-05,1322.3530406469918,35611
60,2025-06,3202.6022527698015,37064
60,2025-07,3142.919866636449,40264
60,2025-08,219.47143228217126,37210
60,2025-09,-19.864038062619045,37331
60,2025-10,1596.4096894569507,35730
60,2025-11,2923.8885868704756,35941
60,2025-12,2408.898062309323,39722
60,2026-01,3407.2592319340906,38310
60,2026-02,2674.833524325824,22009
60,2026-03,6777.290875307131,40331
60,2026-04,3492.7288674234965,36814
60,2026-05,-196.52658399527505,36813
60,2026-06,-360.1949787092893,23058
120,2016-01,3151.3683258480837,21814
120,2016-02,1911.8859469475035,18585
120,2016-03,1744.1206767717556,33289
120,2016-04,1829.8267866038827,27301
120,2016-05,2636.2360494035224,29953
120,2016-06,2458.0810430097613,29876
120,2016-07,1414.13702376409,28197
120,2016-08,2673.8967203641864,32686
120,2016-09,2746.8552852124812,27216
120,2016-10,2940.2255140281995,28800
120,2016-11,4534.525582311923,32201
120,2016-12,4297.600967429842,32669
120,2017-01,2841.832764655582,24007
120,2017-02,1853.0929421082724,27276
120,2017-03,2870.624546998188,34666
120,2017-04,2733.1394170183066,26800
120,2017-05,3449.372678293681,29536
120,2017-06,2925.0666707223686,33872
120,2017-07,2853.5624525920425,30445
120,2017-08,2541.408444372789,33697
120,2017-09,1902.7401150067728,32619
120,2017-10,1204.0197717575074,28539
120,2017-11,972.5598132683202,33586
120,2017-12,2577.9466966345503,32329
120,2018-01,482.54622262863796,34130
120,2018-02,911.545707836617,20173
120,2018-03,-624.0286399539581,35512
120,2018-04,-2050.6016731577593,27383
120,2018-05,-4164.228363986991,33294
120,2018-06,-3417.690781720576,30033
120,2018-07,-3092.49336075194,32323
120,2018-08,-1543.1944497639943,34145
120,2018-09,573.6227341955843,28473
120,2018-10,5162.287529921699,33232
120,2018-11,3622.710763168318,33477
120,2018-12,2973.514946379627,32236
120,2019-01,3948.5904615965874,32643
120,2019-02,1170.7936481829418,20470
120,2019-03,1801.151773110451,31562
120,2019-04,1199.654135619914,31363
120,2019-05,3141.686785041894,34266
120,2019-06,2822.7712982915778,29336
120,2019-07,2183.228202055187,35113
120,2019-08,1016.246279152965,32274
120,2019-09,-4436.642400052163,29499
120,2019-10,-3370.734153646419,32821
120,2019-11,-537.9748100134701,33291
120,2019-12,1730.2791370797574,35185
120,2020-01,2501.2467835971606,24198
120,2020-02,4212.578388968876,30711
120,2020-03,14646.209252425584,35563
120,2020-04,10660.160794028609,32108
120,2020-05,7086.7499816297795,32100
120,2020-06,6889.8363753825715,31998
120,2020-07,6436.509582058087,36248
120,2020-08,5144.197992973764,33350
120,2020-09,7692.004075146625,35150
120,2020-10,10185.642109569231,30472
120,2020-11,6458.990993406526,34079
120,2020-12,7228.618356980813,37639
120,2021-01,7766.424619028317,32872
120,2021-02,3714.496733359009,21379
120,2021-03,3413.8611192084472,36349
120,2021-04,-742.7388711331089,31346
120,2021-05,3892.712035748255,34527
120,2021-06,3430.6993952350263,34269
120,2021-07,2352.376726057675,35538
120,2021-08,2720.905107009086,35224
120,2021-09,2327.3159474153445,32296
120,2021-10,2643.7255699679854,32530
120,2021-11,-518.1549238665326,35938
120,2021-12,-1997.3016527174834,36169
120,2022-01,-2328.450588841563,29817
120,2022-02,-904.2286347024905,24954
120,2022-03,114.83081054266466,38025
120,2022-04,-2250.006220368326,31100
120,2022-05,-1515.5239348577832,34128
120,2022-06,565.2965171117689,33833
120,2022-07,1871.8623532535871,33445
120,2022-08,2276.5851914712734,36921
120,2022-09,3662.500009725313,33886
120,2022-10,7898.853553816749,32389
120,2022-11,7736.0641953991035,36044
120,2022-12,8578.066114390025,36459
120,2023-01,5409.62464008276,21683
120,2023-02,4715.142334616554,30256
120,2023-03,4537.447867278612,38730
120,2023-04,2179.324762669147,28585
120,2023-05,2889.7656865218605,37032
120,2023-06,2826.8473581942367,33547
120,2023-07,2170.9452661480072,34912
120,2023-08,4916.734730661777,36838
120,2023-09,5019.887075289478,33727
120,2023-10,6194.329192527237,33965
120,2023-11,7073.6481825194505,37792
120,2023-12,6761.265777878619,36406
120,2024-01,8174.16314051089,38245
120,2024-02,2868.3409069426752,22713
120,2024-03,4495.882539473659,36596
120,2024-04,4026.8422083956743,34810
120,2024-05,1905.1917364765704,38215
120,2024-06,-386.9941223140056,32738
120,2024-07,-2297.570925059051,35886
120,2024-08,563.1205630841577,37911
120,2024-09,-1159.0925220346776,34609
120,2024-10,-5571.722157022858,32967
120,2024-11,-3234.883914916201,36655
120,2024-12,-3126.6469674888003,38557
120,2025-01,-1377.8365727389562,26379
120,2025-02,-1974.3682314348673,33451
120,2025-03,-456.0784217186967,36928
120,2025-04,6078.51108996613,35105
120,2025-05,2667.4317816508187,35084
120,2025-06,3048.5730824925145,36530
120,2025-07,5189.85981074438,39789
120,2025-08,3704.2473891931236,36893
120,2025-09,2897.4252935808136,37124
120,2025-10,5602.902788104131,35526
120,2025-11,9248.300873463613,35739
120,2025-12,10729.993931652934,39466
120,2026-01,4872.071540868239,37952
120,2026-02,2742.864352624329,21645
120,2026-03,3762.337400444703,26229
