arm,r,rep,seed,eq_sha,tr,tr_prev,cagr,mdd,expo,slot,trades,hold_days
PLACEBO,177,6,102177,b49dda66c904734c2520d154ae225137d26a5888913a56b81bb84fae2c85061a,15.100113449488674,14.927827045487774,0.34224252524087717,-0.4586830176611401,0.8705996642974373,0.8742437337942955,136,
PLACEBO,177,7,102177,27f0a3e6e205c9e2ae493a132b871cbffd836cb4658addf7d8d5af131fcfa471,22.044956570481496,21.798353792784223,0.3942099759930513,-0.35183967148485457,0.8612012392067045,0.8742437337942955,136,
PLACEBO,177,8,102177,b63fdc8c14a9558d7d8e09a0f59b7b22846bd912f06c0ec3b65bb1eb73df374d,27.389253793989763,27.0854619937779,0.4253531905155574,-0.3197896275675763,0.8558963427369606,0.8742437337942955,136,
PLACEBO,177,9,102177,7236f3aaf8db3ff5ed9dd539b89c40ec224c07adafa88f016c759dc406fcad47,10.630849382375917,10.506388320542264,0.29679941585890957,-0.40109650545676734,0.8625076878251522,0.8852628149435273,137,
PLACEBO,177,10,102177,703017191472d0f4dd04c39535cd447820e3b034eb73cfa805a50635f541fb9e,4.790256835609418,4.728295624492583,0.20444583824178442,-0.43961299842396473,0.8646623416863928,0.8871002592912706,138,
PLACEBO,177,11,102177,9afaa9efc67e7fc5598039ca9e999d0f54f8748a65b35aa2f3f5907b8f0f8778,5.451120946910303,5.382087866292268,0.2183134056428997,-0.5095188085380258,0.8648276513255205,0.886891714160456,136,
PLACEBO,177,12,102177,2bfb5be81c16ddf22260ed93e2e5d2ccc5746dfd48a75fb3bedaae7030a5b7d9,3.442607005911486,3.395066919449425,0.17111563011298325,-0.43600699390085906,0.8675554646005268,0.8742437337942955,136,
PLACEBO,177,13,102177,7fedd93d5b1ee0ffda280a9b217af2ff848ada7557b22db104d27894ad6a9a7d,9.19352642366802,9.084446073574108,0.2788063822273663,-0.35687352291110097,0.8702917325910471,0.8871002592912706,138,
PLACEBO,177,14,102177,a858f37c918bbbd55df4e95cc4a9b3e35969c72554657ffacce1181045e8b19c,12.948608968953513,12.799345692789952,0.322002256539101,-0.36792156817082317,0.860458910946444,0.8678154710458081,135,
PLACEBO,177,15,102177,2e7d15e10fa047d98516679a06ed3c810592c61e5fc758172f17cc616e271038,3.394042053558949,3.347021657906989,0.16975290845226643,-0.5080615790207451,0.8697681044456219,0.8742437337942955,136,
PLACEBO,177,16,102177,22155d6c866526efe1f364f25a0b93252bd98cee04177d4533577c5290373fb2,8.477677556217104,8.376257464392067,0.2689813550166136,-0.3843183870424308,0.8674947042897924,0.8742437337942955,136,
PLACEBO,177,17,102177,d509527ab9f9602f3e4f42d13277a805ad0e991e4b400d0773c515fb5e12e59e,12.875852895953395,12.727368178414638,0.32127014739956317,-0.368291322855107,0.8610856910113592,0.8871002592912706,138,
PLACEBO,177,18,102177,882b827252f018312864624d7e5a7ab6ce66056b122cb79a9a491022a2c31571,8.757905580895002,8.653486784817133,0.2729040361566102,-0.400423645675652,0.8636494745475486,0.8742437337942955,136,
PLACEBO,177,19,102177,7ac3f1c1182db82b6e9ed68a5e40351c65b2ae15105fb38cbfaa2f9cdb9443e1,7.379181446980642,7.289516299930563,0.252530536945484,-0.47069517417910467,0.8690612417569148,0.8742437337942955,136,
PLACEBO,177,20,102177,62306b2166566e60ba6d9077073c3cb35a228bfc929526fac080b5ee4e7ea518,18.28548980743771,18.079116871076508,0.3681557649033882,-0.35183967148485457,0.8649671871491867,0.8742437337942955,136,
PLACEBO,177,21,102177,ffa5cdcb7694e8acdd5a9ac8e9f1bc41df907e3abf959077cd697dfa4124259f,4.16238781107086,4.1071453908967515,0.18989135179952865,-0.5223637231168329,0.8697901783616662,0.8871002592912706,138,
PLACEBO,177,22,102177,656a5204aca9f3698552af86777dd99f3311ec9546b23a37f935ccceedb86a7e,12.009931844498801,11.870713299187454,0.31228269470061787,-0.36792156817082317,0.8616856247398152,0.8742437337942955,136,
PLACEBO,177,23,102177,a0cf29977808bd78c4496613e69a362f596afd2870243c34e292dcf912f5f248,7.059777102930145,6.9735298837121515,0.24738493318537214,-0.36792156817082317,0.8729004874850698,0.8871002592912706,138,
PLACEBO,177,24,102177,e013e06feafaeb765087d10797a19db3ea6a07327f0e03293f21bca9b9bda92b,2.422015244614812,2.385396452903772,0.1391810953366761,-0.3760342798920643,0.8552485886356269,0.8723392701998263,135,
PLACEBO,177,25,102177,ba3961018481b4249f72dc56b52bbdd626be7b7b42d5471c5db9c75774dfa75a,1.6730801011451302,1.6444756220725134,0.10976342600467692,-0.4436547284283619,0.8701411929864088,0.8742437337942955,136,
PLACEBO,177,26,102177,7ee98a37f469973031dc7b37d4dfb647f9215330b60890492ffec72ada03316f,9.39270702236032,9.28149525193803,0.28143032350709873,-0.436876310208676,0.869243326412434,0.8742437337942955,136,
PLACEBO,177,27,102177,9b70b4c0d27285be24e608a04ae28206660a30f12cc74fe5f3909f0fb3465b03,5.8064841587402025,5.733648356478469,0.2252528521798225,-0.4411853660316627,0.8609237844406189,0.880671996542783,137,
PLACEBO,177,28,102177,b5114b660c4c42976e8be7cf18566b73cd0dcc66cf249d8f44080b5cfd6e59f6,6.3319552001052335,6.253496361930901,0.23494243744640086,-0.46152074855651776,0.8679763767160432,0.8742437337942955,136,
PLACEBO,177,29,102177,47063cf7abd72b9e746df54e21abcf3e9afe4d6cc1a4fd4f701d59f25261716c,5.490487334578284,5.42103299647091,0.21909874626593373,-0.41822146597030435,0.8553513094977963,0.8742437337942955,136,
PLACEBO,178,0,102178,5f31aae8047cae77faf63aa57618d58f7e9860c4de97305038e7461f493c2358,9.171918970467063,9.063069840508543,0.2785189825558758,-0.4434077727278299,0.8489957500774586,0.8613872082973206,134,
PLACEBO,178,1,102178,23b7838da441b572313c1eb5d545efbf333c4814d9ed84dcb07b266659f23659,2.481255906810069,2.44400318412132,0.14125402079562432,-0.4439452717516248,0.8602162146490786,0.8742437337942955,136,
PLACEBO,178,2,102178,9662ed44cbf52549269ef6dcf618f7cc98a5693d4df6e9cf8d7ab879981fe4d4,2.593426308370536,2.554973256554864,0.1450940995748391,-0.42797245857508875,0.868042411056502,0.8788010425716768,136,
PLACEBO,178,3,102178,6fd5263ba478f3c52ede2a9a84ad1ce894096fe6661d1e231c2372d23ce5cfdd,4.930959025943662,4.867492168640929,0.20751280543286388,-0.4434077727278299,0.8762943220240839,0.8871002592912706,138,
PLACEBO,178,4,102178,8fd00bcb394ae33ff9e02cfd53871d6c6628dac13463f0dc3327fbd18a77533c,3.311996926213781,3.2658544908321288,0.16741984706697477,-0.5536050273478569,0.8710420863235918,0.8742437337942955,136,
PLACEBO,178,5,102178,7e54dbd061bbe669810ff1d68117b84579511c44ae50e3f6656cca1ee7b8fe49,11.536954496923832,11.40279725547492,0.30714523600720134,-0.4783532130390527,0.824074383328788,0.8356741573033708,130,
PLACEBO,178,6,102178,a16408c7531b121045d3781c48589358c75c07ff3b1ae1d95ee25708e9d9ae41,7.767186692481809,7.673369523230733,0.25855044610855504,-0.42797245857508875,0.8728121066709769,0.8742437337942955,136,
PLACEBO,178,7,102178,0ebbe2ea0dbd1e5efe1ac488d27ea110dd6dec238c016d684d7561604fb9e0dd,3.5733092118701952,3.5243704884898124,0.17471802069588094,-0.5179456438486817,0.8307809955754485,0.8356741573033708,130,
PLACEBO,178,8,102178,5343019310eb81ac3c4eb919c24bcefb469ac38793649fa88109166b3f449aa1,13.999315427107161,13.838808600523677,0.33221115649986666,-0.4795279932557187,0.8494644365908812,0.8549589455488332,133,
PLACEBO,178,9,102178,fa8e53935fc3f2ba9d4381bd025492a0a31bcf71457c636b8c3e0fa7c26646c0,11.911463736101355,11.773298892452283,0.31122706301782244,-0.4259805360467517,0.8684638629527188,0.8742437337942955,136,
PLACEBO,178,10,102178,468f18c8561230dad9bf7ca49bab2531bdd6ed11d28091644e10724ee1e1a145,12.102495199474081,11.962286138933074,0.31326853052021586,-0.4795279932557187,0.8763010681363081,0.8871002592912706,138,
PLACEBO,178,11,102178,4a624987bb69abf1b517b83cfe782acceb07351280d58b61941c9a83f2d8dbe6,6.250160925611015,6.172577363344811,0.2334758226643412,-0.4434077727278299,0.8800585973818177,0.8871002592912706,138,
PLACEBO,178,12,102178,858f2feae9966903e852a3a35f99960124a42b2add833a4fbef3d6b3c3f1adeb,4.771855704425023,4.7100914027729095,0.20403982312037794,-0.5167833604540254,0.8737205738920555,0.8742437337942955,136,
PLACEBO,178,13,102178,eef578d0f3227ae79663e3fa50ab20f67d7625afd7d4b7a6d7c1fe508d81a617,6.2335753911289755,6.156169309729805,0.23317663239549336,-0.4458676717792235,0.873749145213136,0.8742437337942955,136,
PLACEBO,178,14,102178,dfbf83bc0d947d714eb597314bd7866fc66c1f8a6dc13b0f7274eb655700f50d,7.489315797635658,7.398472109124313,0.2542641881539982,-0.4140316436685185,0.8623434784524912,0.880671996542783,137,
PLACEBO,178,15,102178,4d4c5af49e5266df1aef0d38ca75028a89d3d7c06e8d90d1c9f49c0a239c3946,5.3114985096945295,5.243959520885302,0.2154930166486133,-0.4291494806241901,0.8740970426067202,0.8742437337942955,136,
PLACEBO,178,16,102178,9f0052cb8c427267f2c994868ddd2c928807f54f91251c1578a8ff028d7b20c7,3.4985696537866895,3.4504307141928763,0.1726695099625004,-0.459471791778405,0.8748708966811274,0.8742437337942955,136,
PLACEBO,178,17,102178,fd608bd00cbc2e775e49c795a8a5c044b5190cd085ebd68c32e39378b6709516,3.355429256299165,3.308822054008182,0.16865979848318435,-0.45095281278066873,0.8446225443498059,0.8613872082973206,134,
PLACEBO,178,18,102178,2e7e42fa340bfed28608be633e0b712fe4f97f4f28d5484d447b1805d697dc2e,5.372899076772412,5.304703043965411,0.21674011740331456,-0.4203350105029793,0.8712550974991606,0.899934239368698,138,
PLACEBO,178,19,102178,9fc5e337159aafb04ff6ffd22bbbd41f8fb605066a7b60fcc29266ee56220f0c,7.0567982951622845,6.9705829519978435,0.24733609245417143,-0.4458676717792235,0.8726481461587243,0.8742437337942955,136,
PLACEBO,178,20,102178,290574e592176e787458ca0555b3ba82805860c2a9b4789bf5485365d983ed30,6.213945710101948,6.136749684809924,0.23282173451504717,-0.4261479888828081,0.8482681706794197,0.8549589455488332,133,
PLACEBO,178,21,102178,4b63610789dd54184978cf5d9f33fd3f15757a07cb268e92f74bc0aaeb04f55e,4.220476556648222,4.164612532091024,0.19130247358564434,-0.39610164351056343,0.8629916620472866,0.8788010425716768,136,
PLACEBO,178,22,102178,0aed9a0126b91f2eade6013cb5eed2f1a4c20f8e7fe5d1ed6937174765ea6fb4,7.062222759171625,6.975949369124427,0.24742502026538693,-0.4783532130390527,0.860010519321143,0.8678154710458081,135,
PLACEBO,178,23,102178,bbfa3242976324bfd972f2fcf5e7eebc643af2e089014c272cba9f40e9f738da,6.105978935274379,6.029938256337211,0.23085415832510714,-0.45585198001051086,0.863084730306519,0.8742437337942955,136,
PLACEBO,178,24,102178,882112d4b737836a0531f05ded8289b7ccc6fc3d454a961e485abfcb1c751da8,13.859580682789678,13.700569149806949,0.3308910405560932,-0.42797245857508875,0.8717610966366139,0.8871002592912706,138,
PLACEBO,178,25,102178,aabe0b5a3ac7e6783a594191e78bfe839195b5780cdcc79511148b8f8b2a86ed,20.286703957879002,20.05891614200798,0.3825386658954002,-0.42797245857508875,0.8713628239095064,0.8742437337942955,136,
PLACEBO,178,26,102178,40072be872771a7be9de4ae1696d1b563e2e17f7f2af80ee57f1201150e330ae,9.989078250577485,9.871484745350562,0.28902632157817476,-0.39610164351056343,0.8721621273465623,0.8871002592912706,138,
PLACEBO,178,27,102178,acb0fb03f94a03e8186009e5b329d89e8651f0985ea0602e81f165a7df998ada,6.708918843764299,6.6264261389461785,0.24151807986029183,-0.42797245857508875,0.866425392883411,0.8742437337942955,136,
PLACEBO,178,28,102178,55b3770a6799bdbd4c65d54d64fe5cf97055fec0cfc822713bc18d275af86a8b,7.017054661341907,6.931264612556562,0.24668290375040902,-0.49952357909587003,0.8743155717428391,0.8871002592912706,138,
PLACEBO,178,29,102178,cf9a4d2d15737d0965b4becf0e0fb78f519651f2bddf5a8f91364b001cfd0f0e,6.131297137531421,6.054985529942953,0.23131794179827914,-0.440253799558808,0.8280353962151191,0.8292458945548833,129,
PLACEBO,179,0,102179,ad66ffca0d8bb2f8e6be3a7656fd7029904bd632cac41d16e46ab5ef19fca32d,4.997656942839895,4.933476354898403,0.2089439917482474,-0.48800769205560496,0.8711703771397917,0.8871002592912706,138,
PLACEBO,179,1,102179,6edd6a4e0ebb90d9d5e102895dfe6bce8301936c7b3fef21dcab0a9c6f79c439,1.8742422986674736,1.843485194289403,0.11832540690172277,-0.41610460484307527,0.8514095920078342,0.8549589455488332,133,
PLACEBO,179,2,102179,66c2e9f4faa7a6e451fad7557ec32dffc6f8eb77010c9e90b27fad80903be399,3.0337162071844945,2.990551638047994,0.1591994147174891,-0.4047795076590795,0.858407672157087,0.8742437337942955,136,
PLACEBO,179,3,102179,68b899013deb40391d58cc83989f063bdc4e329c4bf74806ef490e6a59807c05,5.74942820049726,5.677202950819726,0.22416084025760497,-0.4023011472065514,0.8594320245261539,0.8742437337942955,136,
PLACEBO,179,4,102179,110d4f03d8013964172e012d1d10b7dbb67bb161a65470f0ff85af5f579c6473,7.139597935527851,7.052496558091919,0.24868770735895152,-0.4023011472065514,0.8683268616490133,0.8742437337942955,136,
PLACEBO,179,5,102179,38bc1c6c5802ed7a03eee305d6adda9753971a61c2d1f2bd1e673d781221d997,6.136509883786785,6.060142494895278,0.23141324705147448,-0.3783269988909942,0.8588416787196191,0.8742437337942955,136,
PLACEBO,179,6,102179,eb57425e4e086cfc3f688ddb06950a4cf5fc8660c2fbe079bc2c0f0eb1c80bff,7.882726670845736,7.787673114816819,0.26029702480714767,-0.3967880203389862,0.8776501154767693,0.8871002592912706,138,
PLACEBO,179,7,102179,611a5ddbff7d6a69d23d0a20f2209bf24085bbf07072a3cb0000e025cfa2b601,5.597178657700666,5.526582621775042,0.221205971323728,-0.4288204506522201,0.8627071753523745,0.8788010425716768,136,
