arm,r,rep,seed,eq_sha,tr,tr_prev,cagr,mdd,expo,slot,trades,hold_days
G1,0,-1,102000,f3c1f0e0f806107e5d411b02fedf8a1e69bb0a6cbb4182a90e0771a09418338c,4.719555642033982,4.658351000393374,0.20287948707455006,-0.4493310376337908,0.8696233826098403,0.8742437337942955,136,
G1,1,-1,102001,358b39927f6d33deedbf8bb4698f07f21279cd81674e899b405bd545c5728c92,2.730834303269148,2.690910856266738,0.1496547229449363,-0.44087822135309324,0.8677758605745387,0.8742437337942955,136,
G1,2,-1,102002,8a272db17a7fd30ee32b2b8a9fe9854d7ad8688fe8476548cfc69ed48999c6b5,5.668204300347001,5.59684822303398,0.22259194577689034,-0.4110595335646363,0.869880459151218,0.8742437337942955,136,
G1,3,-1,102003,00ab71966922ce9388b58f1686a409eac4c08e683fd86ab40bc92ebeda6b71d0,2.339654093549159,2.3039166438603966,0.13624518398252738,-0.47769676961155644,0.8652710099667776,0.8742437337942955,136,
G1,4,-1,102004,6e5a91ab5a5899c1628bbf1ed2955df1e1a70b947f434f1071cc504758eab6e7,7.798920823737834,7.704764069341886,0.25903220055554765,-0.4112228619443033,0.8667896793442614,0.8742437337942955,136,
G1,5,-1,102005,5b22b13b54dcdb69aeed1dbc95a3022a5841398b6515d8938558963fcaa534aa,2.0572713969043663,2.024555708491364,0.12566212516583675,-0.6319300431932963,0.8679220492075733,0.8742437337942955,136,
G1,6,-1,102006,1117c2b8ed81a0805cf09ad1ad36ee4f6c30c395ac6ec4ece7e30d08df05499c,7.596709646423026,7.504716742405998,0.2559354431802492,-0.45570240533601963,0.8693906654320437,0.8742437337942955,136,
G1,7,-1,102007,966aeedf7adc3f17d39f9ba7b84e213810975730bb58bf674d577de4c3c9956a,5.713467501074905,5.641627064809294,0.2234683291530004,-0.3923731773467159,0.8701050378457997,0.8742437337942955,136,
G1,8,-1,102008,2fe0fcd13a9857d2e9b8f9d134ce759ea9b4cf5024afd889237a77a2d4d24fd1,5.643010824337129,5.571924340986886,0.22210184451139603,-0.46667267869293827,0.8703079763442554,0.8742437337942955,136,
G1,9,-1,102009,51ca0cb7baa7027104b8cfb7bc27b4a28e6aaf51a510e2c54dc8671df2794270,3.7731628827797277,3.722085536563214,0.18005221542203986,-0.5062334482093729,0.8679656236134686,0.8742437337942955,136,
G1,10,-1,102010,6d241afccd080e5ab47bc1a7266065f37c4e3f3bb85401c03e42358fd2be77cc,2.8966031229811247,2.8549057932086805,0.15496088813989561,-0.4068660994584559,0.8684768431920755,0.8742437337942955,136,
G1,11,-1,102011,7f26eca9a17742ade435f15f1d0114790b460be8044e6820adb992701b25824c,1.5750365613687025,1.5474812406735468,0.10537955585360592,-0.47511665527208174,0.8704772975227593,0.8742437337942955,136,
G1,12,-1,102012,2eef6eeb42099b9974955716a2f89ebc961a90f5f6ac7f3d9d3c5aeb73fb10ac,5.172969788239175,5.106913187448223,0.21263904171470482,-0.4651520548530721,0.8687370621332947,0.8742437337942955,136,
G1,13,-1,102013,689e560eb21bdc8aa437e252d0556803fcfe46468bee3159490ba278447fc2de,7.112387700004668,7.025577497761073,0.24824489111561876,-0.3736156655798314,0.8678479984287477,0.8742437337942955,136,
G1,14,-1,102014,2b81c7074119e6fc6b9e61b9046fd2646226f13b4765bc1f0b2d3a64bdc64294,3.1683553123233485,3.123749977732924,0.16323792037826257,-0.4716382013419011,0.8699414437171921,0.8742437337942955,136,
