stock_id,prev_date,date,rule,ref_over_prev
1438,2005-03-07,2005-03-18,B,0.869919
1438,2005-04-19,2005-04-27,B,1.05914
1438,2005-05-03,2005-06-02,B,0.4689
1438,2005-06-22,2005-07-01,B,1.062112
1438,2005-07-01,2005-07-27,B,0.865497
1438,2005-09-22,2005-09-29,B,0.933333
1438,2005-11-02,2005-11-17,B,0.751152
1438,2005-12-19,2006-01-09,B,0.576923
1438,2006-03-08,2006-04-03,B,0.818182
1438,2006-07-11,2006-07-28,B,0.869822
1438,2006-08-21,2006-09-04,B,1.0625
1438,2006-09-26,2006-10-13,B,0.933333
1438,2007-05-16,2007-05-24,B,0.935484
1438,2007-09-21,2007-10-01,B,0.92
1438,2007-11-01,2007-11-13,B,0.871622
1438,2007-12-21,2008-01-02,B,0.931579
1438,2008-01-17,2008-01-29,B,0.933333
1438,2008-02-15,2008-02-26,B,0.807339
1438,2008-03-13,2008-03-27,B,0.867725
1438,2008-08-07,2008-08-14,B,0.938202
1438,2008-09-22,2008-11-05,B,0.813953
1438,2008-11-05,2008-12-26,B,0.87619
1438,2008-12-26,2009-03-12,B,0.76087
1438,2009-03-17,2009-03-24,B,1.0625
1438,2009-03-26,2009-04-03,B,1.060241
1438,2009-04-24,2009-05-06,B,0.879699
1438,2009-05-06,2009-05-26,B,0.863248
1438,2009-05-26,2009-06-23,B,0.930693
1438,2009-06-30,2009-07-08,B,0.93
1438,2009-08-21,2009-09-03,B,1.058824
1438,2009-12-15,2009-12-22,B,0.93125
1438,2009-12-24,2010-01-06,B,0.9375
1438,2010-02-24,2010-03-03,B,0.93133
1438,2010-05-17,2010-05-24,B,1.05
1438,2010-06-10,2010-06-18,B,1.061538
1438,2010-07-15,2010-07-22,B,1.050955
1438,2012-06-11,2012-06-19,B,0.932432
1441,2004-02-19,2004-03-26,A,1.401709
1441,2009-09-03,2009-09-18,B,1.697446
1441,2010-10-04,2010-10-20,A,1.259446
1442,2004-09-07,2004-10-12,A,1.522581
1442,2007-02-14,2007-03-13,A,1.64507
1443,2011-09-06,2011-09-22,A,2.006173
1446,2007-12-19,2008-01-07,B,1.572519
1449,2005-11-30,2006-01-04,A,1.612903
1449,2009-02-12,2009-03-04,B,1.546667
1449,2009-12-01,2009-12-21,B,1.42328
1449,2014-11-05,2014-11-18,A,2.611511
1450,2004-12-07,2004-12-30,A,2.5
1451,2011-08-05,2011-08-25,A,1.046667
1451,2012-08-07,2012-08-20,A,1.072727
1451,2013-08-06,2013-08-19,A,1.061224
1453,2006-11-24,2006-12-14,A,2.412121
1453,2007-12-07,2007-12-14,B,0.866667
1453,2008-10-23,2008-11-07,B,1.99241
1456,2005-04-12,2005-05-16,A,1.206704
1456,2008-11-06,2008-11-26,B,1.242105
1456,2009-05-05,2009-05-19,B,0.709821
1456,2011-09-07,2011-09-16,B,0.910638
1456,2012-04-16,2012-04-23,B,1.068027
1456,2012-05-24,2012-05-31,B,0.913514
1456,2012-07-04,2012-07-11,B,0.918367
1456,2012-08-06,2012-08-14,B,0.935897
1456,2013-12-30,2014-01-13,A,2.673529
1456,2014-10-09,2014-10-17,B,0.8775
1456,2014-11-26,2014-12-10,B,0.939597
1457,2008-04-08,2008-04-25,B,1.456311
1462,2005-02-14,2005-03-04,A,1.880952
1462,2005-07-04,2007-07-02,A,3.5
1469,2006-09-29,2006-10-11,B,0.943983
1469,2008-08-07,2008-08-14,B,1.068421
1469,2008-11-28,2008-12-11,B,0.94
1469,2009-02-18,2009-02-26,B,0.93
1469,2009-02-27,2009-03-11,B,0.931452
1470,2004-09-13,2004-09-20,B,1.052632
1470,2005-04-20,2005-04-29,B,1.053476
1470,2006-08-08,2006-08-16,B,0.934884
1472,2011-11-11,2011-11-30,A,1.367123
1475,2004-09-20,2004-09-27,B,0.806667
1475,2004-12-14,2004-12-22,B,1.060345
1475,2005-01-28,2005-03-07,A,1.942982
1475,2005-03-29,2005-04-08,B,0.931193
1475,2006-04-24,2006-05-05,B,0.93985
1475,2006-07-17,2006-07-24,B,0.936034
1475,2008-01-17,2008-01-25,B,0.935849
1475,2008-02-13,2008-02-29,B,1.527897
1475,2008-11-17,2008-11-25,B,0.869748
1475,2009-01-14,2009-02-03,B,1.059184
1475,2009-02-19,2009-03-04,B,0.940299
1475,2009-03-09,2009-03-17,B,1.05977
1475,2009-08-18,2009-09-04,B,1.782857
1475,2011-11-16,2011-12-06,A,1.553265
1475,2013-07-26,2013-08-07,B,0.930868
1475,2013-08-13,2013-08-26,B,0.930435
1475,2013-08-26,2013-09-16,B,1.06729
1475,2013-09-26,2013-10-03,B,1.07
1506,2010-09-30,2010-10-19,A,1.444444
1513,2014-11-26,2014-12-10,A,1.038265
1515,2012-11-22,2012-12-07,A,1.346821
1516,2011-08-19,2011-09-01,A,3.055249
1516,2012-09-12,2012-09-28,A,3.256881
1516,2012-11-27,2012-12-05,B,0.940774
1516,2013-05-16,2013-05-30,B,1.068376
1516,2014-02-21,2014-03-03,B,0.879167
1516,2014-08-12,2014-08-25,A,1.328125
1516,2014-09-09,2014-09-16,B,0.94702
1516,2014-10-08,2014-10-20,B,0.911765
1526,2006-01-18,2006-02-22,A,1.403125
1526,2007-08-08,2007-08-28,B,1.167734
1526,2010-09-30,2010-10-20,A,1.176556
1534,2004-09-03,2004-09-13,B,0.80597
1538,2014-10-24,2014-11-10,A,2.101329
1604,2006-11-03,2006-11-23,A,1.596491
1604,2010-10-01,2010-10-18,A,1.414062
1613,2005-12-07,2006-01-09,A,1.319797
1614,2013-10-03,2013-10-18,A,1.200603
1708,2007-10-03,2007-10-22,B,1.170678
17141,2004-03-03,2004-03-24,B,0.93
1721,2009-12-03,2009-12-23,B,1.824234
1724,2005-11-24,2005-12-29,A,1.451807
1737,2013-12-13,2013-12-30,A,1.308511
1799,2014-02-10,2014-02-21,A,1.313402
1805,2004-12-14,2005-01-10,A,1.066667
1805,2006-12-06,2006-12-25,A,8.544304
1805,2008-10-13,2008-10-21,B,0.900855
1805,2008-10-22,2008-11-03,B,0.779961
1805,2008-11-05,2008-11-14,B,0.92268
1805,2010-07-30,2010-08-18,B,1.773212
1805,2011-05-19,2011-05-30,B,0.9
1805,2011-06-10,2011-06-22,B,0.916667
1805,2011-08-22,2011-09-09,B,1.107034
1805,2011-11-30,2011-12-07,B,0.945946
1805,2011-12-26,2012-01-03,B,0.948387
1807,2006-08-07,2007-07-02,A,2.0
1807,2008-09-08,2008-09-15,B,0.909091
1808,2004-05-05,2004-05-12,B,0.811429
1808,2004-06-07,2004-07-02,B,0.797101
1808,2004-09-14,2004-10-19,A,2.133333
1808,2005-09-23,2005-10-03,B,0.947368
1810,2008-03-07,2008-03-27,B,1.08
2007,2007-03-23,2007-04-12,A,1.794118
2007,2009-08-11,2009-08-31,B,1.796178
2008,2013-12-12,2013-12-27,A,1.142857
2014,2010-10-27,2010-11-12,A,1.164179
2017,2009-10-01,2009-10-21,B,1.41746
2022,2010-08-18,2010-09-07,B,1.490879
2024,2005-11-16,2005-12-05,A,1.495522
2109,2013-12-12,2013-12-27,A,1.365772
2301,2007-07-16,2007-07-26,A,1.303855
2302,2007-11-27,2007-12-13,B,1.313501
2302,2008-09-11,2008-10-01,B,1.276
2302,2009-10-01,2009-10-21,B,1.412195
2303,2007-09-19,2007-10-09,B,1.221354
23051,2006-07-18,2006-08-22,B,1.057895
2314,2013-02-26,2013-03-13,A,1.562016
2318,2005-05-10,2005-05-17,B,0.826923
2326,2004-10-13,2004-11-18,A,2.241071
2326,2006-06-23,2007-07-02,A,1.764706
2327,2013-09-04,2013-09-18,A,1.019608
2327,2014-09-26,2014-10-09,A,2.183673
2329,2004-10-01,2004-11-08,A,2.15
2329,2008-08-01,2008-08-21,B,1.679012
2331,2013-11-11,2013-11-25,A,1.111538
2331,2014-10-06,2014-10-20,A,1.153664
2332,2008-01-25,2008-02-14,B,1.160151
2332X,2004-07-23,2004-08-06,B,1.068249
2332X,2004-08-11,2004-08-18,B,1.050296
2332X,2004-08-23,2005-02-18,A,0.992042
2332Y,2004-09-03,2004-10-04,B,1.069444
2335,2005-05-09,2005-08-19,A,1.068468
2337,2006-04-26,2006-05-17,A,1.832609
2338,2010-09-10,2010-09-29,B,1.099585
2340,2007-10-04,2007-10-24,A,1.506173
2341,2006-02-16,2006-03-23,A,1.902439
2341,2008-02-13,2008-03-04,B,2.67134
2342,2004-04-01,2004-05-07,A,1.841121
2342,2005-04-11,2005-05-16,A,2.623333
2342,2009-09-24,2009-10-14,B,1.957317
2342,2012-10-17,2012-11-01,A,1.688525
2348,2006-10-31,2006-11-20,A,1.996997
2348,2008-11-04,2008-12-01,B,0.49711
2348,2010-10-05,2010-10-14,B,0.933921
2348,2011-02-08,2011-03-01,A,3.0
2348,2011-04-28,2011-05-10,B,0.8051
2348,2011-05-19,2011-05-27,B,1.065617
2348,2011-05-30,2011-06-09,B,0.702439
2348,2011-06-14,2011-06-21,B,1.069444
2348,2011-08-18,2011-08-25,B,0.938095
2348,2011-11-22,2011-11-29,B,0.865591
2348,2011-12-23,2012-01-04,B,1.057971
2348,2012-06-08,2012-06-20,B,0.94
2348,2012-06-21,2012-06-28,B,1.075188
2348,2012-07-12,2012-07-20,B,0.929032
2348,2012-12-14,2012-12-28,A,10.232143
2348,2013-02-26,2013-03-06,B,0.947368
2348,2013-07-10,2013-07-24,B,1.066667
2348,2013-07-25,2013-08-09,B,0.927273
2348,2013-08-09,2013-08-19,B,0.894118
2348,2013-08-30,2013-09-10,B,1.07
2348,2013-09-16,2013-09-25,B,1.07
2348,2013-12-23,2014-01-03,B,1.07
2348,2014-01-09,2014-02-05,B,0.87037
2348,2014-04-10,2014-04-21,B,0.921667
2348,2014-10-28,2014-11-18,B,0.889292
2348,2014-12-12,2014-12-22,B,0.930365
2352,2007-10-01,2007-10-15,B,1.782609
2352X,2004-03-10,2004-03-24,B,0.885714
2352X,2004-05-18,2004-05-26,B,1.060465
2352X,2004-06-03,2004-07-23,B,0.789352
2352Y,2004-08-19,2004-11-02,B,0.930636
2352Y,2004-11-02,2005-03-24,A,0.993789
2352Y,2005-04-13,2005-05-06,B,0.932099
2352Y,2005-05-19,2005-05-31,B,1.069307
2352Y,2005-06-23,2005-07-15,B,1.143333
2357,2010-05-17,2010-06-24,A,4.771825
2359,2008-04-30,2008-05-20,B,1.474255
2359,2009-07-10,2009-07-24,A,1.06383
2359,2013-09-04,2013-09-16,A,1.023346
2359,2014-08-08,2014-08-20,A,0.997118
2361,2008-09-12,2008-09-19,B,0.806452
2361,2008-10-21,2008-11-07,B,1.652778
2361,2009-09-09,2009-09-25,B,2.757143
2361,2010-05-04,2010-05-13,B,0.750357
2361,2010-12-10,2011-04-26,A,1.050328
2363,2009-10-19,2009-11-06,A,1.762987
2364,2004-11-19,2004-12-20,A,1.86747
2364,2012-10-15,2012-10-29,A,1.25
2365,2008-11-20,2008-12-05,A,1.013333
2371,2011-03-23,2011-04-11,A,2.444444
2375,2010-10-28,2010-11-16,A,1.763766
2375,2013-09-26,2013-10-11,A,1.354227
2375,2014-10-30,2014-11-14,A,1.07265
2378,2006-04-25,2006-05-03,B,0.807407
2379,2007-06-11,2007-06-25,A,2.021622
2381,2008-12-16,2008-12-29,B,1.644444
2381,2011-10-17,2011-11-01,A,2.660606
2388,2009-09-01,2009-09-21,B,2.672566
2388,2012-09-20,2012-10-04,A,1.864486
2394S,2004-03-01,2004-03-25,B,0.946429
2394T,2004-05-21,2004-06-09,B,0.931959
2394T,2004-07-05,2004-07-20,B,0.931034
2394T,2004-07-28,2004-08-18,B,0.930693
2394T,2004-08-18,2004-08-27,B,1.067376
23951,2004-05-20,2004-05-28,B,1.068476
23951,2005-04-08,2005-05-16,B,1.064516
23951,2005-07-21,2005-08-01,B,1.052632
23951,2005-11-28,2006-04-13,B,1.125628
2401,2007-03-14,2007-03-26,A,1.892816
2406,2009-09-10,2009-09-30,B,1.781915
2408,2009-08-12,2009-08-26,B,2.773109
2408,2014-08-25,2014-09-09,A,9.320988
2410,2006-10-31,2007-07-02,A,1.275862
2410,2008-08-18,2008-09-09,B,0.931818
2410,2008-09-11,2008-09-18,B,0.942857
2410,2008-11-14,2008-11-21,B,0.87234
2412,2007-12-20,2008-01-09,A,1.138564
2412,2009-03-02,2009-03-20,A,1.193078
2412,2010-01-20,2010-02-08,A,1.027539
2412,2011-01-06,2011-01-25,A,1.220246
2414,2009-09-01,2009-09-11,B,1.141176
2424,2007-03-06,2007-03-26,A,1.403053
2424,2008-08-13,2008-09-02,B,1.923684
2424,2011-03-30,2011-04-15,A,1.240964
2424,2012-05-07,2012-05-14,B,0.939024
2425,2006-03-31,2006-04-21,A,1.689573
2425,2008-10-28,2008-11-10,B,1.581633
2425,2011-12-15,2011-12-30,A,1.542857
2425,2012-09-25,2012-10-08,A,1.307371
2426,2014-10-17,2014-11-03,A,1.60793
2429,2006-04-03,2006-04-24,A,2.233831
2429,2007-04-17,2007-04-26,B,0.874233
2429,2007-11-27,2007-12-04,B,0.868778
2429,2007-12-06,2007-12-14,B,0.874251
2429,2008-02-29,2008-03-07,B,1.066929
2429,2008-05-21,2008-05-28,B,0.930041
2429,2008-07-11,2008-07-31,B,3.322785
2429,2008-07-31,2008-08-07,B,1.068571
2429,2008-08-07,2008-09-09,B,0.86631
2429,2008-09-09,2009-01-15,B,0.658436
2429,2009-01-15,2009-02-12,B,0.86875
2429,2009-02-12,2009-03-27,B,0.931655
2429,2009-06-08,2009-06-16,B,1.068293
2429,2009-06-23,2009-06-30,B,1.068273
2429,2009-08-05,2009-10-16,B,0.867925
2429,2010-03-10,2010-03-26,B,3.231884
2429,2010-07-01,2010-07-20,B,1.07
2429,2010-07-20,2010-07-27,B,1.068536
2429,2010-08-20,2010-09-01,B,0.93125
2429,2010-09-01,2010-09-16,B,0.932886
2429,2010-10-26,2010-11-02,B,0.930736
2429,2011-02-10,2011-04-19,B,0.697087
2429,2011-04-21,2011-06-28,B,0.805714
2429,2011-09-21,2011-09-29,B,1.058594
2429,2011-11-08,2012-01-12,B,0.681102
2429,2012-02-08,2012-03-15,B,0.866667
2429,2012-03-15,2012-03-22,B,1.068826
2429,2012-03-22,2012-05-15,B,1.05303
2429,2012-05-15,2012-09-07,B,0.926259
2429,2012-10-02,2012-10-12,B,0.603774
2429,2012-10-12,2012-11-09,B,0.807812
2429,2012-12-12,2012-12-19,B,0.9075
2429,2013-02-26,2013-03-13,A,6.303725
2429,2013-07-09,2013-07-22,B,0.930168
2429,2013-08-08,2013-08-15,B,0.935961
2430,2009-10-16,2009-11-23,B,1.06903
2435,2004-09-03,2004-09-27,B,0.576763
2436,2013-10-16,2013-10-29,A,1.139959
2437,2006-10-12,2006-10-31,A,1.683908
2438,2010-11-19,2010-12-07,A,3.5625
2438,2012-11-13,2012-11-26,A,2.379518
2438,2013-06-20,2013-06-27,B,1.064516
2438,2014-11-06,2014-11-21,A,1.188889
2440,2006-05-22,2006-06-09,A,1.150838
2440,2006-10-24,2006-11-13,A,1.410667
2440,2007-10-17,2007-11-01,B,1.360169
2440,2009-09-16,2009-10-06,B,1.417933
2442,2009-03-02,2009-03-20,A,1.705729
2443,2009-09-14,2009-10-02,B,1.333333
2443,2013-10-02,2013-10-17,A,2.307692
2444,2007-11-16,2007-12-03,B,1.25
2444,2014-10-22,2014-11-04,A,1.687289
2456,2013-10-03,2013-10-18,A,1.120805
2456,2014-09-12,2014-09-29,A,1.020896
24561,2004-06-17,2004-07-30,B,0.93
24561,2006-01-17,2006-02-13,B,1.057269
2457,2010-10-01,2010-10-21,A,1.240084
2459,2014-09-18,2014-10-03,A,1.168814
2465,2007-11-23,2007-12-13,B,1.330612
2465,2011-10-07,2011-10-25,A,1.52381
2475,2010-08-17,2010-08-31,B,2.357143
2476,2014-10-07,2014-10-20,A,1.13
2477,2012-11-21,2012-12-04,A,1.072464
2479,2006-05-04,2006-05-15,B,0.756757
2479,2007-04-14,2007-04-30,A,4.973684
2479,2007-04-30,2008-01-21,B,0.52381
2479,2008-01-21,2008-03-05,B,0.427332
2479,2008-07-08,2008-08-06,B,0.70922
2488,2010-10-01,2010-10-21,A,1.093023
2491,2005-01-03,2005-06-28,A,1.064516
2491,2006-08-21,2006-09-08,A,2.561983
2491,2007-12-28,2008-01-17,B,1.141732
2491,2008-09-10,2009-03-25,B,0.930199
2491,2009-10-27,2009-11-16,B,1.364253
2491,2010-10-29,2010-11-18,A,2.553398
2491,2012-09-21,2012-10-08,A,1.79878
2494,2004-12-17,2005-01-21,A,2.491525
2494,2005-05-06,2005-05-13,B,0.934066
2494,2006-07-27,2006-08-03,B,0.935673
2494,2006-08-23,2006-09-11,A,6.755952
2494,2007-09-04,2007-09-14,B,0.74916
2494,2008-01-29,2008-02-14,B,0.866102
2494,2008-03-14,2008-03-27,B,1.061086
2494,2008-05-27,2008-06-03,B,1.06681
2494,2008-06-10,2008-06-19,B,0.806507
2494,2008-06-27,2008-09-17,B,0.698
2494,2008-09-17,2008-10-22,B,0.518625
2496,2004-10-14,2004-11-19,A,1.620805
2496,2005-09-07,2005-09-14,B,0.806358
2496,2006-01-25,2006-02-09,B,0.929515
2496,2006-03-13,2006-03-22,B,0.899522
2496,2006-08-07,2006-08-24,B,1.060811
2496,2006-09-05,2006-09-13,B,0.9375
2496,2008-09-16,2008-09-26,B,0.93125
2496,2008-11-03,2008-11-10,B,1.067669
2496,2008-11-10,2008-11-20,B,0.93662
2496,2008-11-27,2008-12-05,B,0.933775
2496,2010-04-01,2010-04-22,B,7.020202
2496,2013-07-01,2013-07-08,B,0.930435
2496,2013-09-02,2013-09-23,B,0.899471
2496,2013-11-08,2013-11-18,B,0.944444
2496,2013-11-27,2013-12-04,B,0.934579
2496,2014-09-11,2014-09-18,B,1.06383
2496,2014-10-07,2014-10-17,B,0.918519
2505,2004-10-12,2004-11-16,A,1.75
2506,2011-11-09,2011-11-25,A,1.707018
2509,2004-12-02,2004-12-23,A,1.779817
2514,2005-10-28,2005-11-17,A,1.095833
2516,2006-12-25,2007-01-12,A,1.576655
2527,2006-02-08,2006-02-27,A,1.618667
2528,2005-05-09,2005-09-16,A,1.054545
2528,2006-02-23,2006-03-31,A,4.307692
2528,2007-09-05,2007-09-12,B,0.868421
2528,2007-12-07,2007-12-17,B,0.932384
2528,2007-12-19,2008-01-02,B,0.933921
2528,2008-09-30,2008-10-09,B,0.814103
2528,2008-10-20,2008-11-03,B,0.936508
2528,2008-11-06,2008-11-28,B,0.932039
2528,2008-12-22,2008-12-30,B,1.065789
2528,2009-01-16,2009-02-02,B,0.933333
2528,2009-02-19,2009-02-27,B,0.931507
2528,2010-08-11,2010-08-27,B,5.0
2528,2012-10-30,2012-11-06,B,1.051579
2530,2004-10-11,2004-11-15,A,1.549708
2530,2009-09-17,2009-10-07,B,1.376639
2537,2004-08-13,2004-09-03,A,1.866667
2537,2006-01-02,2006-01-16,A,1.72973
2537,2006-10-02,2006-10-20,A,2.384058
2537,2007-11-19,2007-11-26,B,0.932416
2537,2008-02-19,2008-02-26,B,1.058201
2537,2008-06-18,2008-06-26,B,0.930516
2537,2008-07-23,2008-08-06,B,0.930233
2537,2008-09-19,2008-09-26,B,1.055484
2537,2009-02-10,2009-02-25,B,1.064401
2537,2009-02-25,2009-03-10,B,0.927731
2539,2004-05-25,2004-06-02,B,0.947368
2539,2005-11-10,2005-11-21,B,0.863095
2539,2006-01-04,2006-01-16,B,0.925993
2539,2006-01-17,2006-02-06,B,0.925926
2539,2006-09-18,2006-09-26,B,0.931868
2539,2007-03-13,2007-03-22,B,0.939655
2539,2007-04-19,2007-04-26,B,1.07
2539,2007-05-15,2007-05-23,B,1.056604
2539,2007-10-04,2007-10-16,B,0.867187
2539,2007-10-16,2007-10-24,B,0.931532
2539,2007-10-25,2007-11-07,B,0.931393
2539,2007-11-15,2007-11-30,B,1.069544
2539,2007-11-30,2007-12-13,B,0.932735
2539,2007-12-13,2007-12-25,B,0.805288
2539,2008-03-06,2008-03-26,B,3.882812
2539,2008-04-03,2008-04-18,B,0.930645
2539,2008-04-21,2008-07-29,B,0.931099
2539,2008-07-29,2008-08-22,B,0.93
2539,2008-09-02,2009-01-07,B,0.652299
2539,2009-01-21,2009-02-25,B,0.933921
2540,2005-01-14,2005-02-18,A,10.195652
2540,2005-09-08,2005-09-16,B,0.808271
2540,2008-02-12,2008-03-03,B,9.224138
2540,2008-03-17,2008-03-24,B,0.938776
2540,2008-05-26,2008-06-03,B,1.069124
2540,2008-06-03,2008-06-12,B,0.931034
2540,2008-07-03,2008-07-15,B,0.930769
2540,2008-07-15,2008-08-11,B,0.865407
2540,2009-06-15,2009-06-26,B,0.930435
2540,2009-09-04,2009-09-24,B,0.930233
2540,2009-09-28,2009-10-08,B,0.939597
2540,2009-10-08,2009-10-21,B,0.931429
2540,2010-03-04,2010-03-11,B,0.932388
2540,2010-03-25,2010-04-01,B,0.930178
2540,2010-05-10,2010-06-07,B,1.069767
2540,2010-06-09,2010-06-24,B,1.068881
2540,2010-06-30,2010-07-14,B,1.069364
2540,2010-07-14,2010-08-06,B,0.930811
2540,2010-09-09,2010-09-20,B,0.932099
2540,2010-10-08,2010-11-03,B,0.930488
2540,2010-11-12,2010-11-22,B,0.930262
2540,2011-01-27,2011-02-24,B,0.930348
2540,2011-03-15,2011-03-24,B,0.935094
2540,2011-03-28,2011-05-16,B,0.648315
2540,2011-10-12,2011-11-18,B,1.069444
2540,2011-11-18,2012-02-04,B,0.772727
2540,2012-02-17,2012-03-19,B,0.926794
2540,2012-03-19,2012-05-02,B,1.064771
2540,2012-05-02,2012-06-18,B,0.916914
2540,2014-01-20,2014-01-27,B,1.066
2540,2014-02-14,2014-02-24,B,0.872857
2542,2012-10-29,2012-11-12,A,1.273796
2544,2004-03-02,2004-04-07,A,1.867403
2544,2005-01-19,2005-02-21,A,1.44
2601,2004-04-21,2004-05-12,A,1.420213
2610,2009-08-26,2009-09-15,B,1.541935
2611,2012-11-09,2012-11-21,A,1.057554
2614,2013-10-30,2013-11-12,A,2.175258
2618,2009-08-31,2009-09-18,B,1.858466
2707,2007-01-19,2007-02-02,A,3.587963
2801A,2005-10-28,2005-11-07,B,1.055753
2811,2006-11-22,2006-12-11,A,1.233766
2812,2007-02-27,2007-04-20,A,1.61802
2816,2007-10-09,2007-10-30,B,10.921053
2816,2009-10-15,2009-11-04,B,1.255985
2816,2012-10-17,2012-10-30,A,1.212121
2827,2004-12-08,2005-01-10,A,1.666667
2827,2006-09-11,2006-09-29,A,5.186441
2827,2007-03-30,2007-04-11,B,0.932836
2834,2006-09-18,2006-10-11,A,1.588419
2837,2007-12-05,2007-12-21,B,1.332
2837,2008-08-27,2008-09-12,B,2.822581
2837,2010-01-13,2010-01-28,B,2.036403
2837,2013-02-19,2013-03-01,A,1.741379
2838,2010-06-25,2010-07-13,B,1.412564
2845,2009-08-24,2009-09-11,B,1.294366
2847,2010-11-10,2010-11-30,A,1.269737
2849,2008-08-21,2008-09-10,B,2.08561
2849,2008-11-14,2008-11-21,B,0.828025
2849,2009-01-13,2009-01-21,B,1.056624
2883A,2006-10-05,2006-10-16,B,1.055882
2883A,2007-08-29,2007-09-11,B,0.932308
2887C,2006-10-31,2006-11-20,B,0.943457
2887C,2006-12-13,2006-12-25,B,1.063228
2887C,2007-08-08,2007-08-15,B,0.932707
2887C,2008-10-15,2008-10-28,B,1.069231
2887C,2008-12-01,2008-12-08,B,0.947776
2887C,2010-01-18,2010-02-03,A,1.079526
2891A,2006-06-06,2006-06-13,B,0.930876
2904,2007-08-02,2007-08-22,B,3.025157
2910,2004-12-31,2005-01-10,B,1.067742
2910,2005-01-17,2005-01-24,B,0.931271
2910,2005-04-14,2005-04-21,B,0.931567
2910,2005-04-21,2005-04-28,B,0.947867
2910,2005-09-08,2005-09-21,B,0.931953
2913,2005-10-19,2005-11-21,A,1.483709
2913,2009-09-14,2009-09-30,B,1.565693
3004,2004-10-29,2005-01-11,A,1.066667
3004,2008-09-08,2008-10-14,B,8.974359
3004,2008-10-14,2008-10-21,B,0.903571
3004,2008-10-28,2008-11-19,B,0.868794
3004,2008-11-19,2008-11-26,B,0.869388
3004,2009-11-05,2009-11-17,B,0.930372
3004,2010-01-14,2010-01-26,B,0.930201
3004,2010-05-28,2010-06-04,B,0.931596
3014,2013-10-02,2013-10-17,A,1.153285
3018,2008-06-25,2008-07-04,B,0.933333
3018,2008-09-03,2008-09-12,B,0.935065
3018,2008-11-24,2008-12-17,B,6.788235
3018,2009-01-13,2009-01-21,B,1.068966
3018,2011-01-10,2011-01-27,A,1.194286
3021,2004-11-18,2005-06-01,A,1.068182
