stock_id,name,period,market,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2801,彰銀,2020Q2,twse,24856067,163425448,15475352,112222291,310472192,287633,,19294449,421689,,,1491585277,,,29651778,20658287,1616428,13869321,696655,3512935,1464966,2209510768,128866444,4104720,5100749,,1847351,30982452,748731,,1800588160,54603505,,,2994609,5189304,1426202,8535529,2441983,2047429739,103847235,,,54757627,3476167,0,162081029,,,,162081029,,0,0,16.23
2812,台中銀,2020Q2,twse,14593320,33651818,23479709,38196785,110638662,,13181595,15826672,3312,,,447794081,162287,505425,72246,11985074,811897,18058,166835,811406,2026695,713925877,5926107,5785227,296298,,6660862,11572464,312911,,614692107,11500000,,,1554608,1358631,832072,111021,929753,661532061,39016943,,726981,11513858,1136034,0,52393816,0,,0,52393816,0,0,0,14.13
2820,華票,2020Q2,twse,247795,,91976840,100648359,,,4010578,1806030,268510,,,,,,550383,156205,4373,,,67053,50061,199786187,14400726,,14630,,155637790,2006628,129634,,,,,,1499758,1392742,4416,101060,529334,175716718,13429600,,9028,9603269,1027572,,,,,,24069469,,0,0,17.92
2834,臺企銀,2020Q2,twse,30090773,74877540,11104812,108305996,225628774,,1398911,25885369,10705,,,1164671693,,,21991,14486849,935445,,349539,1810872,4710358,1664289627,118697653,5268450,9128650,,1722177,32472657,250815,,1327522257,58250000,,,5672593,3169666,922136,891935,3896302,1567865291,74885834,0,815900,16969506,3753096,0,96424336,0,,0,96424336,0,0,0,13.52
2836,高雄銀,2020Q2,twse,3179499,11571890,698761,20520741,49528523,,6266630,1618625,0,,,174092089,,,201431,2920521,300643,,137972,165457,261160,271463942,9150707,183050,35806,,8062554,4274028,6203,,225585443,7500000,,,129,377724,314156,,83357,255573157,10809165,,1242676,3418285,420659,,,,,,15890785,0,0,0,14.70
2838,聯邦銀,2020Q2,twse,12200026,27473840,50988680,46702512,97404050,,64757235,21370746,103122,,,394519205,1566415,,4582560,7951751,1367148,5328163,2119838,739786,8997188,748172265,24414910,540940,473464,,74757376,7294427,252507,,559645019,10200000,1464692,,5876598,327468,1341893,1579723,3468873,691637890,32938239,,8035484,10881665,4677391,,56532779,,,1596,56534375,,0,0,18.33
2845,遠東銀,2020Q2,twse,5294085,23991167,36818134,151930029,2213737,,5437750,20732173,,,,393297001,1830510,,5994671,2985235,959430,,1661378,319096,253248,653717644,5142381,5800,3974520,,9621269,7642758,197697,,535513079,25001900,,,16049407,1221623,969273,,674019,606013726,34481044,,456426,11843036,923412,,47703918,,,,47703918,,0,0,14.22
2849,安泰銀,2020Q2,twse,2774560,11216566,25055725,40655963,33879431,,2465806,4567742,3883,,,196273974,,,0,681476,688008,,190222,531683,1402156,320387195,7658366,13600,709624,,1470710,3565848,34098,,267242006,,,144586,4672255,510960,697141,29698,130974,286879866,19579101,,404990,12988770,534468,0,,,,,33507329,0,0,0,17.11
2897,王道銀行,2020Q2,twse,6696015,22462176,158658657,162796688,0,,4010578,15063043,381968,,,194231869,,,2314252,2747173,459125,,2260082,714975,877587,573674188,52049753,,394302,,158289087,4748158,198047,,272278213,16400000,,,13780458,1991524,475749,523236,2263328,523391855,27130063,,10574,5515598,-50308,-38304,32567623,,,17714710,50282333,,5737000,0,12.03
5876,上海商銀,2020Q2,twse,73323410,228591647,13792776,513447861,89258300,,1168783,22634063,236398,,,1136986364,1780130,,2709590,21107688,2321139,5704941,1737406,831435,4473641,2120105572,54591657,,5132524,,32268848,43620036,1963710,,1675603567,82954624,,,6276162,2648678,2383133,9607827,3459684,1920510450,44816031,,16432561,82628856,6044480,-83144,149838784,,,49756338,199595122,,11397439,0,33.52
