stock_id,name,period,market,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2016Q1,twse,86231468,40938495,127169963,86103337,8115309,94218646,16184093,1569897,6593962,420680,-29834,24738798,,8212519,32951317,,0,4680487,15.33
1718,中纖,2016Q1,twse,538994189,76820570,615814759,545583150,19619245,565202395,13616932,1555932,6607443,-240770,-1234422,20305115,,30307249,50612364,0,0,273464859,18.66
2514,龍邦,2016Q1,twse,963110,12702424,13665534,3121211,2497775,5618986,5632143,292494,2856000,-607528,-127932,8045177,,1371,8046548,,0,6291000,14.45
2905,三商,2016Q1,twse,147799758,753524127,901323885,15006274,855083458,870089732,6813399,971976,6688066,-1046639,-532672,12894130,0,18340023,31234153,0,0,39354000,20.08
