stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2021Q2,twse,126493385,60189890,186683275,125104521,18756612,143861133,16184093,,1953468,11449089,2676110,-29834,32232926,,10589216,42822142,,0,4680487,19.97
1718,中纖,2021Q2,twse,589753258,191379885,781133143,692716923,19651131,712368054,16213672,0,1663531,5955168,617259,-1136802,23312828,0,45452261,68765089,,0,331289968,18.07
2207,和泰車,2021Q2,twse,227970646,96452063,324422709,214504181,23531668,238035849,5461792,,2808181,55134013,2848053,,66252039,,20134821,86386860,0,0,0,121.30
2905,三商,2021Q2,twse,218815317,1180229500,1399044817,18909265,1331875628,1350784893,9093510,0,2101488,12789553,-3380904,-512488,20091159,0,28168765,48259924,0,0,50548000,23.39
