stock_id,name,period,market,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2801,彰銀,2023Q3,twse,46871267,149185869,70659697,259633178,442350214,,,21253194,114084,,,1751222737,,,1271216,21080949,1981520,13841371,1020276,4294851,902786,2785683209,104295032,,2642949,,17545187,44702477,1326225,,2358249476,49175313,,,1058654,3229937,1830662,10811746,9901237,2604768895,108582930,,,69836059,2495325,0,180914314,,,,180914314,,0,0,16.66
2812,台中銀,2023Q3,twse,14352521,40448490,32336006,59546480,112590484,,10966099,21423389,,,,528371024,173028,194687,240918,17624890,964620,605606,258763,655639,2524628,843277272,10820880,11908724,1462358,,3929195,11937005,315526,,701610444,16500000,,,7846100,1280059,1006600,109486,1251742,769978119,52260953,,1528256,19199484,310460,0,73299153,,,0,73299153,0,0,0,14.03
2820,華票,2023Q3,twse,431817,,115867644,92623148,1686035,,3525729,1563952,288868,,,,,,96579,145685,21122,,,462837,578155,217291571,21010235,,101709,,170677129,469207,,,,,,,0,1387831,21368,25639,222395,193915513,13429600,,13509,11681745,-1748796,,,,,,23376058,,0,0,17.41
2834,臺企銀,2023Q3,twse,40656689,139191834,71292765,187717051,255721072,,7414755,11233469,349355,,,1438494076,0,,8611,14083708,1240731,,811505,1753604,20137102,2190106327,179626817,1260983,10217421,,2571494,29068525,32190,,1784675542,56550000,,,2764254,2633006,1264404,892930,3336844,2074894410,82224061,,815900,33529398,-1357442,,115211917,,,,115211917,0,0,0,14.01
2836,高雄銀,2023Q3,twse,4649707,12758500,2099599,35883653,50882449,,3242733,1379106,0,,,179505269,,,230452,3031892,380060,,106930,87323,233262,294470935,9742488,0,11017,,12956776,4932750,26825,,243118365,5377000,,,,422949,379982,,219439,277187591,12742981,,1057133,4801597,-1318367,,,,,,17283344,,0,0,13.56
2838,聯邦銀,2023Q3,twse,10635835,34892914,58033444,60404588,83046400,,46601018,37685125,667074,,,563485333,1938276,,1623235,15020021,1559769,4662629,2169412,637623,9262007,932324703,9020298,1310006,554985,,70278359,11068166,736590,,745950452,5000000,924196,375000,11384660,411500,1548652,2029432,3722490,864314786,39789525,,8125732,17296299,587434,,65798990,,,2210927,68009917,,0,0,16.54
2845,遠東銀,2023Q3,twse,6251167,47654404,47617726,72348933,126012509,,2467054,19670542,,,,458350583,2638101,,8258336,5095018,859720,,1578558,52330,401744,799256725,41769,,11423637,,750704,7599104,46196,,665476242,16901900,,,37203814,715563,872043,,511433,741542405,40694838,,302926,17382389,-665833,,57714320,,,,57714320,,0,0,14.18
2849,安泰銀,2023Q3,twse,2562895,13874013,15749305,40824417,36742780,,2361686,4272161,131880,,,220123914,,,423961,659681,825578,59005,226669,741018,1282563,340861526,979997,,409830,,1184268,2906560,0,,300934722,,,,545227,271817,817638,71585,115693,308237337,19576094,,402822,14490058,-1844785,0,,,,,32624189,,0,0,16.67
2897,王道銀行,2023Q3,twse,7777593,20248101,151203755,167482826,25321815,,3525729,5095851,530665,,,224044809,7092525,,1153810,2387019,413686,,1751674,1121110,1475909,620626877,36744811,,786270,,186676164,4328203,416211,,314203891,12950000,,,4211280,2020760,431258,810078,343924,563922850,30330063,,18814,11403295,-2271715,-116128,39364329,,,17339698,56704027,,12813000,0,13.03
5876,上海商銀,2023Q3,twse,46993126,390642717,8200547,383361693,288249965,,4414694,20295052,250930,,,1271877356,2180349,,11236,23193935,1870868,7523693,2064102,4043527,11502878,2466676668,45923706,0,7822709,,719226,37356501,1529637,,2022948174,76891906,,,7253344,3424848,1906500,11619069,4601469,2221997089,48616031,0,27548445,106802373,-1295279,-83144,181588426,,,63091153,244679579,0,11397439,0,37.44
