stock_id,name,period,market,現金及約當現金,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,投資,再保險合約資產,不動產及設備,使用權資產,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總計,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,應付債券,特別股負債,其他金融負債,租賃負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2816,旺旺保,2024Q1,twse,3323506,963288,7234,,,10155449,4222280,1484380,15203,166899,,654729,,20992968,,1293724,145560,,,,,,,15393,12828660,,,98761,63920,20067,,14466085,2236080,,0,4246982,43821,,,,,,6526883,,0,0,29.19
2832,台產,2024Q1,twse,3844843,1072028,,,,15504196,2599208,359070,51054,10494,17148,754935,,24212976,,1408899,255445,,,,,,,57640,10238236,,,51610,288874,100133,,12400837,3622004,,98962,7601968,489205,,,,,,11812139,,0,0,32.61
2850,新產,2024Q1,twse,13718519,2524451,0,,,23167647,7025620,1150902,22198,27431,193109,914713,,48744590,,2959714,494832,,157425,,,,,22607,26270523,,,50812,80467,261596,,30297976,3159633,,64800,14357956,864225,0,,,,,18446614,0,0,0,58.38
2851,中再保,2024Q1,twse,12275373,432561,13117,,,33527764,7298602,286532,1131,10651,58263,2567506,,56471500,,871788,64248,,299313,,,,,1154,34099847,,,0,368227,105713,,35810290,8003888,,1560000,10294220,803102,,,,,,20661210,0,0,0,25.81
2852,第一保,2024Q1,twse,1642780,426722,,,,13639940,2992224,627939,3455,29741,21875,544193,,19928869,,730028,121904,,,,,,,3510,10456312,,,28769,95969,85926,,11522418,3011638,,0,5027194,367619,,,,,,8406451,,0,0,27.91
