stock_id,name,period,market,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2880,華南金,2023Q1,twse,30112222,245147663,102672589,361804242,724924691,,2249207,51272746,232491,,,2076637728,6837322,349180,,17276812,12563362,32740223,2107581,1002097,3877354,5116292,3676923802,206267197,0,4516535,,81651640,24687336,41152148,4450662,,2931070420,79585214,1625000,,24400601,69593417,2138974,6119324,6672469,3483930937,136427459,17758986,53932732,-15128518,,,192990659,2206,192992865,,0,0,14.15
2881,富邦金,2023Q1,twse,226605917,405003298,1506673721,691255996,3731520474,16223929,106346503,242158990,2424109,,,2555299154,50527785,57521680,,507510686,308387538,65324631,9495559,33748917,52828313,60762211,10629619411,147393414,2222151,65132202,13872448,86792457,61133990,149615542,7509250,,3672954676,263590565,21268809,,4690937510,603754358,21023974,30132047,70096275,9907429668,139952026,170933870,494747571,-92519265,,,713114202,9075541,722189743,0,0,0,50.95
2882,國泰金,2023Q1,twse,424399997,367448806,1762976288,908659837,4480740539,103678,30714619,215802304,5347205,0,,2549486779,15726701,33134382,,685478378,449882148,108840710,5188427,51059230,75117517,78116647,12248224192,150581874,0,128793295,3436279,43988999,76899211,75657769,5741041,,3236475625,132146179,12661567,,6856818289,743537208,19414697,40650413,25574584,11552377030,162025102,215335184,461828927,-156777802,0,0,682411411,13435751,695847162,,0,0,42.12
2883,凱基金,2023Q1,twse,92202111,38210402,510134061,245672065,1648770298,1957858,41423264,139184286,140408,,,422023715,915587,21191527,,170577797,57557240,34290391,12554357,18196209,16100953,83699191,3554801720,9469026,0,56212198,883574,113409289,21595267,104019777,1020680,,523359535,91592489,26716610,,2089018179,208899186,4575681,11722655,59244304,3321738450,184252310,33618500,68458639,-53391020,0,,232938429,124841,233063270,2300000,0,0,12.64
2884,玉山金,2023Q1,twse,45517957,164709280,321304338,356093805,416758048,,99749,118966103,24547,,,1929348089,,,,6888285,1825819,34597628,7090132,6167181,3347303,14532792,3427271056,65890134,0,74429038,8170,15065933,3967692,37162089,2894179,,2864529096,45750000,2810317,,1077955,98826188,4228114,2080747,3668006,3222387658,142930000,26345824,39626840,-4188297,,,204714367,169031,204883398,,0,0,14.34
2885,元大金,2023Q1,twse,71737125,80013767,458026771,354687043,566814482,,72742477,227262991,3105666,81469,,1003428183,1359065,3256803,2301182,113501086,10682580,25570730,11509936,30840550,4966886,63657311,3105546103,18509189,0,139873522,,229131967,50932749,160397007,5217107,,1502095943,102187753,42164672,,366514360,134827157,4715758,4575642,55300456,2816443282,125015590,38066502,105954051,-525291,,,268510852,20591969,289102821,0,0,0,21.48
2886,兆豐金,2023Q1,twse,111824874,438067831,209131711,542336585,587999590,,3546189,84534486,331980,220,,2039363902,17579184,5142494,,6360188,1540659,21545752,1897350,1259370,6953990,6354807,4085771162,508677989,7020237,21825371,,236383076,33138387,85029993,11376255,,2763403844,20500000,14060802,,29053590,25196317,1948049,2853629,10186378,3770653917,139398196,68194233,118205195,-10680379,0,0,315117245,0,315117245,0,0,0,22.61
2887,台新新光金,2023Q1,twse,34189578,122040174,165329849,141620933,722900910,,13049917,148426536,0,,,1448161455,515701,341247,,38454472,3804678,25910106,2512364,3496754,7711646,13931289,2892397609,24844543,0,41923692,,85507410,18599114,46249905,2649657,,2010538160,68050887,12018491,,229172477,131995965,2630458,1327755,5996208,2681504722,130741476,38197778,46205593,-4278119,,,210866728,26159,210892887,,0,0,16.13
2889,國票金,2023Q1,twse,3470106,30560,173351624,116201907,699488,,149964,31474719,56,,,,,5897592,,13383012,264820,7240866,147192,256940,475744,4799695,357844285,,32511560,1834287,,229546348,19237707,14826564,488970,,,,,,1742288,9597508,144898,25388,4254019,314209537,34473840,234007,5046461,-1705802,0,,38048506,5586242,43634748,0,0,0,11.04
2890,永豐金,2023Q1,twse,35811371,282842337,89496379,332334986,246318495,,91080718,99184714,244263,,,1409606190,,1064311,,47967891,2360831,13213378,3539563,2325197,1936152,24836765,2684163541,83700541,0,49353171,,66133854,22858420,54339484,2351513,,2051033722,71243595,6660713,18437,2976226,81406388,3019951,1356159,13950232,2510402406,121337646,6129361,56802005,-10507877,,,173761135,0,173761135,,0,0,14.32
