stock_id,name,period,market,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2801,彰銀,2021Q3,twse,30438264,176708952,26334775,180153263,378296368,182088,,25621225,346582,,,1576518237,,,3378477,20886720,1984490,13853705,597069,3322542,1074974,2439697731,83175540,23304950,1806832,,1449673,46899700,304120,,2044106503,51311389,,,1312659,4916770,1821750,8404891,2635702,2271450479,104885708,,,59369072,3992472,0,168247252,,,,168247252,,0,0,16.04
2812,台中銀,2021Q3,twse,15306763,35159928,32591744,45420863,106968801,,13298572,14867809,0,,,466431753,167360,382193,0,13292542,836502,17947,210626,802618,2544124,748300145,5265859,10165119,529839,,1204989,6917990,206252,,646174062,11500000,,,2665478,1404233,877604,111021,1085721,688108167,43385205,,803606,14471807,1531360,0,60191978,,,0,60191978,0,0,0,13.87
2820,華票,2021Q3,twse,343142,0,130428150,103232334,,,6155319,721021,141516,,,,,,41202,151095,3779,,,74285,576181,241868024,24875856,,31431,,184696662,399594,62533,,,,,,4499170,1428932,3803,77975,380237,216456193,13429600,,10231,10910470,1061530,,,,,,25411831,,0,0,18.92
2834,臺企銀,2021Q3,twse,31745333,233207915,47518005,149620086,241105739,,18052974,8071469,349583,,,1257572870,,,12641,14433334,1199449,,513451,1990224,4958569,2010351642,94421624,46565100,8522458,,2061306,21857584,24687,,1671482830,52250000,,,4458292,3357471,1188436,894212,1998093,1909082093,77431952,,815900,19883314,3138383,,101269549,,,,101269549,0,0,0,13.08
2836,高雄銀,2021Q3,twse,2910802,12765405,972373,26684358,49304516,,3737438,1701413,0,,,178952818,,,941775,3128411,318172,,118578,159900,192703,281888662,8383985,3010530,62498,,3879252,6098746,61995,,237795956,4300000,,,0,353413,315950,,72851,264335176,12034444,,1610519,3440871,467652,,,,,,17553486,0,0,0,14.59
2838,聯邦銀,2021Q3,twse,8453489,24627075,63594162,68206375,80746474,,61381022,27539275,278475,,,452352270,1521434,,1827082,7918918,1626537,4997559,2169876,944009,10875602,819059634,14281493,6254950,445546,,56019270,6545343,529995,,644278342,7700000,1311354,371500,9653565,367421,1609172,1721926,3529248,754619125,34952187,,8046354,15101830,5796774,,63897145,,,543364,64440509,,0,0,18.28
2845,遠東銀,2021Q3,twse,6713097,46113919,33165285,147792861,498629,,8319247,22346005,,,,427370009,1957761,,3773847,2961277,1053395,,1629524,188152,265575,704148583,928802,59940,2753546,,4991,7425013,136920,,593837369,25001900,,,21989695,976233,1060150,,622405,654796964,35139632,,456426,13458250,297311,,49351619,,,,49351619,,0,0,14.04
2849,安泰銀,2021Q3,twse,2004110,11925084,13826539,41690319,33975902,,799404,3989653,0,,,204908413,,,0,658126,500292,,206366,487362,1619543,316591113,9078290,32950,507132,,0,2589316,149151,,267944345,,,,666863,450912,501799,18920,102139,282041817,19579101,,404990,14349833,215372,,,,,,34549296,,0,0,17.65
2897,王道銀行,2021Q3,twse,10821501,20242466,172321474,179721441,,,6155319,19555973,299261,,,171932351,800064,,882004,2591330,359872,,2000660,896040,1393208,589972964,38573210,,343206,,186545736,2750156,174624,,265649562,14500000,,,20991841,2094343,377523,808069,2547543,535355813,30330063,,6742,6133655,-495337,-38304,35936819,,,18680332,54617151,,5737000,0,11.87
5876,上海商銀,2021Q3,twse,56306581,253743662,11472741,525404484,148737319,,550369,16068051,105952,0,,1096189628,2043702,,8344,20544840,1844023,5946315,1688842,831186,9189530,2150675569,51783240,14095280,3347486,,30014475,29143904,1283126,,1711515891,80491243,,,4669661,3072752,1913007,8892257,3281453,1943503775,44816031,,16559615,92262955,2226475,-83144,155781932,,,51389862,207171794,,11397439,0,34.85
