stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
5864,致和證,2019Q3,tpex,3433346,1395256,4828602,1183740,78257,1261997,2374904,119608,1121592,-49499,,,,,,3566605,0,0,0,15.02
6015,宏遠證,2019Q3,tpex,9692116,1027145,10719261,6726831,108758,6835589,3550008,221217,98363,45791,-31707,3883672,,,,3883672,0,0,5036000,11.10
6016,康和證,2019Q3,tpex,20712068,4117543,24829611,17212263,354544,17566807,6237227,134800,706712,224132,-88500,7214371,,,48433,7262804,0,0,13400000,11.82
6020,大展證,2019Q3,tpex,4905368,857572,5762940,1795534,12872,1808406,2523532,461,1245483,184578,,3954054,,,480,3954534,0,0,0,15.67
6021,美好證,2019Q3,tpex,6313758,812763,7126521,2415132,73658,2488790,3067559,12157,1519810,38205,,4637731,,,,4637731,0,0,0,15.12
6023,元大期貨,2019Q3,tpex,72531242,3016050,75547292,66844454,88431,66932885,2322763,940976,4045168,1305500,,8614407,,,,8614407,0,0,0,37.09
6026,福邦證,2019Q3,tpex,4792361,692470,5484831,2040378,11531,2051909,2440478,24410,572454,2846,,3040188,,,392734,3432922,,931000,0,12.43
