stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1101,台泥,2017Q4,twse,92719914,179837135,272557049,65192960,54716873,119909833,42465090,25739065,49019510,19124539,,136348204,,,16299012,152647216,,0,0,32.11
1102,亞泥,2017Q4,twse,50262702,196801646,247064348,53948167,47319817,101267984,33614472,1168692,94196274,-1543873,,127435565,,,18360799,145796364,,0,0,37.91
1103,嘉泥,2017Q4,twse,9106166,19211820,28317986,2317056,6740090,9057146,7747805,642168,9074455,1196784,-1149426,17511786,,,1749054,19260840,,0,131226000,27.21
1104,環泥,2017Q4,twse,3863038,17366170,21229208,2730633,1343814,4074447,6536092,46951,10109852,344008,,17036903,,,117858,17154761,,0,0,26.07
1108,幸福,2017Q4,twse,5121071,2115781,7236852,1925148,883162,2808310,4047380,8,357972,-3241,0,4402119,,,26423,4428542,0,0,0,10.88
1109,信大,2017Q4,twse,2977260,5599665,8576925,965063,816786,1781849,3599557,22379,2021907,19130,0,5662973,,,1132103,6795076,0,0,0,15.73
1110,東泥,2017Q4,twse,2117646,7247645,9365291,460946,324536,785482,5720008,187952,2009757,634626,-12185,8540158,,,39651,8579809,,0,2112865,14.99
1201,味全,2017Q4,twse,19706970,13155672,32862642,19050319,6004407,25054726,5060629,688,258836,-145823,,5174330,,,2633586,7807916,,0,0,10.22
1203,味王,2017Q4,twse,4448701,4743580,9192281,1996670,1586538,3583208,2400000,112965,2008425,61186,-38464,4544112,,,1064961,5609073,0,0,2293865,19.12
1210,大成,2017Q4,twse,21046907,19700945,40747852,16006605,3018310,19024915,7363944,2550673,5520677,874233,-306199,16003328,,,5719609,21722937,,0,52894691,23.41
1213,大飲,2017Q4,twse,419697,445169,864866,137183,31657,168840,566226,21938,108062,-200,,696026,,,,696026,0,0,0,12.29
1215,卜蜂,2017Q4,twse,5169541,8716581,13886122,5143742,1784866,6928608,2679910,1145,2831268,1165175,,6677498,,,280016,6957514,0,0,0,24.92
1216,統一,2017Q4,twse,174909878,239745576,414655454,140208164,83147096,223355260,56820154,3916160,63046237,-3707274,,120075277,,,71224917,191300194,0,0,0,21.13
1217,愛之味,2017Q4,twse,1929163,10313125,12242288,2733860,3384629,6118489,4945134,258350,420755,-207704,0,5416535,,,707264,6123799,0,0,0,10.95
1218,泰山,2017Q4,twse,2798150,4683863,7482013,1836438,1823586,3660024,3558323,29463,468298,-35512,-203876,3816696,,,5293,3821989,0,1531474,13680042,11.19
1219,福壽,2017Q4,twse,4099966,4361821,8461787,2071681,2442447,4514128,3220139,32946,653637,-2941,,3903781,,,43878,3947659,0,0,0,12.12
1220,台榮,2017Q4,twse,1937305,1090198,3027503,438617,202727,641344,1770779,1413,486835,-41866,0,2217161,,,168998,2386159,,0,0,12.52
1225,福懋油,2017Q4,twse,4453395,2563625,7017020,2433654,945808,3379462,2187030,121015,944312,-56373,,3195984,,,441574,3637558,,0,0,14.61
1227,佳格,2017Q4,twse,15496940,7212548,22709488,7137271,548609,7685880,9150897,83124,5833327,-260426,-21182,14785740,,,237868,15023608,0,0,6669471,16.28
1229,聯華,2017Q4,twse,2654296,26998935,29653231,3193879,1173437,4367316,9564847,747487,10575578,4333945,-2393,25219464,,,66451,25285915,,0,105000,26.37
1231,聯華食,2017Q4,twse,3156949,3326921,6483870,1890660,1465970,3356630,1598858,72657,1419986,17660,,3109161,,,18079,3127240,,0,0,19.45
1232,大統益,2017Q4,twse,4821436,631212,5452648,1557193,70228,1627421,1599749,23784,2147808,,,3771341,,,53886,3825227,0,0,0,23.57
1233,天仁,2017Q4,twse,846395,1226288,2072683,450116,120615,570731,905919,45204,559982,-10541,-2754,1497810,,,4142,1501952,0,0,60000,16.54
1234,黑松,2017Q4,twse,7508494,15347434,22855928,2912716,2381066,5293782,4018711,184583,13343914,14938,0,17562146,,,0,17562146,,0,0,43.70
1235,興泰,2017Q4,twse,4187111,1548404,5735515,1522126,54924,1577050,606623,41515,769099,2751181,-9953,4158465,,,0,4158465,,0,1978138,70.86
1236,宏亞,2017Q4,twse,789246,2144018,2933264,454465,720575,1175040,1083425,33396,393846,247557,0,1758224,,,0,1758224,0,0,0,16.23
1256,鮮活果汁-KY,2017Q4,twse,1446523,875572,2322095,677575,119269,796844,307656,425602,793531,-36041,,1490748,,,34503,1525251,,0,0,48.46
1301,台塑,2017Q4,twse,184212236,291858800,476071036,71274256,59786614,131060870,63657408,11649929,182149818,87553011,,345010166,,,,345010166,0,0,0,54.20
1303,南亞,2017Q4,twse,212066791,332004598,544071389,79681194,97170436,176851630,79308216,26158472,208480444,41672728,,355619860,,,11599899,367219759,0,0,0,44.84
1304,台聚,2017Q4,twse,30484428,33909423,64393851,12863294,16722138,29585432,11654544,238194,6738561,-31286,-475606,18124407,,,16684012,34808419,,0,114181936,17.24
1305,華夏,2017Q4,twse,5993631,6679590,12673221,1785947,2686426,4472373,4919996,8236,2857342,20767,,7806341,,,394507,8200848,0,0,0,15.87
1307,三芳,2017Q4,twse,7673657,6726477,14400134,3342236,2676933,6019169,3978181,139055,4482278,-218549,,8380965,,,,8380965,,0,0,21.07
1308,亞聚,2017Q4,twse,5136436,9739565,14876001,2338563,2720968,5059531,5181147,16434,4254352,364537,0,9816470,0,,,9816470,0,0,0,18.95
1309,台達化,2017Q4,twse,5313224,3498211,8811435,3132553,1773332,4905885,3276518,469,505981,122582,,3905550,,,,3905550,0,0,0,11.92
1310,台苯,2017Q4,twse,4133728,6790963,10924691,2343499,1008930,3352429,5278698,68142,1843580,97511,,7287931,,,284331,7572262,,0,0,13.81
1312,國喬,2017Q4,twse,9474318,18525597,27999915,3131118,1384733,4515851,9266203,147446,10538796,887872,-122170,20718147,,,2765917,23484064,0,0,4904473,22.48
1313,聯成,2017Q4,twse,20601738,24408241,45009979,15075247,8670826,23746073,11995571,1147117,6038556,2400287,-317625,21263906,,,0,21263906,0,0,33200000,18.23
1314,中石化,2017Q4,twse,18839149,62789811,81628960,4241699,14838802,19080501,26998573,1260386,35229878,-1181112,,62307725,,,240734,62548459,,0,0,23.08
1315,達新,2017Q4,twse,4490361,5047796,9538157,1266499,936943,2203442,1980000,86199,3706189,1658369,-118879,7311878,,,22837,7334715,0,0,7137000,38.31
1316,上曜,2017Q4,twse,3706739,891605,4598344,1878695,20658,1899353,1278100,190037,199216,126364,-33265,1760452,,,938539,2698991,0,0,11286800,15.11
1319,東陽,2017Q4,twse,9864022,27809866,37673888,8238435,8099485,16337920,5914771,4149257,10374788,-57722,,20381094,,,954874,21335968,,0,0,34.46
1321,大洋,2017Q4,twse,1535650,9343318,10878968,955457,5143021,6098478,2272283,7792,2570264,-33660,-36189,4780490,0,,0,4780490,0,0,6542716,21.66
1323,永裕,2017Q4,twse,2173174,1729494,3902668,554455,1251888,1806343,912745,57128,903190,-60083,-2813,1810167,,,286158,2096325,0,0,1200017,20.10
1324,地球,2017Q4,twse,951080,439252,1390332,306000,58834,364834,751219,0,282902,-8623,0,1025498,,,0,1025498,0,0,0,13.65
1325,恆大,2017Q4,twse,1035490,862184,1897674,64021,65230,129251,852812,3239,854833,-15323,,1695561,,,72862,1768423,0,0,0,19.88
1326,台化,2017Q4,twse,253842403,318484090,572326493,82425994,71399423,153825417,58611863,8682798,181832657,109169026,-626468,357669876,,,60831200,418501076,0,0,27418610,61.31
1337,再生-KY,2017Q4,twse,4357056,6466287,10823343,823770,65020,888790,2677761,2960471,4547267,-250946,,9934553,,,,9934553,,0,0,37.10
1338,廣華-KY,2017Q4,twse,6019844,3851693,9871537,2988858,62062,3050920,838400,2787090,3204494,-316971,,6513013,,,307604,6820617,0,0,0,77.68
1339,昭輝,2017Q4,twse,2415105,4115275,6530380,1890284,1283663,3173947,741389,1188117,1284779,-39601,,3174684,,,181749,3356433,,0,0,42.82
1340,勝悅-KY,2017Q4,twse,5775422,1222450,6997872,398913,10563,409476,1263825,2540814,3101908,-318151,,6588396,,,,6588396,,0,0,52.13
1341,富林-KY,2017Q4,twse,982319,480908,1463227,890092,45890,935982,373000,214334,170929,-231018,,527245,,,,527245,,0,0,14.14
1402,遠東新,2017Q4,twse,100053197,416713083,516766280,101640620,159586567,261227187,53528751,2859569,141693400,-3696270,-25063,194360387,,,61178706,255539093,,0,779000,36.31
1410,南染,2017Q4,twse,752268,776650,1528918,93111,176748,269859,720000,21784,476661,-13525,,1204920,,,54139,1259059,0,0,0,16.74
1413,宏洲,2017Q4,twse,880829,1439387,2320216,665449,759615,1425064,1321124,0,-425972,0,,,,,,895152,,0,0,6.78
1414,東和,2017Q4,twse,896643,3599908,4496551,663121,702170,1365291,2200000,0,1014133,-82873,,,,,,3131260,0,0,0,14.23
1416,廣豐,2017Q4,twse,1885121,6731687,8616808,1337743,3055279,4393022,1853422,127520,2152398,90446,,4223786,,,0,4223786,0,0,0,22.79
1417,嘉裕,2017Q4,twse,2379454,2161087,4540541,882799,136583,1019382,3798837,,-729680,452002,,3521159,,,,3521159,,0,0,9.27
1418,東華,2017Q4,twse,312558,1269224,1581782,1169539,324297,1493836,568343,8005,-329706,-77790,-80969,87883,,,63,87946,0,0,2543000,1.62
1419,新紡,2017Q4,twse,3687904,10087508,13775412,3673518,852914,4526432,3000413,2646,3033065,3179216,-13174,9202166,0,,46814,9248980,0,0,803829,30.75
1423,利華,2017Q4,twse,1501170,1349493,2850663,37912,199396,237308,1730000,122705,441333,319317,0,,,,,2613355,,0,0,15.11
1432,大魯閣,2017Q4,twse,1845836,1272858,3118694,956212,195931,1152143,1679376,682909,-422204,-6578,0,1933503,,,33048,1966551,0,0,0,11.51
1434,福懋,2017Q4,twse,23982143,70720892,94703035,9413895,12106570,21520465,16846646,274323,14752410,37525951,-19935,69379395,,,3803175,73182570,0,0,2293228,41.24
1435,中福,2017Q4,twse,363874,741826,1105700,2002,167411,169413,1397801,1302,-303525,0,-159275,936303,,,-16,936287,,0,14424000,7.47
1436,華友聯,2017Q4,twse,6399717,702416,7102133,3245073,1406945,4652018,759000,245201,1441176,4738,,2450115,,,,2450115,0,0,0,32.28
1437,勤益控,2017Q4,twse,1364165,8238456,9602621,682472,3524327,4206799,1936869,299765,2867706,265405,0,5369745,,,26077,5395822,0,0,0,27.72
1438,三地開發,2017Q4,twse,574126,32865,606991,1475,68800,70275,1024115,81330,-568729,0,0,,,,,536716,,0,0,5.24
1439,雋揚,2017Q4,twse,1336739,736982,2073721,12635,150101,162736,920000,8686,982299,0,0,,,,,1910985,0,0,0,20.77
1440,南紡,2017Q4,twse,10535066,32274758,42809824,9982819,7697914,17680733,16568159,64650,7959513,378309,,24970631,,,158460,25129091,0,0,0,15.07
1441,大東,2017Q4,twse,828233,2466672,3294905,1185717,1559052,2744769,721124,0,-374769,203781,,550136,,,,550136,0,0,0,7.63
1442,名軒,2017Q4,twse,9617704,740250,10357954,1163120,3563598,4726718,3002707,928198,1695960,4371,,5631236,,,,5631236,,0,0,18.76
1443,立益物流,2017Q4,twse,1009262,3448116,4457378,3182390,893758,4076148,1353430,701,-479964,-1051,-9056,864060,,,-482830,381230,0,0,460610,6.41
1444,力麗,2017Q4,twse,5949060,12646142,18595202,5048995,1409838,6458833,9573029,72312,1058262,303775,-28470,10978908,,,1157461,12136369,,0,10774028,11.60
1445,大宇,2017Q4,twse,1075281,1139526,2214807,185702,165055,350757,1386670,172305,273370,31705,0,1864050,,,0,1864050,0,0,0,13.44
1446,宏和,2017Q4,twse,3293741,558803,3852544,542705,1619530,2162235,1377095,240592,124565,-51943,0,1690309,,,0,1690309,0,0,0,12.27
1447,力鵬,2017Q4,twse,9310679,11082616,20393295,6345966,3197702,9543668,9144872,117796,1177583,-46538,-357738,10035975,,,813652,10849627,,0,82948106,12.07
1449,佳和,2017Q4,twse,2166152,3299253,5465405,2213229,2287269,4500498,1200000,35165,-911528,406856,-14290,716203,,,248704,964907,,0,317686,5.98
