stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1240,茂生農經,2024Q3,tpex,1694256,935680,2629936,664956,66389,731345,413387,,145207,663134,628758,,1850486,,,48105,1898591,,0,0,44.76
1259,安心,2024Q3,tpex,1319864,5094203,6414067,2003041,1961218,3964259,323895,,809816,951436,350745,,2435892,,,13916,2449808,0,0,0,75.21
1264,德麥,2024Q3,tpex,3023003,2306097,5329100,1207201,73812,1281013,370644,,673837,2218568,12643,-2432,3273260,,,774827,4048087,,0,12000,88.34
1268,漢來美食,2024Q3,tpex,2378278,4622992,7001270,2089386,2707793,4797179,422237,,1123334,559855,98665,0,2204091,,,,2204091,,0,0,52.20
1294,漢田生技,2024Q3,tpex,605793,579669,1185462,161262,234159,395421,276008,,296202,214730,,,786940,,,3101,790041,,0,0,28.51
1295,生合,2024Q3,tpex,716517,1541308,2257825,308447,888358,1196805,313548,,250659,491570,5243,,1061020,,,,1061020,0,0,0,33.84
1336,台翰,2024Q3,tpex,1176924,1692440,2869364,660476,296620,957096,782864,,670151,532120,-72867,,1912268,,,,1912268,0,0,0,24.43
1565,精華,2024Q3,tpex,3835863,3828796,7664659,1041909,318073,1359982,504165,,526000,5272915,1597,,6304677,,,,6304677,0,0,0,125.05
1569,濱川,2024Q3,tpex,3238664,3044081,6282745,2427759,736250,3164009,1214474,,1033431,795085,-70258,,2972732,,,146004,3118736,,0,0,24.48
1570,力肯,2024Q3,tpex,891220,300747,1191967,181044,25702,206746,515008,,0,429925,40288,0,985221,,,0,985221,0,0,0,19.13
1580,新麥,2024Q3,tpex,2380964,1720042,4101006,841347,113625,954972,502302,,206827,2356300,-51224,,3014205,,,131829,3146034,,0,0,60.01
1584,精剛,2024Q3,tpex,3691143,3809814,7500957,1697235,1989726,3686961,1924705,,1161769,629005,23904,,3739383,,,74613,3813996,0,0,0,19.43
