stock_id,name,period,market,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
2855,統一證,2018Q4,twse,64915856,5465417,70381273,44636888,31938,44668826,13904281,142702,10979662,619340,,25645985,,,66462,25712447,0,0,0,18.44
6005,群益證,2018Q4,twse,101969620,15420287,117389907,80738838,1446333,82185171,23209081,2852299,6209696,700916,0,32971992,,,2232744,35204736,0,0,0,14.21
6024,群益期,2018Q4,twse,39895947,490071,40386018,35307278,17468,35324746,1764376,1047338,2247246,-26868,,5032092,,,29180,5061272,,0,0,28.52
