stock_id,name,period,market,現金及約當現金,應收款項,本期所得稅資產,待出售資產,投資,再保險合約資產,不動產及設備,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總計,短期債務,應付款項,當期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,以成本衡量之金融負債,應付債券,特別股負債,其他金融負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2816,旺旺保,2015Q1,twse,2768212,1202419,12101,,4948749,4036699,811777,123365,,810222,,14713544,,1136357,,,,,,,,,9401989,57523,,182540,63920,121347,,10963676,2129600,0,1614060,6208,,,,,,3749868,0,0,0,17.61
2832,台產,2015Q1,twse,4203677,904010,,,9565888,2122129,370960,4031,9231,844290,,18024216,,931094,80282,,,,,,,,7889017,,,47508,279503,1263888,,10491292,3638164,117725,3725984,51051,,,,,,7532924,,0,0,20.71
2850,新產,2015Q1,twse,5868228,1497545,,,13244278,5456795,1063477,32440,210914,780358,,28154035,,1371485,92642,,0,,,,,,17989474,,,531097,56327,132123,,20173148,3159633,63663,3654704,1102887,0,,,,,7980887,0,0,0,25.26
2851,中再保,2015Q1,twse,18030968,454576,133340,,10442436,3957345,215390,1457,10357,988401,,34234270,,701090,142029,,955,,,,,,23403177,,,5719,75705,37210,,24365885,5622750,300000,3682773,262862,,,,,,9868385,0,0,0,17.55
2852,第一保,2015Q1,twse,1059873,734357,,,8654691,1994745,623388,3414,47878,504505,,13622851,,735695,63037,,,,,,,,7485281,,,180569,92934,34947,,8592463,3011638,0,2013675,5075,,,,,,5030388,,0,0,16.70
