stock_id,name,period,market,現金及約當現金,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,投資,再保險合約資產,不動產及設備,使用權資產,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總計,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,應付債券,特別股負債,其他金融負債,租賃負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2816,旺旺保,2020Q1,twse,2583705,1046558,1369,0,,7334671,4703094,1158533,16378,133039,0,765249,,17742596,,1245011,3166,0,,,,,,16362,10952998,,,183490,63920,72432,,12537379,2129600,0,3096962,-21345,,5205217,,,0,5205217,,0,0,24.44
2832,台產,2020Q1,twse,3217590,717118,,,,11640285,2022753,389372,30948,4440,28797,775989,,18827292,,1305048,98591,,,,,,,62188,8397545,,,83990,272473,73454,,10293289,3622004,98962,5181968,-368931,,,,,,8534003,,0,0,23.56
2850,新產,2020Q1,twse,9393967,1636641,0,,,15881456,6028939,1089208,39192,27450,202064,791348,,35090265,,2123353,246290,,6376,,,,,39588,21090022,,,140698,11848,104841,,23763016,3159633,64777,7842851,261516,-1528,,,,,11327249,0,50000,0,35.86
2851,中再保,2020Q1,twse,16825140,276288,,,,15548937,6217359,203048,551,7863,52973,1476273,,40608432,,635349,375948,,23801,,,,,553,27302057,,,17990,49192,53226,,28458116,5903888,300000,6096095,-149667,,,,,,12150316,0,0,0,20.58
2852,第一保,2020Q1,twse,1592874,474175,,,,9542344,2323876,666821,3713,9183,47828,630156,,15290970,,717783,65237,,,,,,,3753,7989035,,,159400,93821,89319,,9118348,3011638,0,3273507,-112523,,,,,,6172622,,0,0,20.50
