stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
2855,統一證,2022Q3,twse,89928864,9499313,99428177,69755467,177640,69933107,14558313,,91261,13485248,1275719,,29410541,,,84529,29495070,0,0,0,20.20
6005,群益證,2022Q3,twse,180947317,17337384,198284701,158213766,2575599,160789365,21709081,,2743256,8865968,1325587,,34643892,,,2851444,37495336,,0,0,15.96
6024,群益期,2022Q3,twse,51238309,498881,51737190,45106573,66792,45173365,2104376,,1663251,2799839,-6171,,6561295,,,2530,6563825,0,0,0,31.18
