stock_id,name,period,market,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
5864,致和證,2016Q2,tpex,2729391,1480793,4210184,1308958,32355,1341313,2122835,123904,747057,-124925,,,,,2868871,,0,0,13.51
6015,宏遠證,2016Q2,tpex,11073680,746298,11819978,7202277,19311,7221588,4148808,78524,342363,80986,-52291,4598390,,,4598390,0,0,8752000,11.32
6016,康和證,2016Q2,tpex,31130476,3109407,34239883,26624921,292652,26917573,6583368,113652,838980,-84572,-171034,7280394,,,7322310,0,0,20029000,11.41
6020,大展證,2016Q2,tpex,3783812,695147,4478959,816956,11048,828004,2523532,461,1126489,0,,3650482,,,3650955,0,0,0,14.47
6021,美好證,2016Q2,tpex,6349302,1404689,7753991,3451640,56602,3508242,3067559,12157,1295016,-128983,,4245749,,,4245749,0,0,0,13.84
6023,元大期貨,2016Q2,tpex,60795465,2022146,62817611,55946448,59848,56006296,2322763,940976,2609402,938174,,6811315,,,6811315,0,0,0,29.32
6026,福邦證,2016Q2,tpex,4643288,559547,5202835,2182857,,2182857,2417000,5502,242311,0,0,2664813,,,3019978,0,0,0,11.03
