stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1240,茂生農經,2019Q2,tpex,923667,653167,1576834,371126,31150,402276,339900,134278,333117,367263,,,,,,1174558,,0,0,35.59
1259,安心,2019Q2,tpex,2496033,2309504,4805537,1690879,1321006,3011885,323895,809816,645758,-21138,-10123,1748208,,,45444,1793652,0,0,117000,54.17
1264,德麥,2019Q2,tpex,2604680,932419,3537099,804207,71854,876061,336960,706936,1129190,-26714,,2146372,,,514666,2661038,0,0,0,63.70
1268,漢來美食,2019Q2,tpex,1715799,2373688,4089487,1522440,1220908,2743348,375777,795453,233137,7582,-65810,1346139,,,,1346139,,0,500000,36.31
1336,台翰,2019Q2,tpex,1034808,1423248,2458056,791227,16170,807397,851484,747738,104547,-53110,0,1650659,,,,1650659,,0,0,19.39
1565,精華,2019Q2,tpex,4783913,4494424,9278337,3084738,1023541,4108279,504165,526000,4137147,2746,,5170058,,,,5170058,0,0,0,102.55
1569,濱川,2019Q2,tpex,3021660,3167721,6189381,2568707,859932,3428639,1127133,1053283,569483,-90601,,2659298,,,101444,2760742,,0,0,23.59
1570,力肯,2019Q2,tpex,709132,239045,948177,213706,9185,222891,515008,0,212549,-2271,,725286,,,0,725286,0,0,0,14.08
1580,新麥,2019Q2,tpex,2205657,1128472,3334129,1177432,152792,1330224,502302,75738,1454984,-82705,,1950319,,,53586,2003905,,0,0,38.83
1584,精剛,2019Q2,tpex,636290,1430095,2066385,734170,422177,1156347,824705,286822,-137881,-108939,,864707,,,45331,910038,,0,0,10.49
1586,和勤,2019Q2,tpex,1800545,1279954,3080499,1541734,126553,1668287,801512,512998,289294,-71050,-120542,1412212,,,,1412212,,0,3242000,19.28
1591,駿吉-KY,2019Q2,tpex,347026,360799,707825,259795,34394,294189,331648,22159,176713,-116884,,413636,,,0,413636,0,0,0,12.47
1593,祺驊,2019Q2,tpex,753646,353765,1107411,277338,8306,285644,319484,285787,228378,-18675,0,814974,,,6793,821767,0,0,0,25.51
1595,川寶,2019Q2,tpex,2586874,1147367,3734241,997526,376227,1373753,471481,545756,1359408,-5677,-10480,2360488,,,,2360488,,0,222000,50.30
1599,宏佳騰,2019Q2,tpex,1462153,877525,2339678,738466,32421,770887,738118,487161,473649,-8887,-121250,1568791,,,,1568791,0,0,2956000,26.57
1742,台蠟,2019Q2,tpex,750593,472136,1222729,499875,97867,597742,550500,23086,45303,6098,0,624987,,,,624987,0,0,0,11.35
1777,生泰,2019Q2,tpex,1132030,757807,1889837,728560,89671,818231,300595,314322,458894,-2205,,,,,,1071606,0,0,0,35.65
1780,立弘,2019Q2,tpex,1207233,667230,1874463,550860,197587,748447,946000,,179251,765,,1126016,,,,1126016,,0,0,11.90
1781,合世,2019Q2,tpex,239476,255414,494890,171166,15476,186642,474076,,-151921,-13907,,308248,,,,308248,0,0,0,6.50
1784,訊聯,2019Q2,tpex,831205,974763,1805968,239340,258330,497670,496269,613624,25511,-6165,-59832,1069407,,,238891,1308298,0,0,2144000,22.52
1785,光洋科,2019Q2,tpex,11849493,8839868,20689361,11353138,3179582,14532720,4384312,948143,749832,-118009,0,5964278,,,192363,6156641,0,0,0,13.60
1788,杏昌,2019Q2,tpex,2310669,1471762,3782431,1185400,934030,2119430,360000,763537,541089,-1625,,1663001,,,,1663001,0,0,0,46.19
1796,金穎生技,2019Q2,tpex,635108,395338,1030446,124437,503698,628135,278634,118819,6760,-1902,,402311,,,,402311,0,0,0,14.44
1799,易威,2019Q2,tpex,352307,913002,1265309,185154,330747,515901,1088427,16070,-424669,9692,,689520,,,59888,749408,,0,0,6.34
1813,寶利徠,2019Q2,tpex,547328,726951,1274279,313314,26237,339551,466355,263187,167039,-6913,,889668,,,45060,934728,0,0,0,19.08
1815,富喬,2019Q2,tpex,3578974,11390934,14969908,2164014,5643682,7807696,4329465,1804883,1358173,-267488,-62821,7162212,,,,7162212,,0,5000000,16.90
2035,唐榮公司,2019Q2,tpex,4254416,14220488,18474904,3507167,10324598,13831765,3500000,46,1013713,129380,,,,,,4643139,,0,0,13.27
2061,風青,2019Q2,tpex,739089,200582,939671,313032,30711,343743,586609,926,17208,-1821,-6994,595928,,,,595928,0,0,725000,10.29
2063,世鎧精密,2019Q2,tpex,953626,649295,1602921,755304,156295,911599,450000,28778,213018,-474,,691322,0,,0,691322,0,0,0,15.36
2064,晉椿,2019Q2,tpex,1467447,1543389,3010836,1419798,279596,1699394,700000,101974,516363,-7845,,1310492,,,950,1311442,0,0,0,18.72
2065,世豐,2019Q2,tpex,894186,775207,1669393,601629,63879,665508,326792,219191,356706,101196,0,,,,,1003885,0,0,0,30.72
2066,世德,2019Q2,tpex,1904269,1072698,2976967,1169985,625514,1795499,365029,38699,716285,-664,-19435,1099914,,,81554,1181468,0,0,247000,30.34
2067,嘉鋼,2019Q2,tpex,712423,872384,1584807,764721,222277,986998,451382,35610,40769,-6363,,521398,,,76411,597809,,0,0,11.55
2070,精湛,2019Q2,tpex,951448,775514,1726962,453582,350197,803779,367828,130341,439549,-14535,,923183,,,,923183,0,0,0,25.10
